"Per Pupil Expenditures by Function (District), 2019-20"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Student transportation services","$826,742",846,3,"$977"
"East Granby School District","=""0400011""","Food services","$0",831,2,"$0"
"East Granby School District","=""0400011""","Enterprise operations","$546,252",831,2,"$657"
"East Granby School District","=""0400011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Granby School District","=""0400011""","Total","$17,830,322",883,1,"$20,193"
"East Haddam School District","=""0410011""","Instruction","$13,100,521",1026,1,"$12,769"
"East Haddam School District","=""0410011""","Support services - students","$1,624,375",996,2,"$1,631"
"East Haddam School District","=""0410011""","Support services - instruction","$838,689",996,2,"$842"
"East Haddam School District","=""0410011""","Support services - general administration","$1,168,814",996,2,"$1,174"
"East Haddam School District","=""0410011""","Support services - school based administration","$1,163,796",996,2,"$1,168"
"East Haddam School District","=""0410011""","Central and other support services","$212,483",996,2,"$213"
"East Haddam School District","=""0410011""","Operation and maintenance of plant","$2,343,778",996,2,"$2,353"
"East Haddam School District","=""0410011""","Student transportation services","$1,027,291",1139,3,"$902"
"East Haddam School District","=""0410011""","Food services","$60,390",996,2,"$61"
"East Haddam School District","=""0410011""","Enterprise operations","$0",996,2,"$0"
"East Haddam School District","=""0410011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Haddam School District","=""0410011""","Total","$21,540,137",1026,1,"$20,994"
"East Hampton School District","=""0420011""","Instruction","$21,668,916",1900,1,"$11,405"
"East Hampton School District","=""0420011""","Support services - students","$2,762,513",1837,2,"$1,504"
"East Hampton School District","=""0420011""","Support services - instruction","$645,393",1837,2,"$351"
"East Hampton School District","=""0420011""","Support services - general administration","$851,718",1837,2,"$464"
"East Hampton School District","=""0420011""","Support services - school based administration","$1,688,312",1837,2,"$919"
"East Hampton School District","=""0420011""","Central and other support services","$1,297,461",1837,2,"$706"
"East Hampton School District","=""0420011""","Operation and maintenance of plant","$2,444,654",1837,2,"$1,331"
"East Hampton School District","=""0420011""","Student transportation services","$1,356,860",1934,3,"$702"
"East Hampton School District","=""0420011""","Food services","$0",1837,2,"$0"
"East Hampton School District","=""0420011""","Enterprise operations","$0",1837,2,"$0"
"East Hampton School District","=""0420011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Hampton School District","=""0420011""","Total","$32,715,828",1900,1,"$17,219"
"East Hartford School District","=""0430011""","Instruction","$78,239,698",8395,1,"$9,320"
"East Hartford School District","=""0430011""","Support services - students","$10,536,570",6767,2,"$1,557"
"East Hartford School District","=""0430011""","Support services - instruction","$4,964,713",6767,2,"$734"
"East Hartford School District","=""0430011""","Support services - general administration","$1,183,638",6767,2,"$175"
"East Hartford School District","=""0430011""","Support services - school based administration","$5,653,773",6767,2,"$835"
"East Hartford School District","=""0430011""","Central and other support services","$5,770,249",6767,2,"$853"
"East Hartford School District","=""0430011""","Operation and maintenance of plant","$10,635,650",6767,2,"$1,572"
"East Hartford School District","=""0430011""","Student transportation services","$6,354,874",5173,3,"$1,228"
"East Hartford School District","=""0430011""","Food services","$0",6767,2,"$0"
"East Hartford School District","=""0430011""","Enterprise operations","$0",6767,2,"$0"
"East Hartford School District","=""0430011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Hartford School District","=""0430011""","Total","$123,339,165",8395,1,"$14,692"
"East Haven School District","=""0440011""","Instruction","$32,908,061",3290,1,"$10,002"
"East Haven School District","=""0440011""","Support services - students","$4,831,859",2872,2,"$1,682"
"East Haven School District","=""0440011""","Support services - instruction","$1,974,297",2872,2,"$687"
"East Haven School District","=""0440011""","Support services - general administration","$912,548",2872,2,"$318"
"East Haven School District","=""0440011""","Support services - school based administration","$2,706,572",2872,2,"$942"
"East Haven School District","=""0440011""","Central and other support services","$3,620,008",2872,2,"$1,260"
"East Haven School District","=""0440011""","Operation and maintenance of plant","$3,943,887",2872,2,"$1,373"
"East Haven School District","=""0440011""","Student transportation services","$2,886,337",2985,3,"$967"
"East Haven School District","=""0440011""","Food services","$0",2872,2,"$0"
"East Haven School District","=""0440011""","Enterprise operations","$0",2872,2,"$0"
"East Haven School District","=""0440011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Haven School District","=""0440011""","Total","$53,783,570",3290,1,"$16,348"
"East Lyme School District","=""0450011""","Instruction","$29,741,117",2772,1,"$10,729"
"East Lyme School District","=""0450011""","Support services - students","$2,608,572",2687,2,"$971"
"East Lyme School District","=""0450011""","Support services - instruction","$2,786,726",2687,2,"$1,037"
"East Lyme School District","=""0450011""","Support services - general administration","$2,169,761",2687,2,"$808"
"East Lyme School District","=""0450011""","Support services - school based administration","$2,669,720",2687,2,"$994"
"East Lyme School District","=""0450011""","Central and other support services","$1,263,537",2687,2,"$470"
"East Lyme School District","=""0450011""","Operation and maintenance of plant","$6,162,902",2687,2,"$2,294"
"East Lyme School District","=""0450011""","Student transportation services","$1,724,147",2549,3,"$676"
"East Lyme School District","=""0450011""","Food services","$0",2687,2,"$0"
"East Lyme School District","=""0450011""","Enterprise operations","$916,418",2687,2,"$341"
"East Lyme School District","=""0450011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Total","$50,042,900",2772,1,"$18,053"
"East Windsor School District","=""0470011""","Instruction","$15,421,749",1193,1,"$12,927"
"East Windsor School District","=""0470011""","Support services - students","$2,087,751",1067,2,"$1,957"
"East Windsor School District","=""0470011""","Support services - instruction","$553,776",1067,2,"$519"
"East Windsor School District","=""0470011""","Support services - general administration","$783,051",1067,2,"$734"
"East Windsor School District","=""0470011""","Support services - school based administration","$1,552,239",1067,2,"$1,455"
"East Windsor School District","=""0470011""","Central and other support services","$1,133,591",1067,2,"$1,062"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$836,783",1067,2,"$784"
"East Windsor School District","=""0470011""","Student transportation services","$1,487,564",1011,3,"$1,471"
"East Windsor School District","=""0470011""","Food services","$305,000",1067,2,"$286"
"East Windsor School District","=""0470011""","Enterprise operations","$1,171,482",1067,2,"$1,098"
"East Windsor School District","=""0470011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Windsor School District","=""0470011""","Total","$25,332,986",1193,1,"$21,235"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$14,140,426",474,1,"$29,832"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$3,966,000",474,2,"$8,367"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$176,589",474,2,"$373"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$827",474,2,"$2"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",474,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$1,070",474,2,"$2"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$1,307",474,2,"$3"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$340,800",73,3,"$4,668"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",474,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",474,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$18,627,018",474,1,"$39,298"
"Eastford School District","=""0390011""","Instruction","$2,912,558",203,1,"$14,348"
"Eastford School District","=""0390011""","Support services - students","$256,050",150,2,"$1,707"
"Eastford School District","=""0390011""","Support services - instruction","$148,554",150,2,"$990"
"Eastford School District","=""0390011""","Support services - general administration","$190,221",150,2,"$1,268"
"Eastford School District","=""0390011""","Support services - school based administration","$182,474",150,2,"$1,216"
"Eastford School District","=""0390011""","Central and other support services","$16,198",150,2,"$108"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$251,506",150,2,"$1,677"
"Eastford School District","=""0390011""","Student transportation services","$209,444",209,3,"$1,002"
"Eastford School District","=""0390011""","Food services","$0",150,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",150,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastford School District","=""0390011""","Total","$4,167,005",203,1,"$20,527"
"Easton School District","=""0460011""","Instruction","$11,752,398",888,1,"$13,235"
"Easton School District","=""0460011""","Support services - students","$475,457",881,2,"$540"
"Easton School District","=""0460011""","Support services - instruction","$458,818",881,2,"$521"
"Easton School District","=""0460011""","Support services - general administration","$341,724",881,2,"$388"
"Easton School District","=""0460011""","Support services - school based administration","$1,117,477",881,2,"$1,268"
"Easton School District","=""0460011""","Central and other support services","$371,450",881,2,"$422"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,512,275",881,2,"$1,717"
"Easton School District","=""0460011""","Student transportation services","$923,594",881,3,"$1,048"
"Easton School District","=""0460011""","Food services","$41",881,2,"$0"
"Easton School District","=""0460011""","Enterprise operations","$0",881,2,"$0"
"Easton School District","=""0460011""","Minor school construction","N/A","N/A","N/A","N/A"
"Easton School District","=""0460011""","Total","$16,953,236",888,1,"$19,091"
"EdAdvance","=""2420014""","Instruction","$4,247,304",265,1,"$16,028"
"EdAdvance","=""2420014""","Support services - students","$2,049,062",265,2,"$7,732"
"EdAdvance","=""2420014""","Support services - instruction","$1,359,355",265,2,"$5,130"
"EdAdvance","=""2420014""","Support services - general administration","$2,458,908",265,2,"$9,279"
"EdAdvance","=""2420014""","Support services - school based administration","$454,545",265,2,"$1,715"
"EdAdvance","=""2420014""","Central and other support services","$27,448",265,2,"$104"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$866,938",265,2,"$3,271"
"EdAdvance","=""2420014""","Student transportation services","$56,231",2,3,"$28,115"
"EdAdvance","=""2420014""","Food services","$0",265,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",265,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","N/A","N/A","N/A","N/A"
"EdAdvance","=""2420014""","Total","$11,519,792",265,1,"$43,471"
"Ellington School District","=""0480011""","Instruction","$25,610,183",2779,1,"$9,216"
"Ellington School District","=""0480011""","Support services - students","$4,633,240",2676,2,"$1,731"
"Ellington School District","=""0480011""","Support services - instruction","$1,090,173",2676,2,"$407"
"Ellington School District","=""0480011""","Support services - general administration","$719,375",2676,2,"$269"
"Ellington School District","=""0480011""","Support services - school based administration","$2,137,070",2676,2,"$799"
"Ellington School District","=""0480011""","Central and other support services","$1,643,609",2676,2,"$614"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$3,545,427",2676,2,"$1,325"
"Ellington School District","=""0480011""","Student transportation services","$1,884,945",2707,3,"$696"
"Ellington School District","=""0480011""","Food services","$6,425",2676,2,"$2"
"Ellington School District","=""0480011""","Enterprise operations","$569,811",2676,2,"$213"
"Ellington School District","=""0480011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ellington School District","=""0480011""","Total","$41,840,258",2779,1,"$15,056"
"Elm City College Preparatory School District","=""2890013""","Instruction","$6,596,534",767,1,"$8,600"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$1,104,816",767,2,"$1,440"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$150,979",767,2,"$197"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",767,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$1,817,099",767,2,"$2,369"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$1,140,723",767,2,"$1,487"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$418,627",767,2,"$546"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$112,211",53,3,"$2,117"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",767,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",767,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City College Preparatory School District","=""2890013""","Total","$11,340,989",767,1,"$14,786"
"Elm City Montessori School District","=""2910013""","Instruction","$1,962,998",229,1,"$8,572"
"Elm City Montessori School District","=""2910013""","Support services - students","$182,365",229,2,"$796"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$224,246",229,2,"$979"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$18,561",229,2,"$81"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$361,643",229,2,"$1,579"
"Elm City Montessori School District","=""2910013""","Central and other support services","$40,861",229,2,"$178"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$624,640",229,2,"$2,728"
"Elm City Montessori School District","=""2910013""","Student transportation services","$157,884",131,3,"$1,205"
"Elm City Montessori School District","=""2910013""","Food services","$0",229,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",229,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City Montessori School District","=""2910013""","Total","$3,573,198",229,1,"$15,603"
"Enfield School District","=""0490011""","Instruction","$58,699,096",5424,1,"$10,822"
"Enfield School District","=""0490011""","Support services - students","$926,241",5015,2,"$185"
"Enfield School District","=""0490011""","Support services - instruction","$2,049,919",5015,2,"$409"
"Enfield School District","=""0490011""","Support services - general administration","$2,724,036",5015,2,"$543"
"Enfield School District","=""0490011""","Support services - school based administration","$4,293,037",5015,2,"$856"
"Enfield School District","=""0490011""","Central and other support services","$3,203,336",5015,2,"$639"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$9,653,580",5015,2,"$1,925"
"Enfield School District","=""0490011""","Student transportation services","$4,784,548",2590,3,"$1,847"
"Enfield School District","=""0490011""","Food services","$157,906",5015,2,"$31"
"Enfield School District","=""0490011""","Enterprise operations","$621,648",5015,2,"$124"
"Enfield School District","=""0490011""","Minor school construction","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Total","$87,113,347",5424,1,"$16,061"
"Essex School District","=""0500011""","Instruction","$4,552,831",336,1,"$13,550"
"Essex School District","=""0500011""","Support services - students","$407,198",330,2,"$1,234"
"Essex School District","=""0500011""","Support services - instruction","$90,060",330,2,"$273"
"Essex School District","=""0500011""","Support services - general administration","$474,661",330,2,"$1,438"
"Essex School District","=""0500011""","Support services - school based administration","$585,605",330,2,"$1,775"
"Essex School District","=""0500011""","Central and other support services","$173,680",330,2,"$526"
"Essex School District","=""0500011""","Operation and maintenance of plant","$643,093",330,2,"$1,949"
"Essex School District","=""0500011""","Student transportation services","$273,486",330,3,"$829"
"Essex School District","=""0500011""","Food services","$73,388",330,2,"$222"
"Essex School District","=""0500011""","Enterprise operations","$0",330,2,"$0"
"Essex School District","=""0500011""","Minor school construction","N/A","N/A","N/A","N/A"
"Essex School District","=""0500011""","Total","$7,274,003",336,1,"$21,649"
"Explorations District","=""2720013""","Instruction","$814,108",93,1,"$8,754"
"Explorations District","=""2720013""","Support services - students","$149,969",93,2,"$1,613"
"Explorations District","=""2720013""","Support services - instruction","$36,145",93,2,"$389"
"Explorations District","=""2720013""","Support services - general administration","$48,113",93,2,"$517"
"Explorations District","=""2720013""","Support services - school based administration","$367,057",93,2,"$3,947"
"Explorations District","=""2720013""","Central and other support services","$0",93,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$328,606",93,2,"$3,533"
"Explorations District","=""2720013""","Student transportation services","$23,482",54,3,"$435"
"Explorations District","=""2720013""","Food services","$0",93,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",93,2,"$0"
"Explorations District","=""2720013""","Minor school construction","N/A","N/A","N/A","N/A"
"Explorations District","=""2720013""","Total","$1,767,479",93,1,"$19,005"
"Fairfield School District","=""0510011""","Instruction","$118,020,770",9744,1,"$12,112"
"Fairfield School District","=""0510011""","Support services - students","$14,548,046",9624,2,"$1,512"
"Fairfield School District","=""0510011""","Support services - instruction","$9,456,676",9624,2,"$983"
"Fairfield School District","=""0510011""","Support services - general administration","$513,330",9624,2,"$53"
"Fairfield School District","=""0510011""","Support services - school based administration","$12,488,810",9624,2,"$1,298"
"Fairfield School District","=""0510011""","Central and other support services","$7,210,487",9624,2,"$749"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$17,311,051",9624,2,"$1,799"
"Fairfield School District","=""0510011""","Student transportation services","$8,990,734",6897,3,"$1,304"
"Fairfield School District","=""0510011""","Food services","$9,472",9624,2,"$1"
"Fairfield School District","=""0510011""","Enterprise operations","$2,393,446",9624,2,"$249"
"Fairfield School District","=""0510011""","Minor school construction","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Total","$190,942,822",9744,1,"$19,596"
"Farmington School District","=""0520011""","Instruction","$46,381,719",4249,1,"$10,916"
"Farmington School District","=""0520011""","Support services - students","$7,052,056",4149,2,"$1,700"
"Farmington School District","=""0520011""","Support services - instruction","$3,151,181",4149,2,"$760"
"Farmington School District","=""0520011""","Support services - general administration","$698,041",4149,2,"$168"
"Farmington School District","=""0520011""","Support services - school based administration","$4,390,854",4149,2,"$1,058"
"Farmington School District","=""0520011""","Central and other support services","$1,573,290",4149,2,"$379"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$7,927,089",4149,2,"$1,911"
"Farmington School District","=""0520011""","Student transportation services","$3,399,250",3815,3,"$891"
"Farmington School District","=""0520011""","Food services","$0",4149,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4149,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","Total","$74,573,480",4249,1,"$17,551"
"Franklin School District","=""0530011""","Instruction","$2,845,147",229,1,"$12,424"
"Franklin School District","=""0530011""","Support services - students","$239,488",159,2,"$1,506"
"Franklin School District","=""0530011""","Support services - instruction","$60,591",159,2,"$381"
"Franklin School District","=""0530011""","Support services - general administration","$289,055",159,2,"$1,818"
"Franklin School District","=""0530011""","Support services - school based administration","$126,125",159,2,"$793"
"Franklin School District","=""0530011""","Central and other support services","$72,110",159,2,"$454"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$518,148",159,2,"$3,259"
"Franklin School District","=""0530011""","Student transportation services","$306,669",221,3,"$1,388"
"Franklin School District","=""0530011""","Food services","$0",159,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$0",159,2,"$0"
"Franklin School District","=""0530011""","Minor school construction","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Total","$4,457,333",229,1,"$19,464"
"Glastonbury School District","=""0540011""","Instruction","$70,148,146",6045,1,"$11,604"
"Glastonbury School District","=""0540011""","Support services - students","$6,727,993",5819,2,"$1,156"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,524,378",5819,2,"$1,121"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,194,910",5819,2,"$205"
"Glastonbury School District","=""0540011""","Support services - school based administration","$4,867,164",5819,2,"$836"
"Glastonbury School District","=""0540011""","Central and other support services","$3,633,757",5819,2,"$624"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$11,139,002",5819,2,"$1,914"
"Glastonbury School District","=""0540011""","Student transportation services","$5,203,901",5635,3,"$923"
"Glastonbury School District","=""0540011""","Food services","$246,815",5819,2,"$42"
"Glastonbury School District","=""0540011""","Enterprise operations","$1,939,297",5819,2,"$333"
"Glastonbury School District","=""0540011""","Minor school construction","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Total","$111,625,364",6045,1,"$18,466"
"Granby School District","=""0560011""","Instruction","$19,437,255",1867,1,"$10,411"
"Granby School District","=""0560011""","Support services - students","$2,800,747",1789,2,"$1,566"
"Granby School District","=""0560011""","Support services - instruction","$1,191,192",1789,2,"$666"
"Granby School District","=""0560011""","Support services - general administration","$522,898",1789,2,"$292"
"Granby School District","=""0560011""","Support services - school based administration","$2,202,214",1789,2,"$1,231"
"Granby School District","=""0560011""","Central and other support services","$767,950",1789,2,"$429"
"Granby School District","=""0560011""","Operation and maintenance of plant","$2,758,201",1789,2,"$1,542"
"Granby School District","=""0560011""","Student transportation services","$1,406,542",1670,3,"$842"
"Granby School District","=""0560011""","Food services","$2,322",1789,2,"$1"
"Granby School District","=""0560011""","Enterprise operations","$717,303",1789,2,"$401"
"Granby School District","=""0560011""","Minor school construction","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Total","$31,806,625",1867,1,"$17,036"
"Great Oaks Charter School District","=""2940013""","Instruction","$1,921,851",555,1,"$3,463"
"Great Oaks Charter School District","=""2940013""","Support services - students","$63,875",555,2,"$115"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$639,771",555,2,"$1,153"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$15,365",555,2,"$28"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$1,716,203",555,2,"$3,092"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$1,442,894",555,2,"$2,600"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$2,347,703",555,2,"$4,230"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$421,244",310,3,"$1,359"
"Great Oaks Charter School District","=""2940013""","Food services","$0",555,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",555,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","N/A","N/A","N/A","N/A"
"Great Oaks Charter School District","=""2940013""","Total","$8,568,906",555,1,"$15,439"
"Greenwich School District","=""0570011""","Instruction","$146,216,652",9063,1,"$16,133"
"Greenwich School District","=""0570011""","Support services - students","$9,225,560",9018,2,"$1,023"
"Greenwich School District","=""0570011""","Support services - instruction","$12,477,741",9018,2,"$1,384"
"Greenwich School District","=""0570011""","Support services - general administration","$13,222,776",9018,2,"$1,466"
"Greenwich School District","=""0570011""","Support services - school based administration","$0",9018,2,"$0"
"Greenwich School District","=""0570011""","Central and other support services","$3,398,604",9018,2,"$377"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$14,656,937",9018,2,"$1,625"
"Greenwich School District","=""0570011""","Student transportation services","$6,036,955",4771,3,"$1,265"
"Greenwich School District","=""0570011""","Food services","$0",9018,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",9018,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Total","$205,235,225",9063,1,"$22,645"
"Griswold School District","=""0580011""","Instruction","$20,281,551",1823,1,"$11,125"
"Griswold School District","=""0580011""","Support services - students","$17,353",1765,2,"$10"
"Griswold School District","=""0580011""","Support services - instruction","$134,285",1765,2,"$76"
"Griswold School District","=""0580011""","Support services - general administration","$40,931",1765,2,"$23"
"Griswold School District","=""0580011""","Support services - school based administration","$1,302,767",1765,2,"$738"
"Griswold School District","=""0580011""","Central and other support services","$3,524,970",1765,2,"$1,997"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$1,937,348",1765,2,"$1,098"
"Griswold School District","=""0580011""","Student transportation services","$1,828,147",1677,3,"$1,090"
"Griswold School District","=""0580011""","Food services","$0",1765,2,"$0"
"Griswold School District","=""0580011""","Enterprise operations","$0",1765,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","N/A","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Total","$29,067,351",1823,1,"$15,945"
"Groton School District","=""0590011""","Instruction","$48,858,547",4714,1,"$10,365"
"Groton School District","=""0590011""","Support services - students","$9,846,716",4252,2,"$2,316"
"Groton School District","=""0590011""","Support services - instruction","$1,712,836",4252,2,"$403"
"Groton School District","=""0590011""","Support services - general administration","$1,819,082",4252,2,"$428"
"Groton School District","=""0590011""","Support services - school based administration","$4,563,816",4252,2,"$1,073"
"Groton School District","=""0590011""","Central and other support services","$1,800,336",4252,2,"$423"
"Groton School District","=""0590011""","Operation and maintenance of plant","$6,521,579",4252,2,"$1,534"
"Groton School District","=""0590011""","Student transportation services","$5,335,459",3426,3,"$1,557"
"Groton School District","=""0590011""","Food services","$0",4252,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",4252,2,"$0"
"Groton School District","=""0590011""","Minor school construction","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Total","$80,458,371",4714,1,"$17,068"
"Guilford School District","=""0600011""","Instruction","$38,285,676",3296,1,"$11,616"
"Guilford School District","=""0600011""","Support services - students","$4,138,260",3236,2,"$1,279"
"Guilford School District","=""0600011""","Support services - instruction","$2,111,352",3236,2,"$652"
"Guilford School District","=""0600011""","Support services - general administration","$1,964,338",3236,2,"$607"
"Guilford School District","=""0600011""","Support services - school based administration","$4,222,706",3236,2,"$1,305"
"Guilford School District","=""0600011""","Central and other support services","$503,785",3236,2,"$156"
"Guilford School District","=""0600011""","Operation and maintenance of plant","$6,984,629",3236,2,"$2,158"
"Guilford School District","=""0600011""","Student transportation services","$3,817,953",3295,3,"$1,159"
"Guilford School District","=""0600011""","Food services","$166,154",3236,2,"$51"
"Guilford School District","=""0600011""","Enterprise operations","$834,967",3236,2,"$258"
"Guilford School District","=""0600011""","Minor school construction","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Total","$63,029,820",3296,1,"$19,123"
"Hamden School District","=""0620011""","Instruction","$88,212,184",6504,1,"$13,563"
"Hamden School District","=""0620011""","Support services - students","$9,466,162",5408,2,"$1,750"
"Hamden School District","=""0620011""","Support services - instruction","$2,022,421",5408,2,"$374"
"Hamden School District","=""0620011""","Support services - general administration","$3,959,789",5408,2,"$732"
"Hamden School District","=""0620011""","Support services - school based administration","$5,659,251",5408,2,"$1,046"
"Hamden School District","=""0620011""","Central and other support services","$2,308,916",5408,2,"$427"
"Hamden School District","=""0620011""","Operation and maintenance of plant","$6,590,584",5408,2,"$1,219"
"Hamden School District","=""0620011""","Student transportation services","$7,666,113",5119,3,"$1,498"
"Hamden School District","=""0620011""","Food services","$0",5408,2,"$0"
"Hamden School District","=""0620011""","Enterprise operations","$5,315,533",5408,2,"$983"
"Hamden School District","=""0620011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hamden School District","=""0620011""","Total","$131,200,954",6504,1,"$20,172"
"Hampton School District","=""0630011""","Instruction","$1,425,888",91,1,"$15,669"
"Hampton School District","=""0630011""","Support services - students","$139,824",90,2,"$1,554"
"Hampton School District","=""0630011""","Support services - instruction","$2,692",90,2,"$30"
"Hampton School District","=""0630011""","Support services - general administration","$107,523",90,2,"$1,195"
"Hampton School District","=""0630011""","Support services - school based administration","$178,074",90,2,"$1,979"
"Hampton School District","=""0630011""","Central and other support services","$67,372",90,2,"$749"
"Hampton School District","=""0630011""","Operation and maintenance of plant","$229,704",90,2,"$2,552"
"Hampton School District","=""0630011""","Student transportation services","$170,075",135,3,"$1,260"
"Hampton School District","=""0630011""","Food services","$27,253",90,2,"$303"
"Hampton School District","=""0630011""","Enterprise operations","$0",90,2,"$0"
"Hampton School District","=""0630011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hampton School District","=""0630011""","Total","$2,348,405",91,1,"$25,807"
"Hartford School District","=""0640011""","Instruction","$262,023,279",23354,1,"$11,220"
"Hartford School District","=""0640011""","Support services - students","$34,047,531",18277,2,"$1,863"
"Hartford School District","=""0640011""","Support services - instruction","$11,259,614",18277,2,"$616"
"Hartford School District","=""0640011""","Support services - general administration","$8,013,739",18277,2,"$438"
