"Per Pupil Expenditures by Function (District), 2024-25"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"East Haven School District","=""0440011""","Total","$62,166,132",3192,1,"$19,476"
"East Lyme School District","=""0450011""","Instruction","$35,066,960",2554,1,"$13,730"
"East Lyme School District","=""0450011""","Support services - students","$5,471,702",2492,2,"$2,196"
"East Lyme School District","=""0450011""","Support services - instruction","$3,850,531",2492,2,"$1,545"
"East Lyme School District","=""0450011""","Support services - general administration","$2,170,313",2492,2,"$871"
"East Lyme School District","=""0450011""","Support services - school based administration","$3,268,489",2492,2,"$1,312"
"East Lyme School District","=""0450011""","Central and other support services","$1,825,907",2492,2,"$733"
"East Lyme School District","=""0450011""","Operation and maintenance of plant","$6,354,695",2492,2,"$2,550"
"East Lyme School District","=""0450011""","Student transportation services","$2,577,676",2534,3,"$1,017"
"East Lyme School District","=""0450011""","Food services","$0",2492,2,"$0"
"East Lyme School District","=""0450011""","Enterprise operations","$1,418,577",2492,2,"$569"
"East Lyme School District","=""0450011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Lyme School District","=""0450011""","Total","$62,004,851",2554,1,"$24,278"
"East Windsor School District","=""0470011""","Instruction","$19,849,655",1155,1,"$17,186"
"East Windsor School District","=""0470011""","Support services - students","$2,838,938",1027,2,"$2,764"
"East Windsor School District","=""0470011""","Support services - instruction","$573,106",1027,2,"$558"
"East Windsor School District","=""0470011""","Support services - general administration","$340,103",1027,2,"$331"
"East Windsor School District","=""0470011""","Support services - school based administration","$3,080,991",1027,2,"$3,000"
"East Windsor School District","=""0470011""","Central and other support services","$467,745",1027,2,"$455"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$2,144,117",1027,2,"$2,088"
"East Windsor School District","=""0470011""","Student transportation services","$1,764,520",1101,3,"$1,603"
"East Windsor School District","=""0470011""","Food services","$0",1027,2,"$0"
"East Windsor School District","=""0470011""","Enterprise operations","$213,513",1027,2,"$208"
"East Windsor School District","=""0470011""","Minor school construction","N/A","N/A","N/A","N/A"
"East Windsor School District","=""0470011""","Total","$31,272,689",1155,1,"$27,076"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$14,131,403",367,1,"$38,505"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$6,994,589",367,2,"$19,059"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$364,503",367,2,"$993"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$733,338",367,2,"$1,998"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",367,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$36,300",367,2,"$99"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$1,504,258",367,2,"$4,099"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$206,700",137,3,"$1,509"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",367,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",367,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$23,971,089",367,1,"$65,316"
"Eastford School District","=""0390011""","Instruction","$3,661,885",221,1,"$16,570"
"Eastford School District","=""0390011""","Support services - students","$288,427",173,2,"$1,667"
"Eastford School District","=""0390011""","Support services - instruction","$141,968",173,2,"$821"
"Eastford School District","=""0390011""","Support services - general administration","$203,288",173,2,"$1,175"
"Eastford School District","=""0390011""","Support services - school based administration","$215,029",173,2,"$1,243"
"Eastford School District","=""0390011""","Central and other support services","$13,160",173,2,"$76"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$262,944",173,2,"$1,520"
"Eastford School District","=""0390011""","Student transportation services","$180,404",223,3,"$809"
"Eastford School District","=""0390011""","Food services","$0",173,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",173,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","N/A","N/A","N/A","N/A"
"Eastford School District","=""0390011""","Total","$4,967,104",221,1,"$22,476"
"Easton School District","=""0460011""","Instruction","$13,462,775",896,1,"$15,025"
"Easton School District","=""0460011""","Support services - students","$1,083,719",893,2,"$1,214"
"Easton School District","=""0460011""","Support services - instruction","$504,108",893,2,"$565"
"Easton School District","=""0460011""","Support services - general administration","$384,183",893,2,"$430"
"Easton School District","=""0460011""","Support services - school based administration","$1,775,298",893,2,"$1,988"
"Easton School District","=""0460011""","Central and other support services","$424,248",893,2,"$475"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,809,638",893,2,"$2,026"
"Easton School District","=""0460011""","Student transportation services","$1,299,056",893,3,"$1,455"
"Easton School District","=""0460011""","Food services","$92",893,2,"$0"
"Easton School District","=""0460011""","Enterprise operations","$0",893,2,"$0"
"Easton School District","=""0460011""","Minor school construction","N/A","N/A","N/A","N/A"
"Easton School District","=""0460011""","Total","$20,743,118",896,1,"$23,151"
"EdAdvance","=""2420014""","Instruction","$8,014,895",263,1,"$30,475"
"EdAdvance","=""2420014""","Support services - students","$1,860,413",263,2,"$7,074"
"EdAdvance","=""2420014""","Support services - instruction","$2,408,987",263,2,"$9,160"
"EdAdvance","=""2420014""","Support services - general administration","$3,207,695",263,2,"$12,197"
"EdAdvance","=""2420014""","Support services - school based administration","$699,217",263,2,"$2,659"
"EdAdvance","=""2420014""","Central and other support services","$300,340",263,2,"$1,142"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$1,110,451",263,2,"$4,222"
"EdAdvance","=""2420014""","Student transportation services","$2,544",1,3,"$2,544"
"EdAdvance","=""2420014""","Food services","$0",263,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",263,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","N/A","N/A","N/A","N/A"
"EdAdvance","=""2420014""","Total","$17,604,543",263,1,"$66,937"
"Ellington School District","=""0480011""","Instruction","$31,975,328",2612,1,"$12,242"
"Ellington School District","=""0480011""","Support services - students","$5,488,968",2523,2,"$2,176"
"Ellington School District","=""0480011""","Support services - instruction","$1,167,347",2523,2,"$463"
"Ellington School District","=""0480011""","Support services - general administration","$1,158,303",2523,2,"$459"
"Ellington School District","=""0480011""","Support services - school based administration","$2,812,418",2523,2,"$1,115"
"Ellington School District","=""0480011""","Central and other support services","$1,646,033",2523,2,"$652"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$4,878,673",2523,2,"$1,934"
"Ellington School District","=""0480011""","Student transportation services","$3,323,839",2569,3,"$1,294"
"Ellington School District","=""0480011""","Food services","$0",2523,2,"$0"
"Ellington School District","=""0480011""","Enterprise operations","$567,588",2523,2,"$225"
"Ellington School District","=""0480011""","Minor school construction","N/A","N/A","N/A","N/A"
"Ellington School District","=""0480011""","Total","$53,018,496",2612,1,"$20,298"
"Elm City College Preparatory School District","=""2890013""","Instruction","$7,281,589",760,1,"$9,581"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$1,157,528",760,2,"$1,523"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$347,860",760,2,"$458"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",760,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$1,840,919",760,2,"$2,422"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$1,864,710",760,2,"$2,454"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$391,659",760,2,"$515"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$217,565",298,3,"$730"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",760,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",760,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City College Preparatory School District","=""2890013""","Total","$13,101,831",760,1,"$17,239"
"Elm City Montessori School District","=""2910013""","Instruction","$3,087,424",312,1,"$9,896"
"Elm City Montessori School District","=""2910013""","Support services - students","$489,019",312,2,"$1,567"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$1,131,589",312,2,"$3,627"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$37,402",312,2,"$120"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$219,724",312,2,"$704"
"Elm City Montessori School District","=""2910013""","Central and other support services","$109,625",312,2,"$351"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$543,296",312,2,"$1,741"
"Elm City Montessori School District","=""2910013""","Student transportation services","$156,422",266,3,"$588"
"Elm City Montessori School District","=""2910013""","Food services","$0",312,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",312,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","N/A","N/A","N/A","N/A"
"Elm City Montessori School District","=""2910013""","Total","$5,774,500",312,1,"$18,508"
"Enfield School District","=""0490011""","Instruction","$63,350,613",4941,1,"$12,821"
"Enfield School District","=""0490011""","Support services - students","$1,263,272",4678,2,"$270"
"Enfield School District","=""0490011""","Support services - instruction","$2,554,763",4678,2,"$546"
"Enfield School District","=""0490011""","Support services - general administration","$3,671,373",4678,2,"$785"
"Enfield School District","=""0490011""","Support services - school based administration","$4,873,845",4678,2,"$1,042"
"Enfield School District","=""0490011""","Central and other support services","$4,187,249",4678,2,"$895"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$8,562,590",4678,2,"$1,830"
"Enfield School District","=""0490011""","Student transportation services","$6,481,665",2203,3,"$2,942"
"Enfield School District","=""0490011""","Food services","$106,378",4678,2,"$23"
"Enfield School District","=""0490011""","Enterprise operations","$828,027",4678,2,"$177"
"Enfield School District","=""0490011""","Minor school construction","N/A","N/A","N/A","N/A"
"Enfield School District","=""0490011""","Total","$95,879,775",4941,1,"$19,405"
"Essex School District","=""0500011""","Instruction","$5,812,504",309,1,"$18,811"
"Essex School District","=""0500011""","Support services - students","$410,273",307,2,"$1,336"
"Essex School District","=""0500011""","Support services - instruction","$143,157",307,2,"$466"
"Essex School District","=""0500011""","Support services - general administration","$403,943",307,2,"$1,316"
"Essex School District","=""0500011""","Support services - school based administration","$614,307",307,2,"$2,001"
"Essex School District","=""0500011""","Central and other support services","$102,629",307,2,"$334"
"Essex School District","=""0500011""","Operation and maintenance of plant","$798,889",307,2,"$2,602"
"Essex School District","=""0500011""","Student transportation services","$342,953",275,3,"$1,247"
"Essex School District","=""0500011""","Food services","$87,019",307,2,"$283"
"Essex School District","=""0500011""","Enterprise operations","$0",307,2,"$0"
"Essex School District","=""0500011""","Minor school construction","N/A","N/A","N/A","N/A"
"Essex School District","=""0500011""","Total","$8,715,673",309,1,"$28,206"
"Explorations District","=""2720013""","Instruction","$790,087",77,1,"$10,261"
"Explorations District","=""2720013""","Support services - students","$190,067",77,2,"$2,468"
"Explorations District","=""2720013""","Support services - instruction","$9,527",77,2,"$124"
"Explorations District","=""2720013""","Support services - general administration","$52,427",77,2,"$681"
"Explorations District","=""2720013""","Support services - school based administration","$441,572",77,2,"$5,735"
"Explorations District","=""2720013""","Central and other support services","$0",77,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$206,346",77,2,"$2,680"
"Explorations District","=""2720013""","Student transportation services","$37,690",35,3,"$1,077"
"Explorations District","=""2720013""","Food services","$0",77,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",77,2,"$0"
"Explorations District","=""2720013""","Minor school construction","N/A","N/A","N/A","N/A"
"Explorations District","=""2720013""","Total","$1,727,717",77,1,"$22,438"
"Fairfield School District","=""0510011""","Instruction","$137,943,530",9206,1,"$14,984"
"Fairfield School District","=""0510011""","Support services - students","$24,797,648",9075,2,"$2,733"
"Fairfield School District","=""0510011""","Support services - instruction","$10,894,986",9075,2,"$1,201"
"Fairfield School District","=""0510011""","Support services - general administration","$2,268,915",9075,2,"$250"
"Fairfield School District","=""0510011""","Support services - school based administration","$16,006,164",9075,2,"$1,764"
"Fairfield School District","=""0510011""","Central and other support services","$6,203,587",9075,2,"$684"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$20,659,109",9075,2,"$2,276"
"Fairfield School District","=""0510011""","Student transportation services","$11,138,451",6862,3,"$1,623"
"Fairfield School District","=""0510011""","Food services","$0",9075,2,"$0"
"Fairfield School District","=""0510011""","Enterprise operations","$3,634,871",9075,2,"$401"
"Fairfield School District","=""0510011""","Minor school construction","N/A","N/A","N/A","N/A"
"Fairfield School District","=""0510011""","Total","$233,547,260",9206,1,"$25,369"
"Farmington School District","=""0520011""","Instruction","$55,358,384",4284,1,"$12,922"
"Farmington School District","=""0520011""","Support services - students","$8,391,576",4179,2,"$2,008"
"Farmington School District","=""0520011""","Support services - instruction","$3,744,574",4179,2,"$896"
"Farmington School District","=""0520011""","Support services - general administration","$1,159,189",4179,2,"$277"
"Farmington School District","=""0520011""","Support services - school based administration","$5,238,521",4179,2,"$1,254"
"Farmington School District","=""0520011""","Central and other support services","$2,240,340",4179,2,"$536"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$9,524,272",4179,2,"$2,279"
"Farmington School District","=""0520011""","Student transportation services","$4,443,849",3548,3,"$1,252"
"Farmington School District","=""0520011""","Food services","$0",4179,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4179,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","N/A","N/A","N/A","N/A"
"Farmington School District","=""0520011""","Total","$90,100,705",4284,1,"$21,032"
"Franklin School District","=""0530011""","Instruction","$4,081,015",252,1,"$16,195"
"Franklin School District","=""0530011""","Support services - students","$247,056",185,2,"$1,335"
"Franklin School District","=""0530011""","Support services - instruction","$47,325",185,2,"$256"
"Franklin School District","=""0530011""","Support services - general administration","$420,895",185,2,"$2,275"
"Franklin School District","=""0530011""","Support services - school based administration","$124,105",185,2,"$671"
"Franklin School District","=""0530011""","Central and other support services","$87,119",185,2,"$471"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$445,470",185,2,"$2,408"
"Franklin School District","=""0530011""","Student transportation services","$398,823",312,3,"$1,278"
"Franklin School District","=""0530011""","Food services","$0",185,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$9,209",185,2,"$50"
"Franklin School District","=""0530011""","Minor school construction","N/A","N/A","N/A","N/A"
"Franklin School District","=""0530011""","Total","$5,861,016",252,1,"$23,258"
"Glastonbury School District","=""0540011""","Instruction","$81,646,714",5845,1,"$13,969"
"Glastonbury School District","=""0540011""","Support services - students","$8,603,627",5678,2,"$1,515"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,815,293",5678,2,"$1,200"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,581,247",5678,2,"$278"
"Glastonbury School District","=""0540011""","Support services - school based administration","$5,266,209",5678,2,"$927"
"Glastonbury School District","=""0540011""","Central and other support services","$4,555,819",5678,2,"$802"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$14,848,220",5678,2,"$2,615"
"Glastonbury School District","=""0540011""","Student transportation services","$6,245,217",5264,3,"$1,186"
"Glastonbury School District","=""0540011""","Food services","$0",5678,2,"$0"
"Glastonbury School District","=""0540011""","Enterprise operations","$2,553,057",5678,2,"$450"
"Glastonbury School District","=""0540011""","Minor school construction","N/A","N/A","N/A","N/A"
"Glastonbury School District","=""0540011""","Total","$132,115,403",5845,1,"$22,603"
"Goodwin University Educational Services (GUES)","=""2310018""","Instruction","$19,775,974",1246,1,"$15,872"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - students","$20,765",1246,2,"$17"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - instruction","$232,468",1246,2,"$187"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - general administration","$228,731",1246,2,"$184"
"Goodwin University Educational Services (GUES)","=""2310018""","Support services - school based administration","$3,547,175",1246,2,"$2,847"
"Goodwin University Educational Services (GUES)","=""2310018""","Central and other support services","$2,221,186",1246,2,"$1,783"
"Goodwin University Educational Services (GUES)","=""2310018""","Operation and maintenance of plant","$2,403,819",1246,2,"$1,929"
"Goodwin University Educational Services (GUES)","=""2310018""","Student transportation services","$103,431",1246,3,"$83"
"Goodwin University Educational Services (GUES)","=""2310018""","Food services","$0",1246,2,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Enterprise operations","$0",1246,2,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Minor school construction","N/A","N/A","N/A","N/A"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$28,533,548",1246,1,"$22,900"
"Granby School District","=""0560011""","Instruction","$23,696,706",1769,1,"$13,396"
"Granby School District","=""0560011""","Support services - students","$3,365,111",1693,2,"$1,988"
"Granby School District","=""0560011""","Support services - instruction","$1,306,020",1693,2,"$771"
"Granby School District","=""0560011""","Support services - general administration","$665,782",1693,2,"$393"
"Granby School District","=""0560011""","Support services - school based administration","$2,473,102",1693,2,"$1,461"
"Granby School District","=""0560011""","Central and other support services","$830,504",1693,2,"$491"
"Granby School District","=""0560011""","Operation and maintenance of plant","$3,631,495",1693,2,"$2,145"
"Granby School District","=""0560011""","Student transportation services","$2,192,076",1538,3,"$1,425"
"Granby School District","=""0560011""","Food services","$4,910",1693,2,"$3"
"Granby School District","=""0560011""","Enterprise operations","$867,581",1693,2,"$512"
"Granby School District","=""0560011""","Minor school construction","N/A","N/A","N/A","N/A"
"Granby School District","=""0560011""","Total","$39,033,285",1769,1,"$22,065"
"Great Oaks Charter School District","=""2940013""","Instruction","$3,440,017",662,1,"$5,196"
"Great Oaks Charter School District","=""2940013""","Support services - students","$453,953",662,2,"$686"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$141,749",662,2,"$214"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$149,717",662,2,"$226"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$4,379,637",662,2,"$6,616"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$1,039,926",662,2,"$1,571"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$2,406,861",662,2,"$3,636"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$596,468",310,3,"$1,924"
"Great Oaks Charter School District","=""2940013""","Food services","$0",662,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",662,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","N/A","N/A","N/A","N/A"
"Great Oaks Charter School District","=""2940013""","Total","$12,608,328",662,1,"$19,046"
"Greenwich School District","=""0570011""","Instruction","$151,527,560",8486,1,"$17,856"
"Greenwich School District","=""0570011""","Support services - students","$17,923,571",8439,2,"$2,124"
"Greenwich School District","=""0570011""","Support services - instruction","$13,807,965",8439,2,"$1,636"
"Greenwich School District","=""0570011""","Support services - general administration","$1,343,122",8439,2,"$159"
"Greenwich School District","=""0570011""","Support services - school based administration","$16,147,443",8439,2,"$1,913"
"Greenwich School District","=""0570011""","Central and other support services","$17,335,744",8439,2,"$2,054"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$17,993,578",8439,2,"$2,132"
"Greenwich School District","=""0570011""","Student transportation services","$10,223,450",2668,3,"$3,832"
"Greenwich School District","=""0570011""","Food services","$0",8439,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",8439,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","N/A","N/A","N/A","N/A"
"Greenwich School District","=""0570011""","Total","$246,302,432",8486,1,"$29,025"
"Griswold School District","=""0580011""","Instruction","$19,928,401",1874,1,"$10,634"
"Griswold School District","=""0580011""","Support services - students","$2,568,842",1809,2,"$1,420"
"Griswold School District","=""0580011""","Support services - instruction","$402,739",1809,2,"$223"
"Griswold School District","=""0580011""","Support services - general administration","$259,053",1809,2,"$143"
"Griswold School District","=""0580011""","Support services - school based administration","$1,698,721",1809,2,"$939"
"Griswold School District","=""0580011""","Central and other support services","$5,595,470",1809,2,"$3,093"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$2,864,286",1809,2,"$1,583"
"Griswold School District","=""0580011""","Student transportation services","$2,926,905",1665,3,"$1,758"
"Griswold School District","=""0580011""","Food services","$0",1809,2,"$0"
"Griswold School District","=""0580011""","Enterprise operations","$0",1809,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","N/A","N/A","N/A","N/A"
"Griswold School District","=""0580011""","Total","$36,244,417",1874,1,"$19,341"
"Groton School District","=""0590011""","Instruction","$52,052,686",4319,1,"$12,052"
"Groton School District","=""0590011""","Support services - students","$12,156,794",3984,2,"$3,051"
"Groton School District","=""0590011""","Support services - instruction","$3,205,939",3984,2,"$805"
"Groton School District","=""0590011""","Support services - general administration","$3,056,009",3984,2,"$767"
"Groton School District","=""0590011""","Support services - school based administration","$5,309,132",3984,2,"$1,333"
"Groton School District","=""0590011""","Central and other support services","$10,641,184",3984,2,"$2,671"
"Groton School District","=""0590011""","Operation and maintenance of plant","$151,126",3984,2,"$38"
"Groton School District","=""0590011""","Student transportation services","$7,255,847",4030,3,"$1,800"
"Groton School District","=""0590011""","Food services","$0",3984,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",3984,2,"$0"
"Groton School District","=""0590011""","Minor school construction","N/A","N/A","N/A","N/A"
"Groton School District","=""0590011""","Total","$93,828,717",4319,1,"$21,725"
"Guilford School District","=""0600011""","Instruction","$42,680,691",3096,1,"$13,786"
"Guilford School District","=""0600011""","Support services - students","$5,484,838",3063,2,"$1,791"
"Guilford School District","=""0600011""","Support services - instruction","$1,727,733",3063,2,"$564"
"Guilford School District","=""0600011""","Support services - general administration","$2,069,146",3063,2,"$676"
"Guilford School District","=""0600011""","Support services - school based administration","$6,452,453",3063,2,"$2,107"
"Guilford School District","=""0600011""","Central and other support services","$769,992",3063,2,"$251"
"Guilford School District","=""0600011""","Operation and maintenance of plant","$8,471,209",3063,2,"$2,766"
"Guilford School District","=""0600011""","Student transportation services","$4,814,715",3160,3,"$1,524"
"Guilford School District","=""0600011""","Food services","$207,925",3063,2,"$68"
"Guilford School District","=""0600011""","Enterprise operations","$1,132,237",3063,2,"$370"
"Guilford School District","=""0600011""","Minor school construction","N/A","N/A","N/A","N/A"
"Guilford School District","=""0600011""","Total","$73,810,938",3096,1,"$23,841"
"Hamden School District","=""0620011""","Instruction","$112,579,268",6458,1,"$17,433"
"Hamden School District","=""0620011""","Support services - students","$10,088,786",5371,2,"$1,878"
"Hamden School District","=""0620011""","Support services - instruction","$1,806,583",5371,2,"$336"
"Hamden School District","=""0620011""","Support services - general administration","$2,244,161",5371,2,"$418"
"Hamden School District","=""0620011""","Support services - school based administration","$6,066,729",5371,2,"$1,130"
"Hamden School District","=""0620011""","Central and other support services","$2,655,407",5371,2,"$494"
"Hamden School District","=""0620011""","Operation and maintenance of plant","$7,101,193",5371,2,"$1,322"
"Hamden School District","=""0620011""","Student transportation services","$11,710,582",4784,3,"$2,448"
"Hamden School District","=""0620011""","Food services","$0",5371,2,"$0"
"Hamden School District","=""0620011""","Enterprise operations","$6,434,562",5371,2,"$1,198"
"Hamden School District","=""0620011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hamden School District","=""0620011""","Total","$160,687,271",6458,1,"$24,882"
"Hampton School District","=""0630011""","Instruction","$1,239,318",84,1,"$14,754"
"Hampton School District","=""0630011""","Support services - students","$231,424",73,2,"$3,170"
"Hampton School District","=""0630011""","Support services - instruction","$559",73,2,"$8"
"Hampton School District","=""0630011""","Support services - general administration","$106,893",73,2,"$1,464"
"Hampton School District","=""0630011""","Support services - school based administration","$213,802",73,2,"$2,929"
"Hampton School District","=""0630011""","Central and other support services","$77,117",73,2,"$1,056"
"Hampton School District","=""0630011""","Operation and maintenance of plant","$242,874",73,2,"$3,327"
"Hampton School District","=""0630011""","Student transportation services","$190,223",116,3,"$1,640"
"Hampton School District","=""0630011""","Food services","$30,700",73,2,"$421"
"Hampton School District","=""0630011""","Enterprise operations","$0",73,2,"$0"
"Hampton School District","=""0630011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hampton School District","=""0630011""","Total","$2,332,911",84,1,"$27,773"
"Hartford School District","=""0640011""","Instruction","$278,993,232",21130,1,"$13,204"
"Hartford School District","=""0640011""","Support services - students","$40,469,735",16118,2,"$2,511"
"Hartford School District","=""0640011""","Support services - instruction","$11,764,080",16118,2,"$730"
"Hartford School District","=""0640011""","Support services - general administration","$11,016,468",16118,2,"$683"
"Hartford School District","=""0640011""","Support services - school based administration","$23,584,307",16118,2,"$1,463"
"Hartford School District","=""0640011""","Central and other support services","$5,746,433",16118,2,"$357"
"Hartford School District","=""0640011""","Operation and maintenance of plant","$41,754,816",16118,2,"$2,591"
"Hartford School District","=""0640011""","Student transportation services","$38,134,058",8651,3,"$4,408"
"Hartford School District","=""0640011""","Food services","$0",16118,2,"$0"
"Hartford School District","=""0640011""","Enterprise operations","$0",16118,2,"$0"
"Hartford School District","=""0640011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartford School District","=""0640011""","Total","$451,463,130",21130,1,"$21,366"
"Hartland School District","=""0650011""","Instruction","$3,735,280",195,1,"$19,155"
"Hartland School District","=""0650011""","Support services - students","$505,636",121,2,"$4,179"
"Hartland School District","=""0650011""","Support services - instruction","$133,566",121,2,"$1,104"
"Hartland School District","=""0650011""","Support services - general administration","$167,232",121,2,"$1,382"
"Hartland School District","=""0650011""","Support services - school based administration","$285,875",121,2,"$2,363"
"Hartland School District","=""0650011""","Central and other support services","$140,662",121,2,"$1,162"
"Hartland School District","=""0650011""","Operation and maintenance of plant","$406,047",121,2,"$3,356"
"Hartland School District","=""0650011""","Student transportation services","$361,657",187,3,"$1,934"
"Hartland School District","=""0650011""","Food services","$0",121,2,"$0"
"Hartland School District","=""0650011""","Enterprise operations","$163,975",121,2,"$1,355"
"Hartland School District","=""0650011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hartland School District","=""0650011""","Total","$5,899,929",195,1,"$30,256"
"Hebron School District","=""0670011""","Instruction","$8,402,927",688,1,"$12,214"
"Hebron School District","=""0670011""","Support services - students","$1,319,318",681,2,"$1,937"
"Hebron School District","=""0670011""","Support services - instruction","$898,535",681,2,"$1,319"
"Hebron School District","=""0670011""","Support services - general administration","$528,662",681,2,"$776"
"Hebron School District","=""0670011""","Support services - school based administration","$919,506",681,2,"$1,350"
"Hebron School District","=""0670011""","Central and other support services","$670,723",681,2,"$985"
"Hebron School District","=""0670011""","Operation and maintenance of plant","$1,405,669",681,2,"$2,064"
"Hebron School District","=""0670011""","Student transportation services","$587,351",562,3,"$1,045"
"Hebron School District","=""0670011""","Food services","$17,513",681,2,"$26"
"Hebron School District","=""0670011""","Enterprise operations","$0",681,2,"$0"
"Hebron School District","=""0670011""","Minor school construction","N/A","N/A","N/A","N/A"
"Hebron School District","=""0670011""","Total","$14,750,205",688,1,"$21,439"
"Highville Charter School District","=""2860013""","Instruction","$4,621,821",499,1,"$9,262"
"Highville Charter School District","=""2860013""","Support services - students","$556,485",499,2,"$1,115"
"Highville Charter School District","=""2860013""","Support services - instruction","$239,942",499,2,"$481"
"Highville Charter School District","=""2860013""","Support services - general administration","$2,156",499,2,"$4"
"Highville Charter School District","=""2860013""","Support services - school based administration","$389,325",499,2,"$780"
