"Per Pupil Expenditures by Function (District), 2017-18"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than minor school construction and equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"Darien School District","=""0350011""","Central and other support services","$4,750,908",4789,2,"$992"
"Darien School District","=""0350011""","Operation and maintenance of plant","$9,009,767",4789,2,"$1,881"
"Darien School District","=""0350011""","Student transportation services","$3,418,781",2531,3,"$1,351"
"Darien School District","=""0350011""","Food services","$0",4789,2,"$0"
"Darien School District","=""0350011""","Enterprise operations","$1,774,759",4789,2,"$371"
"Darien School District","=""0350011""","Minor school construction","$1,283,786",4789,2,"$268"
"Darien School District","=""0350011""","Total","$103,200,140",4839,1,"$21,327"
"Deep River School District","=""0360011""","Instruction","$2,640,284",291,1,"$9,073"
"Deep River School District","=""0360011""","Support services - students","$122,019",275,2,"$444"
"Deep River School District","=""0360011""","Support services - instruction","$58,218",275,2,"$212"
"Deep River School District","=""0360011""","Support services - general administration","$1,085,387",275,2,"$3,947"
"Deep River School District","=""0360011""","Support services - school based administration","$263,670",275,2,"$959"
"Deep River School District","=""0360011""","Central and other support services","$836,132",275,2,"$3,040"
"Deep River School District","=""0360011""","Operation and maintenance of plant","$382,011",275,2,"$1,389"
"Deep River School District","=""0360011""","Student transportation services","$156,550",277,3,"$565"
"Deep River School District","=""0360011""","Food services","$9,000",275,2,"$33"
"Deep River School District","=""0360011""","Enterprise operations","$0",275,2,"$0"
"Deep River School District","=""0360011""","Minor school construction","$0",275,2,"$0"
"Deep River School District","=""0360011""","Total","$5,553,272",291,1,"$19,083"
"Derby School District","=""0370011""","Instruction","$16,852,625",1490,1,"$11,310"
"Derby School District","=""0370011""","Support services - students","$1,619,864",1364,2,"$1,188"
"Derby School District","=""0370011""","Support services - instruction","$559,126",1364,2,"$410"
"Derby School District","=""0370011""","Support services - general administration","$898,689",1364,2,"$659"
"Derby School District","=""0370011""","Support services - school based administration","$1,747,930",1364,2,"$1,281"
"Derby School District","=""0370011""","Central and other support services","$399,503",1364,2,"$293"
"Derby School District","=""0370011""","Operation and maintenance of plant","$2,738,867",1364,2,"$2,008"
"Derby School District","=""0370011""","Student transportation services","$1,321,745",1238,3,"$1,068"
"Derby School District","=""0370011""","Food services","$0",1364,2,"$0"
"Derby School District","=""0370011""","Enterprise operations","$365,783",1364,2,"$268"
"Derby School District","=""0370011""","Minor school construction","$0",1364,2,"$0"
"Derby School District","=""0370011""","Total","$26,504,131",1490,1,"$17,788"
"East Granby School District","=""0400011""","Instruction","$10,558,593",894,1,"$11,811"
"East Granby School District","=""0400011""","Support services - students","$1,135,625",838,2,"$1,355"
"East Granby School District","=""0400011""","Support services - instruction","$882,857",838,2,"$1,054"
"East Granby School District","=""0400011""","Support services - general administration","$421,510",838,2,"$503"
"East Granby School District","=""0400011""","Support services - school based administration","$1,259,612",838,2,"$1,503"
"East Granby School District","=""0400011""","Central and other support services","$987,759",838,2,"$1,179"
"East Granby School District","=""0400011""","Operation and maintenance of plant","$1,403,130",838,2,"$1,674"
"East Granby School District","=""0400011""","Student transportation services","$660,392",838,3,"$788"
"East Granby School District","=""0400011""","Food services","$0",838,2,"$0"
"East Granby School District","=""0400011""","Enterprise operations","$602,636",838,2,"$719"
"East Granby School District","=""0400011""","Minor school construction","$0",838,2,"$0"
"East Granby School District","=""0400011""","Total","$17,912,113",894,1,"$20,036"
"East Haddam School District","=""0410011""","Instruction","$12,713,499",1060,1,"$11,994"
"East Haddam School District","=""0410011""","Support services - students","$1,397,198",1018,2,"$1,372"
"East Haddam School District","=""0410011""","Support services - instruction","$732,371",1018,2,"$719"
"East Haddam School District","=""0410011""","Support services - general administration","$1,027,535",1018,2,"$1,009"
"East Haddam School District","=""0410011""","Support services - school based administration","$1,103,401",1018,2,"$1,084"
"East Haddam School District","=""0410011""","Central and other support services","$511,004",1018,2,"$502"
"East Haddam School District","=""0410011""","Operation and maintenance of plant","$2,269,075",1018,2,"$2,229"
"East Haddam School District","=""0410011""","Student transportation services","$1,197,372",1043,3,"$1,148"
"East Haddam School District","=""0410011""","Food services","$70,676",1018,2,"$69"
"East Haddam School District","=""0410011""","Enterprise operations","$0",1018,2,"$0"
"East Haddam School District","=""0410011""","Minor school construction","$230,264",1018,2,"$226"
"East Haddam School District","=""0410011""","Total","$21,252,395",1060,1,"$20,049"
"East Hampton School District","=""0420011""","Instruction","$21,750,819",1972,1,"$11,030"
"East Hampton School District","=""0420011""","Support services - students","$2,313,369",1861,2,"$1,243"
"East Hampton School District","=""0420011""","Support services - instruction","$693,477",1861,2,"$373"
"East Hampton School District","=""0420011""","Support services - general administration","$870,634",1861,2,"$468"
"East Hampton School District","=""0420011""","Support services - school based administration","$1,562,368",1861,2,"$840"
"East Hampton School District","=""0420011""","Central and other support services","$1,134,401",1861,2,"$610"
"East Hampton School District","=""0420011""","Operation and maintenance of plant","$2,353,262",1861,2,"$1,265"
"East Hampton School District","=""0420011""","Student transportation services","$1,443,589",1895,3,"$762"
"East Hampton School District","=""0420011""","Food services","$0",1861,2,"$0"
"East Hampton School District","=""0420011""","Enterprise operations","$0",1861,2,"$0"
"East Hampton School District","=""0420011""","Minor school construction","$646,774",1861,2,"$348"
"East Hampton School District","=""0420011""","Total","$32,768,692",1972,1,"$16,617"
"East Hartford School District","=""0430011""","Instruction","$75,020,192",8336,1,"$9,000"
"East Hartford School District","=""0430011""","Support services - students","$10,010,151",6849,2,"$1,462"
"East Hartford School District","=""0430011""","Support services - instruction","$4,478,419",6849,2,"$654"
"East Hartford School District","=""0430011""","Support services - general administration","$1,044,274",6849,2,"$152"
"East Hartford School District","=""0430011""","Support services - school based administration","$5,698,689",6849,2,"$832"
"East Hartford School District","=""0430011""","Central and other support services","$6,033,895",6849,2,"$881"
"East Hartford School District","=""0430011""","Operation and maintenance of plant","$11,539,746",6849,2,"$1,685"
"East Hartford School District","=""0430011""","Student transportation services","$6,198,809",5268,3,"$1,177"
"East Hartford School District","=""0430011""","Food services","$0",6849,2,"$0"
"East Hartford School District","=""0430011""","Enterprise operations","$0",6849,2,"$0"
"East Hartford School District","=""0430011""","Minor school construction","$1,007,824",6849,2,"$147"
"East Hartford School District","=""0430011""","Total","$121,031,998",8336,1,"$14,519"
"East Haven School District","=""0440011""","Instruction","$34,945,626",3310,1,"$10,558"
"East Haven School District","=""0440011""","Support services - students","$4,212,522",2853,2,"$1,477"
"East Haven School District","=""0440011""","Support services - instruction","$1,676,548",2853,2,"$588"
"East Haven School District","=""0440011""","Support services - general administration","$629,966",2853,2,"$221"
"East Haven School District","=""0440011""","Support services - school based administration","$3,533,335",2853,2,"$1,238"
"East Haven School District","=""0440011""","Central and other support services","$2,129,426",2853,2,"$746"
"East Haven School District","=""0440011""","Operation and maintenance of plant","$4,348,467",2853,2,"$1,524"
"East Haven School District","=""0440011""","Student transportation services","$3,329,241",3044,3,"$1,094"
"East Haven School District","=""0440011""","Food services","$0",2853,2,"$0"
"East Haven School District","=""0440011""","Enterprise operations","$0",2853,2,"$0"
"East Haven School District","=""0440011""","Minor school construction","$0",2853,2,"$0"
"East Haven School District","=""0440011""","Total","$54,805,132",3310,1,"$16,557"
"East Lyme School District","=""0450011""","Instruction","$27,955,342",2834,1,"$9,864"
"East Lyme School District","=""0450011""","Support services - students","$2,462,251",2753,2,"$894"
"East Lyme School District","=""0450011""","Support services - instruction","$2,294,330",2753,2,"$833"
"East Lyme School District","=""0450011""","Support services - general administration","$2,261,220",2753,2,"$821"
"East Lyme School District","=""0450011""","Support services - school based administration","$2,462,341",2753,2,"$894"
"East Lyme School District","=""0450011""","Central and other support services","$800,111",2753,2,"$291"
"East Lyme School District","=""0450011""","Operation and maintenance of plant","$5,877,694",2753,2,"$2,135"
"East Lyme School District","=""0450011""","Student transportation services","$2,129,400",2779,3,"$766"
"East Lyme School District","=""0450011""","Food services","$0",2753,2,"$0"
"East Lyme School District","=""0450011""","Enterprise operations","$1,140,510",2753,2,"$414"
"East Lyme School District","=""0450011""","Minor school construction","$0",2753,2,"$0"
"East Lyme School District","=""0450011""","Total","$47,383,200",2834,1,"$16,720"
"East Windsor School District","=""0470011""","Instruction","$15,564,306",1217,1,"$12,789"
"East Windsor School District","=""0470011""","Support services - students","$1,850,120",1068,2,"$1,732"
"East Windsor School District","=""0470011""","Support services - instruction","$835,679",1068,2,"$782"
"East Windsor School District","=""0470011""","Support services - general administration","$766,252",1068,2,"$717"
"East Windsor School District","=""0470011""","Support services - school based administration","$1,403,124",1068,2,"$1,314"
"East Windsor School District","=""0470011""","Central and other support services","$1,113,808",1068,2,"$1,043"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$721,146",1068,2,"$675"
"East Windsor School District","=""0470011""","Student transportation services","$1,520,918",1096,3,"$1,388"
"East Windsor School District","=""0470011""","Food services","$17",1068,2,"$0"
"East Windsor School District","=""0470011""","Enterprise operations","$1,237,117",1068,2,"$1,158"
"East Windsor School District","=""0470011""","Minor school construction","$2,174,397",1068,2,"$2,036"
"East Windsor School District","=""0470011""","Total","$27,186,886",1217,1,"$22,339"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$12,690,417",425,1,"$29,860"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$3,273,594",425,2,"$7,703"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$150,000",425,2,"$353"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$337,420",62,3,"$5,442"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","$0",425,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$16,451,430",425,1,"$38,709"
"Eastford School District","=""0390011""","Instruction","$2,674,105",201,1,"$13,304"
"Eastford School District","=""0390011""","Support services - students","$227,647",150,2,"$1,518"
"Eastford School District","=""0390011""","Support services - instruction","$104,748",150,2,"$698"
"Eastford School District","=""0390011""","Support services - general administration","$178,714",150,2,"$1,191"
"Eastford School District","=""0390011""","Support services - school based administration","$177,460",150,2,"$1,183"
"Eastford School District","=""0390011""","Central and other support services","$14,187",150,2,"$95"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$208,539",150,2,"$1,390"
"Eastford School District","=""0390011""","Student transportation services","$242,796",206,3,"$1,179"
"Eastford School District","=""0390011""","Food services","$0",150,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",150,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","$115,330",150,2,"$769"
"Eastford School District","=""0390011""","Total","$3,943,527",201,1,"$19,620"
"Easton School District","=""0460011""","Instruction","$12,146,303",911,1,"$13,333"
"Easton School District","=""0460011""","Support services - students","$248,482",904,2,"$275"
"Easton School District","=""0460011""","Support services - instruction","$338,743",904,2,"$375"
"Easton School District","=""0460011""","Support services - general administration","$301,008",904,2,"$333"
"Easton School District","=""0460011""","Support services - school based administration","$1,357,489",904,2,"$1,502"
"Easton School District","=""0460011""","Central and other support services","$326,752",904,2,"$361"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,452,954",904,2,"$1,607"
"Easton School District","=""0460011""","Student transportation services","$1,052,727",904,3,"$1,165"
"Easton School District","=""0460011""","Food services","$54",904,2,"$0"
"Easton School District","=""0460011""","Enterprise operations","$0",904,2,"$0"
"Easton School District","=""0460011""","Minor school construction","$0",904,2,"$0"
"Easton School District","=""0460011""","Total","$17,224,512",911,1,"$18,907"
"EdAdvance","=""2420014""","Instruction","$1,237,319",232,1,"$5,333"
"EdAdvance","=""2420014""","Support services - students","$218,465",232,2,"$942"
"EdAdvance","=""2420014""","Support services - instruction","$530,281",232,2,"$2,286"
"EdAdvance","=""2420014""","Support services - general administration","$754,475",232,2,"$3,252"
"EdAdvance","=""2420014""","Support services - school based administration","$16,342",232,2,"$70"
"EdAdvance","=""2420014""","Central and other support services","$14,383",232,2,"$62"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$228,282",232,2,"$984"
"EdAdvance","=""2420014""","Student transportation services","$0",0,3,"$0"
"EdAdvance","=""2420014""","Food services","$0",232,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",232,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","$0",232,2,"$0"
"EdAdvance","=""2420014""","Total","$2,999,546",232,1,"$12,929"
"Ellington School District","=""0480011""","Instruction","$24,886,293",2811,1,"$8,853"
"Ellington School District","=""0480011""","Support services - students","$4,218,074",2682,2,"$1,573"
"Ellington School District","=""0480011""","Support services - instruction","$1,221,632",2682,2,"$455"
"Ellington School District","=""0480011""","Support services - general administration","$594,404",2682,2,"$222"
"Ellington School District","=""0480011""","Support services - school based administration","$1,854,308",2682,2,"$691"
"Ellington School District","=""0480011""","Central and other support services","$1,297,637",2682,2,"$484"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$3,404,021",2682,2,"$1,269"
"Ellington School District","=""0480011""","Student transportation services","$2,060,800",2712,3,"$760"
"Ellington School District","=""0480011""","Food services","$0",2682,2,"$0"
"Ellington School District","=""0480011""","Enterprise operations","$553,541",2682,2,"$206"
"Ellington School District","=""0480011""","Minor school construction","$85,077",2682,2,"$32"
"Ellington School District","=""0480011""","Total","$40,175,787",2811,1,"$14,292"
"Elm City College Preparatory School District","=""2890013""","Instruction","$6,723,241",752,1,"$8,940"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$1,022,563",752,2,"$1,360"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$284,267",752,2,"$378"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",752,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$1,899,863",752,2,"$2,526"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$1,125,610",752,2,"$1,497"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$512,801",752,2,"$682"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$138,059",53,3,"$2,605"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",752,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",752,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","$648,725",752,2,"$863"
"Elm City College Preparatory School District","=""2890013""","Total","$12,355,129",752,1,"$16,430"
"Elm City Montessori School District","=""2910013""","Instruction","$1,318,628",170,1,"$7,757"
"Elm City Montessori School District","=""2910013""","Support services - students","$99,895",170,2,"$588"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$219,218",170,2,"$1,290"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$6,000",170,2,"$35"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$308,469",170,2,"$1,815"
"Elm City Montessori School District","=""2910013""","Central and other support services","$43,782",170,2,"$258"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$479,126",170,2,"$2,818"
"Elm City Montessori School District","=""2910013""","Student transportation services","$117,041",100,3,"$1,170"
"Elm City Montessori School District","=""2910013""","Food services","$0",170,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",170,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","$0",170,2,"$0"
"Elm City Montessori School District","=""2910013""","Total","$2,592,160",170,1,"$15,248"
"Enfield School District","=""0490011""","Instruction","$55,838,508",5599,1,"$9,973"
"Enfield School District","=""0490011""","Support services - students","$909,022",5181,2,"$175"
"Enfield School District","=""0490011""","Support services - instruction","$2,625,799",5181,2,"$507"
"Enfield School District","=""0490011""","Support services - general administration","$2,724,443",5181,2,"$526"
"Enfield School District","=""0490011""","Support services - school based administration","$3,460,795",5181,2,"$668"
"Enfield School District","=""0490011""","Central and other support services","$2,912,596",5181,2,"$562"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$8,917,352",5181,2,"$1,721"
"Enfield School District","=""0490011""","Student transportation services","$4,810,560",2808,3,"$1,713"
"Enfield School District","=""0490011""","Food services","$353,517",5181,2,"$68"
"Enfield School District","=""0490011""","Enterprise operations","$907,583",5181,2,"$175"
"Enfield School District","=""0490011""","Minor school construction","$26,955",5181,2,"$5"
"Enfield School District","=""0490011""","Total","$83,487,131",5599,1,"$14,911"
"Essex School District","=""0500011""","Instruction","$3,718,515",350,1,"$10,624"
"Essex School District","=""0500011""","Support services - students","$247,631",343,2,"$722"
"Essex School District","=""0500011""","Support services - instruction","$82,592",343,2,"$241"
"Essex School District","=""0500011""","Support services - general administration","$1,273,735",343,2,"$3,714"
"Essex School District","=""0500011""","Support services - school based administration","$301,413",343,2,"$879"
"Essex School District","=""0500011""","Central and other support services","$1,068,750",343,2,"$3,116"
"Essex School District","=""0500011""","Operation and maintenance of plant","$718,266",343,2,"$2,094"
"Essex School District","=""0500011""","Student transportation services","$201,325",335,3,"$601"
"Essex School District","=""0500011""","Food services","$12,522",343,2,"$37"
"Essex School District","=""0500011""","Enterprise operations","$0",343,2,"$0"
"Essex School District","=""0500011""","Minor school construction","$80,273",343,2,"$234"
"Essex School District","=""0500011""","Total","$7,705,021",350,1,"$22,014"
"Explorations District","=""2720013""","Instruction","$767,675",96,1,"$7,997"
"Explorations District","=""2720013""","Support services - students","$296,557",96,2,"$3,089"
"Explorations District","=""2720013""","Support services - instruction","$93,955",96,2,"$979"
"Explorations District","=""2720013""","Support services - general administration","$40,487",96,2,"$422"
"Explorations District","=""2720013""","Support services - school based administration","$390,927",96,2,"$4,072"
"Explorations District","=""2720013""","Central and other support services","$0",96,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$259,686",96,2,"$2,705"
"Explorations District","=""2720013""","Student transportation services","$42,169",42,3,"$1,004"
"Explorations District","=""2720013""","Food services","$0",96,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",96,2,"$0"
"Explorations District","=""2720013""","Minor school construction","$0",96,2,"$0"
"Explorations District","=""2720013""","Total","$1,891,455",96,1,"$19,703"
"Fairfield School District","=""0510011""","Instruction","$109,857,363",10091,1,"$10,887"
"Fairfield School District","=""0510011""","Support services - students","$13,427,649",9928,2,"$1,353"
"Fairfield School District","=""0510011""","Support services - instruction","$10,694,101",9928,2,"$1,077"
"Fairfield School District","=""0510011""","Support services - general administration","$563,063",9928,2,"$57"
"Fairfield School District","=""0510011""","Support services - school based administration","$12,421,552",9928,2,"$1,251"
"Fairfield School District","=""0510011""","Central and other support services","$5,898,761",9928,2,"$594"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$16,443,729",9928,2,"$1,656"
"Fairfield School District","=""0510011""","Student transportation services","$9,273,776",7009,3,"$1,323"
"Fairfield School District","=""0510011""","Food services","$0",9928,2,"$0"
"Fairfield School District","=""0510011""","Enterprise operations","$2,275,929",9928,2,"$229"
"Fairfield School District","=""0510011""","Minor school construction","$55,278",9928,2,"$6"
"Fairfield School District","=""0510011""","Total","$180,911,202",10091,1,"$17,928"
"Farmington School District","=""0520011""","Instruction","$43,622,207",4255,1,"$10,252"
"Farmington School District","=""0520011""","Support services - students","$6,631,343",4097,2,"$1,619"
"Farmington School District","=""0520011""","Support services - instruction","$3,132,844",4097,2,"$765"
"Farmington School District","=""0520011""","Support services - general administration","$707,052",4097,2,"$173"
"Farmington School District","=""0520011""","Support services - school based administration","$4,127,850",4097,2,"$1,008"
"Farmington School District","=""0520011""","Central and other support services","$1,606,479",4097,2,"$392"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$7,666,125",4097,2,"$1,871"
"Farmington School District","=""0520011""","Student transportation services","$3,609,117",3651,3,"$989"
"Farmington School District","=""0520011""","Food services","$0",4097,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4097,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","$13,950",4097,2,"$3"
"Farmington School District","=""0520011""","Total","$71,116,967",4255,1,"$16,714"
"Franklin School District","=""0530011""","Instruction","$2,719,916",250,1,"$10,880"
"Franklin School District","=""0530011""","Support services - students","$197,827",164,2,"$1,206"
"Franklin School District","=""0530011""","Support services - instruction","$57,557",164,2,"$351"
"Franklin School District","=""0530011""","Support services - general administration","$279,391",164,2,"$1,704"
"Franklin School District","=""0530011""","Support services - school based administration","$151,312",164,2,"$923"
"Franklin School District","=""0530011""","Central and other support services","$46,405",164,2,"$283"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$459,872",164,2,"$2,804"
"Franklin School District","=""0530011""","Student transportation services","$235,316",233,3,"$1,010"
"Franklin School District","=""0530011""","Food services","$0",164,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$0",164,2,"$0"
"Franklin School District","=""0530011""","Minor school construction","$0",164,2,"$0"
"Franklin School District","=""0530011""","Total","$4,147,596",250,1,"$16,590"
"Glastonbury School District","=""0540011""","Instruction","$66,302,497",6159,1,"$10,765"
"Glastonbury School District","=""0540011""","Support services - students","$6,620,634",5913,2,"$1,120"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,301,036",5913,2,"$1,066"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,575,586",5913,2,"$266"
"Glastonbury School District","=""0540011""","Support services - school based administration","$5,877,387",5913,2,"$994"
"Glastonbury School District","=""0540011""","Central and other support services","$2,725,478",5913,2,"$461"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$12,571,827",5913,2,"$2,126"
"Glastonbury School District","=""0540011""","Student transportation services","$4,977,537",5904,3,"$843"
"Glastonbury School District","=""0540011""","Food services","$48,271",5913,2,"$8"
"Glastonbury School District","=""0540011""","Enterprise operations","$1,942,864",5913,2,"$329"
"Glastonbury School District","=""0540011""","Minor school construction","$632,322",5913,2,"$107"
"Glastonbury School District","=""0540011""","Total","$109,575,441",6159,1,"$17,791"
"Granby School District","=""0560011""","Instruction","$18,254,770",1938,1,"$9,419"
"Granby School District","=""0560011""","Support services - students","$2,524,415",1865,2,"$1,354"
"Granby School District","=""0560011""","Support services - instruction","$1,172,125",1865,2,"$628"
"Granby School District","=""0560011""","Support services - general administration","$560,853",1865,2,"$301"
"Granby School District","=""0560011""","Support services - school based administration","$2,017,105",1865,2,"$1,082"
"Granby School District","=""0560011""","Central and other support services","$502,443",1865,2,"$269"
"Granby School District","=""0560011""","Operation and maintenance of plant","$2,794,646",1865,2,"$1,498"
"Granby School District","=""0560011""","Student transportation services","$1,460,446",1906,3,"$766"
"Granby School District","=""0560011""","Food services","$8,464",1865,2,"$5"
"Granby School District","=""0560011""","Enterprise operations","$779,817",1865,2,"$418"
"Granby School District","=""0560011""","Minor school construction","$0",1865,2,"$0"
"Granby School District","=""0560011""","Total","$30,075,085",1938,1,"$15,519"
"Great Oaks Charter School District","=""2940013""","Instruction","$1,869,101",400,1,"$4,673"
"Great Oaks Charter School District","=""2940013""","Support services - students","$85,936",400,2,"$215"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$11,120",400,2,"$28"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$162,589",400,2,"$406"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$1,103,796",400,2,"$2,759"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$818,060",400,2,"$2,045"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$1,070,792",400,2,"$2,677"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$345,606",282,3,"$1,226"
"Great Oaks Charter School District","=""2940013""","Food services","$0",400,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",400,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","$0",400,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$5,466,999",400,1,"$13,667"
"Greenwich School District","=""0570011""","Instruction","$91,489,515",9064,1,"$10,094"
"Greenwich School District","=""0570011""","Support services - students","$86,958,537",9013,2,"$9,648"
"Greenwich School District","=""0570011""","Support services - instruction","$126,288",9013,2,"$14"
"Greenwich School District","=""0570011""","Support services - general administration","$9,258,013",9013,2,"$1,027"
"Greenwich School District","=""0570011""","Support services - school based administration","$0",9013,2,"$0"
"Greenwich School District","=""0570011""","Central and other support services","$1,350",9013,2,"$0"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$2,067,964",9013,2,"$229"
"Greenwich School District","=""0570011""","Student transportation services","$6,529,341",3556,3,"$1,836"
"Greenwich School District","=""0570011""","Food services","$0",9013,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",9013,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","$0",9013,2,"$0"
"Greenwich School District","=""0570011""","Total","$196,431,009",9064,1,"$21,672"
"Griswold School District","=""0580011""","Instruction","$18,905,909",1825,1,"$10,359"
"Griswold School District","=""0580011""","Support services - students","$1,089,163",1768,2,"$616"
"Griswold School District","=""0580011""","Support services - instruction","$237,571",1768,2,"$134"
"Griswold School District","=""0580011""","Support services - general administration","$490",1768,2,"$0"
"Griswold School District","=""0580011""","Support services - school based administration","$2,158,453",1768,2,"$1,221"
"Griswold School District","=""0580011""","Central and other support services","$2,925,806",1768,2,"$1,655"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$1,944,801",1768,2,"$1,100"
"Griswold School District","=""0580011""","Student transportation services","$1,841,095",1932,3,"$953"
"Griswold School District","=""0580011""","Food services","$64,601",1768,2,"$37"
"Griswold School District","=""0580011""","Enterprise operations","$0",1768,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","$0",1768,2,"$0"
"Griswold School District","=""0580011""","Total","$29,167,889",1825,1,"$15,982"
"Groton School District","=""0590011""","Instruction","$48,050,875",4800,1,"$10,011"
"Groton School District","=""0590011""","Support services - students","$10,567,379",4356,2,"$2,426"
"Groton School District","=""0590011""","Support services - instruction","$1,911,171",4356,2,"$439"
"Groton School District","=""0590011""","Support services - general administration","$1,804,023",4356,2,"$414"
"Groton School District","=""0590011""","Support services - school based administration","$4,526,722",4356,2,"$1,039"
"Groton School District","=""0590011""","Central and other support services","$1,615,511",4356,2,"$371"
"Groton School District","=""0590011""","Operation and maintenance of plant","$6,583,441",4356,2,"$1,511"
"Groton School District","=""0590011""","Student transportation services","$5,463,323",3608,3,"$1,514"
"Groton School District","=""0590011""","Food services","$0",4356,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",4356,2,"$0"
"Groton School District","=""0590011""","Minor school construction","$0",4356,2,"$0"
"Groton School District","=""0590011""","Total","$80,522,445",4800,1,"$16,776"
"Guilford School District","=""0600011""","Instruction","$36,261,009",3423,1,"$10,593"
"Guilford School District","=""0600011""","Support services - students","$3,978,362",3363,2,"$1,183"
"Guilford School District","=""0600011""","Support services - instruction","$2,060,887",3363,2,"$613"
"Guilford School District","=""0600011""","Support services - general administration","$3,992,567",3363,2,"$1,187"
"Guilford School District","=""0600011""","Support services - school based administration","$4,312,410",3363,2,"$1,282"
