"Per Pupil Expenditures by Function (District), 2018-19"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than minor school construction and equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 3 = Total pupils transported"

"District","District Code","Function","Expenditures","Pupils","Pupil Basis","PPE"
"East Windsor School District","=""0470011""","Central and other support services","$1,088,923",1092,2,"$997"
"East Windsor School District","=""0470011""","Operation and maintenance of plant","$1,119,445",1092,2,"$1,025"
"East Windsor School District","=""0470011""","Student transportation services","$1,515,591",1055,3,"$1,437"
"East Windsor School District","=""0470011""","Food services","$62,021",1092,2,"$57"
"East Windsor School District","=""0470011""","Enterprise operations","$1,250,707",1092,2,"$1,145"
"East Windsor School District","=""0470011""","Minor school construction","$436,251",1092,2,"$399"
"East Windsor School District","=""0470011""","Total","$26,796,117",1231,1,"$21,768"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instruction","$11,783,696",429,1,"$27,468"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - students","$3,568,873",429,2,"$8,319"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - instruction","$151,423",429,2,"$353"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - general administration","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Support services - school based administration","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Central and other support services","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Operation and maintenance of plant","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Student transportation services","$311,581",65,3,"$4,794"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Food services","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Enterprise operations","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Minor school construction","$0",429,2,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$15,815,573",429,1,"$36,866"
"Eastford School District","=""0390011""","Instruction","$2,781,341",215,1,"$12,936"
"Eastford School District","=""0390011""","Support services - students","$238,137",165,2,"$1,443"
"Eastford School District","=""0390011""","Support services - instruction","$107,259",165,2,"$650"
"Eastford School District","=""0390011""","Support services - general administration","$182,181",165,2,"$1,104"
"Eastford School District","=""0390011""","Support services - school based administration","$179,047",165,2,"$1,085"
"Eastford School District","=""0390011""","Central and other support services","$16,152",165,2,"$98"
"Eastford School District","=""0390011""","Operation and maintenance of plant","$297,215",165,2,"$1,801"
"Eastford School District","=""0390011""","Student transportation services","$283,631",226,3,"$1,255"
"Eastford School District","=""0390011""","Food services","$0",165,2,"$0"
"Eastford School District","=""0390011""","Enterprise operations","$0",165,2,"$0"
"Eastford School District","=""0390011""","Minor school construction","$44,470",165,2,"$270"
"Eastford School District","=""0390011""","Total","$4,129,434",215,1,"$19,207"
"Easton School District","=""0460011""","Instruction","$12,272,474",907,1,"$13,531"
"Easton School District","=""0460011""","Support services - students","$268,235",897,2,"$299"
"Easton School District","=""0460011""","Support services - instruction","$413,138",897,2,"$461"
"Easton School District","=""0460011""","Support services - general administration","$309,635",897,2,"$345"
"Easton School District","=""0460011""","Support services - school based administration","$1,083,130",897,2,"$1,208"
"Easton School District","=""0460011""","Central and other support services","$358,797",897,2,"$400"
"Easton School District","=""0460011""","Operation and maintenance of plant","$1,734,067",897,2,"$1,933"
"Easton School District","=""0460011""","Student transportation services","$1,011,678",897,3,"$1,128"
"Easton School District","=""0460011""","Food services","$57",897,2,"$0"
"Easton School District","=""0460011""","Enterprise operations","$0",897,2,"$0"
"Easton School District","=""0460011""","Minor school construction","$0",897,2,"$0"
"Easton School District","=""0460011""","Total","$17,451,211",907,1,"$19,241"
"EdAdvance","=""2420014""","Instruction","$1,843,419",278,1,"$6,631"
"EdAdvance","=""2420014""","Support services - students","$1,447,590",278,2,"$5,207"
"EdAdvance","=""2420014""","Support services - instruction","$529,194",278,2,"$1,904"
"EdAdvance","=""2420014""","Support services - general administration","$1,075,227",278,2,"$3,868"
"EdAdvance","=""2420014""","Support services - school based administration","$179,894",278,2,"$647"
"EdAdvance","=""2420014""","Central and other support services","$17,566",278,2,"$63"
"EdAdvance","=""2420014""","Operation and maintenance of plant","$252,240",278,2,"$907"
"EdAdvance","=""2420014""","Student transportation services","$44,542",2,3,"$22,271"
"EdAdvance","=""2420014""","Food services","$0",278,2,"$0"
"EdAdvance","=""2420014""","Enterprise operations","$0",278,2,"$0"
"EdAdvance","=""2420014""","Minor school construction","$0",278,2,"$0"
"EdAdvance","=""2420014""","Total","$5,389,672",278,1,"$19,387"
"Ellington School District","=""0480011""","Instruction","$24,768,097",2841,1,"$8,718"
"Ellington School District","=""0480011""","Support services - students","$4,456,454",2732,2,"$1,631"
"Ellington School District","=""0480011""","Support services - instruction","$1,417,674",2732,2,"$519"
"Ellington School District","=""0480011""","Support services - general administration","$829,907",2732,2,"$304"
"Ellington School District","=""0480011""","Support services - school based administration","$1,998,725",2732,2,"$732"
"Ellington School District","=""0480011""","Central and other support services","$1,277,064",2732,2,"$467"
"Ellington School District","=""0480011""","Operation and maintenance of plant","$3,636,148",2732,2,"$1,331"
"Ellington School District","=""0480011""","Student transportation services","$2,306,761",2781,3,"$829"
"Ellington School District","=""0480011""","Food services","$0",2732,2,"$0"
"Ellington School District","=""0480011""","Enterprise operations","$559,982",2732,2,"$205"
"Ellington School District","=""0480011""","Minor school construction","$0",2732,2,"$0"
"Ellington School District","=""0480011""","Total","$41,250,812",2841,1,"$14,520"
"Elm City College Preparatory School District","=""2890013""","Instruction","$6,565,034",756,1,"$8,684"
"Elm City College Preparatory School District","=""2890013""","Support services - students","$920,896",756,2,"$1,218"
"Elm City College Preparatory School District","=""2890013""","Support services - instruction","$299,371",756,2,"$396"
"Elm City College Preparatory School District","=""2890013""","Support services - general administration","$0",756,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Support services - school based administration","$2,025,076",756,2,"$2,679"
"Elm City College Preparatory School District","=""2890013""","Central and other support services","$1,106,198",756,2,"$1,463"
"Elm City College Preparatory School District","=""2890013""","Operation and maintenance of plant","$570,837",756,2,"$755"
"Elm City College Preparatory School District","=""2890013""","Student transportation services","$132,679",53,3,"$2,503"
"Elm City College Preparatory School District","=""2890013""","Food services","$0",756,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Enterprise operations","$0",756,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Minor school construction","$0",756,2,"$0"
"Elm City College Preparatory School District","=""2890013""","Total","$11,620,091",756,1,"$15,370"
"Elm City Montessori School District","=""2910013""","Instruction","$1,592,615",199,1,"$8,003"
"Elm City Montessori School District","=""2910013""","Support services - students","$112,539",199,2,"$566"
"Elm City Montessori School District","=""2910013""","Support services - instruction","$224,601",199,2,"$1,129"
"Elm City Montessori School District","=""2910013""","Support services - general administration","$11,271",199,2,"$57"
"Elm City Montessori School District","=""2910013""","Support services - school based administration","$405,334",199,2,"$2,037"
"Elm City Montessori School District","=""2910013""","Central and other support services","$42,174",199,2,"$212"
"Elm City Montessori School District","=""2910013""","Operation and maintenance of plant","$782,460",199,2,"$3,932"
"Elm City Montessori School District","=""2910013""","Student transportation services","$120,522",100,3,"$1,205"
"Elm City Montessori School District","=""2910013""","Food services","$0",199,2,"$0"
"Elm City Montessori School District","=""2910013""","Enterprise operations","$0",199,2,"$0"
"Elm City Montessori School District","=""2910013""","Minor school construction","$0",199,2,"$0"
"Elm City Montessori School District","=""2910013""","Total","$3,291,513",199,1,"$16,540"
"Enfield School District","=""0490011""","Instruction","$58,214,990",5511,1,"$10,563"
"Enfield School District","=""0490011""","Support services - students","$952,622",5070,2,"$188"
"Enfield School District","=""0490011""","Support services - instruction","$2,593,627",5070,2,"$512"
"Enfield School District","=""0490011""","Support services - general administration","$2,970,829",5070,2,"$586"
"Enfield School District","=""0490011""","Support services - school based administration","$3,585,307",5070,2,"$707"
"Enfield School District","=""0490011""","Central and other support services","$2,602,475",5070,2,"$513"
"Enfield School District","=""0490011""","Operation and maintenance of plant","$10,030,894",5070,2,"$1,978"
"Enfield School District","=""0490011""","Student transportation services","$5,164,365",2607,3,"$1,981"
"Enfield School District","=""0490011""","Food services","$209,651",5070,2,"$41"
"Enfield School District","=""0490011""","Enterprise operations","$851,634",5070,2,"$168"
"Enfield School District","=""0490011""","Minor school construction","$0",5070,2,"$0"
"Enfield School District","=""0490011""","Total","$87,176,395",5511,1,"$15,819"
"Essex School District","=""0500011""","Instruction","$3,510,581",338,1,"$10,386"
"Essex School District","=""0500011""","Support services - students","$299,287",332,2,"$901"
"Essex School District","=""0500011""","Support services - instruction","$82,849",332,2,"$250"
"Essex School District","=""0500011""","Support services - general administration","$1,996,352",332,2,"$6,013"
"Essex School District","=""0500011""","Support services - school based administration","$307,290",332,2,"$926"
"Essex School District","=""0500011""","Central and other support services","$817,407",332,2,"$2,462"
"Essex School District","=""0500011""","Operation and maintenance of plant","$603,879",332,2,"$1,819"
"Essex School District","=""0500011""","Student transportation services","$245,804",336,3,"$732"
"Essex School District","=""0500011""","Food services","$0",332,2,"$0"
"Essex School District","=""0500011""","Enterprise operations","$0",332,2,"$0"
"Essex School District","=""0500011""","Minor school construction","$43,138",332,2,"$130"
"Essex School District","=""0500011""","Total","$7,906,586",338,1,"$23,392"
"Explorations District","=""2720013""","Instruction","$711,366",88,1,"$8,084"
"Explorations District","=""2720013""","Support services - students","$266,420",88,2,"$3,028"
"Explorations District","=""2720013""","Support services - instruction","$136,244",88,2,"$1,548"
"Explorations District","=""2720013""","Support services - general administration","$59,217",88,2,"$673"
"Explorations District","=""2720013""","Support services - school based administration","$380,746",88,2,"$4,327"
"Explorations District","=""2720013""","Central and other support services","$0",88,2,"$0"
"Explorations District","=""2720013""","Operation and maintenance of plant","$300,131",88,2,"$3,411"
"Explorations District","=""2720013""","Student transportation services","$36,047",54,3,"$668"
"Explorations District","=""2720013""","Food services","$0",88,2,"$0"
"Explorations District","=""2720013""","Enterprise operations","$0",88,2,"$0"
"Explorations District","=""2720013""","Minor school construction","$0",88,2,"$0"
"Explorations District","=""2720013""","Total","$1,890,172",88,1,"$21,479"
"Fairfield School District","=""0510011""","Instruction","$113,613,433",9939,1,"$11,431"
"Fairfield School District","=""0510011""","Support services - students","$14,028,737",9805,2,"$1,431"
"Fairfield School District","=""0510011""","Support services - instruction","$9,687,132",9805,2,"$988"
"Fairfield School District","=""0510011""","Support services - general administration","$737,896",9805,2,"$75"
"Fairfield School District","=""0510011""","Support services - school based administration","$12,419,373",9805,2,"$1,267"
"Fairfield School District","=""0510011""","Central and other support services","$7,183,536",9805,2,"$733"
"Fairfield School District","=""0510011""","Operation and maintenance of plant","$16,683,215",9805,2,"$1,702"
"Fairfield School District","=""0510011""","Student transportation services","$9,731,135",7221,3,"$1,348"
"Fairfield School District","=""0510011""","Food services","$0",9805,2,"$0"
"Fairfield School District","=""0510011""","Enterprise operations","$2,361,138",9805,2,"$241"
"Fairfield School District","=""0510011""","Minor school construction","$1,818,398",9805,2,"$185"
"Fairfield School District","=""0510011""","Total","$188,263,994",9939,1,"$18,942"
"Farmington School District","=""0520011""","Instruction","$45,765,160",4210,1,"$10,871"
"Farmington School District","=""0520011""","Support services - students","$6,741,892",4082,2,"$1,652"
"Farmington School District","=""0520011""","Support services - instruction","$3,179,897",4082,2,"$779"
"Farmington School District","=""0520011""","Support services - general administration","$695,364",4082,2,"$170"
"Farmington School District","=""0520011""","Support services - school based administration","$4,338,010",4082,2,"$1,063"
"Farmington School District","=""0520011""","Central and other support services","$1,637,697",4082,2,"$401"
"Farmington School District","=""0520011""","Operation and maintenance of plant","$7,722,371",4082,2,"$1,892"
"Farmington School District","=""0520011""","Student transportation services","$3,608,828",3771,3,"$957"
"Farmington School District","=""0520011""","Food services","$0",4082,2,"$0"
"Farmington School District","=""0520011""","Enterprise operations","$0",4082,2,"$0"
"Farmington School District","=""0520011""","Minor school construction","$0",4082,2,"$0"
"Farmington School District","=""0520011""","Total","$73,689,219",4210,1,"$17,503"
"Franklin School District","=""0530011""","Instruction","$2,879,796",227,1,"$12,686"
"Franklin School District","=""0530011""","Support services - students","$98,372",154,2,"$639"
"Franklin School District","=""0530011""","Support services - instruction","$77,766",154,2,"$505"
"Franklin School District","=""0530011""","Support services - general administration","$288,778",154,2,"$1,875"
"Franklin School District","=""0530011""","Support services - school based administration","$111,132",154,2,"$722"
"Franklin School District","=""0530011""","Central and other support services","$66,175",154,2,"$430"
"Franklin School District","=""0530011""","Operation and maintenance of plant","$489,085",154,2,"$3,176"
"Franklin School District","=""0530011""","Student transportation services","$232,462",220,3,"$1,057"
"Franklin School District","=""0530011""","Food services","$0",154,2,"$0"
"Franklin School District","=""0530011""","Enterprise operations","$0",154,2,"$0"
"Franklin School District","=""0530011""","Minor school construction","$0",154,2,"$0"
"Franklin School District","=""0530011""","Total","$4,243,565",227,1,"$18,694"
"Glastonbury School District","=""0540011""","Instruction","$68,196,228",6130,1,"$11,125"
"Glastonbury School District","=""0540011""","Support services - students","$6,650,722",5884,2,"$1,130"
"Glastonbury School District","=""0540011""","Support services - instruction","$6,223,906",5884,2,"$1,058"
"Glastonbury School District","=""0540011""","Support services - general administration","$1,351,716",5884,2,"$230"
"Glastonbury School District","=""0540011""","Support services - school based administration","$4,763,867",5884,2,"$810"
"Glastonbury School District","=""0540011""","Central and other support services","$3,512,911",5884,2,"$597"
"Glastonbury School District","=""0540011""","Operation and maintenance of plant","$11,478,877",5884,2,"$1,951"
"Glastonbury School District","=""0540011""","Student transportation services","$5,393,383",5644,3,"$956"
"Glastonbury School District","=""0540011""","Food services","$47,490",5884,2,"$8"
"Glastonbury School District","=""0540011""","Enterprise operations","$1,947,244",5884,2,"$331"
"Glastonbury School District","=""0540011""","Minor school construction","$0",5884,2,"$0"
"Glastonbury School District","=""0540011""","Total","$109,566,344",6130,1,"$17,874"
"Granby School District","=""0560011""","Instruction","$18,861,500",1945,1,"$9,697"
"Granby School District","=""0560011""","Support services - students","$2,922,526",1870,2,"$1,563"
"Granby School District","=""0560011""","Support services - instruction","$1,214,893",1870,2,"$650"
"Granby School District","=""0560011""","Support services - general administration","$644,786",1870,2,"$345"
"Granby School District","=""0560011""","Support services - school based administration","$2,132,296",1870,2,"$1,140"
"Granby School District","=""0560011""","Central and other support services","$555,766",1870,2,"$297"
"Granby School District","=""0560011""","Operation and maintenance of plant","$2,949,020",1870,2,"$1,577"
"Granby School District","=""0560011""","Student transportation services","$1,596,955",1746,3,"$915"
"Granby School District","=""0560011""","Food services","$2,495",1870,2,"$1"
"Granby School District","=""0560011""","Enterprise operations","$832,890",1870,2,"$445"
"Granby School District","=""0560011""","Minor school construction","$0",1870,2,"$0"
"Granby School District","=""0560011""","Total","$31,713,128",1945,1,"$16,305"
"Great Oaks Charter School District","=""2940013""","Instruction","$1,438,301",465,1,"$3,093"
"Great Oaks Charter School District","=""2940013""","Support services - students","$48,152",465,2,"$104"
"Great Oaks Charter School District","=""2940013""","Support services - instruction","$800,168",465,2,"$1,721"
"Great Oaks Charter School District","=""2940013""","Support services - general administration","$21,057",465,2,"$45"
"Great Oaks Charter School District","=""2940013""","Support services - school based administration","$1,417,636",465,2,"$3,049"
"Great Oaks Charter School District","=""2940013""","Central and other support services","$1,245,310",465,2,"$2,678"
"Great Oaks Charter School District","=""2940013""","Operation and maintenance of plant","$1,345,493",465,2,"$2,894"
"Great Oaks Charter School District","=""2940013""","Student transportation services","$343,410",327,3,"$1,050"
"Great Oaks Charter School District","=""2940013""","Food services","$0",465,2,"$0"
"Great Oaks Charter School District","=""2940013""","Enterprise operations","$0",465,2,"$0"
"Great Oaks Charter School District","=""2940013""","Minor school construction","$0",465,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$6,659,527",465,1,"$14,322"
"Greenwich School District","=""0570011""","Instruction","$141,980,698",9119,1,"$15,570"
"Greenwich School District","=""0570011""","Support services - students","$14,653,101",9076,2,"$1,614"
"Greenwich School District","=""0570011""","Support services - instruction","$4,685,667",9076,2,"$516"
"Greenwich School District","=""0570011""","Support services - general administration","$18,729,218",9076,2,"$2,064"
"Greenwich School District","=""0570011""","Support services - school based administration","$0",9076,2,"$0"
"Greenwich School District","=""0570011""","Central and other support services","$1,477,825",9076,2,"$163"
"Greenwich School District","=""0570011""","Operation and maintenance of plant","$14,521,039",9076,2,"$1,600"
"Greenwich School District","=""0570011""","Student transportation services","$7,945,239",4724,3,"$1,682"
"Greenwich School District","=""0570011""","Food services","$0",9076,2,"$0"
"Greenwich School District","=""0570011""","Enterprise operations","$0",9076,2,"$0"
"Greenwich School District","=""0570011""","Minor school construction","$0",9076,2,"$0"
"Greenwich School District","=""0570011""","Total","$203,992,787",9119,1,"$22,370"
"Griswold School District","=""0580011""","Instruction","$16,722,846",1830,1,"$9,138"
"Griswold School District","=""0580011""","Support services - students","$9,891",1765,2,"$6"
"Griswold School District","=""0580011""","Support services - instruction","$183,615",1765,2,"$104"
"Griswold School District","=""0580011""","Support services - general administration","$120",1765,2,"$0"
"Griswold School District","=""0580011""","Support services - school based administration","$1,268,853",1765,2,"$719"
"Griswold School District","=""0580011""","Central and other support services","$6,896,367",1765,2,"$3,907"
"Griswold School District","=""0580011""","Operation and maintenance of plant","$2,032,064",1765,2,"$1,151"
"Griswold School District","=""0580011""","Student transportation services","$1,978,458",1904,3,"$1,039"
"Griswold School District","=""0580011""","Food services","$18,961",1765,2,"$11"
"Griswold School District","=""0580011""","Enterprise operations","$0",1765,2,"$0"
"Griswold School District","=""0580011""","Minor school construction","$0",1765,2,"$0"
"Griswold School District","=""0580011""","Total","$29,111,175",1830,1,"$15,908"
"Groton School District","=""0590011""","Instruction","$48,547,073",4731,1,"$10,261"
"Groton School District","=""0590011""","Support services - students","$10,012,870",4299,2,"$2,329"
"Groton School District","=""0590011""","Support services - instruction","$1,725,739",4299,2,"$401"
"Groton School District","=""0590011""","Support services - general administration","$1,786,127",4299,2,"$415"
"Groton School District","=""0590011""","Support services - school based administration","$4,530,432",4299,2,"$1,054"
"Groton School District","=""0590011""","Central and other support services","$1,339,374",4299,2,"$312"
"Groton School District","=""0590011""","Operation and maintenance of plant","$6,633,608",4299,2,"$1,543"
"Groton School District","=""0590011""","Student transportation services","$5,589,346",3409,3,"$1,640"
"Groton School District","=""0590011""","Food services","$0",4299,2,"$0"
"Groton School District","=""0590011""","Enterprise operations","$0",4299,2,"$0"
"Groton School District","=""0590011""","Minor school construction","$0",4299,2,"$0"
"Groton School District","=""0590011""","Total","$80,164,568",4731,1,"$16,945"
"Guilford School District","=""0600011""","Instruction","$37,713,993",3349,1,"$11,261"
"Guilford School District","=""0600011""","Support services - students","$4,171,702",3291,2,"$1,268"
"Guilford School District","=""0600011""","Support services - instruction","$2,042,709",3291,2,"$621"
"Guilford School District","=""0600011""","Support services - general administration","$2,097,194",3291,2,"$637"
"Guilford School District","=""0600011""","Support services - school based administration","$4,673,652",3291,2,"$1,420"
"Guilford School District","=""0600011""","Central and other support services","$407,785",3291,2,"$124"
"Guilford School District","=""0600011""","Operation and maintenance of plant","$6,362,499",3291,2,"$1,933"
"Guilford School District","=""0600011""","Student transportation services","$3,751,073",3368,3,"$1,114"
"Guilford School District","=""0600011""","Food services","$74,546",3291,2,"$23"
"Guilford School District","=""0600011""","Enterprise operations","$880,638",3291,2,"$268"
"Guilford School District","=""0600011""","Minor school construction","$0",3291,2,"$0"
"Guilford School District","=""0600011""","Total","$62,175,792",3349,1,"$18,565"
"Hamden School District","=""0620011""","Instruction","$96,837,132",6425,1,"$15,072"
"Hamden School District","=""0620011""","Support services - students","$2,514,050",5336,2,"$471"
"Hamden School District","=""0620011""","Support services - instruction","$1,566,568",5336,2,"$294"
"Hamden School District","=""0620011""","Support services - general administration","$3,496,929",5336,2,"$655"
"Hamden School District","=""0620011""","Support services - school based administration","$5,295,459",5336,2,"$992"
"Hamden School District","=""0620011""","Central and other support services","$3,699,996",5336,2,"$693"
"Hamden School District","=""0620011""","Operation and maintenance of plant","$8,318,560",5336,2,"$1,559"
"Hamden School District","=""0620011""","Student transportation services","$7,479,483",5352,3,"$1,398"
"Hamden School District","=""0620011""","Food services","$0",5336,2,"$0"
"Hamden School District","=""0620011""","Enterprise operations","$638,142",5336,2,"$120"
"Hamden School District","=""0620011""","Minor school construction","$0",5336,2,"$0"
"Hamden School District","=""0620011""","Total","$129,846,318",6425,1,"$20,210"
"Hampton School District","=""0630011""","Instruction","$1,365,691",94,1,"$14,529"
"Hampton School District","=""0630011""","Support services - students","$161,024",93,2,"$1,731"
"Hampton School District","=""0630011""","Support services - instruction","$2,699",93,2,"$29"
"Hampton School District","=""0630011""","Support services - general administration","$119,658",93,2,"$1,287"
"Hampton School District","=""0630011""","Support services - school based administration","$178,740",93,2,"$1,922"
"Hampton School District","=""0630011""","Central and other support services","$65,582",93,2,"$705"
"Hampton School District","=""0630011""","Operation and maintenance of plant","$215,795",93,2,"$2,320"
"Hampton School District","=""0630011""","Student transportation services","$168,663",142,3,"$1,188"
"Hampton School District","=""0630011""","Food services","$23,163",93,2,"$249"
"Hampton School District","=""0630011""","Enterprise operations","$0",93,2,"$0"
"Hampton School District","=""0630011""","Minor school construction","$0",93,2,"$0"
"Hampton School District","=""0630011""","Total","$2,301,015",94,1,"$24,479"
"Hartford School District","=""0640011""","Instruction","$266,133,609",23992,1,"$11,093"
"Hartford School District","=""0640011""","Support services - students","$31,929,631",19166,2,"$1,666"
"Hartford School District","=""0640011""","Support services - instruction","$11,199,422",19166,2,"$584"
"Hartford School District","=""0640011""","Support services - general administration","$8,645,269",19166,2,"$451"
"Hartford School District","=""0640011""","Support services - school based administration","$22,786,393",19166,2,"$1,189"
"Hartford School District","=""0640011""","Central and other support services","$13,332,260",19166,2,"$696"
"Hartford School District","=""0640011""","Operation and maintenance of plant","$37,017,751",19166,2,"$1,931"
"Hartford School District","=""0640011""","Student transportation services","$23,027,166",8973,3,"$2,566"
"Hartford School District","=""0640011""","Food services","$0",19166,2,"$0"
"Hartford School District","=""0640011""","Enterprise operations","$0",19166,2,"$0"
"Hartford School District","=""0640011""","Minor school construction","$51,390",19166,2,"$3"
"Hartford School District","=""0640011""","Total","$414,122,891",23992,1,"$17,261"
"Hartland School District","=""0650011""","Instruction","$3,651,242",257,1,"$14,207"
"Hartland School District","=""0650011""","Support services - students","$454,999",160,2,"$2,844"
"Hartland School District","=""0650011""","Support services - instruction","$185,342",160,2,"$1,158"
"Hartland School District","=""0650011""","Support services - general administration","$138,987",160,2,"$869"
"Hartland School District","=""0650011""","Support services - school based administration","$291,796",160,2,"$1,824"
"Hartland School District","=""0650011""","Central and other support services","$93,224",160,2,"$583"
"Hartland School District","=""0650011""","Operation and maintenance of plant","$273,874",160,2,"$1,712"
"Hartland School District","=""0650011""","Student transportation services","$330,834",259,3,"$1,277"
"Hartland School District","=""0650011""","Food services","$0",160,2,"$0"
"Hartland School District","=""0650011""","Enterprise operations","$135,202",160,2,"$845"
"Hartland School District","=""0650011""","Minor school construction","$0",160,2,"$0"
"Hartland School District","=""0650011""","Total","$5,555,500",257,1,"$21,617"
"Hebron School District","=""0670011""","Instruction","$7,104,124",689,1,"$10,311"
"Hebron School District","=""0670011""","Support services - students","$777,310",663,2,"$1,172"
"Hebron School District","=""0670011""","Support services - instruction","$923,538",663,2,"$1,393"
"Hebron School District","=""0670011""","Support services - general administration","$576,259",663,2,"$869"
"Hebron School District","=""0670011""","Support services - school based administration","$675,445",663,2,"$1,019"
"Hebron School District","=""0670011""","Central and other support services","$428,373",663,2,"$646"
"Hebron School District","=""0670011""","Operation and maintenance of plant","$844,166",663,2,"$1,273"
"Hebron School District","=""0670011""","Student transportation services","$528,639",591,3,"$894"
"Hebron School District","=""0670011""","Food services","$0",663,2,"$0"
"Hebron School District","=""0670011""","Enterprise operations","$96,613",663,2,"$146"
"Hebron School District","=""0670011""","Minor school construction","$371",663,2,"$1"
"Hebron School District","=""0670011""","Total","$11,954,837",689,1,"$17,351"
"Highville Charter School District","=""2860013""","Instruction","$3,361,475",502,1,"$6,696"
"Highville Charter School District","=""2860013""","Support services - students","$120,853",502,2,"$241"
"Highville Charter School District","=""2860013""","Support services - instruction","$36,239",502,2,"$72"
"Highville Charter School District","=""2860013""","Support services - general administration","$427,464",502,2,"$852"
"Highville Charter School District","=""2860013""","Support services - school based administration","$128,120",502,2,"$255"
"Highville Charter School District","=""2860013""","Central and other support services","$321,719",502,2,"$641"
"Highville Charter School District","=""2860013""","Operation and maintenance of plant","$580,522",502,2,"$1,156"
"Highville Charter School District","=""2860013""","Student transportation services","$4,588",1,3,"$4,588"
"Highville Charter School District","=""2860013""","Food services","$0",502,2,"$0"
"Highville Charter School District","=""2860013""","Enterprise operations","$0",502,2,"$0"
"Highville Charter School District","=""2860013""","Minor school construction","$0",502,2,"$0"
"Highville Charter School District","=""2860013""","Total","$4,980,980",502,1,"$9,922"
"Integrated Day Charter School District","=""2640013""","Instruction","$2,188,024",337,1,"$6,493"
"Integrated Day Charter School District","=""2640013""","Support services - students","$303,088",337,2,"$899"
"Integrated Day Charter School District","=""2640013""","Support services - instruction","$235,751",337,2,"$700"
"Integrated Day Charter School District","=""2640013""","Support services - general administration","$100,068",337,2,"$297"
"Integrated Day Charter School District","=""2640013""","Support services - school based administration","$431,222",337,2,"$1,280"
"Integrated Day Charter School District","=""2640013""","Central and other support services","$330,252",337,2,"$980"
"Integrated Day Charter School District","=""2640013""","Operation and maintenance of plant","$434,669",337,2,"$1,290"
"Integrated Day Charter School District","=""2640013""","Student transportation services","$4,279",337,3,"$13"
"Integrated Day Charter School District","=""2640013""","Food services","$0",337,2,"$0"
"Integrated Day Charter School District","=""2640013""","Enterprise operations","$0",337,2,"$0"
"Integrated Day Charter School District","=""2640013""","Minor school construction","$0",337,2,"$0"
"Integrated Day Charter School District","=""2640013""","Total","$4,027,353",337,1,"$11,951"
"Interdistrict School for Arts and Comm District","=""2650013""","Instruction","$1,651,875",278,1,"$5,942"
"Interdistrict School for Arts and Comm District","=""2650013""","Support services - students","$324,397",278,2,"$1,167"
"Interdistrict School for Arts and Comm District","=""2650013""","Support services - instruction","$262,866",278,2,"$946"
"Interdistrict School for Arts and Comm District","=""2650013""","Support services - general administration","$0",278,2,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Support services - school based administration","$263,112",278,2,"$946"
"Interdistrict School for Arts and Comm District","=""2650013""","Central and other support services","$793,504",278,2,"$2,854"
"Interdistrict School for Arts and Comm District","=""2650013""","Operation and maintenance of plant","$371,415",278,2,"$1,336"
"Interdistrict School for Arts and Comm District","=""2650013""","Student transportation services","$22,274",278,3,"$80"
"Interdistrict School for Arts and Comm District","=""2650013""","Food services","$0",278,2,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Enterprise operations","$0",278,2,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Minor school construction","$0",278,2,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$3,689,442",278,1,"$13,271"
"Jumoke Academy District","=""2610013""","Instruction","$4,492,941",717,1,"$6,266"
"Jumoke Academy District","=""2610013""","Support services - students","$1,037,255",717,2,"$1,447"
"Jumoke Academy District","=""2610013""","Support services - instruction","$29,145",717,2,"$41"
"Jumoke Academy District","=""2610013""","Support services - general administration","$12,939",717,2,"$18"
