"Per Pupil Expenditures by Object (District), 2021-22"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Supplies","$907,719",818,2,"$1,110"
"East Granby School District","=""0400011""","Property","$155,420",818,2,"$190"
"East Granby School District","=""0400011""","Other","$128,053",818,2,"$157"
"East Granby School District","=""0400011""","Total","$19,213,825",873,1,"$22,009"
"East Haddam School District","=""0410011""","Salaries","$13,818,018",968,2,"$14,275"
"East Haddam School District","=""0410011""","Employee Benefits","$3,467,155",968,2,"$3,582"
"East Haddam School District","=""0410011""","Purchased Services","$2,725,649",968,2,"$2,816"
"East Haddam School District","=""0410011""","Tuition","$1,263,203",23,4,"$54,922"
"East Haddam School District","=""0410011""","Supplies","$1,121,315",968,2,"$1,158"
"East Haddam School District","=""0410011""","Property","$289,874",968,2,"$299"
"East Haddam School District","=""0410011""","Other","$37,891",968,2,"$39"
"East Haddam School District","=""0410011""","Total","$22,723,106",991,1,"$22,929"
"East Hampton School District","=""0420011""","Salaries","$22,993,840",1780,2,"$12,918"
"East Hampton School District","=""0420011""","Employee Benefits","$6,062,283",1780,2,"$3,406"
"East Hampton School District","=""0420011""","Purchased Services","$3,534,806",1780,2,"$1,986"
"East Hampton School District","=""0420011""","Tuition","$1,313,048",50,4,"$26,261"
"East Hampton School District","=""0420011""","Supplies","$1,224,342",1780,2,"$688"
"East Hampton School District","=""0420011""","Property","$523,842",1780,2,"$294"
"East Hampton School District","=""0420011""","Other","$48,394",1780,2,"$27"
"East Hampton School District","=""0420011""","Total","$35,700,554",1830,1,"$19,508"
"East Hartford School District","=""0430011""","Salaries","$81,503,594",6296,2,"$12,945"
"East Hartford School District","=""0430011""","Employee Benefits","$18,625,255",6296,2,"$2,958"
"East Hartford School District","=""0430011""","Purchased Services","$13,536,136",6296,2,"$2,150"
"East Hartford School District","=""0430011""","Tuition","$12,392,309",1846,4,"$6,713"
"East Hartford School District","=""0430011""","Supplies","$4,497,043",6296,2,"$714"
"East Hartford School District","=""0430011""","Property","$3,274,819",6296,2,"$520"
"East Hartford School District","=""0430011""","Other","$747,990",6296,2,"$119"
"East Hartford School District","=""0430011""","Total","$134,577,146",8142,1,"$16,529"
"East Haven School District","=""0440011""","Salaries","$32,550,632",2841,2,"$11,457"
"East Haven School District","=""0440011""","Employee Benefits","$9,136,719",2841,2,"$3,216"
"East Haven School District","=""0440011""","Purchased Services","$9,545,367",2841,2,"$3,360"
"East Haven School District","=""0440011""","Tuition","$5,390,230",400,4,"$13,476"
"East Haven School District","=""0440011""","Supplies","$1,943,343",2841,2,"$684"
"East Haven School District","=""0440011""","Property","$2,444,336",2841,2,"$860"
"East Haven School District","=""0440011""","Other","$154,239",2841,2,"$54"
"East Haven School District","=""0440011""","Total","$61,164,867",3241,1,"$18,872"
"East Lyme School District","=""0450011""","Salaries","$34,154,060",2638,2,"$12,947"
"East Lyme School District","=""0450011""","Employee Benefits","$8,473,883",2638,2,"$3,212"
"East Lyme School District","=""0450011""","Purchased Services","$8,435,761",2638,2,"$3,198"
"East Lyme School District","=""0450011""","Tuition","$1,439,837",62,4,"$23,223"
"East Lyme School District","=""0450011""","Supplies","$2,063,866",2638,2,"$782"
"East Lyme School District","=""0450011""","Property","$198,816",2638,2,"$75"
"East Lyme School District","=""0450011""","Other","$105,346",2638,2,"$40"
"East Lyme School District","=""0450011""","Total","$54,871,570",2700,1,"$20,323"
"East Windsor School District","=""0470011""","Salaries","$18,045,613",1029,2,"$17,537"
"East Windsor School District","=""0470011""","Employee Benefits","$3,342,416",1029,2,"$3,248"
"East Windsor School District","=""0470011""","Purchased Services","$4,067,034",1029,2,"$3,952"
"East Windsor School District","=""0470011""","Tuition","$1,046,131",128,4,"$8,173"
"East Windsor School District","=""0470011""","Supplies","$1,151,608",1029,2,"$1,119"
"East Windsor School District","=""0470011""","Property","$172,415",1029,2,"$168"
"East Windsor School District","=""0470011""","Other","$30,723",1029,2,"$30"
"East Windsor School District","=""0470011""","Total","$27,855,940",1157,1,"$24,076"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$16,873,427",417,2,"$40,464"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$3,952,310",417,2,"$9,478"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$1,860,562",417,2,"$4,462"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$675,172",417,2,"$1,619"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$165,279",417,2,"$396"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$14,839",417,2,"$36"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$23,541,590",417,1,"$56,455"
"Eastford School District","=""0390011""","Salaries","$2,132,744",142,2,"$15,019"
"Eastford School District","=""0390011""","Employee Benefits","$471,205",142,2,"$3,318"
"Eastford School District","=""0390011""","Purchased Services","$693,952",142,2,"$4,887"
"Eastford School District","=""0390011""","Tuition","$990,987",55,4,"$18,018"
"Eastford School District","=""0390011""","Supplies","$156,436",142,2,"$1,102"
"Eastford School District","=""0390011""","Property","$34,642",142,2,"$244"
"Eastford School District","=""0390011""","Other","$2,351",142,2,"$17"
"Eastford School District","=""0390011""","Total","$4,482,318",197,1,"$22,753"
"Easton School District","=""0460011""","Salaries","$11,545,608",893,2,"$12,929"
"Easton School District","=""0460011""","Employee Benefits","$2,443,709",893,2,"$2,737"
"Easton School District","=""0460011""","Purchased Services","$2,658,169",893,2,"$2,977"
"Easton School District","=""0460011""","Supplies","$776,678",893,2,"$870"
"Easton School District","=""0460011""","Property","$277,622",893,2,"$311"
"Easton School District","=""0460011""","Other � Includes Tuition","$355,603",898,1,"$396"
"Easton School District","=""0460011""","Total","$18,057,388",898,1,"$20,108"
"EdAdvance","=""2420014""","Salaries","$7,417,819",254,2,"$29,204"
"EdAdvance","=""2420014""","Employee Benefits","$2,055,883",254,2,"$8,094"
"EdAdvance","=""2420014""","Purchased Services","$1,476,901",254,2,"$5,815"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$488,373",254,2,"$1,923"
"EdAdvance","=""2420014""","Property","$15,263",254,2,"$60"
"EdAdvance","=""2420014""","Other","$1,485,926",254,2,"$5,850"
"EdAdvance","=""2420014""","Total","$12,940,164",254,1,"$50,946"
"Ellington School District","=""0480011""","Salaries","$29,270,061",2618,2,"$11,180"
"Ellington School District","=""0480011""","Employee Benefits","$7,492,421",2618,2,"$2,862"
"Ellington School District","=""0480011""","Purchased Services","$5,532,536",2618,2,"$2,113"
"Ellington School District","=""0480011""","Tuition","$1,501,024",95,4,"$15,800"
"Ellington School District","=""0480011""","Supplies","$1,522,877",2618,2,"$582"
"Ellington School District","=""0480011""","Property","$103,478",2618,2,"$40"
"Ellington School District","=""0480011""","Other","$89,842",2618,2,"$34"
"Ellington School District","=""0480011""","Total","$45,512,240",2713,1,"$16,776"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,357,055",776,2,"$9,481"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,215,242",776,2,"$1,566"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$3,027,220",776,2,"$3,901"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$344,254",776,2,"$444"
"Elm City College Preparatory School District","=""2890013""","Property","$183,899",776,2,"$237"
"Elm City College Preparatory School District","=""2890013""","Other","$17,801",776,2,"$23"
"Elm City College Preparatory School District","=""2890013""","Total","$12,145,471",776,1,"$15,651"
"Elm City Montessori School District","=""2910013""","Salaries","$2,328,922",282,2,"$8,259"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$723,595",282,2,"$2,566"
"Elm City Montessori School District","=""2910013""","Purchased Services","$674,883",282,2,"$2,393"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$106,673",282,2,"$378"
"Elm City Montessori School District","=""2910013""","Property","$4,830",282,2,"$17"
"Elm City Montessori School District","=""2910013""","Other","$700",282,2,"$2"
"Elm City Montessori School District","=""2910013""","Total","$3,839,603",282,1,"$13,616"
"Enfield School District","=""0490011""","Salaries","$57,551,397",4878,2,"$11,798"
"Enfield School District","=""0490011""","Employee Benefits","$15,289,860",4878,2,"$3,134"
"Enfield School District","=""0490011""","Purchased Services","$9,983,018",4878,2,"$2,047"
"Enfield School District","=""0490011""","Tuition","$4,534,416",256,4,"$17,713"
"Enfield School District","=""0490011""","Supplies","$3,974,745",4878,2,"$815"
"Enfield School District","=""0490011""","Property","$2,940,505",4878,2,"$603"
"Enfield School District","=""0490011""","Other","$793,615",4878,2,"$163"
"Enfield School District","=""0490011""","Total","$95,067,556",5134,1,"$18,517"
"Essex School District","=""0500011""","Salaries","$4,698,712",301,2,"$15,610"
"Essex School District","=""0500011""","Employee Benefits","$1,752,592",301,2,"$5,823"
"Essex School District","=""0500011""","Purchased Services","$825,715",301,2,"$2,743"
"Essex School District","=""0500011""","Supplies","$210,733",301,2,"$700"
"Essex School District","=""0500011""","Property","$2,285",301,2,"$8"
"Essex School District","=""0500011""","Other � Includes Tuition","$356,212",306,1,"$1,164"
"Essex School District","=""0500011""","Total","$7,846,249",306,1,"$25,641"
"Explorations District","=""2720013""","Salaries","$1,179,414",89,2,"$13,252"
"Explorations District","=""2720013""","Employee Benefits","$167,677",89,2,"$1,884"
"Explorations District","=""2720013""","Purchased Services","$241,374",89,2,"$2,712"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$36,197",89,2,"$407"
"Explorations District","=""2720013""","Property","$118,151",89,2,"$1,328"
"Explorations District","=""2720013""","Other","$2,295",89,2,"$26"
"Explorations District","=""2720013""","Total","$1,745,107",89,1,"$19,608"
"Fairfield School District","=""0510011""","Salaries","$123,588,393",9307,2,"$13,279"
"Fairfield School District","=""0510011""","Employee Benefits","$33,493,392",9307,2,"$3,599"
"Fairfield School District","=""0510011""","Purchased Services","$27,702,579",9307,2,"$2,977"
"Fairfield School District","=""0510011""","Tuition","$11,563,879",136,4,"$85,029"
"Fairfield School District","=""0510011""","Supplies","$8,991,977",9307,2,"$966"
"Fairfield School District","=""0510011""","Property","$2,461,685",9307,2,"$264"
"Fairfield School District","=""0510011""","Other","$55,708",9307,2,"$6"
"Fairfield School District","=""0510011""","Total","$207,857,614",9443,1,"$22,012"
"Farmington School District","=""0520011""","Salaries","$50,108,104",4103,2,"$12,213"
"Farmington School District","=""0520011""","Employee Benefits","$13,959,938",4103,2,"$3,402"
"Farmington School District","=""0520011""","Purchased Services","$8,260,347",4103,2,"$2,013"
"Farmington School District","=""0520011""","Tuition","$3,477,984",108,4,"$32,204"
"Farmington School District","=""0520011""","Supplies","$3,567,109",4103,2,"$869"
"Farmington School District","=""0520011""","Property","$2,230,073",4103,2,"$544"
"Farmington School District","=""0520011""","Other","$80,309",4103,2,"$20"
"Farmington School District","=""0520011""","Total","$81,683,863",4211,1,"$19,398"
"Franklin School District","=""0530011""","Salaries","$2,352,338",177,2,"$13,290"
"Franklin School District","=""0530011""","Employee Benefits","$449,795",177,2,"$2,541"
"Franklin School District","=""0530011""","Purchased Services","$1,079,664",177,2,"$6,100"
"Franklin School District","=""0530011""","Tuition","$1,278,525",67,4,"$19,082"
"Franklin School District","=""0530011""","Supplies","$62,984",177,2,"$356"
"Franklin School District","=""0530011""","Property","$64,409",177,2,"$364"
"Franklin School District","=""0530011""","Other","$4,946",177,2,"$28"
"Franklin School District","=""0530011""","Total","$5,292,659",244,1,"$21,691"
"Glastonbury School District","=""0540011""","Salaries","$77,457,360",5681,2,"$13,634"
"Glastonbury School District","=""0540011""","Employee Benefits","$21,874,658",5681,2,"$3,850"
"Glastonbury School District","=""0540011""","Purchased Services","$6,284,491",5681,2,"$1,106"
"Glastonbury School District","=""0540011""","Tuition","$4,599,906",207,4,"$22,222"
"Glastonbury School District","=""0540011""","Supplies","$5,774,949",5681,2,"$1,017"
"Glastonbury School District","=""0540011""","Property","$3,192,051",5681,2,"$562"
"Glastonbury School District","=""0540011""","Other","$152,640",5681,2,"$27"
"Glastonbury School District","=""0540011""","Total","$119,336,055",5888,1,"$20,268"
"Goodwin University Educational Services (GUES)","=""2310018""","Salaries","$8,607,630",1065,2,"$8,082"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$1,778,045",1065,2,"$1,670"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services","$4,951,666",1065,2,"$4,649"
"Goodwin University Educational Services (GUES)","=""2310018""","Tuition","$0",0,4,"$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$775,564",1065,2,"$728"
"Goodwin University Educational Services (GUES)","=""2310018""","Property","$606,229",1065,2,"$569"
"Goodwin University Educational Services (GUES)","=""2310018""","Other","$1,226,151",1065,2,"$1,151"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$17,945,284",1065,1,"$16,850"
"Granby School District","=""0560011""","Salaries","$21,005,135",1753,2,"$11,982"
"Granby School District","=""0560011""","Employee Benefits","$5,671,937",1753,2,"$3,236"
"Granby School District","=""0560011""","Purchased Services","$3,656,341",1753,2,"$2,086"
"Granby School District","=""0560011""","Tuition","$2,246,374",82,4,"$27,395"
"Granby School District","=""0560011""","Supplies","$1,586,398",1753,2,"$905"
"Granby School District","=""0560011""","Property","$650,632",1753,2,"$371"
"Granby School District","=""0560011""","Other","$86,175",1753,2,"$49"
"Granby School District","=""0560011""","Total","$34,902,993",1835,1,"$19,021"
"Great Oaks Charter School District","=""2940013""","Salaries","$4,248,409",650,2,"$6,536"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$738,079",650,2,"$1,136"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$4,662,449",650,2,"$7,173"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$164,796",650,2,"$254"
"Great Oaks Charter School District","=""2940013""","Property","$255,755",650,2,"$393"
"Great Oaks Charter School District","=""2940013""","Other","$0",650,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$10,069,488",650,1,"$15,492"
"Greenwich School District","=""0570011""","Salaries","$143,317,299",8607,2,"$16,651"
"Greenwich School District","=""0570011""","Employee Benefits","$41,551,232",8607,2,"$4,828"
"Greenwich School District","=""0570011""","Purchased Services","$29,555,577",8607,2,"$3,434"
"Greenwich School District","=""0570011""","Tuition","$8,995,087",29,4,"$310,175"
"Greenwich School District","=""0570011""","Supplies","$4,381,087",8607,2,"$509"
"Greenwich School District","=""0570011""","Property","$11,590",8607,2,"$1"
"Greenwich School District","=""0570011""","Other","$0",8607,2,"$0"
"Greenwich School District","=""0570011""","Total","$227,811,871",8636,1,"$26,379"
"Griswold School District","=""0580011""","Salaries","$18,655,008",1712,2,"$10,897"
"Griswold School District","=""0580011""","Employee Benefits","$5,129,378",1712,2,"$2,996"
"Griswold School District","=""0580011""","Purchased Services","$4,351,705",1712,2,"$2,542"
"Griswold School District","=""0580011""","Tuition","$1,507,908",54,4,"$27,924"
"Griswold School District","=""0580011""","Supplies","$1,425,301",1712,2,"$833"
"Griswold School District","=""0580011""","Property","$65,995",1712,2,"$39"
"Griswold School District","=""0580011""","Other","$56,294",1712,2,"$33"
"Griswold School District","=""0580011""","Total","$31,191,589",1766,1,"$17,662"
"Groton School District","=""0590011""","Salaries","$53,706,344",4092,2,"$13,125"
"Groton School District","=""0590011""","Employee Benefits","$10,044,578",4092,2,"$2,455"
"Groton School District","=""0590011""","Purchased Services","$11,530,357",4092,2,"$2,818"
"Groton School District","=""0590011""","Tuition","$4,849,556",371,4,"$13,072"
"Groton School District","=""0590011""","Supplies","$3,644,002",4092,2,"$891"
"Groton School District","=""0590011""","Property","$868,870",4092,2,"$212"
"Groton School District","=""0590011""","Other","$65,204",4092,2,"$16"
"Groton School District","=""0590011""","Total","$84,708,911",4463,1,"$18,980"
"Guilford School District","=""0600011""","Salaries","$38,649,673",3111,2,"$12,424"
"Guilford School District","=""0600011""","Employee Benefits","$11,464,812",3111,2,"$3,685"
"Guilford School District","=""0600011""","Purchased Services","$8,366,360",3111,2,"$2,689"
"Guilford School District","=""0600011""","Tuition","$3,586,227",60,4,"$59,770"
"Guilford School District","=""0600011""","Supplies","$2,394,111",3111,2,"$770"
"Guilford School District","=""0600011""","Property","$1,043,284",3111,2,"$335"
"Guilford School District","=""0600011""","Other","$0",3111,2,"$0"
"Guilford School District","=""0600011""","Total","$65,504,468",3171,1,"$20,657"
"Hamden School District","=""0620011""","Salaries","$68,722,237",5380,2,"$12,774"
"Hamden School District","=""0620011""","Employee Benefits","$35,161,654",5380,2,"$6,536"
"Hamden School District","=""0620011""","Purchased Services","$17,306,507",5380,2,"$3,217"
"Hamden School District","=""0620011""","Tuition","$17,911,214",1051,4,"$17,042"
"Hamden School District","=""0620011""","Supplies","$2,082,647",5380,2,"$387"
"Hamden School District","=""0620011""","Property","$1,717,932",5380,2,"$319"
"Hamden School District","=""0620011""","Other","$65,445",5380,2,"$12"
"Hamden School District","=""0620011""","Total","$142,967,637",6431,1,"$22,231"
"Hampton School District","=""0630011""","Salaries","$1,307,415",73,2,"$17,910"
"Hampton School District","=""0630011""","Employee Benefits","$216,530",73,2,"$2,966"
"Hampton School District","=""0630011""","Purchased Services","$405,398",73,2,"$5,553"
"Hampton School District","=""0630011""","Tuition","$104,542",6,4,"$17,424"
"Hampton School District","=""0630011""","Supplies","$127,280",73,2,"$1,744"
"Hampton School District","=""0630011""","Property","$102,701",73,2,"$1,407"
"Hampton School District","=""0630011""","Other","$3,523",73,2,"$48"
"Hampton School District","=""0630011""","Total","$2,267,390",79,1,"$28,701"
"Hartford School District","=""0640011""","Salaries","$207,685,421",16788,2,"$12,371"
"Hartford School District","=""0640011""","Employee Benefits","$58,821,006",16788,2,"$3,504"
"Hartford School District","=""0640011""","Purchased Services","$67,283,720",16788,2,"$4,008"
"Hartford School District","=""0640011""","Tuition","$91,954,338",5079,4,"$18,105"
"Hartford School District","=""0640011""","Supplies","$17,500,227",16788,2,"$1,042"
"Hartford School District","=""0640011""","Property","$7,194,369",16788,2,"$429"
"Hartford School District","=""0640011""","Other","$1,621,704",16788,2,"$97"
"Hartford School District","=""0640011""","Total","$452,060,784",21867,1,"$20,673"
"Hartland School District","=""0650011""","Salaries","$2,060,312",140,2,"$14,717"
"Hartland School District","=""0650011""","Employee Benefits","$417,967",140,2,"$2,985"
"Hartland School District","=""0650011""","Purchased Services","$1,151,199",140,2,"$8,223"
"Hartland School District","=""0650011""","Tuition","$1,854,836",94,4,"$19,732"
"Hartland School District","=""0650011""","Supplies","$171,924",140,2,"$1,228"
"Hartland School District","=""0650011""","Property","$15,392",140,2,"$110"
"Hartland School District","=""0650011""","Other","$7,865",140,2,"$56"
"Hartland School District","=""0650011""","Total","$5,679,496",234,1,"$24,271"
"Hebron School District","=""0670011""","Salaries","$8,206,259",679,2,"$12,086"
"Hebron School District","=""0670011""","Employee Benefits","$2,222,543",679,2,"$3,273"
"Hebron School District","=""0670011""","Purchased Services","$1,445,009",679,2,"$2,128"
"Hebron School District","=""0670011""","Tuition","$193,834",14,4,"$13,845"
"Hebron School District","=""0670011""","Supplies","$529,089",679,2,"$779"
"Hebron School District","=""0670011""","Property","$323,968",679,2,"$477"
"Hebron School District","=""0670011""","Other","$13,088",679,2,"$19"
"Hebron School District","=""0670011""","Total","$12,933,791",693,1,"$18,663"
"Highville Charter School District","=""2860013""","Salaries","$3,765,584",501,2,"$7,516"
"Highville Charter School District","=""2860013""","Employee Benefits","$684,066",501,2,"$1,365"
"Highville Charter School District","=""2860013""","Purchased Services","$703,326",501,2,"$1,404"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$388,553",501,2,"$776"
"Highville Charter School District","=""2860013""","Property","$379,789",501,2,"$758"
"Highville Charter School District","=""2860013""","Other","$20,797",501,2,"$42"
"Highville Charter School District","=""2860013""","Total","$5,942,115",501,1,"$11,861"
"Integrated Day Charter School District","=""2640013""","Salaries","$3,287,557",353,2,"$9,313"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$655,759",353,2,"$1,858"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$403,110",353,2,"$1,142"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$108,452",353,2,"$307"
"Integrated Day Charter School District","=""2640013""","Property","$247,186",353,2,"$700"
"Integrated Day Charter School District","=""2640013""","Other","$71,954",353,2,"$204"
"Integrated Day Charter School District","=""2640013""","Total","$4,774,018",353,1,"$13,524"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$3,192,143",279,2,"$11,441"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$454,898",279,2,"$1,630"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$647,085",279,2,"$2,319"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$93,536",279,2,"$335"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$260,651",279,2,"$934"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$22,169",279,2,"$79"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$4,670,482",279,1,"$16,740"
"Jumoke Academy District","=""2610013""","Salaries","$5,686,130",686,2,"$8,289"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,482,499",686,2,"$2,161"
"Jumoke Academy District","=""2610013""","Purchased Services","$1,663,317",686,2,"$2,425"
"Jumoke Academy District","=""2610013""","Tuition","$0",0,4,"$0"
"Jumoke Academy District","=""2610013""","Supplies","$327,353",686,2,"$477"
"Jumoke Academy District","=""2610013""","Property","$843,705",686,2,"$1,230"
"Jumoke Academy District","=""2610013""","Other","$21,967",686,2,"$32"
"Jumoke Academy District","=""2610013""","Total","$10,024,972",686,1,"$14,614"
"Kent School District","=""0680011""","Salaries","$3,637,493",212,2,"$17,158"
"Kent School District","=""0680011""","Employee Benefits","$1,123,805",212,2,"$5,301"
"Kent School District","=""0680011""","Purchased Services","$749,241",212,2,"$3,534"
"Kent School District","=""0680011""","Supplies","$280,033",212,2,"$1,321"
"Kent School District","=""0680011""","Property","$163,008",212,2,"$769"
"Kent School District","=""0680011""","Other � Includes Tuition","$59,323",213,1,"$279"
"Kent School District","=""0680011""","Total","$6,012,903",213,1,"$28,230"
"Killingly School District","=""0690011""","Salaries","$27,775,132",2362,2,"$11,759"
"Killingly School District","=""0690011""","Employee Benefits","$6,606,912",2362,2,"$2,797"
"Killingly School District","=""0690011""","Purchased Services","$5,229,106",2362,2,"$2,214"
"Killingly School District","=""0690011""","Tuition","$3,624,618",106,4,"$34,195"
"Killingly School District","=""0690011""","Supplies","$1,594,405",2362,2,"$675"
"Killingly School District","=""0690011""","Property","$1,017,160",2362,2,"$431"
"Killingly School District","=""0690011""","Other","$137,356",2362,2,"$58"
"Killingly School District","=""0690011""","Total","$45,984,689",2468,1,"$18,632"
"Learn","=""2450014""","Salaries","$19,296,689",1413,2,"$13,657"
"Learn","=""2450014""","Employee Benefits","$4,796,361",1413,2,"$3,394"
"Learn","=""2450014""","Purchased Services","$7,801,211",1413,2,"$5,521"
"Learn","=""2450014""","Tuition","$172,666",0,4,"$172,666"
"Learn","=""2450014""","Supplies","$541,201",1413,2,"$383"
"Learn","=""2450014""","Property","$980,337",1413,2,"$694"
"Learn","=""2450014""","Other","$302,640",1413,2,"$214"
"Learn","=""2450014""","Total","$33,891,106",1413,1,"$23,985"
"Lebanon School District","=""0710011""","Salaries","$11,783,421",923,2,"$12,766"
"Lebanon School District","=""0710011""","Employee Benefits","$3,760,921",923,2,"$4,075"
"Lebanon School District","=""0710011""","Purchased Services","$3,012,111",923,2,"$3,263"
"Lebanon School District","=""0710011""","Tuition","$1,378,800",35,4,"$39,394"
"Lebanon School District","=""0710011""","Supplies","$653,009",923,2,"$707"
"Lebanon School District","=""0710011""","Property","$572,141",923,2,"$620"
"Lebanon School District","=""0710011""","Other","$43,542",923,2,"$47"
"Lebanon School District","=""0710011""","Total","$21,203,947",958,1,"$22,134"
"Ledyard School District","=""0720011""","Salaries","$26,406,460",2438,2,"$10,831"
"Ledyard School District","=""0720011""","Employee Benefits","$5,650,460",2438,2,"$2,318"
"Ledyard School District","=""0720011""","Purchased Services","$4,959,375",2438,2,"$2,034"
"Ledyard School District","=""0720011""","Tuition","$2,427,671",127,4,"$19,116"
"Ledyard School District","=""0720011""","Supplies","$2,479,661",2438,2,"$1,017"
"Ledyard School District","=""0720011""","Property","$416,701",2438,2,"$171"
"Ledyard School District","=""0720011""","Other","$126,030",2438,2,"$52"
"Ledyard School District","=""0720011""","Total","$42,466,360",2565,1,"$16,556"
"Lisbon School District","=""0730011""","Salaries","$4,618,003",426,2,"$10,840"
"Lisbon School District","=""0730011""","Employee Benefits","$1,179,254",426,2,"$2,768"
"Lisbon School District","=""0730011""","Purchased Services","$1,549,689",426,2,"$3,638"
"Lisbon School District","=""0730011""","Tuition","$3,039,931",170,4,"$17,882"
"Lisbon School District","=""0730011""","Supplies","$299,534",426,2,"$703"
"Lisbon School District","=""0730011""","Property","$187,145",426,2,"$439"
"Lisbon School District","=""0730011""","Other","$9,089",426,2,"$21"
"Lisbon School District","=""0730011""","Total","$10,882,646",596,1,"$18,259"
"Litchfield School District","=""0740011""","Salaries","$11,897,752",836,2,"$14,232"
"Litchfield School District","=""0740011""","Employee Benefits","$3,596,005",836,2,"$4,301"
"Litchfield School District","=""0740011""","Purchased Services","$1,839,068",836,2,"$2,200"
"Litchfield School District","=""0740011""","Tuition","$704,132",35,4,"$20,118"
"Litchfield School District","=""0740011""","Supplies","$1,144,945",836,2,"$1,370"
"Litchfield School District","=""0740011""","Property","$409,891",836,2,"$490"
"Litchfield School District","=""0740011""","Other","$61,001",836,2,"$73"
"Litchfield School District","=""0740011""","Total","$19,652,795",871,1,"$22,563"
"Madison School District","=""0760011""","Salaries","$34,627,687",2445,2,"$14,163"
"Madison School District","=""0760011""","Employee Benefits","$10,133,502",2445,2,"$4,145"
"Madison School District","=""0760011""","Purchased Services","$8,182,434",2445,2,"$3,347"
"Madison School District","=""0760011""","Tuition","$2,839,796",32,4,"$88,744"
"Madison School District","=""0760011""","Supplies","$1,823,190",2445,2,"$746"
"Madison School District","=""0760011""","Property","$1,182,548",2445,2,"$484"
"Madison School District","=""0760011""","Other","$209,280",2445,2,"$86"
"Madison School District","=""0760011""","Total","$58,998,437",2477,1,"$23,819"
"Manchester School District","=""0770011""","Salaries","$91,257,708",6153,2,"$14,831"
"Manchester School District","=""0770011""","Employee Benefits","$24,542,524",6153,2,"$3,989"
"Manchester School District","=""0770011""","Purchased Services","$16,148,243",6153,2,"$2,624"
"Manchester School District","=""0770011""","Tuition","$8,704,591",1437,4,"$6,057"
