"Per Pupil Expenditures by Object (District), 2019-20"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Tuition","$887,024",52,4,"$17,058"
"East Granby School District","=""0400011""","Supplies","$871,660",831,2,"$1,049"
"East Granby School District","=""0400011""","Property","$102,148",831,2,"$123"
"East Granby School District","=""0400011""","Other","$136,626",831,2,"$164"
"East Granby School District","=""0400011""","Total","$17,830,322",883,1,"$20,193"
"East Haddam School District","=""0410011""","Salaries","$13,110,952",996,2,"$13,164"
"East Haddam School District","=""0410011""","Employee Benefits","$3,247,742",996,2,"$3,261"
"East Haddam School District","=""0410011""","Purchased Services","$2,479,877",996,2,"$2,490"
"East Haddam School District","=""0410011""","Tuition","$802,263",30,4,"$26,742"
"East Haddam School District","=""0410011""","Supplies","$1,372,724",996,2,"$1,378"
"East Haddam School District","=""0410011""","Property","$483,045",996,2,"$485"
"East Haddam School District","=""0410011""","Other","$43,535",996,2,"$44"
"East Haddam School District","=""0410011""","Total","$21,540,137",1026,1,"$20,994"
"East Hampton School District","=""0420011""","Salaries","$20,759,699",1837,2,"$11,301"
"East Hampton School District","=""0420011""","Employee Benefits","$5,829,173",1837,2,"$3,173"
"East Hampton School District","=""0420011""","Purchased Services","$3,223,782",1837,2,"$1,755"
"East Hampton School District","=""0420011""","Tuition","$1,197,202",63,4,"$19,003"
"East Hampton School District","=""0420011""","Supplies","$1,275,607",1837,2,"$694"
"East Hampton School District","=""0420011""","Property","$382,889",1837,2,"$208"
"East Hampton School District","=""0420011""","Other","$47,476",1837,2,"$26"
"East Hampton School District","=""0420011""","Total","$32,715,828",1900,1,"$17,219"
"East Hartford School District","=""0430011""","Salaries","$77,390,369",6767,2,"$11,436"
"East Hartford School District","=""0430011""","Employee Benefits","$19,340,798",6767,2,"$2,858"
"East Hartford School District","=""0430011""","Purchased Services","$10,184,970",6767,2,"$1,505"
"East Hartford School District","=""0430011""","Tuition","$10,145,644",1628,4,"$6,232"
"East Hartford School District","=""0430011""","Supplies","$3,931,353",6767,2,"$581"
"East Hartford School District","=""0430011""","Property","$1,867,677",6767,2,"$276"
"East Hartford School District","=""0430011""","Other","$478,353",6767,2,"$71"
"East Hartford School District","=""0430011""","Total","$123,339,165",8395,1,"$14,692"
"East Haven School District","=""0440011""","Salaries","$28,275,817",2872,2,"$9,845"
"East Haven School District","=""0440011""","Employee Benefits","$9,907,228",2872,2,"$3,450"
"East Haven School District","=""0440011""","Purchased Services","$7,124,712",2872,2,"$2,481"
"East Haven School District","=""0440011""","Tuition","$5,096,374",418,4,"$12,192"
"East Haven School District","=""0440011""","Supplies","$1,573,366",2872,2,"$548"
"East Haven School District","=""0440011""","Property","$1,648,432",2872,2,"$574"
"East Haven School District","=""0440011""","Other","$157,642",2872,2,"$55"
"East Haven School District","=""0440011""","Total","$53,783,570",3290,1,"$16,348"
"East Lyme School District","=""0450011""","Salaries","$30,810,057",2687,2,"$11,466"
"East Lyme School District","=""0450011""","Employee Benefits","$8,478,358",2687,2,"$3,155"
"East Lyme School District","=""0450011""","Purchased Services","$6,648,386",2687,2,"$2,474"
"East Lyme School District","=""0450011""","Tuition","$1,725,743",85,4,"$20,303"
"East Lyme School District","=""0450011""","Supplies","$1,839,746",2687,2,"$685"
"East Lyme School District","=""0450011""","Property","$452,392",2687,2,"$168"
"East Lyme School District","=""0450011""","Other","$88,219",2687,2,"$33"
"East Lyme School District","=""0450011""","Total","$50,042,900",2772,1,"$18,053"
"East Windsor School District","=""0470011""","Salaries","$14,467,315",1067,2,"$13,559"
"East Windsor School District","=""0470011""","Employee Benefits","$4,573,854",1067,2,"$4,287"
"East Windsor School District","=""0470011""","Purchased Services","$2,778,641",1067,2,"$2,604"
"East Windsor School District","=""0470011""","Tuition","$2,066,557",126,4,"$16,401"
"East Windsor School District","=""0470011""","Supplies","$996,983",1067,2,"$934"
"East Windsor School District","=""0470011""","Property","$26,482",1067,2,"$25"
"East Windsor School District","=""0470011""","Other","$423,154",1067,2,"$397"
"East Windsor School District","=""0470011""","Total","$25,332,986",1193,1,"$21,235"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$12,230,420",474,2,"$25,803"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$3,054,833",474,2,"$6,445"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$2,877,194",474,2,"$6,070"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$402,671",474,2,"$850"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$51,494",474,2,"$109"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$10,406",474,2,"$22"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$18,627,018",474,1,"$39,298"
"Eastford School District","=""0390011""","Salaries","$2,048,802",150,2,"$13,659"
"Eastford School District","=""0390011""","Employee Benefits","$401,818",150,2,"$2,679"
"Eastford School District","=""0390011""","Purchased Services","$501,543",150,2,"$3,344"
"Eastford School District","=""0390011""","Tuition","$1,000,960",53,4,"$18,886"
"Eastford School District","=""0390011""","Supplies","$128,242",150,2,"$855"
"Eastford School District","=""0390011""","Property","$83,214",150,2,"$555"
"Eastford School District","=""0390011""","Other","$2,426",150,2,"$16"
"Eastford School District","=""0390011""","Total","$4,167,005",203,1,"$20,527"
"Easton School District","=""0460011""","Salaries","$10,725,233",881,2,"$12,174"
"Easton School District","=""0460011""","Employee Benefits","$3,151,318",881,2,"$3,577"
"Easton School District","=""0460011""","Purchased Services","$1,899,474",881,2,"$2,156"
"Easton School District","=""0460011""","Tuition","$420,247",7,4,"$60,035"
"Easton School District","=""0460011""","Supplies","$553,926",881,2,"$629"
"Easton School District","=""0460011""","Property","$171,345",881,2,"$194"
"Easton School District","=""0460011""","Other","$31,694",881,2,"$36"
"Easton School District","=""0460011""","Total","$16,953,236",888,1,"$19,091"
"EdAdvance","=""2420014""","Salaries","$6,707,349",265,2,"$25,311"
"EdAdvance","=""2420014""","Employee Benefits","$1,974,677",265,2,"$7,452"
"EdAdvance","=""2420014""","Purchased Services","$1,192,287",265,2,"$4,499"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$393,475",265,2,"$1,485"
"EdAdvance","=""2420014""","Property","$132,601",265,2,"$500"
"EdAdvance","=""2420014""","Other","$1,119,401",265,2,"$4,224"
"EdAdvance","=""2420014""","Total","$11,519,792",265,1,"$43,471"
"Ellington School District","=""0480011""","Salaries","$26,884,203",2676,2,"$10,046"
"Ellington School District","=""0480011""","Employee Benefits","$6,880,477",2676,2,"$2,571"
"Ellington School District","=""0480011""","Purchased Services","$4,614,995",2676,2,"$1,725"
"Ellington School District","=""0480011""","Tuition","$1,605,225",103,4,"$15,585"
"Ellington School District","=""0480011""","Supplies","$1,391,797",2676,2,"$520"
"Ellington School District","=""0480011""","Property","$389,748",2676,2,"$146"
"Ellington School District","=""0480011""","Other","$73,813",2676,2,"$28"
"Ellington School District","=""0480011""","Total","$41,840,258",2779,1,"$15,056"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,215,433",767,2,"$9,407"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,320,065",767,2,"$1,721"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$2,590,103",767,2,"$3,377"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$79,600",767,2,"$104"
"Elm City College Preparatory School District","=""2890013""","Property","$120,586",767,2,"$157"
"Elm City College Preparatory School District","=""2890013""","Other","$15,202",767,2,"$20"
"Elm City College Preparatory School District","=""2890013""","Total","$11,340,989",767,1,"$14,786"
"Elm City Montessori School District","=""2910013""","Salaries","$1,910,108",229,2,"$8,341"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$613,670",229,2,"$2,680"
"Elm City Montessori School District","=""2910013""","Purchased Services","$944,355",229,2,"$4,124"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$90,919",229,2,"$397"
"Elm City Montessori School District","=""2910013""","Property","$10,908",229,2,"$48"
"Elm City Montessori School District","=""2910013""","Other","$3,238",229,2,"$14"
"Elm City Montessori School District","=""2910013""","Total","$3,573,198",229,1,"$15,603"
"Enfield School District","=""0490011""","Salaries","$52,332,460",5015,2,"$10,435"
"Enfield School District","=""0490011""","Employee Benefits","$13,925,488",5015,2,"$2,777"
"Enfield School District","=""0490011""","Purchased Services","$9,441,408",5015,2,"$1,883"
"Enfield School District","=""0490011""","Tuition","$5,556,776",409,4,"$13,586"
"Enfield School District","=""0490011""","Supplies","$4,015,085",5015,2,"$801"
"Enfield School District","=""0490011""","Property","$1,446,750",5015,2,"$288"
"Enfield School District","=""0490011""","Other","$395,380",5015,2,"$79"
"Enfield School District","=""0490011""","Total","$87,113,347",5424,1,"$16,061"
"Essex School District","=""0500011""","Salaries","$4,550,260",330,2,"$13,789"
"Essex School District","=""0500011""","Employee Benefits","$1,577,398",330,2,"$4,780"
"Essex School District","=""0500011""","Purchased Services","$774,207",330,2,"$2,346"
"Essex School District","=""0500011""","Tuition","$175,587",6,4,"$29,264"
"Essex School District","=""0500011""","Supplies","$191,440",330,2,"$580"
"Essex School District","=""0500011""","Property","$0",330,2,"$0"
"Essex School District","=""0500011""","Other","$5,112",330,2,"$15"
"Essex School District","=""0500011""","Total","$7,274,003",336,1,"$21,649"
"Explorations District","=""2720013""","Salaries","$1,186,240",93,2,"$12,755"
"Explorations District","=""2720013""","Employee Benefits","$147,376",93,2,"$1,585"
"Explorations District","=""2720013""","Purchased Services","$188,046",93,2,"$2,022"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$21,887",93,2,"$235"
"Explorations District","=""2720013""","Property","$221,971",93,2,"$2,387"
"Explorations District","=""2720013""","Other","$1,960",93,2,"$21"
"Explorations District","=""2720013""","Total","$1,767,479",93,1,"$19,005"
"Fairfield School District","=""0510011""","Salaries","$117,293,403",9624,2,"$12,188"
"Fairfield School District","=""0510011""","Employee Benefits","$31,118,563",9624,2,"$3,233"
"Fairfield School District","=""0510011""","Purchased Services","$24,547,943",9624,2,"$2,551"
"Fairfield School District","=""0510011""","Tuition","$9,158,280",120,4,"$76,319"
"Fairfield School District","=""0510011""","Supplies","$7,612,928",9624,2,"$791"
"Fairfield School District","=""0510011""","Property","$1,151,774",9624,2,"$120"
"Fairfield School District","=""0510011""","Other","$59,929",9624,2,"$6"
"Fairfield School District","=""0510011""","Total","$190,942,822",9744,1,"$19,596"
"Farmington School District","=""0520011""","Salaries","$47,738,985",4149,2,"$11,506"
"Farmington School District","=""0520011""","Employee Benefits","$12,519,968",4149,2,"$3,018"
"Farmington School District","=""0520011""","Purchased Services","$6,887,125",4149,2,"$1,660"
"Farmington School District","=""0520011""","Tuition","$2,469,992",100,4,"$24,700"
"Farmington School District","=""0520011""","Supplies","$3,275,929",4149,2,"$790"
"Farmington School District","=""0520011""","Property","$1,619,518",4149,2,"$390"
"Farmington School District","=""0520011""","Other","$61,963",4149,2,"$15"
"Farmington School District","=""0520011""","Total","$74,573,480",4249,1,"$17,551"
"Franklin School District","=""0530011""","Salaries","$2,121,045",159,2,"$13,340"
"Franklin School District","=""0530011""","Employee Benefits","$333,035",159,2,"$2,095"
"Franklin School District","=""0530011""","Purchased Services","$858,909",159,2,"$5,402"
"Franklin School District","=""0530011""","Tuition","$1,058,666",70,4,"$15,124"
"Franklin School District","=""0530011""","Supplies","$50,101",159,2,"$315"
"Franklin School District","=""0530011""","Property","$23,474",159,2,"$148"
"Franklin School District","=""0530011""","Other","$12,104",159,2,"$76"
"Franklin School District","=""0530011""","Total","$4,457,333",229,1,"$19,464"
"Glastonbury School District","=""0540011""","Salaries","$72,703,823",5819,2,"$12,494"
"Glastonbury School District","=""0540011""","Employee Benefits","$21,118,172",5819,2,"$3,629"
"Glastonbury School District","=""0540011""","Purchased Services","$5,236,212",5819,2,"$900"
"Glastonbury School District","=""0540011""","Tuition","$4,740,814",226,4,"$20,977"
"Glastonbury School District","=""0540011""","Supplies","$4,897,886",5819,2,"$842"
"Glastonbury School District","=""0540011""","Property","$2,754,273",5819,2,"$473"
"Glastonbury School District","=""0540011""","Other","$174,184",5819,2,"$30"
"Glastonbury School District","=""0540011""","Total","$111,625,364",6045,1,"$18,466"
"Granby School District","=""0560011""","Salaries","$19,859,466",1789,2,"$11,101"
"Granby School District","=""0560011""","Employee Benefits","$4,881,704",1789,2,"$2,729"
"Granby School District","=""0560011""","Purchased Services","$3,165,715",1789,2,"$1,770"
"Granby School District","=""0560011""","Tuition","$1,838,941",78,4,"$23,576"
"Granby School District","=""0560011""","Supplies","$1,523,251",1789,2,"$851"
"Granby School District","=""0560011""","Property","$484,900",1789,2,"$271"
"Granby School District","=""0560011""","Other","$52,648",1789,2,"$29"
"Granby School District","=""0560011""","Total","$31,806,625",1867,1,"$17,036"
"Great Oaks Charter School District","=""2940013""","Salaries","$2,633,792",555,2,"$4,746"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$601,802",555,2,"$1,084"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$4,886,446",555,2,"$8,804"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$81,573",555,2,"$147"
"Great Oaks Charter School District","=""2940013""","Property","$365,293",555,2,"$658"
"Great Oaks Charter School District","=""2940013""","Other","$0",555,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$8,568,906",555,1,"$15,439"
"Greenwich School District","=""0570011""","Salaries","$135,448,158",9018,2,"$15,020"
"Greenwich School District","=""0570011""","Employee Benefits","$36,121,499",9018,2,"$4,005"
"Greenwich School District","=""0570011""","Purchased Services","$21,143,256",9018,2,"$2,345"
"Greenwich School District","=""0570011""","Tuition","$7,195,004",45,4,"$159,889"
"Greenwich School District","=""0570011""","Supplies","$5,324,014",9018,2,"$590"
"Greenwich School District","=""0570011""","Property","$3,295",9018,2,"$0"
"Greenwich School District","=""0570011""","Other","$0",9018,2,"$0"
"Greenwich School District","=""0570011""","Total","$205,235,225",9063,1,"$22,645"
"Griswold School District","=""0580011""","Salaries","$17,855,605",1765,2,"$10,116"
"Griswold School District","=""0580011""","Employee Benefits","$4,888,527",1765,2,"$2,770"
"Griswold School District","=""0580011""","Purchased Services","$4,111,067",1765,2,"$2,329"
"Griswold School District","=""0580011""","Tuition","$1,262,004",58,4,"$21,759"
"Griswold School District","=""0580011""","Supplies","$679,292",1765,2,"$385"
"Griswold School District","=""0580011""","Property","$217,719",1765,2,"$123"
"Griswold School District","=""0580011""","Other","$53,137",1765,2,"$30"
"Griswold School District","=""0580011""","Total","$29,067,351",1823,1,"$15,945"
"Groton School District","=""0590011""","Salaries","$50,919,165",4252,2,"$11,975"
"Groton School District","=""0590011""","Employee Benefits","$10,921,024",4252,2,"$2,568"
"Groton School District","=""0590011""","Purchased Services","$9,040,456",4252,2,"$2,126"
"Groton School District","=""0590011""","Tuition","$5,426,093",462,4,"$11,745"
"Groton School District","=""0590011""","Supplies","$3,530,093",4252,2,"$830"
"Groton School District","=""0590011""","Property","$552,982",4252,2,"$130"
"Groton School District","=""0590011""","Other","$68,558",4252,2,"$16"
"Groton School District","=""0590011""","Total","$80,458,371",4714,1,"$17,068"
"Guilford School District","=""0600011""","Salaries","$36,774,171",3236,2,"$11,364"
"Guilford School District","=""0600011""","Employee Benefits","$11,569,232",3236,2,"$3,575"
"Guilford School District","=""0600011""","Purchased Services","$8,431,832",3236,2,"$2,606"
"Guilford School District","=""0600011""","Tuition","$3,839,034",60,4,"$63,984"
"Guilford School District","=""0600011""","Supplies","$1,264,891",3236,2,"$391"
"Guilford School District","=""0600011""","Property","$1,150,661",3236,2,"$356"
"Guilford School District","=""0600011""","Other","$0",3236,2,"$0"
"Guilford School District","=""0600011""","Total","$63,029,820",3296,1,"$19,123"
"Hamden School District","=""0620011""","Salaries","$65,832,499",5408,2,"$12,173"
"Hamden School District","=""0620011""","Employee Benefits","$31,593,976",5408,2,"$5,842"
"Hamden School District","=""0620011""","Purchased Services","$14,813,829",5408,2,"$2,739"
"Hamden School District","=""0620011""","Tuition","$16,216,891",1096,4,"$14,796"
"Hamden School District","=""0620011""","Supplies","$1,927,196",5408,2,"$356"
"Hamden School District","=""0620011""","Property","$610,518",5408,2,"$113"
"Hamden School District","=""0620011""","Other","$206,045",5408,2,"$38"
"Hamden School District","=""0620011""","Total","$131,200,954",6504,1,"$20,172"
"Hampton School District","=""0630011""","Salaries","$1,416,043",90,2,"$15,734"
"Hampton School District","=""0630011""","Employee Benefits","$242,408",90,2,"$2,693"
"Hampton School District","=""0630011""","Purchased Services","$511,803",90,2,"$5,687"
"Hampton School District","=""0630011""","Supplies","$99,796",90,2,"$1,109"
"Hampton School District","=""0630011""","Property","$0",90,2,"$0"
"Hampton School District","=""0630011""","Other � Includes Tuition","$78,355",91,1,"$861"
"Hampton School District","=""0630011""","Total","$2,348,406",91,1,"$25,807"
"Hartford School District","=""0640011""","Salaries","$199,591,812",18277,2,"$10,920"
"Hartford School District","=""0640011""","Employee Benefits","$56,645,466",18277,2,"$3,099"
"Hartford School District","=""0640011""","Purchased Services","$42,149,322",18277,2,"$2,306"
"Hartford School District","=""0640011""","Tuition","$92,303,827",5077,4,"$18,181"
"Hartford School District","=""0640011""","Supplies","$13,836,072",18277,2,"$757"
"Hartford School District","=""0640011""","Property","$3,728,985",18277,2,"$204"
"Hartford School District","=""0640011""","Other","$352,562",18277,2,"$19"
"Hartford School District","=""0640011""","Total","$408,608,045",23354,1,"$17,496"
"Hartland School District","=""0650011""","Salaries","$1,950,159",157,2,"$12,421"
"Hartland School District","=""0650011""","Employee Benefits","$424,975",157,2,"$2,707"
"Hartland School District","=""0650011""","Purchased Services","$1,251,470",157,2,"$7,971"
"Hartland School District","=""0650011""","Tuition","$1,638,863",87,4,"$18,838"
"Hartland School District","=""0650011""","Supplies","$226,943",157,2,"$1,445"
"Hartland School District","=""0650011""","Property","$10,885",157,2,"$69"
"Hartland School District","=""0650011""","Other","$16,067",157,2,"$102"
"Hartland School District","=""0650011""","Total","$5,519,362",244,1,"$22,620"
"Hebron School District","=""0670011""","Salaries","$7,408,321",658,2,"$11,259"
"Hebron School District","=""0670011""","Employee Benefits","$2,106,308",658,2,"$3,201"
"Hebron School District","=""0670011""","Purchased Services","$1,437,494",658,2,"$2,185"
"Hebron School District","=""0670011""","Tuition","$145,546",19,4,"$7,660"
"Hebron School District","=""0670011""","Supplies","$564,740",658,2,"$858"
"Hebron School District","=""0670011""","Property","$112,311",658,2,"$171"
"Hebron School District","=""0670011""","Other","$161,405",658,2,"$245"
"Hebron School District","=""0670011""","Total","$11,936,126",677,1,"$17,631"
"Highville Charter School District","=""2860013""","Salaries","$3,131,823",460,2,"$6,808"
"Highville Charter School District","=""2860013""","Employee Benefits","$723,867",460,2,"$1,574"
"Highville Charter School District","=""2860013""","Purchased Services","$577,105",460,2,"$1,255"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$248,577",460,2,"$540"
"Highville Charter School District","=""2860013""","Property","$68,611",460,2,"$149"
"Highville Charter School District","=""2860013""","Other","$27,009",460,2,"$59"
"Highville Charter School District","=""2860013""","Total","$4,776,993",460,1,"$10,385"
"Integrated Day Charter School District","=""2640013""","Salaries","$2,882,418",352,2,"$8,189"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$657,474",352,2,"$1,868"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$328,206",352,2,"$932"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$222,648",352,2,"$633"
"Integrated Day Charter School District","=""2640013""","Property","$110,466",352,2,"$314"
"Integrated Day Charter School District","=""2640013""","Other","$96,698",352,2,"$275"
"Integrated Day Charter School District","=""2640013""","Total","$4,297,909",352,1,"$12,210"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$2,750,721",279,2,"$9,859"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$507,203",279,2,"$1,818"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$424,680",279,2,"$1,522"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$207,189",279,2,"$743"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$92,287",279,2,"$331"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$89,239",279,2,"$320"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$4,071,319",279,1,"$14,593"
"Jumoke Academy District","=""2610013""","Salaries","$5,844,258",706,2,"$8,278"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,291,642",706,2,"$1,830"
"Jumoke Academy District","=""2610013""","Purchased Services","$1,630,631",706,2,"$2,310"
"Jumoke Academy District","=""2610013""","Tuition","$0",0,4,"$0"
"Jumoke Academy District","=""2610013""","Supplies","$354,297",706,2,"$502"
"Jumoke Academy District","=""2610013""","Property","$257,680",706,2,"$365"
"Jumoke Academy District","=""2610013""","Other","$13,733",706,2,"$19"
"Jumoke Academy District","=""2610013""","Total","$9,392,241",706,1,"$13,303"
"Kent School District","=""0680011""","Salaries","$3,347,793",205,2,"$16,331"
"Kent School District","=""0680011""","Employee Benefits","$1,055,429",205,2,"$5,148"
"Kent School District","=""0680011""","Purchased Services","$799,609",205,2,"$3,901"
"Kent School District","=""0680011""","Supplies","$300,651",205,2,"$1,467"
"Kent School District","=""0680011""","Property","$156,248",205,2,"$762"
"Kent School District","=""0680011""","Other � Includes Tuition","$8,044",207,1,"$39"
"Kent School District","=""0680011""","Total","$5,667,774",207,1,"$27,381"
"Killingly School District","=""0690011""","Salaries","$26,655,186",2464,2,"$10,818"
"Killingly School District","=""0690011""","Employee Benefits","$7,129,984",2464,2,"$2,894"
"Killingly School District","=""0690011""","Purchased Services","$4,414,075",2464,2,"$1,791"
"Killingly School District","=""0690011""","Tuition","$4,650,284",117,4,"$39,746"
"Killingly School District","=""0690011""","Supplies","$1,265,298",2464,2,"$514"
"Killingly School District","=""0690011""","Property","$858,650",2464,2,"$348"
"Killingly School District","=""0690011""","Other","$137,469",2464,2,"$56"
"Killingly School District","=""0690011""","Total","$45,110,947",2581,1,"$17,478"
"Learn","=""2450014""","Salaries","$19,395,068",2518,2,"$7,703"
"Learn","=""2450014""","Employee Benefits","$5,563,198",2518,2,"$2,209"
"Learn","=""2450014""","Purchased Services","$8,304,099",2518,2,"$3,298"
"Learn","=""2450014""","Tuition","$188,797",0,4,"$188,797"
"Learn","=""2450014""","Supplies","$281,891",2518,2,"$112"
"Learn","=""2450014""","Property","$267,122",2518,2,"$106"
"Learn","=""2450014""","Other","$276,742",2518,2,"$110"
"Learn","=""2450014""","Total","$34,276,917",2518,1,"$13,613"
"Lebanon School District","=""0710011""","Salaries","$11,141,271",975,2,"$11,427"
"Lebanon School District","=""0710011""","Employee Benefits","$3,480,320",975,2,"$3,570"
"Lebanon School District","=""0710011""","Purchased Services","$2,812,791",975,2,"$2,885"
"Lebanon School District","=""0710011""","Tuition","$2,015,465",57,4,"$35,359"
"Lebanon School District","=""0710011""","Supplies","$678,394",975,2,"$696"
"Lebanon School District","=""0710011""","Property","$572,658",975,2,"$587"
"Lebanon School District","=""0710011""","Other","$48,650",975,2,"$50"
"Lebanon School District","=""0710011""","Total","$20,749,549",1032,1,"$20,106"
"Ledyard School District","=""0720011""","Salaries","$23,561,687",2413,2,"$9,764"
"Ledyard School District","=""0720011""","Employee Benefits","$5,392,966",2413,2,"$2,235"
"Ledyard School District","=""0720011""","Purchased Services","$4,929,885",2413,2,"$2,043"
"Ledyard School District","=""0720011""","Tuition","$2,006,362",138,4,"$14,539"
"Ledyard School District","=""0720011""","Supplies","$2,873,180",2413,2,"$1,191"
"Ledyard School District","=""0720011""","Property","$474,889",2413,2,"$197"
"Ledyard School District","=""0720011""","Other","$154,394",2413,2,"$64"
"Ledyard School District","=""0720011""","Total","$39,393,363",2551,1,"$15,442"
"Lisbon School District","=""0730011""","Salaries","$4,252,735",419,2,"$10,150"
"Lisbon School District","=""0730011""","Employee Benefits","$1,110,574",419,2,"$2,651"
"Lisbon School District","=""0730011""","Purchased Services","$1,354,239",419,2,"$3,232"
"Lisbon School District","=""0730011""","Tuition","$3,027,576",183,4,"$16,544"
"Lisbon School District","=""0730011""","Supplies","$184,458",419,2,"$440"
"Lisbon School District","=""0730011""","Property","$43,009",419,2,"$103"
"Lisbon School District","=""0730011""","Other","$9,690",419,2,"$23"
"Lisbon School District","=""0730011""","Total","$9,982,281",602,1,"$16,582"
"Litchfield School District","=""0740011""","Salaries","$11,884,391",882,2,"$13,474"
"Litchfield School District","=""0740011""","Employee Benefits","$3,765,835",882,2,"$4,270"
"Litchfield School District","=""0740011""","Purchased Services","$1,907,029",882,2,"$2,162"
"Litchfield School District","=""0740011""","Tuition","$789,959",33,4,"$23,938"
"Litchfield School District","=""0740011""","Supplies","$1,008,997",882,2,"$1,144"
"Litchfield School District","=""0740011""","Property","$189,091",882,2,"$214"
"Litchfield School District","=""0740011""","Other","$67,990",882,2,"$77"
"Litchfield School District","=""0740011""","Total","$19,613,292",915,1,"$21,435"
"Madison School District","=""0760011""","Salaries","$33,235,262",2614,2,"$12,714"
"Madison School District","=""0760011""","Employee Benefits","$10,593,441",2614,2,"$4,053"
"Madison School District","=""0760011""","Purchased Services","$7,998,714",2614,2,"$3,060"
"Madison School District","=""0760011""","Tuition","$2,623,107",28,4,"$93,682"
"Madison School District","=""0760011""","Supplies","$1,812,065",2614,2,"$693"
"Madison School District","=""0760011""","Property","$1,143,759",2614,2,"$438"
"Madison School District","=""0760011""","Other","$218,438",2614,2,"$84"
"Madison School District","=""0760011""","Total","$57,624,785",2642,1,"$21,811"
"Manchester School District","=""0770011""","Salaries","$79,906,893",6262,2,"$12,761"
"Manchester School District","=""0770011""","Employee Benefits","$26,002,772",6262,2,"$4,152"
"Manchester School District","=""0770011""","Purchased Services","$12,023,023",6262,2,"$1,920"
"Manchester School District","=""0770011""","Tuition","$7,196,472",1388,4,"$5,185"
"Manchester School District","=""0770011""","Supplies","$5,126,411",6262,2,"$819"
"Manchester School District","=""0770011""","Property","$998,475",6262,2,"$159"
"Manchester School District","=""0770011""","Other","$110,165",6262,2,"$18"
"Manchester School District","=""0770011""","Total","$131,364,212",7650,1,"$17,172"
"Mansfield School District","=""0780011""","Salaries","$14,938,072",1131,2,"$13,208"
"Mansfield School District","=""0780011""","Employee Benefits","$4,348,939",1131,2,"$3,845"
"Mansfield School District","=""0780011""","Purchased Services","$3,508,965",1131,2,"$3,103"
"Mansfield School District","=""0780011""","Tuition","$375,173",17,4,"$22,069"
"Mansfield School District","=""0780011""","Supplies","$1,075,904",1131,2,"$951"
"Mansfield School District","=""0780011""","Property","$429,052",1131,2,"$379"
