"Per Pupil Expenditures by Object (District), 2022-23"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Tuition","$1,218,862",59,4,"$20,659"
"East Granby School District","=""0400011""","Supplies","$1,042,640",856,2,"$1,218"
"East Granby School District","=""0400011""","Property","$616,297",856,2,"$720"
"East Granby School District","=""0400011""","Other","$199,732",856,2,"$233"
"East Granby School District","=""0400011""","Total","$20,368,914",915,1,"$22,261"
"East Haddam School District","=""0410011""","Salaries","$14,629,455",983,2,"$14,882"
"East Haddam School District","=""0410011""","Employee Benefits","$3,445,806",983,2,"$3,505"
"East Haddam School District","=""0410011""","Purchased Services","$3,128,380",983,2,"$3,182"
"East Haddam School District","=""0410011""","Tuition","$1,471,188",20,4,"$73,559"
"East Haddam School District","=""0410011""","Supplies","$1,316,671",983,2,"$1,339"
"East Haddam School District","=""0410011""","Property","$329,881",983,2,"$336"
"East Haddam School District","=""0410011""","Other","$41,245",983,2,"$42"
"East Haddam School District","=""0410011""","Total","$24,362,627",1003,1,"$24,290"
"East Hampton School District","=""0420011""","Salaries","$24,110,621",1762,2,"$13,684"
"East Hampton School District","=""0420011""","Employee Benefits","$6,443,426",1762,2,"$3,657"
"East Hampton School District","=""0420011""","Purchased Services","$3,704,445",1762,2,"$2,102"
"East Hampton School District","=""0420011""","Tuition","$1,669,542",47,4,"$35,522"
"East Hampton School District","=""0420011""","Supplies","$1,227,437",1762,2,"$697"
"East Hampton School District","=""0420011""","Property","$387,140",1762,2,"$220"
"East Hampton School District","=""0420011""","Other","$45,241",1762,2,"$26"
"East Hampton School District","=""0420011""","Total","$37,587,852",1809,1,"$20,778"
"East Hartford School District","=""0430011""","Salaries","$82,537,351",6366,2,"$12,965"
"East Hartford School District","=""0430011""","Employee Benefits","$19,907,605",6366,2,"$3,127"
"East Hartford School District","=""0430011""","Purchased Services","$15,430,229",6366,2,"$2,424"
"East Hartford School District","=""0430011""","Tuition","$13,794,903",1868,4,"$7,385"
"East Hartford School District","=""0430011""","Supplies","$5,108,897",6366,2,"$803"
"East Hartford School District","=""0430011""","Property","$1,905,450",6366,2,"$299"
"East Hartford School District","=""0430011""","Other","$754,529",6366,2,"$119"
"East Hartford School District","=""0430011""","Total","$139,438,964",8234,1,"$16,935"
"East Haven School District","=""0440011""","Salaries","$33,646,263",2856,2,"$11,781"
"East Haven School District","=""0440011""","Employee Benefits","$7,310,720",2856,2,"$2,560"
"East Haven School District","=""0440011""","Purchased Services","$9,638,343",2856,2,"$3,375"
"East Haven School District","=""0440011""","Tuition","$5,961,637",354,4,"$16,841"
"East Haven School District","=""0440011""","Supplies","$1,702,602",2856,2,"$596"
"East Haven School District","=""0440011""","Property","$339,647",2856,2,"$119"
"East Haven School District","=""0440011""","Other","$92,229",2856,2,"$32"
"East Haven School District","=""0440011""","Total","$58,691,441",3210,1,"$18,284"
"East Lyme School District","=""0450011""","Salaries","$34,365,531",2613,2,"$13,152"
"East Lyme School District","=""0450011""","Employee Benefits","$9,442,658",2613,2,"$3,614"
"East Lyme School District","=""0450011""","Purchased Services","$9,155,251",2613,2,"$3,504"
"East Lyme School District","=""0450011""","Tuition","$1,107,278",61,4,"$18,152"
"East Lyme School District","=""0450011""","Supplies","$1,376,603",2613,2,"$527"
"East Lyme School District","=""0450011""","Property","$946,564",2613,2,"$362"
"East Lyme School District","=""0450011""","Other","$94,773",2613,2,"$36"
"East Lyme School District","=""0450011""","Total","$56,488,659",2674,1,"$21,125"
"East Windsor School District","=""0470011""","Salaries","$18,111,435",1019,2,"$17,774"
"East Windsor School District","=""0470011""","Employee Benefits","$3,643,009",1019,2,"$3,575"
"East Windsor School District","=""0470011""","Purchased Services","$4,091,813",1019,2,"$4,016"
"East Windsor School District","=""0470011""","Tuition","$1,672,668",133,4,"$12,576"
"East Windsor School District","=""0470011""","Supplies","$1,653,430",1019,2,"$1,623"
"East Windsor School District","=""0470011""","Property","$121,836",1019,2,"$120"
"East Windsor School District","=""0470011""","Other","$43,260",1019,2,"$42"
"East Windsor School District","=""0470011""","Total","$29,337,451",1152,1,"$25,467"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$13,585,962",404,2,"$33,629"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,938,978",404,2,"$7,275"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$1,836,034",404,2,"$4,545"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$441,297",404,2,"$1,092"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$764,152",404,2,"$1,891"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$39,901",404,2,"$99"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$19,606,324",404,1,"$48,531"
"Eastford School District","=""0390011""","Salaries","$2,287,656",151,2,"$15,150"
"Eastford School District","=""0390011""","Employee Benefits","$540,727",151,2,"$3,581"
"Eastford School District","=""0390011""","Purchased Services","$635,972",151,2,"$4,212"
"Eastford School District","=""0390011""","Tuition","$1,043,717",58,4,"$17,995"
"Eastford School District","=""0390011""","Supplies","$136,825",151,2,"$906"
"Eastford School District","=""0390011""","Property","$17,020",151,2,"$113"
"Eastford School District","=""0390011""","Other","$3,269",151,2,"$22"
"Eastford School District","=""0390011""","Total","$4,665,186",209,1,"$22,321"
"Easton School District","=""0460011""","Salaries","$11,563,922",902,2,"$12,820"
"Easton School District","=""0460011""","Employee Benefits","$2,946,738",902,2,"$3,267"
"Easton School District","=""0460011""","Purchased Services","$2,611,379",902,2,"$2,895"
"Easton School District","=""0460011""","Supplies","$700,094",902,2,"$776"
"Easton School District","=""0460011""","Property","$544,956",902,2,"$604"
"Easton School District","=""0460011""","Other � Includes Tuition","$271,181",905,1,"$300"
"Easton School District","=""0460011""","Total","$18,638,270",905,1,"$20,595"
"EdAdvance","=""2420014""","Salaries","$8,609,841",277,2,"$31,082"
"EdAdvance","=""2420014""","Employee Benefits","$1,907,652",277,2,"$6,887"
"EdAdvance","=""2420014""","Purchased Services","$1,967,381",277,2,"$7,102"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$440,734",277,2,"$1,591"
"EdAdvance","=""2420014""","Property","$26,399",277,2,"$95"
"EdAdvance","=""2420014""","Other","$1,800,551",277,2,"$6,500"
"EdAdvance","=""2420014""","Total","$14,752,559",277,1,"$53,258"
"Ellington School District","=""0480011""","Salaries","$30,432,015",2585,2,"$11,773"
"Ellington School District","=""0480011""","Employee Benefits","$8,163,104",2585,2,"$3,158"
"Ellington School District","=""0480011""","Purchased Services","$5,588,533",2585,2,"$2,162"
"Ellington School District","=""0480011""","Tuition","$1,827,099",99,4,"$18,456"
"Ellington School District","=""0480011""","Supplies","$1,685,275",2585,2,"$652"
"Ellington School District","=""0480011""","Property","$56,802",2585,2,"$22"
"Ellington School District","=""0480011""","Other","$111,460",2585,2,"$43"
"Ellington School District","=""0480011""","Total","$47,864,289",2684,1,"$17,833"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,353,963",783,2,"$9,392"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,176,354",783,2,"$1,502"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$3,303,180",783,2,"$4,219"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$197,108",783,2,"$252"
"Elm City College Preparatory School District","=""2890013""","Property","$271,318",783,2,"$347"
"Elm City College Preparatory School District","=""2890013""","Other","$16,411",783,2,"$21"
"Elm City College Preparatory School District","=""2890013""","Total","$12,318,334",783,1,"$15,732"
"Elm City Montessori School District","=""2910013""","Salaries","$2,691,232",298,2,"$9,031"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$870,288",298,2,"$2,920"
"Elm City Montessori School District","=""2910013""","Purchased Services","$1,036,895",298,2,"$3,480"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$151,299",298,2,"$508"
"Elm City Montessori School District","=""2910013""","Property","$496,949",298,2,"$1,668"
"Elm City Montessori School District","=""2910013""","Other","$15,510",298,2,"$52"
"Elm City Montessori School District","=""2910013""","Total","$5,262,172",298,1,"$17,658"
"Enfield School District","=""0490011""","Salaries","$58,201,068",4896,2,"$11,887"
"Enfield School District","=""0490011""","Employee Benefits","$14,534,682",4896,2,"$2,969"
"Enfield School District","=""0490011""","Purchased Services","$10,426,742",4896,2,"$2,130"
"Enfield School District","=""0490011""","Tuition","$5,237,501",237,4,"$22,099"
"Enfield School District","=""0490011""","Supplies","$4,051,609",4896,2,"$828"
"Enfield School District","=""0490011""","Property","$1,420,933",4896,2,"$290"
"Enfield School District","=""0490011""","Other","$1,790,779",4896,2,"$366"
"Enfield School District","=""0490011""","Total","$95,663,314",5133,1,"$18,637"
"Essex School District","=""0500011""","Salaries","$4,996,958",300,2,"$16,657"
"Essex School District","=""0500011""","Employee Benefits","$1,789,181",300,2,"$5,964"
"Essex School District","=""0500011""","Purchased Services","$950,191",300,2,"$3,167"
"Essex School District","=""0500011""","Supplies","$258,812",300,2,"$863"
"Essex School District","=""0500011""","Property","$2,462",300,2,"$8"
"Essex School District","=""0500011""","Other � Includes Tuition","$435,693",305,1,"$1,429"
"Essex School District","=""0500011""","Total","$8,433,297",305,1,"$27,650"
"Explorations District","=""2720013""","Salaries","$1,213,806",93,2,"$13,052"
"Explorations District","=""2720013""","Employee Benefits","$154,308",93,2,"$1,659"
"Explorations District","=""2720013""","Purchased Services","$229,095",93,2,"$2,463"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$27,854",93,2,"$300"
"Explorations District","=""2720013""","Property","$147,548",93,2,"$1,587"
"Explorations District","=""2720013""","Other","$7,954",93,2,"$86"
"Explorations District","=""2720013""","Total","$1,780,565",93,1,"$19,146"
"Fairfield School District","=""0510011""","Salaries","$126,360,630",9307,2,"$13,577"
"Fairfield School District","=""0510011""","Employee Benefits","$35,207,587",9307,2,"$3,783"
"Fairfield School District","=""0510011""","Purchased Services","$31,879,913",9307,2,"$3,425"
"Fairfield School District","=""0510011""","Tuition","$12,017,380",132,4,"$91,041"
"Fairfield School District","=""0510011""","Supplies","$9,102,548",9307,2,"$978"
"Fairfield School District","=""0510011""","Property","$3,211,496",9307,2,"$345"
"Fairfield School District","=""0510011""","Other","$98,925",9307,2,"$11"
"Fairfield School District","=""0510011""","Total","$217,878,480",9439,1,"$23,083"
"Farmington School District","=""0520011""","Salaries","$51,283,909",4136,2,"$12,399"
"Farmington School District","=""0520011""","Employee Benefits","$14,449,414",4136,2,"$3,494"
"Farmington School District","=""0520011""","Purchased Services","$10,105,882",4136,2,"$2,443"
"Farmington School District","=""0520011""","Tuition","$3,193,659",95,4,"$33,617"
"Farmington School District","=""0520011""","Supplies","$3,693,975",4136,2,"$893"
"Farmington School District","=""0520011""","Property","$2,502,110",4136,2,"$605"
"Farmington School District","=""0520011""","Other","$60,175",4136,2,"$15"
"Farmington School District","=""0520011""","Total","$85,289,125",4231,1,"$20,158"
"Franklin School District","=""0530011""","Salaries","$2,258,055",186,2,"$12,140"
"Franklin School District","=""0530011""","Employee Benefits","$469,184",186,2,"$2,522"
"Franklin School District","=""0530011""","Purchased Services","$1,010,089",186,2,"$5,431"
"Franklin School District","=""0530011""","Tuition","$1,134,027",59,4,"$19,221"
"Franklin School District","=""0530011""","Supplies","$55,598",186,2,"$299"
"Franklin School District","=""0530011""","Property","$36,668",186,2,"$197"
"Franklin School District","=""0530011""","Other","$6,599",186,2,"$35"
"Franklin School District","=""0530011""","Total","$4,970,220",245,1,"$20,287"
"Glastonbury School District","=""0540011""","Salaries","$81,283,479",5646,2,"$14,397"
"Glastonbury School District","=""0540011""","Employee Benefits","$20,263,757",5646,2,"$3,589"
"Glastonbury School District","=""0540011""","Purchased Services","$5,508,192",5646,2,"$976"
"Glastonbury School District","=""0540011""","Tuition","$5,469,663",212,4,"$25,800"
"Glastonbury School District","=""0540011""","Supplies","$5,638,757",5646,2,"$999"
"Glastonbury School District","=""0540011""","Property","$3,398,444",5646,2,"$602"
"Glastonbury School District","=""0540011""","Other","$179,212",5646,2,"$32"
"Glastonbury School District","=""0540011""","Total","$121,741,505",5858,1,"$20,782"
"Goodwin University Educational Services (GUES)","=""2310018""","Salaries","$10,033,207",1152,2,"$8,709"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$1,781,358",1152,2,"$1,546"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services","$3,954,131",1152,2,"$3,432"
"Goodwin University Educational Services (GUES)","=""2310018""","Tuition","$564,313",0,4,"$564,313"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$1,231,256",1152,2,"$1,069"
"Goodwin University Educational Services (GUES)","=""2310018""","Property","$1,511,234",1152,2,"$1,312"
"Goodwin University Educational Services (GUES)","=""2310018""","Other","$1,176,882",1152,2,"$1,022"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$20,252,380",1152,1,"$17,580"
"Granby School District","=""0560011""","Salaries","$21,398,947",1725,2,"$12,405"
"Granby School District","=""0560011""","Employee Benefits","$5,678,845",1725,2,"$3,292"
"Granby School District","=""0560011""","Purchased Services","$4,704,493",1725,2,"$2,727"
"Granby School District","=""0560011""","Tuition","$2,518,245",76,4,"$33,135"
"Granby School District","=""0560011""","Supplies","$1,705,190",1725,2,"$989"
"Granby School District","=""0560011""","Property","$630,730",1725,2,"$366"
"Granby School District","=""0560011""","Other","$52,793",1725,2,"$31"
"Granby School District","=""0560011""","Total","$36,689,242",1801,1,"$20,372"
"Great Oaks Charter School District","=""2940013""","Salaries","$5,299,429",664,2,"$7,981"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$997,537",664,2,"$1,502"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$4,865,357",664,2,"$7,327"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$401,217",664,2,"$604"
"Great Oaks Charter School District","=""2940013""","Property","$145,300",664,2,"$219"
"Great Oaks Charter School District","=""2940013""","Other","$0",664,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$11,708,840",664,1,"$17,634"
"Greenwich School District","=""0570011""","Salaries","$147,548,814",8521,2,"$17,316"
"Greenwich School District","=""0570011""","Employee Benefits","$41,799,916",8521,2,"$4,906"
"Greenwich School District","=""0570011""","Purchased Services","$26,352,023",8521,2,"$3,093"
"Greenwich School District","=""0570011""","Tuition","$9,940,241",54,4,"$184,079"
"Greenwich School District","=""0570011""","Supplies","$5,666,321",8521,2,"$665"
"Greenwich School District","=""0570011""","Property","$13,196",8521,2,"$2"
"Greenwich School District","=""0570011""","Other","$1,005,831",8521,2,"$118"
"Greenwich School District","=""0570011""","Total","$232,326,341",8575,1,"$27,093"
"Griswold School District","=""0580011""","Salaries","$19,246,188",1715,2,"$11,222"
"Griswold School District","=""0580011""","Employee Benefits","$4,904,084",1715,2,"$2,860"
"Griswold School District","=""0580011""","Purchased Services","$4,216,878",1715,2,"$2,459"
"Griswold School District","=""0580011""","Tuition","$1,837,685",64,4,"$28,714"
"Griswold School District","=""0580011""","Supplies","$1,346,762",1715,2,"$785"
"Griswold School District","=""0580011""","Property","$55,343",1715,2,"$32"
"Griswold School District","=""0580011""","Other","$55,906",1715,2,"$33"
"Griswold School District","=""0580011""","Total","$31,662,846",1779,1,"$17,798"
"Groton School District","=""0590011""","Salaries","$56,608,316",4081,2,"$13,871"
"Groton School District","=""0590011""","Employee Benefits","$9,793,335",4081,2,"$2,400"
"Groton School District","=""0590011""","Purchased Services","$11,847,636",4081,2,"$2,903"
"Groton School District","=""0590011""","Tuition","$4,871,564",368,4,"$13,238"
"Groton School District","=""0590011""","Supplies","$4,219,776",4081,2,"$1,034"
"Groton School District","=""0590011""","Property","$239,628",4081,2,"$59"
"Groton School District","=""0590011""","Other","$93,835",4081,2,"$23"
"Groton School District","=""0590011""","Total","$87,674,091",4449,1,"$19,706"
"Guilford School District","=""0600011""","Salaries","$39,966,428",3130,2,"$12,769"
"Guilford School District","=""0600011""","Employee Benefits","$12,222,829",3130,2,"$3,905"
"Guilford School District","=""0600011""","Purchased Services","$8,707,403",3130,2,"$2,782"
"Guilford School District","=""0600011""","Tuition","$3,692,004",52,4,"$71,000"
"Guilford School District","=""0600011""","Supplies","$2,560,765",3130,2,"$818"
"Guilford School District","=""0600011""","Property","$1,365,924",3130,2,"$436"
"Guilford School District","=""0600011""","Other","$0",3130,2,"$0"
"Guilford School District","=""0600011""","Total","$68,515,353",3182,1,"$21,532"
"Hamden School District","=""0620011""","Salaries","$66,941,423",5384,2,"$12,433"
"Hamden School District","=""0620011""","Employee Benefits","$35,419,081",5384,2,"$6,579"
"Hamden School District","=""0620011""","Purchased Services","$19,847,722",5384,2,"$3,686"
"Hamden School District","=""0620011""","Tuition","$18,865,362",976,4,"$19,329"
"Hamden School District","=""0620011""","Supplies","$2,188,784",5384,2,"$407"
"Hamden School District","=""0620011""","Property","$4,589,744",5384,2,"$852"
"Hamden School District","=""0620011""","Other","$49,976",5384,2,"$9"
"Hamden School District","=""0620011""","Total","$147,902,092",6360,1,"$23,255"
"Hampton School District","=""0630011""","Salaries","$1,320,783",66,2,"$20,012"
"Hampton School District","=""0630011""","Employee Benefits","$201,786",66,2,"$3,057"
"Hampton School District","=""0630011""","Purchased Services","$442,250",66,2,"$6,701"
"Hampton School District","=""0630011""","Tuition","$128,123",9,4,"$14,236"
"Hampton School District","=""0630011""","Supplies","$180,472",66,2,"$2,734"
"Hampton School District","=""0630011""","Property","$20,601",66,2,"$312"
"Hampton School District","=""0630011""","Other","$5,803",66,2,"$88"
"Hampton School District","=""0630011""","Total","$2,299,818",75,1,"$30,664"
"Hartford School District","=""0640011""","Salaries","$217,637,621",16366,2,"$13,298"
"Hartford School District","=""0640011""","Employee Benefits","$60,361,158",16366,2,"$3,688"
"Hartford School District","=""0640011""","Purchased Services","$72,011,715",16366,2,"$4,400"
"Hartford School District","=""0640011""","Tuition","$105,019,307",5224,4,"$20,103"
"Hartford School District","=""0640011""","Supplies","$17,065,224",16366,2,"$1,043"
"Hartford School District","=""0640011""","Property","$5,517,511",16366,2,"$337"
"Hartford School District","=""0640011""","Other","$980,027",16366,2,"$60"
"Hartford School District","=""0640011""","Total","$478,592,563",21590,1,"$22,167"
"Hartland School District","=""0650011""","Salaries","$2,051,335",116,2,"$17,684"
"Hartland School District","=""0650011""","Employee Benefits","$389,932",116,2,"$3,361"
"Hartland School District","=""0650011""","Purchased Services","$1,423,465",116,2,"$12,271"
"Hartland School District","=""0650011""","Tuition","$1,752,909",83,4,"$21,119"
"Hartland School District","=""0650011""","Supplies","$199,665",116,2,"$1,721"
"Hartland School District","=""0650011""","Property","$18,408",116,2,"$159"
"Hartland School District","=""0650011""","Other","$11,168",116,2,"$96"
"Hartland School District","=""0650011""","Total","$5,846,881",199,1,"$29,381"
"Hebron School District","=""0670011""","Salaries","$8,688,423",696,2,"$12,483"
"Hebron School District","=""0670011""","Employee Benefits","$2,120,129",696,2,"$3,046"
"Hebron School District","=""0670011""","Purchased Services","$1,286,359",696,2,"$1,848"
"Hebron School District","=""0670011""","Tuition","$408,678",10,4,"$40,868"
"Hebron School District","=""0670011""","Supplies","$502,713",696,2,"$722"
"Hebron School District","=""0670011""","Property","$325,065",696,2,"$467"
"Hebron School District","=""0670011""","Other","$13,731",696,2,"$20"
"Hebron School District","=""0670011""","Total","$13,345,098",706,1,"$18,902"
"Highville Charter School District","=""2860013""","Salaries","$3,961,353",505,2,"$7,844"
"Highville Charter School District","=""2860013""","Employee Benefits","$665,907",505,2,"$1,319"
"Highville Charter School District","=""2860013""","Purchased Services","$816,353",505,2,"$1,617"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$367,654",505,2,"$728"
"Highville Charter School District","=""2860013""","Property","$88,030",505,2,"$174"
"Highville Charter School District","=""2860013""","Other","$26,940",505,2,"$53"
"Highville Charter School District","=""2860013""","Total","$5,926,237",505,1,"$11,735"
"Integrated Day Charter School District","=""2640013""","Salaries","$3,437,169",361,2,"$9,521"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$657,919",361,2,"$1,822"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$461,437",361,2,"$1,278"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$193,162",361,2,"$535"
"Integrated Day Charter School District","=""2640013""","Property","$401,469",361,2,"$1,112"
"Integrated Day Charter School District","=""2640013""","Other","$145,978",361,2,"$404"
"Integrated Day Charter School District","=""2640013""","Total","$5,297,134",361,1,"$14,674"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$3,248,270",281,2,"$11,560"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$501,964",281,2,"$1,786"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$500,510",281,2,"$1,781"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$89,998",281,2,"$320"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$389,178",281,2,"$1,385"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$18,072",281,2,"$64"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$4,747,992",281,1,"$16,897"
"Jumoke Academy District","=""2610013""","Salaries","$5,261,760",629,2,"$8,365"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,438,041",629,2,"$2,286"
"Jumoke Academy District","=""2610013""","Purchased Services","$2,062,052",629,2,"$3,278"
"Jumoke Academy District","=""2610013""","Tuition","$26,107",0,4,"$26,107"
"Jumoke Academy District","=""2610013""","Supplies","$360,102",629,2,"$572"
"Jumoke Academy District","=""2610013""","Property","$306,443",629,2,"$487"
"Jumoke Academy District","=""2610013""","Other","$2,661",629,2,"$4"
"Jumoke Academy District","=""2610013""","Total","$9,457,167",629,1,"$15,035"
"Kent School District","=""0680011""","Salaries","$3,618,082",194,2,"$18,650"
"Kent School District","=""0680011""","Employee Benefits","$1,268,468",194,2,"$6,538"
"Kent School District","=""0680011""","Purchased Services","$810,306",194,2,"$4,177"
"Kent School District","=""0680011""","Supplies","$323,039",194,2,"$1,665"
"Kent School District","=""0680011""","Property","$91,903",194,2,"$474"
"Kent School District","=""0680011""","Other � Includes Tuition","$34,024",197,1,"$173"
"Kent School District","=""0680011""","Total","$6,145,823",197,1,"$31,197"
"Killingly School District","=""0690011""","Salaries","$29,166,691",2421,2,"$12,047"
"Killingly School District","=""0690011""","Employee Benefits","$6,577,214",2421,2,"$2,717"
"Killingly School District","=""0690011""","Purchased Services","$5,718,657",2421,2,"$2,362"
"Killingly School District","=""0690011""","Tuition","$3,707,984",92,4,"$40,304"
"Killingly School District","=""0690011""","Supplies","$1,602,613",2421,2,"$662"
"Killingly School District","=""0690011""","Property","$1,880,983",2421,2,"$777"
"Killingly School District","=""0690011""","Other","$165,078",2421,2,"$68"
"Killingly School District","=""0690011""","Total","$48,819,221",2513,1,"$19,427"
"Learn","=""2450014""","Salaries","$20,928,820",1410,2,"$14,843"
"Learn","=""2450014""","Employee Benefits","$4,678,675",1410,2,"$3,318"
"Learn","=""2450014""","Purchased Services","$9,698,834",1410,2,"$6,879"
"Learn","=""2450014""","Tuition","$207,761",0,4,"$207,761"
"Learn","=""2450014""","Supplies","$484,225",1410,2,"$343"
"Learn","=""2450014""","Property","$533,418",1410,2,"$378"
"Learn","=""2450014""","Other","$209,323",1410,2,"$148"
"Learn","=""2450014""","Total","$36,741,055",1410,1,"$26,057"
"Lebanon School District","=""0710011""","Salaries","$12,520,323",952,2,"$13,152"
"Lebanon School District","=""0710011""","Employee Benefits","$3,999,912",952,2,"$4,202"
"Lebanon School District","=""0710011""","Purchased Services","$3,015,993",952,2,"$3,168"
"Lebanon School District","=""0710011""","Tuition","$1,267,983",28,4,"$45,285"
"Lebanon School District","=""0710011""","Supplies","$842,149",952,2,"$885"
"Lebanon School District","=""0710011""","Property","$672,232",952,2,"$706"
"Lebanon School District","=""0710011""","Other","$51,249",952,2,"$54"
"Lebanon School District","=""0710011""","Total","$22,369,841",980,1,"$22,826"
"Ledyard School District","=""0720011""","Salaries","$26,543,484",2407,2,"$11,028"
"Ledyard School District","=""0720011""","Employee Benefits","$5,875,308",2407,2,"$2,441"
"Ledyard School District","=""0720011""","Purchased Services","$6,047,241",2407,2,"$2,512"
"Ledyard School District","=""0720011""","Tuition","$2,928,844",119,4,"$24,612"
"Ledyard School District","=""0720011""","Supplies","$2,304,766",2407,2,"$958"
"Ledyard School District","=""0720011""","Property","$197,455",2407,2,"$82"
"Ledyard School District","=""0720011""","Other","$88,229",2407,2,"$37"
"Ledyard School District","=""0720011""","Total","$43,985,326",2526,1,"$17,413"
"Lisbon School District","=""0730011""","Salaries","$4,694,674",434,2,"$10,817"
"Lisbon School District","=""0730011""","Employee Benefits","$1,223,438",434,2,"$2,819"
"Lisbon School District","=""0730011""","Purchased Services","$1,772,693",434,2,"$4,085"
"Lisbon School District","=""0730011""","Tuition","$3,067,479",171,4,"$17,938"
"Lisbon School District","=""0730011""","Supplies","$35,441",434,2,"$82"
"Lisbon School District","=""0730011""","Property","$79,910",434,2,"$184"
"Lisbon School District","=""0730011""","Other","$235,524",434,2,"$543"
"Lisbon School District","=""0730011""","Total","$11,109,159",605,1,"$18,362"
"Litchfield School District","=""0740011""","Salaries","$12,152,563",808,2,"$15,040"
"Litchfield School District","=""0740011""","Employee Benefits","$3,389,675",808,2,"$4,195"
"Litchfield School District","=""0740011""","Purchased Services","$2,114,158",808,2,"$2,617"
"Litchfield School District","=""0740011""","Tuition","$826,196",24,4,"$34,425"
"Litchfield School District","=""0740011""","Supplies","$934,814",808,2,"$1,157"
"Litchfield School District","=""0740011""","Property","$128,700",808,2,"$159"
"Litchfield School District","=""0740011""","Other","$51,075",808,2,"$63"
"Litchfield School District","=""0740011""","Total","$19,597,181",832,1,"$23,554"
"Madison School District","=""0760011""","Salaries","$35,650,743",2427,2,"$14,689"
"Madison School District","=""0760011""","Employee Benefits","$10,403,380",2427,2,"$4,287"
"Madison School District","=""0760011""","Purchased Services","$8,453,092",2427,2,"$3,483"
"Madison School District","=""0760011""","Tuition","$2,952,600",37,4,"$79,800"
"Madison School District","=""0760011""","Supplies","$1,827,603",2427,2,"$753"
"Madison School District","=""0760011""","Property","$1,112,013",2427,2,"$458"
"Madison School District","=""0760011""","Other","$217,103",2427,2,"$89"
"Madison School District","=""0760011""","Total","$60,616,534",2464,1,"$24,601"
"Manchester School District","=""0770011""","Salaries","$91,649,204",6135,2,"$14,939"
"Manchester School District","=""0770011""","Employee Benefits","$24,921,575",6135,2,"$4,062"
"Manchester School District","=""0770011""","Purchased Services","$17,265,572",6135,2,"$2,814"
