"Per Pupil Expenditures by Object (District), 2017-18"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than minor school construction and equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Purchased Services","$2,513,123",838,2,"$2,999"
"East Granby School District","=""0400011""","Tuition","$1,372,361",56,4,"$24,506"
"East Granby School District","=""0400011""","Supplies","$919,307",838,2,"$1,097"
"East Granby School District","=""0400011""","Property","$185,767",838,2,"$222"
"East Granby School District","=""0400011""","Other","$88,551",838,2,"$106"
"East Granby School District","=""0400011""","Total","$17,912,113",894,1,"$20,036"
"East Haddam School District","=""0410011""","Salaries","$12,512,257",1018,2,"$12,291"
"East Haddam School District","=""0410011""","Employee Benefits","$3,156,786",1018,2,"$3,101"
"East Haddam School District","=""0410011""","Purchased Services","$2,801,079",1018,2,"$2,752"
"East Haddam School District","=""0410011""","Tuition","$998,727",42,4,"$23,779"
"East Haddam School District","=""0410011""","Supplies","$1,346,546",1018,2,"$1,323"
"East Haddam School District","=""0410011""","Property","$390,065",1018,2,"$383"
"East Haddam School District","=""0410011""","Other","$46,935",1018,2,"$46"
"East Haddam School District","=""0410011""","Total","$21,252,395",1060,1,"$20,049"
"East Hampton School District","=""0420011""","Salaries","$20,385,515",1861,2,"$10,954"
"East Hampton School District","=""0420011""","Employee Benefits","$5,474,006",1861,2,"$2,941"
"East Hampton School District","=""0420011""","Purchased Services","$3,269,473",1861,2,"$1,757"
"East Hampton School District","=""0420011""","Tuition","$1,549,081",111,4,"$13,956"
"East Hampton School District","=""0420011""","Supplies","$1,091,902",1861,2,"$587"
"East Hampton School District","=""0420011""","Property","$966,902",1861,2,"$520"
"East Hampton School District","=""0420011""","Other","$31,813",1861,2,"$17"
"East Hampton School District","=""0420011""","Total","$32,768,692",1972,1,"$16,617"
"East Hartford School District","=""0430011""","Salaries","$76,618,629",6849,2,"$11,187"
"East Hartford School District","=""0430011""","Employee Benefits","$16,644,460",6849,2,"$2,430"
"East Hartford School District","=""0430011""","Purchased Services","$12,008,618",6849,2,"$1,753"
"East Hartford School District","=""0430011""","Tuition","$7,779,588",1487,4,"$5,232"
"East Hartford School District","=""0430011""","Supplies","$5,785,125",6849,2,"$845"
"East Hartford School District","=""0430011""","Property","$2,110,120",6849,2,"$308"
"East Hartford School District","=""0430011""","Other","$85,459",6849,2,"$12"
"East Hartford School District","=""0430011""","Total","$121,031,998",8336,1,"$14,519"
"East Haven School District","=""0440011""","Salaries","$27,451,993",2853,2,"$9,622"
"East Haven School District","=""0440011""","Employee Benefits","$11,618,938",2853,2,"$4,073"
"East Haven School District","=""0440011""","Purchased Services","$8,238,633",2853,2,"$2,888"
"East Haven School District","=""0440011""","Tuition","$4,950,456",457,4,"$10,833"
"East Haven School District","=""0440011""","Supplies","$1,311,284",2853,2,"$460"
"East Haven School District","=""0440011""","Property","$784,192",2853,2,"$275"
"East Haven School District","=""0440011""","Other","$449,635",2853,2,"$158"
"East Haven School District","=""0440011""","Total","$54,805,132",3310,1,"$16,557"
"East Lyme School District","=""0450011""","Salaries","$29,447,064",2753,2,"$10,696"
"East Lyme School District","=""0450011""","Employee Benefits","$7,376,850",2753,2,"$2,680"
"East Lyme School District","=""0450011""","Purchased Services","$7,218,225",2753,2,"$2,622"
"East Lyme School District","=""0450011""","Tuition","$1,413,931",81,4,"$17,456"
"East Lyme School District","=""0450011""","Supplies","$1,633,579",2753,2,"$593"
"East Lyme School District","=""0450011""","Property","$209,325",2753,2,"$76"
"East Lyme School District","=""0450011""","Other","$84,226",2753,2,"$31"
"East Lyme School District","=""0450011""","Total","$47,383,200",2834,1,"$16,720"
"East Windsor School District","=""0470011""","Salaries","$16,079,813",1068,2,"$15,056"
"East Windsor School District","=""0470011""","Employee Benefits","$3,654,349",1068,2,"$3,422"
"East Windsor School District","=""0470011""","Purchased Services","$2,957,843",1068,2,"$2,770"
"East Windsor School District","=""0470011""","Tuition","$1,741,339",149,4,"$11,687"
"East Windsor School District","=""0470011""","Supplies","$522,494",1068,2,"$489"
"East Windsor School District","=""0470011""","Property","$2,193,016",1068,2,"$2,053"
"East Windsor School District","=""0470011""","Other","$38,032",1068,2,"$36"
"East Windsor School District","=""0470011""","Total","$27,186,886",1217,1,"$22,339"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$10,289,036",425,2,"$24,209"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,537,651",425,2,"$5,971"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$2,685,705",425,2,"$6,319"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$400,534",425,2,"$942"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$521,826",425,2,"$1,228"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$16,678",425,2,"$39"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$16,451,430",425,1,"$38,709"
"Eastford School District","=""0390011""","Salaries","$1,928,893",150,2,"$12,859"
"Eastford School District","=""0390011""","Employee Benefits","$310,298",150,2,"$2,069"
"Eastford School District","=""0390011""","Purchased Services","$530,791",150,2,"$3,539"
"Eastford School District","=""0390011""","Tuition","$906,351",51,4,"$17,772"
"Eastford School District","=""0390011""","Supplies","$105,352",150,2,"$702"
"Eastford School District","=""0390011""","Property","$41,269",150,2,"$275"
"Eastford School District","=""0390011""","Other","$120,574",150,2,"$804"
"Eastford School District","=""0390011""","Total","$3,943,527",201,1,"$19,620"
"Easton School District","=""0460011""","Salaries","$10,604,027",904,2,"$11,730"
"Easton School District","=""0460011""","Employee Benefits","$3,300,270",904,2,"$3,651"
"Easton School District","=""0460011""","Purchased Services","$2,147,035",904,2,"$2,375"
"Easton School District","=""0460011""","Tuition","$405,599",7,4,"$57,943"
"Easton School District","=""0460011""","Supplies","$562,055",904,2,"$622"
"Easton School District","=""0460011""","Property","$191,264",904,2,"$212"
"Easton School District","=""0460011""","Other","$14,262",904,2,"$16"
"Easton School District","=""0460011""","Total","$17,224,512",911,1,"$18,907"
"EdAdvance","=""2420014""","Salaries","$1,668,637",232,2,"$7,192"
"EdAdvance","=""2420014""","Employee Benefits","$622,363",232,2,"$2,683"
"EdAdvance","=""2420014""","Purchased Services","$414,429",232,2,"$1,786"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$87,550",232,2,"$377"
"EdAdvance","=""2420014""","Property","$10,890",232,2,"$47"
"EdAdvance","=""2420014""","Other","$195,677",232,2,"$843"
"EdAdvance","=""2420014""","Total","$2,999,546",232,1,"$12,929"
"Ellington School District","=""0480011""","Salaries","$24,762,313",2682,2,"$9,233"
"Ellington School District","=""0480011""","Employee Benefits","$6,633,774",2682,2,"$2,473"
"Ellington School District","=""0480011""","Purchased Services","$4,661,167",2682,2,"$1,738"
"Ellington School District","=""0480011""","Tuition","$2,000,452",129,4,"$15,507"
"Ellington School District","=""0480011""","Supplies","$1,686,972",2682,2,"$629"
"Ellington School District","=""0480011""","Property","$357,589",2682,2,"$133"
"Ellington School District","=""0480011""","Other","$73,520",2682,2,"$27"
"Ellington School District","=""0480011""","Total","$40,175,787",2811,1,"$14,292"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,090,065",752,2,"$9,428"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,351,881",752,2,"$1,798"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$2,880,460",752,2,"$3,830"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$201,361",752,2,"$268"
"Elm City College Preparatory School District","=""2890013""","Property","$405,676",752,2,"$539"
"Elm City College Preparatory School District","=""2890013""","Other","$425,686",752,2,"$566"
"Elm City College Preparatory School District","=""2890013""","Total","$12,355,129",752,1,"$16,430"
"Elm City Montessori School District","=""2910013""","Salaries","$1,345,136",170,2,"$7,913"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$416,065",170,2,"$2,447"
"Elm City Montessori School District","=""2910013""","Purchased Services","$773,821",170,2,"$4,552"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$54,055",170,2,"$318"
"Elm City Montessori School District","=""2910013""","Property","$2,856",170,2,"$17"
"Elm City Montessori School District","=""2910013""","Other","$227",170,2,"$1"
"Elm City Montessori School District","=""2910013""","Total","$2,592,160",170,1,"$15,248"
"Enfield School District","=""0490011""","Salaries","$49,216,779",5181,2,"$9,499"
"Enfield School District","=""0490011""","Employee Benefits","$14,136,528",5181,2,"$2,729"
"Enfield School District","=""0490011""","Purchased Services","$8,177,137",5181,2,"$1,578"
"Enfield School District","=""0490011""","Tuition","$5,808,982",418,4,"$13,897"
"Enfield School District","=""0490011""","Supplies","$4,211,286",5181,2,"$813"
"Enfield School District","=""0490011""","Property","$1,768,056",5181,2,"$341"
"Enfield School District","=""0490011""","Other","$168,362",5181,2,"$32"
"Enfield School District","=""0490011""","Total","$83,487,131",5599,1,"$14,911"
"Essex School District","=""0500011""","Salaries","$4,140,674",343,2,"$12,072"
"Essex School District","=""0500011""","Employee Benefits","$1,264,133",343,2,"$3,686"
"Essex School District","=""0500011""","Purchased Services","$1,055,706",343,2,"$3,078"
"Essex School District","=""0500011""","Tuition","$230,880",7,4,"$32,983"
"Essex School District","=""0500011""","Supplies","$318,499",343,2,"$929"
"Essex School District","=""0500011""","Property","$63,937",343,2,"$186"
"Essex School District","=""0500011""","Other","$631,191",343,2,"$1,840"
"Essex School District","=""0500011""","Total","$7,705,021",350,1,"$22,014"
"Explorations District","=""2720013""","Salaries","$1,234,669",96,2,"$12,861"
"Explorations District","=""2720013""","Employee Benefits","$161,737",96,2,"$1,685"
"Explorations District","=""2720013""","Purchased Services","$278,366",96,2,"$2,900"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$48,224",96,2,"$502"
"Explorations District","=""2720013""","Property","$159,669",96,2,"$1,663"
"Explorations District","=""2720013""","Other","$8,789",96,2,"$92"
"Explorations District","=""2720013""","Total","$1,891,455",96,1,"$19,703"
"Fairfield School District","=""0510011""","Salaries","$110,900,363",9928,2,"$11,170"
"Fairfield School District","=""0510011""","Employee Benefits","$27,688,400",9928,2,"$2,789"
"Fairfield School District","=""0510011""","Purchased Services","$22,377,962",9928,2,"$2,254"
"Fairfield School District","=""0510011""","Tuition","$9,428,838",163,4,"$57,846"
"Fairfield School District","=""0510011""","Supplies","$7,470,073",9928,2,"$752"
"Fairfield School District","=""0510011""","Property","$2,967,545",9928,2,"$299"
"Fairfield School District","=""0510011""","Other","$78,021",9928,2,"$8"
"Fairfield School District","=""0510011""","Total","$180,911,202",10091,1,"$17,928"
"Farmington School District","=""0520011""","Salaries","$45,585,657",4097,2,"$11,127"
"Farmington School District","=""0520011""","Employee Benefits","$10,843,869",4097,2,"$2,647"
"Farmington School District","=""0520011""","Purchased Services","$7,366,985",4097,2,"$1,798"
"Farmington School District","=""0520011""","Tuition","$2,540,820",158,4,"$16,081"
"Farmington School District","=""0520011""","Supplies","$3,034,412",4097,2,"$741"
"Farmington School District","=""0520011""","Property","$1,587,926",4097,2,"$388"
"Farmington School District","=""0520011""","Other","$157,297",4097,2,"$38"
"Farmington School District","=""0520011""","Total","$71,116,967",4255,1,"$16,714"
"Franklin School District","=""0530011""","Salaries","$1,851,645",164,2,"$11,291"
"Franklin School District","=""0530011""","Employee Benefits","$271,183",164,2,"$1,654"
"Franklin School District","=""0530011""","Purchased Services","$664,631",164,2,"$4,053"
"Franklin School District","=""0530011""","Tuition","$1,249,282",86,4,"$14,527"
"Franklin School District","=""0530011""","Supplies","$68,194",164,2,"$416"
"Franklin School District","=""0530011""","Property","$31,461",164,2,"$192"
"Franklin School District","=""0530011""","Other","$11,202",164,2,"$68"
"Franklin School District","=""0530011""","Total","$4,147,596",250,1,"$16,590"
"Glastonbury School District","=""0540011""","Salaries","$69,008,501",5913,2,"$11,671"
"Glastonbury School District","=""0540011""","Employee Benefits","$18,767,731",5913,2,"$3,174"
"Glastonbury School District","=""0540011""","Purchased Services","$7,596,774",5913,2,"$1,285"
"Glastonbury School District","=""0540011""","Tuition","$4,660,139",246,4,"$18,944"
"Glastonbury School District","=""0540011""","Supplies","$6,109,514",5913,2,"$1,033"
"Glastonbury School District","=""0540011""","Property","$3,265,811",5913,2,"$552"
"Glastonbury School District","=""0540011""","Other","$166,971",5913,2,"$28"
"Glastonbury School District","=""0540011""","Total","$109,575,441",6159,1,"$17,791"
"Granby School District","=""0560011""","Salaries","$19,047,739",1865,2,"$10,213"
"Granby School District","=""0560011""","Employee Benefits","$4,218,366",1865,2,"$2,262"
"Granby School District","=""0560011""","Purchased Services","$3,235,108",1865,2,"$1,735"
"Granby School District","=""0560011""","Tuition","$1,755,864",73,4,"$24,053"
"Granby School District","=""0560011""","Supplies","$1,428,996",1865,2,"$766"
"Granby School District","=""0560011""","Property","$328,784",1865,2,"$176"
"Granby School District","=""0560011""","Other","$60,228",1865,2,"$32"
"Granby School District","=""0560011""","Total","$30,075,085",1938,1,"$15,519"
"Great Oaks Charter School District","=""2940013""","Salaries","$2,413,694",400,2,"$6,034"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$233,749",400,2,"$584"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$2,030,326",400,2,"$5,076"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$184,951",400,2,"$462"
"Great Oaks Charter School District","=""2940013""","Property","$133,048",400,2,"$333"
"Great Oaks Charter School District","=""2940013""","Other","$471,230",400,2,"$1,178"
"Great Oaks Charter School District","=""2940013""","Total","$5,466,999",400,1,"$13,667"
"Greenwich School District","=""0570011""","Salaries","$129,795,297",9013,2,"$14,401"
"Greenwich School District","=""0570011""","Employee Benefits","$44,239,486",9013,2,"$4,908"
"Greenwich School District","=""0570011""","Purchased Services","$11,190,800",9013,2,"$1,242"
"Greenwich School District","=""0570011""","Tuition","$5,452,781",51,4,"$106,917"
"Greenwich School District","=""0570011""","Supplies","$4,379,739",9013,2,"$486"
"Greenwich School District","=""0570011""","Property","$739,060",9013,2,"$82"
"Greenwich School District","=""0570011""","Other","$633,846",9013,2,"$70"
"Greenwich School District","=""0570011""","Total","$196,431,009",9064,1,"$21,672"
"Griswold School District","=""0580011""","Salaries","$17,815,809",1768,2,"$10,077"
"Griswold School District","=""0580011""","Employee Benefits","$4,974,758",1768,2,"$2,814"
"Griswold School District","=""0580011""","Purchased Services","$4,210,314",1768,2,"$2,381"
"Griswold School District","=""0580011""","Tuition","$1,383,259",57,4,"$24,268"
"Griswold School District","=""0580011""","Supplies","$647,597",1768,2,"$366"
"Griswold School District","=""0580011""","Property","$76,523",1768,2,"$43"
"Griswold School District","=""0580011""","Other","$59,630",1768,2,"$34"
"Griswold School District","=""0580011""","Total","$29,167,889",1825,1,"$15,982"
"Groton School District","=""0590011""","Salaries","$48,262,322",4356,2,"$11,080"
"Groton School District","=""0590011""","Employee Benefits","$12,582,955",4356,2,"$2,889"
"Groton School District","=""0590011""","Purchased Services","$10,049,331",4356,2,"$2,307"
"Groton School District","=""0590011""","Tuition","$5,152,899",444,4,"$11,606"
"Groton School District","=""0590011""","Supplies","$3,856,652",4356,2,"$885"
"Groton School District","=""0590011""","Property","$548,166",4356,2,"$126"
"Groton School District","=""0590011""","Other","$70,121",4356,2,"$16"
"Groton School District","=""0590011""","Total","$80,522,445",4800,1,"$16,776"
"Guilford School District","=""0600011""","Salaries","$35,479,184",3363,2,"$10,550"
"Guilford School District","=""0600011""","Employee Benefits","$11,837,102",3363,2,"$3,520"
"Guilford School District","=""0600011""","Purchased Services","$6,960,605",3363,2,"$2,070"
"Guilford School District","=""0600011""","Tuition","$4,466,904",60,4,"$74,448"
"Guilford School District","=""0600011""","Supplies","$1,656,593",3363,2,"$493"
"Guilford School District","=""0600011""","Property","$1,200,031",3363,2,"$357"
"Guilford School District","=""0600011""","Other","$0",3363,2,"$0"
"Guilford School District","=""0600011""","Total","$61,600,420",3423,1,"$17,996"
"Hamden School District","=""0620011""","Salaries","$62,644,377",5362,2,"$11,683"
"Hamden School District","=""0620011""","Employee Benefits","$32,192,519",5362,2,"$6,004"
"Hamden School District","=""0620011""","Purchased Services","$13,774,172",5362,2,"$2,569"
"Hamden School District","=""0620011""","Tuition","$13,552,329",1076,4,"$12,595"
"Hamden School District","=""0620011""","Supplies","$1,948,135",5362,2,"$363"
"Hamden School District","=""0620011""","Property","$401,742",5362,2,"$75"
"Hamden School District","=""0620011""","Other","$213,737",5362,2,"$40"
"Hamden School District","=""0620011""","Total","$124,727,012",6438,1,"$19,374"
"Hampton School District","=""0630011""","Salaries","$1,510,431",93,2,"$16,241"
"Hampton School District","=""0630011""","Employee Benefits","$272,113",93,2,"$2,926"
"Hampton School District","=""0630011""","Purchased Services","$437,515",93,2,"$4,704"
"Hampton School District","=""0630011""","Tuition","$0",0,4,"$0"
"Hampton School District","=""0630011""","Supplies","$115,293",93,2,"$1,240"
"Hampton School District","=""0630011""","Property","$9,195",93,2,"$99"
"Hampton School District","=""0630011""","Other","$3,492",93,2,"$38"
"Hampton School District","=""0630011""","Total","$2,348,040",93,1,"$25,248"
"Hartford School District","=""0640011""","Salaries","$209,389,348",19563,2,"$10,703"
"Hartford School District","=""0640011""","Employee Benefits","$57,841,762",19563,2,"$2,957"
"Hartford School District","=""0640011""","Purchased Services","$43,449,543",19563,2,"$2,221"
"Hartford School District","=""0640011""","Tuition","$80,362,261",4629,4,"$17,361"
"Hartford School District","=""0640011""","Supplies","$13,840,013",19563,2,"$707"
"Hartford School District","=""0640011""","Property","$2,943,612",19563,2,"$150"
"Hartford School District","=""0640011""","Other","$2,440,009",19563,2,"$125"
"Hartford School District","=""0640011""","Total","$410,266,548",24192,1,"$16,959"
"Hartland School District","=""0650011""","Salaries","$2,259,826",172,2,"$13,139"
"Hartland School District","=""0650011""","Employee Benefits","$566,005",172,2,"$3,291"
"Hartland School District","=""0650011""","Purchased Services","$1,097,624",172,2,"$6,382"
"Hartland School District","=""0650011""","Tuition","$1,392,240",92,4,"$15,133"
"Hartland School District","=""0650011""","Supplies","$152,911",172,2,"$889"
"Hartland School District","=""0650011""","Property","$20,334",172,2,"$118"
"Hartland School District","=""0650011""","Other","$4,910",172,2,"$29"
"Hartland School District","=""0650011""","Total","$5,493,850",264,1,"$20,810"
"Hebron School District","=""0670011""","Salaries","$7,182,532",701,2,"$10,246"
"Hebron School District","=""0670011""","Employee Benefits","$2,167,501",701,2,"$3,092"
"Hebron School District","=""0670011""","Purchased Services","$1,539,884",701,2,"$2,197"
"Hebron School District","=""0670011""","Tuition","$195,845",29,4,"$6,753"
"Hebron School District","=""0670011""","Supplies","$474,367",701,2,"$677"
"Hebron School District","=""0670011""","Property","$11,653",701,2,"$17"
"Hebron School District","=""0670011""","Other","$159,552",701,2,"$228"
"Hebron School District","=""0670011""","Total","$11,731,334",730,1,"$16,070"
"Highville Charter School District","=""2860013""","Salaries","$3,331,876",502,2,"$6,637"
"Highville Charter School District","=""2860013""","Employee Benefits","$918,102",502,2,"$1,829"
"Highville Charter School District","=""2860013""","Purchased Services","$512,526",502,2,"$1,021"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$384,812",502,2,"$767"
"Highville Charter School District","=""2860013""","Property","$200,765",502,2,"$400"
"Highville Charter School District","=""2860013""","Other","$5,574",502,2,"$11"
"Highville Charter School District","=""2860013""","Total","$5,353,656",502,1,"$10,665"
"Integrated Day Charter School District","=""2640013""","Salaries","$2,609,265",331,2,"$7,883"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$600,637",331,2,"$1,815"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$377,984",331,2,"$1,142"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$226,279",331,2,"$684"
"Integrated Day Charter School District","=""2640013""","Property","$50,100",331,2,"$151"
"Integrated Day Charter School District","=""2640013""","Other","$85,285",331,2,"$258"
"Integrated Day Charter School District","=""2640013""","Total","$3,949,550",331,1,"$11,932"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$2,182,602",271,2,"$8,054"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$381,608",271,2,"$1,408"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$550,517",271,2,"$2,031"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$160,752",271,2,"$593"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$51,084",271,2,"$189"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$13,896",271,2,"$51"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$3,340,459",271,1,"$12,326"
"Jumoke Academy District","=""2610013""","Salaries","$6,319,604",753,2,"$8,393"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,159,640",753,2,"$1,540"
"Jumoke Academy District","=""2610013""","Purchased Services","$1,159,963",753,2,"$1,540"
"Jumoke Academy District","=""2610013""","Tuition","$0",0,4,"$0"
"Jumoke Academy District","=""2610013""","Supplies","$269,232",753,2,"$358"
"Jumoke Academy District","=""2610013""","Property","$360,708",753,2,"$479"
"Jumoke Academy District","=""2610013""","Other","$11,513",753,2,"$15"
"Jumoke Academy District","=""2610013""","Total","$9,280,661",753,1,"$12,325"
"Kent School District","=""0680011""","Salaries","$3,414,420",225,2,"$15,175"
"Kent School District","=""0680011""","Employee Benefits","$1,056,656",225,2,"$4,696"
"Kent School District","=""0680011""","Purchased Services","$845,436",225,2,"$3,757"
"Kent School District","=""0680011""","Supplies","$238,898",225,2,"$1,062"
"Kent School District","=""0680011""","Property","$100,715",225,2,"$448"
"Kent School District","=""0680011""","Other � Includes Tuition","$254,295",228,1,"$1,115"
"Kent School District","=""0680011""","Total","$5,910,420",228,1,"$25,923"
"Killingly School District","=""0690011""","Salaries","$24,971,221",2492,2,"$10,021"
"Killingly School District","=""0690011""","Employee Benefits","$7,419,382",2492,2,"$2,977"
"Killingly School District","=""0690011""","Purchased Services","$5,735,111",2492,2,"$2,301"
"Killingly School District","=""0690011""","Tuition","$6,334,451",134,4,"$47,272"
"Killingly School District","=""0690011""","Supplies","$1,385,594",2492,2,"$556"
"Killingly School District","=""0690011""","Property","$1,155,704",2492,2,"$464"
"Killingly School District","=""0690011""","Other","$612,771",2492,2,"$246"
"Killingly School District","=""0690011""","Total","$47,614,233",2626,1,"$18,132"
"Learn","=""2450014""","Salaries","$17,281,957",2484,2,"$6,957"
"Learn","=""2450014""","Employee Benefits","$4,893,023",2484,2,"$1,970"
"Learn","=""2450014""","Purchased Services","$6,671,135",2484,2,"$2,686"
"Learn","=""2450014""","Tuition","$166,055",0,4,"$166,055"
"Learn","=""2450014""","Supplies","$280,088",2484,2,"$113"
"Learn","=""2450014""","Property","$799,734",2484,2,"$322"
"Learn","=""2450014""","Other","$539,916",2484,2,"$217"
"Learn","=""2450014""","Total","$30,631,909",2484,1,"$12,332"
"Lebanon School District","=""0710011""","Salaries","$10,853,449",1004,2,"$10,810"
"Lebanon School District","=""0710011""","Employee Benefits","$3,122,725",1004,2,"$3,110"
"Lebanon School District","=""0710011""","Purchased Services","$3,497,888",1004,2,"$3,484"
"Lebanon School District","=""0710011""","Tuition","$1,981,671",50,4,"$39,633"
"Lebanon School District","=""0710011""","Supplies","$699,497",1004,2,"$697"
"Lebanon School District","=""0710011""","Property","$506,168",1004,2,"$504"
"Lebanon School District","=""0710011""","Other","$55,245",1004,2,"$55"
"Lebanon School District","=""0710011""","Total","$20,716,642",1054,1,"$19,655"
"Ledyard School District","=""0720011""","Salaries","$23,045,228",2418,2,"$9,531"
"Ledyard School District","=""0720011""","Employee Benefits","$4,890,955",2418,2,"$2,023"
"Ledyard School District","=""0720011""","Purchased Services","$4,485,895",2418,2,"$1,855"
"Ledyard School District","=""0720011""","Tuition","$3,012,423",163,4,"$18,481"
"Ledyard School District","=""0720011""","Supplies","$1,743,582",2418,2,"$721"
"Ledyard School District","=""0720011""","Property","$285,171",2418,2,"$118"
"Ledyard School District","=""0720011""","Other","$106,692",2418,2,"$44"
"Ledyard School District","=""0720011""","Total","$37,569,946",2581,1,"$14,556"
"Lisbon School District","=""0730011""","Salaries","$3,974,166",390,2,"$10,190"
"Lisbon School District","=""0730011""","Employee Benefits","$1,188,349",390,2,"$3,047"
"Lisbon School District","=""0730011""","Purchased Services","$1,562,001",390,2,"$4,005"
"Lisbon School District","=""0730011""","Tuition","$3,064,521",183,4,"$16,746"
"Lisbon School District","=""0730011""","Supplies","$156,437",390,2,"$401"
"Lisbon School District","=""0730011""","Property","$291,281",390,2,"$747"
"Lisbon School District","=""0730011""","Other","$11,754",390,2,"$30"
"Lisbon School District","=""0730011""","Total","$10,248,509",573,1,"$17,886"
"Litchfield School District","=""0740011""","Salaries","$11,870,602",912,2,"$13,016"
"Litchfield School District","=""0740011""","Employee Benefits","$3,364,245",912,2,"$3,689"
"Litchfield School District","=""0740011""","Purchased Services","$1,967,442",912,2,"$2,157"
"Litchfield School District","=""0740011""","Tuition","$745,407",22,4,"$33,882"
"Litchfield School District","=""0740011""","Supplies","$1,173,720",912,2,"$1,287"
"Litchfield School District","=""0740011""","Property","$209,004",912,2,"$229"
"Litchfield School District","=""0740011""","Other","$81,062",912,2,"$89"
"Litchfield School District","=""0740011""","Total","$19,411,482",934,1,"$20,783"
"Madison School District","=""0760011""","Salaries","$33,340,319",2818,2,"$11,831"
"Madison School District","=""0760011""","Employee Benefits","$10,654,103",2818,2,"$3,781"
"Madison School District","=""0760011""","Purchased Services","$7,055,254",2818,2,"$2,504"
"Madison School District","=""0760011""","Tuition","$2,323,165",29,4,"$80,109"
"Madison School District","=""0760011""","Supplies","$2,003,958",2818,2,"$711"
"Madison School District","=""0760011""","Property","$928,723",2818,2,"$330"
"Madison School District","=""0760011""","Other","$306,464",2818,2,"$109"
"Madison School District","=""0760011""","Total","$56,611,986",2847,1,"$19,885"
"Manchester School District","=""0770011""","Salaries","$75,733,767",6181,2,"$12,253"
"Manchester School District","=""0770011""","Employee Benefits","$23,528,893",6181,2,"$3,807"
"Manchester School District","=""0770011""","Purchased Services","$10,724,566",6181,2,"$1,735"
"Manchester School District","=""0770011""","Tuition","$9,093,340",1297,4,"$7,011"
"Manchester School District","=""0770011""","Supplies","$4,923,871",6181,2,"$797"
"Manchester School District","=""0770011""","Property","$1,412,709",6181,2,"$229"
"Manchester School District","=""0770011""","Other","$80,651",6181,2,"$13"
"Manchester School District","=""0770011""","Total","$125,497,799",7478,1,"$16,782"
"Mansfield School District","=""0780011""","Salaries","$13,696,564",1133,2,"$12,089"
"Mansfield School District","=""0780011""","Employee Benefits","$4,467,954",1133,2,"$3,943"
"Mansfield School District","=""0780011""","Purchased Services","$5,014,013",1133,2,"$4,425"
