"Per Pupil Expenditures by Object (District), 2023-24"
"All Districts"
"Notes:"
"Expenditures exclude food services not funded by local funds, debt, capital (other than equipment), adult education, community services, and state contributions to Teachers' Retirement."
"All amounts include regular and special education."
"This report is based upon data reported by school districts; questions concerning report data should be addressed to the school district."

"Pupil Basis: 1 = Enrollment plus outplaced pupils, 2 = Enrollment in district schools, 4 = Outplaced pupils"
"*Tuition expenditures are included with Other expenditures when fewer than six students are outplaced."

"District","District Code","Object","Expenditures","Pupils","Pupil Basis","PPE"
"East Granby School District","=""0400011""","Supplies","$1,150,829",817,2,"$1,409"
"East Granby School District","=""0400011""","Property","$338,006",817,2,"$414"
"East Granby School District","=""0400011""","Other","$152,351",817,2,"$186"
"East Granby School District","=""0400011""","Total","$21,247,184",877,1,"$24,227"
"East Haddam School District","=""0410011""","Salaries","$14,883,169",992,2,"$15,003"
"East Haddam School District","=""0410011""","Employee Benefits","$3,596,511",992,2,"$3,626"
"East Haddam School District","=""0410011""","Purchased Services","$3,196,754",992,2,"$3,223"
"East Haddam School District","=""0410011""","Tuition","$1,695,708",22,4,"$77,078"
"East Haddam School District","=""0410011""","Supplies","$1,270,148",992,2,"$1,280"
"East Haddam School District","=""0410011""","Property","$345,921",992,2,"$349"
"East Haddam School District","=""0410011""","Other","$47,531",992,2,"$48"
"East Haddam School District","=""0410011""","Total","$25,035,741",1014,1,"$24,690"
"East Hampton School District","=""0420011""","Salaries","$24,790,006",1732,2,"$14,313"
"East Hampton School District","=""0420011""","Employee Benefits","$6,850,541",1732,2,"$3,955"
"East Hampton School District","=""0420011""","Purchased Services","$4,289,211",1732,2,"$2,476"
"East Hampton School District","=""0420011""","Tuition","$2,053,323",57,4,"$36,023"
"East Hampton School District","=""0420011""","Supplies","$1,049,182",1732,2,"$606"
"East Hampton School District","=""0420011""","Property","$514,649",1732,2,"$297"
"East Hampton School District","=""0420011""","Other","$42,631",1732,2,"$25"
"East Hampton School District","=""0420011""","Total","$39,589,543",1789,1,"$22,129"
"East Hartford School District","=""0430011""","Salaries","$85,056,348",6380,2,"$13,332"
"East Hartford School District","=""0430011""","Employee Benefits","$18,448,004",6380,2,"$2,892"
"East Hartford School District","=""0430011""","Purchased Services","$15,340,361",6380,2,"$2,404"
"East Hartford School District","=""0430011""","Tuition","$15,777,311",1867,4,"$8,451"
"East Hartford School District","=""0430011""","Supplies","$5,697,834",6380,2,"$893"
"East Hartford School District","=""0430011""","Property","$1,994,246",6380,2,"$313"
"East Hartford School District","=""0430011""","Other","$752,723",6380,2,"$118"
"East Hartford School District","=""0430011""","Total","$143,066,827",8247,1,"$17,348"
"East Haven School District","=""0440011""","Salaries","$34,946,141",2867,2,"$12,189"
"East Haven School District","=""0440011""","Employee Benefits","$7,441,665",2867,2,"$2,596"
"East Haven School District","=""0440011""","Purchased Services","$9,016,350",2867,2,"$3,145"
"East Haven School District","=""0440011""","Tuition","$7,474,351",361,4,"$20,705"
"East Haven School District","=""0440011""","Supplies","$1,530,391",2867,2,"$534"
"East Haven School District","=""0440011""","Property","$779,054",2867,2,"$272"
"East Haven School District","=""0440011""","Other","$94,813",2867,2,"$33"
"East Haven School District","=""0440011""","Total","$61,282,763",3228,1,"$18,985"
"East Lyme School District","=""0450011""","Salaries","$35,011,565",2496,2,"$14,027"
"East Lyme School District","=""0450011""","Employee Benefits","$10,050,103",2496,2,"$4,026"
"East Lyme School District","=""0450011""","Purchased Services","$9,970,010",2496,2,"$3,994"
"East Lyme School District","=""0450011""","Tuition","$1,319,202",57,4,"$23,144"
"East Lyme School District","=""0450011""","Supplies","$1,490,398",2496,2,"$597"
"East Lyme School District","=""0450011""","Property","$1,727,547",2496,2,"$692"
"East Lyme School District","=""0450011""","Other","$95,716",2496,2,"$38"
"East Lyme School District","=""0450011""","Total","$59,664,541",2553,1,"$23,370"
"East Windsor School District","=""0470011""","Salaries","$18,919,787",1048,2,"$18,053"
"East Windsor School District","=""0470011""","Employee Benefits","$5,055,284",1048,2,"$4,824"
"East Windsor School District","=""0470011""","Purchased Services","$3,394,303",1048,2,"$3,239"
"East Windsor School District","=""0470011""","Tuition","$1,726,987",136,4,"$12,698"
"East Windsor School District","=""0470011""","Supplies","$1,491,481",1048,2,"$1,423"
"East Windsor School District","=""0470011""","Property","$90,823",1048,2,"$87"
"East Windsor School District","=""0470011""","Other","$45,339",1048,2,"$43"
"East Windsor School District","=""0470011""","Total","$30,724,004",1184,1,"$25,949"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Salaries","$13,687,956",368,2,"$37,196"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$3,064,804",368,2,"$8,328"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services","$784,565",368,2,"$2,132"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Tuition","$0",0,4,"$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$280,650",368,2,"$763"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property","$129,979",368,2,"$353"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other","$23,291",368,2,"$63"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$17,971,245",368,1,"$48,835"
"Eastford School District","=""0390011""","Salaries","$2,355,636",173,2,"$13,616"
"Eastford School District","=""0390011""","Employee Benefits","$601,833",173,2,"$3,479"
"Eastford School District","=""0390011""","Purchased Services","$598,349",173,2,"$3,459"
"Eastford School District","=""0390011""","Tuition","$1,187,973",49,4,"$24,244"
"Eastford School District","=""0390011""","Supplies","$182,964",173,2,"$1,058"
"Eastford School District","=""0390011""","Property","$18,245",173,2,"$105"
"Eastford School District","=""0390011""","Other","$2,352",173,2,"$14"
"Eastford School District","=""0390011""","Total","$4,947,351",222,1,"$22,285"
"Easton School District","=""0460011""","Salaries","$12,441,091",903,2,"$13,778"
"Easton School District","=""0460011""","Employee Benefits","$3,415,845",903,2,"$3,783"
"Easton School District","=""0460011""","Purchased Services","$2,946,594",903,2,"$3,263"
"Easton School District","=""0460011""","Supplies","$826,394",903,2,"$915"
"Easton School District","=""0460011""","Property","$332,847",903,2,"$369"
"Easton School District","=""0460011""","Other � Includes Tuition","$511,729",906,1,"$565"
"Easton School District","=""0460011""","Total","$20,474,499",906,1,"$22,599"
"EdAdvance","=""2420014""","Salaries","$9,715,541",288,2,"$33,735"
"EdAdvance","=""2420014""","Employee Benefits","$2,455,963",288,2,"$8,528"
"EdAdvance","=""2420014""","Purchased Services","$2,473,665",288,2,"$8,589"
"EdAdvance","=""2420014""","Tuition","$0",0,4,"$0"
"EdAdvance","=""2420014""","Supplies","$388,360",288,2,"$1,348"
"EdAdvance","=""2420014""","Property","$102,896",288,2,"$357"
"EdAdvance","=""2420014""","Other","$2,007,690",288,2,"$6,971"
"EdAdvance","=""2420014""","Total","$17,144,115",288,1,"$59,528"
"Ellington School District","=""0480011""","Salaries","$31,876,273",2545,2,"$12,525"
"Ellington School District","=""0480011""","Employee Benefits","$8,794,638",2545,2,"$3,456"
"Ellington School District","=""0480011""","Purchased Services","$5,747,539",2545,2,"$2,258"
"Ellington School District","=""0480011""","Tuition","$1,885,219",95,4,"$19,844"
"Ellington School District","=""0480011""","Supplies","$1,917,193",2545,2,"$753"
"Ellington School District","=""0480011""","Property","$123,118",2545,2,"$48"
"Ellington School District","=""0480011""","Other","$96,323",2545,2,"$38"
"Ellington School District","=""0480011""","Total","$50,440,303",2640,1,"$19,106"
"Elm City College Preparatory School District","=""2890013""","Salaries","$7,108,570",775,2,"$9,172"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$1,352,102",775,2,"$1,745"
"Elm City College Preparatory School District","=""2890013""","Purchased Services","$3,742,254",775,2,"$4,829"
"Elm City College Preparatory School District","=""2890013""","Tuition","$0",0,4,"$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$174,028",775,2,"$225"
"Elm City College Preparatory School District","=""2890013""","Property","$473,650",775,2,"$611"
"Elm City College Preparatory School District","=""2890013""","Other","$19,210",775,2,"$25"
"Elm City College Preparatory School District","=""2890013""","Total","$12,869,813",775,1,"$16,606"
"Elm City Montessori School District","=""2910013""","Salaries","$3,197,335",305,2,"$10,483"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$1,032,537",305,2,"$3,385"
"Elm City Montessori School District","=""2910013""","Purchased Services","$618,783",305,2,"$2,029"
"Elm City Montessori School District","=""2910013""","Tuition","$0",0,4,"$0"
"Elm City Montessori School District","=""2910013""","Supplies","$129,990",305,2,"$426"
"Elm City Montessori School District","=""2910013""","Property","$451,100",305,2,"$1,479"
"Elm City Montessori School District","=""2910013""","Other","$443",305,2,"$1"
"Elm City Montessori School District","=""2910013""","Total","$5,430,188",305,1,"$17,804"
"Enfield School District","=""0490011""","Salaries","$61,856,500",4805,2,"$12,873"
"Enfield School District","=""0490011""","Employee Benefits","$10,546,711",4805,2,"$2,195"
"Enfield School District","=""0490011""","Purchased Services","$11,700,402",4805,2,"$2,435"
"Enfield School District","=""0490011""","Tuition","$4,928,638",228,4,"$21,617"
"Enfield School District","=""0490011""","Supplies","$3,161,554",4805,2,"$658"
"Enfield School District","=""0490011""","Property","$918,996",4805,2,"$191"
"Enfield School District","=""0490011""","Other","$1,413,844",4805,2,"$294"
"Enfield School District","=""0490011""","Total","$94,526,645",5033,1,"$18,781"
"Essex School District","=""0500011""","Salaries","$5,162,105",299,2,"$17,265"
"Essex School District","=""0500011""","Employee Benefits","$1,628,471",299,2,"$5,446"
"Essex School District","=""0500011""","Purchased Services","$951,138",299,2,"$3,181"
"Essex School District","=""0500011""","Supplies","$308,813",299,2,"$1,033"
"Essex School District","=""0500011""","Property","$2,932",299,2,"$10"
"Essex School District","=""0500011""","Other � Includes Tuition","$277,966",301,1,"$923"
"Essex School District","=""0500011""","Total","$8,331,424",301,1,"$27,679"
"Explorations District","=""2720013""","Salaries","$1,186,683",88,2,"$13,485"
"Explorations District","=""2720013""","Employee Benefits","$129,481",88,2,"$1,471"
"Explorations District","=""2720013""","Purchased Services","$234,828",88,2,"$2,669"
"Explorations District","=""2720013""","Tuition","$0",0,4,"$0"
"Explorations District","=""2720013""","Supplies","$18,570",88,2,"$211"
"Explorations District","=""2720013""","Property","$92,190",88,2,"$1,048"
"Explorations District","=""2720013""","Other","$18,559",88,2,"$211"
"Explorations District","=""2720013""","Total","$1,680,311",88,1,"$19,094"
"Fairfield School District","=""0510011""","Salaries","$135,090,776",9281,2,"$14,556"
"Fairfield School District","=""0510011""","Employee Benefits","$37,608,409",9281,2,"$4,052"
"Fairfield School District","=""0510011""","Purchased Services","$29,129,512",9281,2,"$3,139"
"Fairfield School District","=""0510011""","Tuition","$12,609,083",128,4,"$98,508"
"Fairfield School District","=""0510011""","Supplies","$10,494,848",9281,2,"$1,131"
"Fairfield School District","=""0510011""","Property","$1,920,509",9281,2,"$207"
"Fairfield School District","=""0510011""","Other","$25,669",9281,2,"$3"
"Fairfield School District","=""0510011""","Total","$226,878,807",9409,1,"$24,113"
"Farmington School District","=""0520011""","Salaries","$52,504,345",4181,2,"$12,558"
"Farmington School District","=""0520011""","Employee Benefits","$14,534,400",4181,2,"$3,476"
"Farmington School District","=""0520011""","Purchased Services","$9,712,729",4181,2,"$2,323"
"Farmington School District","=""0520011""","Tuition","$3,841,028",97,4,"$39,598"
"Farmington School District","=""0520011""","Supplies","$3,535,724",4181,2,"$846"
"Farmington School District","=""0520011""","Property","$1,287,625",4181,2,"$308"
"Farmington School District","=""0520011""","Other","$83,023",4181,2,"$20"
"Farmington School District","=""0520011""","Total","$85,498,874",4278,1,"$19,986"
"Franklin School District","=""0530011""","Salaries","$2,530,855",191,2,"$13,251"
"Franklin School District","=""0530011""","Employee Benefits","$492,821",191,2,"$2,580"
"Franklin School District","=""0530011""","Purchased Services","$876,154",191,2,"$4,587"
"Franklin School District","=""0530011""","Tuition","$1,184,475",69,4,"$17,166"
"Franklin School District","=""0530011""","Supplies","$58,628",191,2,"$307"
"Franklin School District","=""0530011""","Property","$13,405",191,2,"$70"
"Franklin School District","=""0530011""","Other","$4,338",191,2,"$23"
"Franklin School District","=""0530011""","Total","$5,160,677",260,1,"$19,849"
"Glastonbury School District","=""0540011""","Salaries","$84,329,086",5662,2,"$14,894"
"Glastonbury School District","=""0540011""","Employee Benefits","$21,463,088",5662,2,"$3,791"
"Glastonbury School District","=""0540011""","Purchased Services","$5,286,679",5662,2,"$934"
"Glastonbury School District","=""0540011""","Tuition","$5,714,455",208,4,"$27,473"
"Glastonbury School District","=""0540011""","Supplies","$6,862,473",5662,2,"$1,212"
"Glastonbury School District","=""0540011""","Property","$2,603,023",5662,2,"$460"
"Glastonbury School District","=""0540011""","Other","$209,472",5662,2,"$37"
"Glastonbury School District","=""0540011""","Total","$126,468,276",5870,1,"$21,545"
"Goodwin University Educational Services (GUES)","=""2310018""","Salaries","$13,340,604",1239,2,"$10,767"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$1,544,811",1239,2,"$1,247"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services","$4,735,997",1239,2,"$3,822"
"Goodwin University Educational Services (GUES)","=""2310018""","Tuition","$565,000",0,4,"$565,000"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$1,653,824",1239,2,"$1,335"
"Goodwin University Educational Services (GUES)","=""2310018""","Property","$2,050,728",1239,2,"$1,655"
"Goodwin University Educational Services (GUES)","=""2310018""","Other","$1,052,156",1239,2,"$849"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$24,943,120",1239,1,"$20,132"
"Granby School District","=""0560011""","Salaries","$22,191,381",1729,2,"$12,835"
"Granby School District","=""0560011""","Employee Benefits","$5,767,286",1729,2,"$3,336"
"Granby School District","=""0560011""","Purchased Services","$4,741,854",1729,2,"$2,743"
"Granby School District","=""0560011""","Tuition","$2,557,652",76,4,"$33,653"
"Granby School District","=""0560011""","Supplies","$1,720,820",1729,2,"$995"
"Granby School District","=""0560011""","Property","$673,570",1729,2,"$390"
"Granby School District","=""0560011""","Other","$181,493",1729,2,"$105"
"Granby School District","=""0560011""","Total","$37,834,056",1805,1,"$20,961"
"Great Oaks Charter School District","=""2940013""","Salaries","$5,888,617",659,2,"$8,936"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$974,281",659,2,"$1,478"
"Great Oaks Charter School District","=""2940013""","Purchased Services","$4,247,239",659,2,"$6,445"
"Great Oaks Charter School District","=""2940013""","Tuition","$0",0,4,"$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$581,411",659,2,"$882"
"Great Oaks Charter School District","=""2940013""","Property","$72,589",659,2,"$110"
"Great Oaks Charter School District","=""2940013""","Other","$0",659,2,"$0"
"Great Oaks Charter School District","=""2940013""","Total","$11,764,137",659,1,"$17,851"
"Greenwich School District","=""0570011""","Salaries","$149,351,088",8561,2,"$17,446"
"Greenwich School District","=""0570011""","Employee Benefits","$45,325,052",8561,2,"$5,294"
"Greenwich School District","=""0570011""","Purchased Services","$23,644,128",8561,2,"$2,762"
"Greenwich School District","=""0570011""","Tuition","$11,063,257",44,4,"$251,438"
"Greenwich School District","=""0570011""","Supplies","$9,299,051",8561,2,"$1,086"
"Greenwich School District","=""0570011""","Property","$455,793",8561,2,"$53"
"Greenwich School District","=""0570011""","Other","$6,000",8561,2,"$1"
"Greenwich School District","=""0570011""","Total","$239,144,369",8605,1,"$27,791"
"Griswold School District","=""0580011""","Salaries","$19,680,906",1760,2,"$11,182"
"Griswold School District","=""0580011""","Employee Benefits","$6,153,247",1760,2,"$3,496"
"Griswold School District","=""0580011""","Purchased Services","$5,363,470",1760,2,"$3,047"
"Griswold School District","=""0580011""","Tuition","$2,242,199",63,4,"$35,590"
"Griswold School District","=""0580011""","Supplies","$1,554,659",1760,2,"$883"
"Griswold School District","=""0580011""","Property","$100,988",1760,2,"$57"
"Griswold School District","=""0580011""","Other","$50,647",1760,2,"$29"
"Griswold School District","=""0580011""","Total","$35,146,116",1823,1,"$19,279"
"Groton School District","=""0590011""","Salaries","$57,209,697",4077,2,"$14,032"
"Groton School District","=""0590011""","Employee Benefits","$9,837,372",4077,2,"$2,413"
"Groton School District","=""0590011""","Purchased Services","$12,964,569",4077,2,"$3,180"
"Groton School District","=""0590011""","Tuition","$4,592,428",336,4,"$13,668"
"Groton School District","=""0590011""","Supplies","$3,601,290",4077,2,"$883"
"Groton School District","=""0590011""","Property","$135,809",4077,2,"$33"
"Groton School District","=""0590011""","Other","$160,532",4077,2,"$39"
"Groton School District","=""0590011""","Total","$88,501,698",4413,1,"$20,055"
"Guilford School District","=""0600011""","Salaries","$41,554,713",3107,2,"$13,375"
"Guilford School District","=""0600011""","Employee Benefits","$12,607,486",3107,2,"$4,058"
"Guilford School District","=""0600011""","Purchased Services","$9,565,509",3107,2,"$3,079"
"Guilford School District","=""0600011""","Tuition","$3,237,415",48,4,"$67,446"
"Guilford School District","=""0600011""","Supplies","$2,966,274",3107,2,"$955"
"Guilford School District","=""0600011""","Property","$1,270,618",3107,2,"$409"
"Guilford School District","=""0600011""","Other","$0",3107,2,"$0"
"Guilford School District","=""0600011""","Total","$71,202,015",3155,1,"$22,568"
"Hamden School District","=""0620011""","Salaries","$70,079,879",5371,2,"$13,048"
"Hamden School District","=""0620011""","Employee Benefits","$37,544,409",5371,2,"$6,990"
"Hamden School District","=""0620011""","Purchased Services","$16,977,433",5371,2,"$3,161"
"Hamden School District","=""0620011""","Tuition","$21,440,917",1026,4,"$20,898"
"Hamden School District","=""0620011""","Supplies","$2,211,654",5371,2,"$412"
"Hamden School District","=""0620011""","Property","$377,486",5371,2,"$70"
"Hamden School District","=""0620011""","Other","$56,958",5371,2,"$11"
"Hamden School District","=""0620011""","Total","$148,688,736",6397,1,"$23,244"
"Hampton School District","=""0630011""","Salaries","$1,208,903",73,2,"$16,560"
"Hampton School District","=""0630011""","Employee Benefits","$298,715",73,2,"$4,092"
"Hampton School District","=""0630011""","Purchased Services","$562,466",73,2,"$7,705"
"Hampton School District","=""0630011""","Tuition","$142,561",11,4,"$12,960"
"Hampton School District","=""0630011""","Supplies","$175,854",73,2,"$2,409"
"Hampton School District","=""0630011""","Property","$29,609",73,2,"$406"
"Hampton School District","=""0630011""","Other","$6,390",73,2,"$88"
"Hampton School District","=""0630011""","Total","$2,424,498",84,1,"$28,863"
"Hartford School District","=""0640011""","Salaries","$222,862,863",16494,2,"$13,512"
"Hartford School District","=""0640011""","Employee Benefits","$50,136,251",16494,2,"$3,040"
"Hartford School District","=""0640011""","Purchased Services","$78,052,975",16494,2,"$4,732"
"Hartford School District","=""0640011""","Tuition","$115,568,993",5037,4,"$22,944"
"Hartford School District","=""0640011""","Supplies","$19,098,368",16494,2,"$1,158"
"Hartford School District","=""0640011""","Property","$10,408,730",16494,2,"$631"
"Hartford School District","=""0640011""","Other","$1,138,300",16494,2,"$69"
"Hartford School District","=""0640011""","Total","$497,266,479",21531,1,"$23,095"
"Hartland School District","=""0650011""","Salaries","$2,256,120",109,2,"$20,698"
"Hartland School District","=""0650011""","Employee Benefits","$443,018",109,2,"$4,064"
"Hartland School District","=""0650011""","Purchased Services","$1,198,906",109,2,"$10,999"
"Hartland School District","=""0650011""","Tuition","$1,756,300",79,4,"$22,232"
"Hartland School District","=""0650011""","Supplies","$198,940",109,2,"$1,825"
"Hartland School District","=""0650011""","Property","$0",109,2,"$0"
"Hartland School District","=""0650011""","Other","$10,428",109,2,"$96"
"Hartland School District","=""0650011""","Total","$5,863,712",188,1,"$31,190"
"Hebron School District","=""0670011""","Salaries","$9,053,784",701,2,"$12,916"
"Hebron School District","=""0670011""","Employee Benefits","$2,219,020",701,2,"$3,166"
"Hebron School District","=""0670011""","Purchased Services","$1,322,863",701,2,"$1,887"
"Hebron School District","=""0670011""","Tuition","$500,363",8,4,"$62,545"
"Hebron School District","=""0670011""","Supplies","$612,390",701,2,"$874"
"Hebron School District","=""0670011""","Property","$334,217",701,2,"$477"
"Hebron School District","=""0670011""","Other","$7,077",701,2,"$10"
"Hebron School District","=""0670011""","Total","$14,049,715",709,1,"$19,816"
"Highville Charter School District","=""2860013""","Salaries","$4,166,301",504,2,"$8,266"
"Highville Charter School District","=""2860013""","Employee Benefits","$679,226",504,2,"$1,348"
"Highville Charter School District","=""2860013""","Purchased Services","$877,319",504,2,"$1,741"
"Highville Charter School District","=""2860013""","Tuition","$0",0,4,"$0"
"Highville Charter School District","=""2860013""","Supplies","$634,750",504,2,"$1,259"
"Highville Charter School District","=""2860013""","Property","$246,490",504,2,"$489"
"Highville Charter School District","=""2860013""","Other","$50,225",504,2,"$100"
"Highville Charter School District","=""2860013""","Total","$6,654,311",504,1,"$13,203"
"Integrated Day Charter School District","=""2640013""","Salaries","$3,643,356",362,2,"$10,065"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$558,466",362,2,"$1,543"
"Integrated Day Charter School District","=""2640013""","Purchased Services","$434,034",362,2,"$1,199"
"Integrated Day Charter School District","=""2640013""","Tuition","$0",0,4,"$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$267,038",362,2,"$738"
"Integrated Day Charter School District","=""2640013""","Property","$373,755",362,2,"$1,032"
"Integrated Day Charter School District","=""2640013""","Other","$93,659",362,2,"$259"
"Integrated Day Charter School District","=""2640013""","Total","$5,370,308",362,1,"$14,835"
"Interdistrict School for Arts and Comm District","=""2650013""","Salaries","$3,606,791",279,2,"$12,928"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$566,614",279,2,"$2,031"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services","$372,421",279,2,"$1,335"
"Interdistrict School for Arts and Comm District","=""2650013""","Tuition","$0",0,4,"$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$94,422",279,2,"$338"
"Interdistrict School for Arts and Comm District","=""2650013""","Property","$200,246",279,2,"$718"
"Interdistrict School for Arts and Comm District","=""2650013""","Other","$24,715",279,2,"$89"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$4,865,210",279,1,"$17,438"
"Jumoke Academy District","=""2610013""","Salaries","$5,635,273",619,2,"$9,104"
"Jumoke Academy District","=""2610013""","Employee Benefits","$1,308,219",619,2,"$2,113"
"Jumoke Academy District","=""2610013""","Purchased Services","$2,483,820",619,2,"$4,013"
"Jumoke Academy District","=""2610013""","Tuition","$0",0,4,"$0"
"Jumoke Academy District","=""2610013""","Supplies","$829,108",619,2,"$1,339"
"Jumoke Academy District","=""2610013""","Property","$322,522",619,2,"$521"
"Jumoke Academy District","=""2610013""","Other","$20,692",619,2,"$33"
"Jumoke Academy District","=""2610013""","Total","$10,599,635",619,1,"$17,124"
"Kent School District","=""0680011""","Salaries","$3,535,670",191,2,"$18,511"
"Kent School District","=""0680011""","Employee Benefits","$1,274,330",191,2,"$6,672"
"Kent School District","=""0680011""","Purchased Services","$791,430",191,2,"$4,144"
"Kent School District","=""0680011""","Supplies","$307,395",191,2,"$1,609"
"Kent School District","=""0680011""","Property","$60,736",191,2,"$318"
"Kent School District","=""0680011""","Other � Includes Tuition","$49,257",192,1,"$257"
"Kent School District","=""0680011""","Total","$6,018,817",192,1,"$31,348"
"Killingly School District","=""0690011""","Salaries","$30,217,900",2387,2,"$12,659"
"Killingly School District","=""0690011""","Employee Benefits","$6,845,945",2387,2,"$2,868"
"Killingly School District","=""0690011""","Purchased Services","$6,083,701",2387,2,"$2,549"
"Killingly School District","=""0690011""","Tuition","$4,528,163",101,4,"$44,833"
"Killingly School District","=""0690011""","Supplies","$1,782,491",2387,2,"$747"
"Killingly School District","=""0690011""","Property","$2,602,214",2387,2,"$1,090"
"Killingly School District","=""0690011""","Other","$160,458",2387,2,"$67"
"Killingly School District","=""0690011""","Total","$52,220,871",2488,1,"$20,989"
"Learn","=""2450014""","Salaries","$21,308,375",1395,2,"$15,275"
"Learn","=""2450014""","Employee Benefits","$3,792,301",1395,2,"$2,718"
"Learn","=""2450014""","Purchased Services","$6,096,088",1395,2,"$4,370"
"Learn","=""2450014""","Tuition","$225,686",0,4,"$225,686"
"Learn","=""2450014""","Supplies","$1,035,538",1395,2,"$742"
"Learn","=""2450014""","Property","$1,021,148",1395,2,"$732"
"Learn","=""2450014""","Other","$17,161",1395,2,"$12"
"Learn","=""2450014""","Total","$33,496,297",1395,1,"$24,012"
"Lebanon School District","=""0710011""","Salaries","$13,275,652",979,2,"$13,560"
"Lebanon School District","=""0710011""","Employee Benefits","$3,982,898",979,2,"$4,068"
"Lebanon School District","=""0710011""","Purchased Services","$2,967,031",979,2,"$3,031"
"Lebanon School District","=""0710011""","Tuition","$1,186,369",25,4,"$47,455"
"Lebanon School District","=""0710011""","Supplies","$953,403",979,2,"$974"
"Lebanon School District","=""0710011""","Property","$1,186,528",979,2,"$1,212"
"Lebanon School District","=""0710011""","Other","$59,363",979,2,"$61"
"Lebanon School District","=""0710011""","Total","$23,611,245",1004,1,"$23,517"
"Ledyard School District","=""0720011""","Salaries","$27,730,996",2430,2,"$11,412"
"Ledyard School District","=""0720011""","Employee Benefits","$6,212,960",2430,2,"$2,557"
"Ledyard School District","=""0720011""","Purchased Services","$6,771,299",2430,2,"$2,787"
"Ledyard School District","=""0720011""","Tuition","$3,001,594",127,4,"$23,635"
"Ledyard School District","=""0720011""","Supplies","$2,101,296",2430,2,"$865"
"Ledyard School District","=""0720011""","Property","$314,381",2430,2,"$129"
"Ledyard School District","=""0720011""","Other","$129,607",2430,2,"$53"
"Ledyard School District","=""0720011""","Total","$46,262,133",2557,1,"$18,092"
"Lisbon School District","=""0730011""","Salaries","$4,840,532",434,2,"$11,153"
"Lisbon School District","=""0730011""","Employee Benefits","$1,209,728",434,2,"$2,787"
"Lisbon School District","=""0730011""","Purchased Services","$1,986,951",434,2,"$4,578"
"Lisbon School District","=""0730011""","Tuition","$3,351,718",172,4,"$19,487"
"Lisbon School District","=""0730011""","Supplies","$54,416",434,2,"$125"
"Lisbon School District","=""0730011""","Property","$21,842",434,2,"$50"
"Lisbon School District","=""0730011""","Other","$231,183",434,2,"$533"
"Lisbon School District","=""0730011""","Total","$11,696,370",606,1,"$19,301"
"Litchfield School District","=""0740011""","Salaries","$13,076,864",815,2,"$16,045"
"Litchfield School District","=""0740011""","Employee Benefits","$3,981,844",815,2,"$4,886"
"Litchfield School District","=""0740011""","Purchased Services","$2,288,470",815,2,"$2,808"
"Litchfield School District","=""0740011""","Tuition","$925,804",25,4,"$37,032"
"Litchfield School District","=""0740011""","Supplies","$814,110",815,2,"$999"
"Litchfield School District","=""0740011""","Property","$74,628",815,2,"$92"
"Litchfield School District","=""0740011""","Other","$107,947",815,2,"$132"
"Litchfield School District","=""0740011""","Total","$21,269,668",840,1,"$25,321"
"Madison School District","=""0760011""","Salaries","$36,372,889",2414,2,"$15,067"
"Madison School District","=""0760011""","Employee Benefits","$11,243,297",2414,2,"$4,658"
"Madison School District","=""0760011""","Purchased Services","$8,742,202",2414,2,"$3,621"
"Madison School District","=""0760011""","Tuition","$3,492,470",39,4,"$89,551"
"Madison School District","=""0760011""","Supplies","$2,131,507",2414,2,"$883"
"Madison School District","=""0760011""","Property","$1,118,906",2414,2,"$464"
"Madison School District","=""0760011""","Other","$256,809",2414,2,"$106"
"Madison School District","=""0760011""","Total","$63,358,079",2453,1,"$25,829"
"Manchester School District","=""0770011""","Salaries","$89,901,951",6113,2,"$14,707"
"Manchester School District","=""0770011""","Employee Benefits","$26,894,655",6113,2,"$4,400"
"Manchester School District","=""0770011""","Purchased Services","$17,439,896",6113,2,"$2,853"
"Manchester School District","=""0770011""","Tuition","$10,815,834",1412,4,"$7,660"
