"Special Education Expenditures, 2023-24"
"All Districts"

"District","District Code","Description","Amount"
"Rocky Hill School District","=""1190011""","Other Salaries","$677,052"
"Rocky Hill School District","=""1190011""","Employee Benefits","$1,674,427"
"Rocky Hill School District","=""1190011""","Purchased Services Other Than Transportation","$790,072"
"Rocky Hill School District","=""1190011""","Special Education Tuition","$1,312,599"
"Rocky Hill School District","=""1190011""","Supplies","$35,659"
"Rocky Hill School District","=""1190011""","Property Services","$0"
"Rocky Hill School District","=""1190011""","Purchased Services For Transportation","$905,430"
"Rocky Hill School District","=""1190011""","Equipment","$17,409"
"Rocky Hill School District","=""1190011""","All Other Expenditures","$91"
"Rocky Hill School District","=""1190011""","Total","$12,342,794"
"Salem School District","=""1210011""","Teacher Salaries","$559,913"
"Salem School District","=""1210011""","Instructional Aide Salaries","$218,757"
"Salem School District","=""1210011""","Other Salaries","$0"
"Salem School District","=""1210011""","Employee Benefits","$202,575"
"Salem School District","=""1210011""","Purchased Services Other Than Transportation","$326,733"
"Salem School District","=""1210011""","Special Education Tuition","$1,205,007"
"Salem School District","=""1210011""","Supplies","$10,391"
"Salem School District","=""1210011""","Property Services","$0"
"Salem School District","=""1210011""","Purchased Services For Transportation","$322,033"
"Salem School District","=""1210011""","Equipment","$1,786"
"Salem School District","=""1210011""","All Other Expenditures","$0"
"Salem School District","=""1210011""","Total","$2,847,195"
"Salisbury School District","=""1220011""","Teacher Salaries","$763,739"
"Salisbury School District","=""1220011""","Instructional Aide Salaries","$125,402"
"Salisbury School District","=""1220011""","Other Salaries","$229,942"
"Salisbury School District","=""1220011""","Employee Benefits","$372,053"
"Salisbury School District","=""1220011""","Purchased Services Other Than Transportation","$105,450"
"Salisbury School District","=""1220011""","Special Education Tuition","$43,928"
"Salisbury School District","=""1220011""","Supplies","$10,192"
"Salisbury School District","=""1220011""","Property Services","$0"
"Salisbury School District","=""1220011""","Purchased Services For Transportation","$96,306"
"Salisbury School District","=""1220011""","Equipment","$2,666"
"Salisbury School District","=""1220011""","All Other Expenditures","$0"
"Salisbury School District","=""1220011""","Total","$1,749,677"
"Scotland School District","=""1230011""","Teacher Salaries","$174,957"
"Scotland School District","=""1230011""","Instructional Aide Salaries","$216,573"
"Scotland School District","=""1230011""","Other Salaries","$28,473"
"Scotland School District","=""1230011""","Employee Benefits","$20,401"
"Scotland School District","=""1230011""","Purchased Services Other Than Transportation","$18,515"
"Scotland School District","=""1230011""","Special Education Tuition","$7,930"
"Scotland School District","=""1230011""","Supplies","$9,850"
"Scotland School District","=""1230011""","Property Services","$0"
"Scotland School District","=""1230011""","Purchased Services For Transportation","$17,259"
"Scotland School District","=""1230011""","Equipment","$567"
"Scotland School District","=""1230011""","All Other Expenditures","$0"
"Scotland School District","=""1230011""","Total","$494,525"
"Seymour School District","=""1240011""","Teacher Salaries","$3,202,366"
"Seymour School District","=""1240011""","Instructional Aide Salaries","$1,144,121"
"Seymour School District","=""1240011""","Other Salaries","$260,837"
"Seymour School District","=""1240011""","Employee Benefits","$624,732"
"Seymour School District","=""1240011""","Purchased Services Other Than Transportation","$683,283"
"Seymour School District","=""1240011""","Special Education Tuition","$2,393,801"
"Seymour School District","=""1240011""","Supplies","$26,060"
"Seymour School District","=""1240011""","Property Services","$0"
"Seymour School District","=""1240011""","Purchased Services For Transportation","$1,429,336"
"Seymour School District","=""1240011""","Equipment","$5,000"
"Seymour School District","=""1240011""","All Other Expenditures","$400"
"Seymour School District","=""1240011""","Total","$9,769,937"
"Sharon School District","=""1250011""","Teacher Salaries","$221,917"
"Sharon School District","=""1250011""","Instructional Aide Salaries","$22,689"
"Sharon School District","=""1250011""","Other Salaries","$67,098"
"Sharon School District","=""1250011""","Employee Benefits","$107,338"
"Sharon School District","=""1250011""","Purchased Services Other Than Transportation","$23,787"
"Sharon School District","=""1250011""","Special Education Tuition","$7,948"
"Sharon School District","=""1250011""","Supplies","$2,748"
"Sharon School District","=""1250011""","Property Services","$0"
"Sharon School District","=""1250011""","Purchased Services For Transportation","$30,607"
"Sharon School District","=""1250011""","Equipment","$515"
"Sharon School District","=""1250011""","All Other Expenditures","$0"
"Sharon School District","=""1250011""","Total","$484,646"
"Shelton School District","=""1260011""","Teacher Salaries","$7,593,988"
"Shelton School District","=""1260011""","Instructional Aide Salaries","$2,120,663"
"Shelton School District","=""1260011""","Other Salaries","$395,761"
"Shelton School District","=""1260011""","Employee Benefits","$9,751,735"
"Shelton School District","=""1260011""","Purchased Services Other Than Transportation","$625,553"
"Shelton School District","=""1260011""","Special Education Tuition","$4,804,286"
"Shelton School District","=""1260011""","Supplies","$58,064"
"Shelton School District","=""1260011""","Property Services","$0"
"Shelton School District","=""1260011""","Purchased Services For Transportation","$2,129,913"
"Shelton School District","=""1260011""","Equipment","$0"
"Shelton School District","=""1260011""","All Other Expenditures","$0"
"Shelton School District","=""1260011""","Total","$27,479,963"
"Sherman School District","=""1270011""","Teacher Salaries","$423,344"
"Sherman School District","=""1270011""","Instructional Aide Salaries","$298,433"
"Sherman School District","=""1270011""","Other Salaries","$355,224"
"Sherman School District","=""1270011""","Employee Benefits","$190,958"
"Sherman School District","=""1270011""","Purchased Services Other Than Transportation","$90,996"
"Sherman School District","=""1270011""","Special Education Tuition","$418,436"
"Sherman School District","=""1270011""","Supplies","$8,233"
"Sherman School District","=""1270011""","Property Services","$0"
"Sherman School District","=""1270011""","Purchased Services For Transportation","$57,389"
"Sherman School District","=""1270011""","Equipment","$0"
"Sherman School District","=""1270011""","All Other Expenditures","$250"
"Sherman School District","=""1270011""","Total","$1,843,262"
"Side By Side Charter School District","=""2700013""","Teacher Salaries","$146,815"
"Side By Side Charter School District","=""2700013""","Instructional Aide Salaries","$0"
"Side By Side Charter School District","=""2700013""","Other Salaries","$0"
"Side By Side Charter School District","=""2700013""","Employee Benefits","$17,317"
"Side By Side Charter School District","=""2700013""","Purchased Services Other Than Transportation","$0"
"Side By Side Charter School District","=""2700013""","Special Education Tuition","$0"
"Side By Side Charter School District","=""2700013""","Supplies","$0"
"Side By Side Charter School District","=""2700013""","Property Services","$0"
"Side By Side Charter School District","=""2700013""","Purchased Services For Transportation","$0"
"Side By Side Charter School District","=""2700013""","Equipment","$0"
"Side By Side Charter School District","=""2700013""","All Other Expenditures","$0"
"Side By Side Charter School District","=""2700013""","Total","$164,132"
"Simsbury School District","=""1280011""","Teacher Salaries","$7,898,005"
"Simsbury School District","=""1280011""","Instructional Aide Salaries","$3,435,958"
"Simsbury School District","=""1280011""","Other Salaries","$442,524"
"Simsbury School District","=""1280011""","Employee Benefits","$2,368,257"
"Simsbury School District","=""1280011""","Purchased Services Other Than Transportation","$2,429,218"
"Simsbury School District","=""1280011""","Special Education Tuition","$4,759,595"
"Simsbury School District","=""1280011""","Supplies","$144,007"
"Simsbury School District","=""1280011""","Property Services","$19,320"
"Simsbury School District","=""1280011""","Purchased Services For Transportation","$1,875,373"
"Simsbury School District","=""1280011""","Equipment","$33,267"
"Simsbury School District","=""1280011""","All Other Expenditures","$0"
"Simsbury School District","=""1280011""","Total","$23,405,525"
"Somers School District","=""1290011""","Teacher Salaries","$2,244,914"
"Somers School District","=""1290011""","Instructional Aide Salaries","$1,322,262"
"Somers School District","=""1290011""","Other Salaries","$492,153"
"Somers School District","=""1290011""","Employee Benefits","$1,139,022"
"Somers School District","=""1290011""","Purchased Services Other Than Transportation","$213,747"
"Somers School District","=""1290011""","Special Education Tuition","$805,335"
"Somers School District","=""1290011""","Supplies","$34,716"
"Somers School District","=""1290011""","Property Services","$0"
"Somers School District","=""1290011""","Purchased Services For Transportation","$558,155"
"Somers School District","=""1290011""","Equipment","$451"
"Somers School District","=""1290011""","All Other Expenditures","$250"
"Somers School District","=""1290011""","Total","$6,811,003"
"South Windsor School District","=""1320011""","Teacher Salaries","$6,958,479"
"South Windsor School District","=""1320011""","Instructional Aide Salaries","$3,422,049"
"South Windsor School District","=""1320011""","Other Salaries","$1,809,698"
"South Windsor School District","=""1320011""","Employee Benefits","$2,286,736"
"South Windsor School District","=""1320011""","Purchased Services Other Than Transportation","$1,811,503"
"South Windsor School District","=""1320011""","Special Education Tuition","$3,813,397"
"South Windsor School District","=""1320011""","Supplies","$132,424"
"South Windsor School District","=""1320011""","Property Services","$32,452"
"South Windsor School District","=""1320011""","Purchased Services For Transportation","$1,995,812"
"South Windsor School District","=""1320011""","Equipment","$445,893"
"South Windsor School District","=""1320011""","All Other Expenditures","$3,727"
"South Windsor School District","=""1320011""","Total","$22,712,170"
"Southington School District","=""1310011""","Teacher Salaries","$10,901,499"
"Southington School District","=""1310011""","Instructional Aide Salaries","$6,617,810"
"Southington School District","=""1310011""","Other Salaries","$1,874,664"
"Southington School District","=""1310011""","Employee Benefits","$6,689,854"
"Southington School District","=""1310011""","Purchased Services Other Than Transportation","$1,431,413"
"Southington School District","=""1310011""","Special Education Tuition","$6,032,288"
"Southington School District","=""1310011""","Supplies","$183,767"
"Southington School District","=""1310011""","Property Services","$91,025"
"Southington School District","=""1310011""","Purchased Services For Transportation","$2,897,574"
"Southington School District","=""1310011""","Equipment","$14,119"
"Southington School District","=""1310011""","All Other Expenditures","$2,850"
"Southington School District","=""1310011""","Total","$36,736,864"
"Sprague School District","=""1330011""","Teacher Salaries","$294,547"
"Sprague School District","=""1330011""","Instructional Aide Salaries","$163,719"
"Sprague School District","=""1330011""","Other Salaries","$222,816"
"Sprague School District","=""1330011""","Employee Benefits","$200,820"
"Sprague School District","=""1330011""","Purchased Services Other Than Transportation","$295,040"
"Sprague School District","=""1330011""","Special Education Tuition","$1,577,945"
"Sprague School District","=""1330011""","Supplies","$5,061"
"Sprague School District","=""1330011""","Property Services","$0"
"Sprague School District","=""1330011""","Purchased Services For Transportation","$250,773"
"Sprague School District","=""1330011""","Equipment","$80"
"Sprague School District","=""1330011""","All Other Expenditures","$-400"
"Sprague School District","=""1330011""","Total","$3,010,401"
"Stafford School District","=""1340011""","Teacher Salaries","$2,051,824"
"Stafford School District","=""1340011""","Instructional Aide Salaries","$972,150"
"Stafford School District","=""1340011""","Other Salaries","$284,802"
"Stafford School District","=""1340011""","Employee Benefits","$1,111,029"
"Stafford School District","=""1340011""","Purchased Services Other Than Transportation","$605,111"
"Stafford School District","=""1340011""","Special Education Tuition","$1,853,012"
"Stafford School District","=""1340011""","Supplies","$27,265"
"Stafford School District","=""1340011""","Property Services","$4,230"
"Stafford School District","=""1340011""","Purchased Services For Transportation","$817,529"
"Stafford School District","=""1340011""","Equipment","$5,311"
"Stafford School District","=""1340011""","All Other Expenditures","$500"
"Stafford School District","=""1340011""","Total","$7,732,762"
"Stamford Charter School for Excellence District","=""2960013""","Teacher Salaries","$0"
"Stamford Charter School for Excellence District","=""2960013""","Instructional Aide Salaries","$0"
"Stamford Charter School for Excellence District","=""2960013""","Other Salaries","$276,695"
"Stamford Charter School for Excellence District","=""2960013""","Employee Benefits","$60,508"
"Stamford Charter School for Excellence District","=""2960013""","Purchased Services Other Than Transportation","$0"
"Stamford Charter School for Excellence District","=""2960013""","Special Education Tuition","$0"
"Stamford Charter School for Excellence District","=""2960013""","Supplies","$527"
"Stamford Charter School for Excellence District","=""2960013""","Property Services","$0"
"Stamford Charter School for Excellence District","=""2960013""","Purchased Services For Transportation","$0"
"Stamford Charter School for Excellence District","=""2960013""","Equipment","$0"
"Stamford Charter School for Excellence District","=""2960013""","All Other Expenditures","$0"
"Stamford Charter School for Excellence District","=""2960013""","Total","$337,730"
"Stamford School District","=""1350011""","Teacher Salaries","$21,915,740"
"Stamford School District","=""1350011""","Instructional Aide Salaries","$12,447,587"
"Stamford School District","=""1350011""","Other Salaries","$17,109,623"
"Stamford School District","=""1350011""","Employee Benefits","$12,800,883"
"Stamford School District","=""1350011""","Purchased Services Other Than Transportation","$9,845,887"
"Stamford School District","=""1350011""","Special Education Tuition","$23,196,844"
"Stamford School District","=""1350011""","Supplies","$1,216,980"
"Stamford School District","=""1350011""","Property Services","$0"
"Stamford School District","=""1350011""","Purchased Services For Transportation","$9,019,780"
"Stamford School District","=""1350011""","Equipment","$211,857"
"Stamford School District","=""1350011""","All Other Expenditures","$83,268"
"Stamford School District","=""1350011""","Total","$107,848,449"
"Sterling School District","=""1360011""","Teacher Salaries","$660,535"
"Sterling School District","=""1360011""","Instructional Aide Salaries","$301,569"
"Sterling School District","=""1360011""","Other Salaries","$98,049"
"Sterling School District","=""1360011""","Employee Benefits","$373,487"
"Sterling School District","=""1360011""","Purchased Services Other Than Transportation","$81,755"
"Sterling School District","=""1360011""","Special Education Tuition","$1,185,944"
"Sterling School District","=""1360011""","Supplies","$36,811"
"Sterling School District","=""1360011""","Property Services","$2,325"
"Sterling School District","=""1360011""","Purchased Services For Transportation","$997"
"Sterling School District","=""1360011""","Equipment","$7,348"
"Sterling School District","=""1360011""","All Other Expenditures","$2,239"
"Sterling School District","=""1360011""","Total","$2,751,059"
"Stonington School District","=""1370011""","Teacher Salaries","$4,342,044"
"Stonington School District","=""1370011""","Instructional Aide Salaries","$1,400,518"
"Stonington School District","=""1370011""","Other Salaries","$1,254,649"
"Stonington School District","=""1370011""","Employee Benefits","$1,889,948"
"Stonington School District","=""1370011""","Purchased Services Other Than Transportation","$484,851"
"Stonington School District","=""1370011""","Special Education Tuition","$1,746,492"
"Stonington School District","=""1370011""","Supplies","$62,929"
"Stonington School District","=""1370011""","Property Services","$0"
"Stonington School District","=""1370011""","Purchased Services For Transportation","$624,868"
"Stonington School District","=""1370011""","Equipment","$927"
"Stonington School District","=""1370011""","All Other Expenditures","$0"
"Stonington School District","=""1370011""","Total","$11,807,225"
"Stratford School District","=""1380011""","Teacher Salaries","$4,506,077"
"Stratford School District","=""1380011""","Instructional Aide Salaries","$0"
"Stratford School District","=""1380011""","Other Salaries","$10,878,635"
"Stratford School District","=""1380011""","Employee Benefits","$5,110,730"
"Stratford School District","=""1380011""","Purchased Services Other Than Transportation","$4,465,599"
"Stratford School District","=""1380011""","Special Education Tuition","$10,431,912"
"Stratford School District","=""1380011""","Supplies","$197,139"
"Stratford School District","=""1380011""","Property Services","$59,558"
"Stratford School District","=""1380011""","Purchased Services For Transportation","$3,210,088"
"Stratford School District","=""1380011""","Equipment","$36,946"
"Stratford School District","=""1380011""","All Other Expenditures","$340"
"Stratford School District","=""1380011""","Total","$38,897,023"
"Suffield School District","=""1390011""","Teacher Salaries","$3,008,018"
"Suffield School District","=""1390011""","Instructional Aide Salaries","$1,246,730"
"Suffield School District","=""1390011""","Other Salaries","$600,629"
"Suffield School District","=""1390011""","Employee Benefits","$1,205,937"
"Suffield School District","=""1390011""","Purchased Services Other Than Transportation","$440,904"
"Suffield School District","=""1390011""","Special Education Tuition","$3,336,849"
"Suffield School District","=""1390011""","Supplies","$12,820"
"Suffield School District","=""1390011""","Property Services","$0"
"Suffield School District","=""1390011""","Purchased Services For Transportation","$772,749"
"Suffield School District","=""1390011""","Equipment","$0"
"Suffield School District","=""1390011""","All Other Expenditures","$0"
"Suffield School District","=""1390011""","Total","$10,624,636"
"The Bridge Academy District","=""2690013""","Teacher Salaries","$335,259"
"The Bridge Academy District","=""2690013""","Instructional Aide Salaries","$34,630"
"The Bridge Academy District","=""2690013""","Other Salaries","$0"
"The Bridge Academy District","=""2690013""","Employee Benefits","$59,715"
"The Bridge Academy District","=""2690013""","Purchased Services Other Than Transportation","$0"
"The Bridge Academy District","=""2690013""","Special Education Tuition","$0"
"The Bridge Academy District","=""2690013""","Supplies","$0"
"The Bridge Academy District","=""2690013""","Property Services","$0"
"The Bridge Academy District","=""2690013""","Purchased Services For Transportation","$0"
"The Bridge Academy District","=""2690013""","Equipment","$0"
"The Bridge Academy District","=""2690013""","All Other Expenditures","$0"
"The Bridge Academy District","=""2690013""","Total","$429,605"
"Thomaston School District","=""1400011""","Teacher Salaries","$1,433,249"
"Thomaston School District","=""1400011""","Instructional Aide Salaries","$334,984"
"Thomaston School District","=""1400011""","Other Salaries","$219,334"
"Thomaston School District","=""1400011""","Employee Benefits","$543,026"
"Thomaston School District","=""1400011""","Purchased Services Other Than Transportation","$664,215"
"Thomaston School District","=""1400011""","Special Education Tuition","$1,150,223"
"Thomaston School District","=""1400011""","Supplies","$61,858"
"Thomaston School District","=""1400011""","Property Services","$0"
"Thomaston School District","=""1400011""","Purchased Services For Transportation","$358,718"
"Thomaston School District","=""1400011""","Equipment","$0"
"Thomaston School District","=""1400011""","All Other Expenditures","$16,868"
"Thomaston School District","=""1400011""","Total","$4,782,474"
"Thompson School District","=""1410011""","Teacher Salaries","$1,128,340"
"Thompson School District","=""1410011""","Instructional Aide Salaries","$419,877"
"Thompson School District","=""1410011""","Other Salaries","$406,467"
"Thompson School District","=""1410011""","Employee Benefits","$525,227"
"Thompson School District","=""1410011""","Purchased Services Other Than Transportation","$686,361"
"Thompson School District","=""1410011""","Special Education Tuition","$1,513,817"
"Thompson School District","=""1410011""","Supplies","$5,930"
"Thompson School District","=""1410011""","Property Services","$0"
"Thompson School District","=""1410011""","Purchased Services For Transportation","$473,537"
"Thompson School District","=""1410011""","Equipment","$5,377"
"Thompson School District","=""1410011""","All Other Expenditures","$1,073"
"Thompson School District","=""1410011""","Total","$5,166,005"
"Tolland School District","=""1420011""","Teacher Salaries","$3,878,189"
"Tolland School District","=""1420011""","Instructional Aide Salaries","$0"
"Tolland School District","=""1420011""","Other Salaries","$2,959,725"
"Tolland School District","=""1420011""","Employee Benefits","$1,843,164"
"Tolland School District","=""1420011""","Purchased Services Other Than Transportation","$234,664"
"Tolland School District","=""1420011""","Special Education Tuition","$2,417,883"
"Tolland School District","=""1420011""","Supplies","$42,197"
"Tolland School District","=""1420011""","Property Services","$0"
"Tolland School District","=""1420011""","Purchased Services For Transportation","$801,025"
"Tolland School District","=""1420011""","Equipment","$10,641"
"Tolland School District","=""1420011""","All Other Expenditures","$1,799"
"Tolland School District","=""1420011""","Total","$12,189,285"
"Torrington School District","=""1430011""","Teacher Salaries","$2,743,528"
"Torrington School District","=""1430011""","Instructional Aide Salaries","$3,008,974"
"Torrington School District","=""1430011""","Other Salaries","$2,547,985"
"Torrington School District","=""1430011""","Employee Benefits","$2,700,898"
"Torrington School District","=""1430011""","Purchased Services Other Than Transportation","$560,921"
"Torrington School District","=""1430011""","Special Education Tuition","$8,882,721"
"Torrington School District","=""1430011""","Supplies","$209,413"
"Torrington School District","=""1430011""","Property Services","$860"
"Torrington School District","=""1430011""","Purchased Services For Transportation","$2,121,176"
"Torrington School District","=""1430011""","Equipment","$28,158"
"Torrington School District","=""1430011""","All Other Expenditures","$7,058"
"Torrington School District","=""1430011""","Total","$22,811,692"
"Trumbull School District","=""1440011""","Teacher Salaries","$12,687,165"
"Trumbull School District","=""1440011""","Instructional Aide Salaries","$0"
"Trumbull School District","=""1440011""","Other Salaries","$6,062,250"
"Trumbull School District","=""1440011""","Employee Benefits","$4,950,097"
"Trumbull School District","=""1440011""","Purchased Services Other Than Transportation","$761,894"
"Trumbull School District","=""1440011""","Special Education Tuition","$5,571,443"
"Trumbull School District","=""1440011""","Supplies","$90,416"
"Trumbull School District","=""1440011""","Property Services","$0"
"Trumbull School District","=""1440011""","Purchased Services For Transportation","$3,993,166"
"Trumbull School District","=""1440011""","Equipment","$41,898"
"Trumbull School District","=""1440011""","All Other Expenditures","$5,835"
"Trumbull School District","=""1440011""","Total","$34,164,163"
"Union School District","=""1450011""","Teacher Salaries","$83,560"
"Union School District","=""1450011""","Instructional Aide Salaries","$90,449"
"Union School District","=""1450011""","Other Salaries","$32,333"
"Union School District","=""1450011""","Employee Benefits","$23,216"
"Union School District","=""1450011""","Purchased Services Other Than Transportation","$110,237"
"Union School District","=""1450011""","Special Education Tuition","$5,904"
"Union School District","=""1450011""","Supplies","$2,857"
"Union School District","=""1450011""","Property Services","$0"
"Union School District","=""1450011""","Purchased Services For Transportation","$1,100"
"Union School District","=""1450011""","Equipment","$3,440"
"Union School District","=""1450011""","All Other Expenditures","$0"
"Union School District","=""1450011""","Total","$353,096"
"Vernon School District","=""1460011""","Teacher Salaries","$3,169,954"
"Vernon School District","=""1460011""","Instructional Aide Salaries","$2,394,384"
"Vernon School District","=""1460011""","Other Salaries","$3,308,138"
"Vernon School District","=""1460011""","Employee Benefits","$2,570,966"
"Vernon School District","=""1460011""","Purchased Services Other Than Transportation","$428,787"
"Vernon School District","=""1460011""","Special Education Tuition","$3,964,990"
"Vernon School District","=""1460011""","Supplies","$71,896"
"Vernon School District","=""1460011""","Property Services","$0"
"Vernon School District","=""1460011""","Purchased Services For Transportation","$1,510,052"
"Vernon School District","=""1460011""","Equipment","$309"
"Vernon School District","=""1460011""","All Other Expenditures","$0"
"Vernon School District","=""1460011""","Total","$17,419,477"
"Voluntown School District","=""1470011""","Teacher Salaries","$430,189"
"Voluntown School District","=""1470011""","Instructional Aide Salaries","$165,441"
"Voluntown School District","=""1470011""","Other Salaries","$93,120"
"Voluntown School District","=""1470011""","Employee Benefits","$177,319"
"Voluntown School District","=""1470011""","Purchased Services Other Than Transportation","$268,269"
"Voluntown School District","=""1470011""","Special Education Tuition","$752,532"
"Voluntown School District","=""1470011""","Supplies","$11,891"
"Voluntown School District","=""1470011""","Property Services","$6,985"
"Voluntown School District","=""1470011""","Purchased Services For Transportation","$37,258"
"Voluntown School District","=""1470011""","Equipment","$3,805"
"Voluntown School District","=""1470011""","All Other Expenditures","$250"
"Voluntown School District","=""1470011""","Total","$1,947,059"
"Wallingford School District","=""1480011""","Teacher Salaries","$12,047,971"
"Wallingford School District","=""1480011""","Instructional Aide Salaries","$3,472,789"
"Wallingford School District","=""1480011""","Other Salaries","$1,230,545"
"Wallingford School District","=""1480011""","Employee Benefits","$3,776,734"
"Wallingford School District","=""1480011""","Purchased Services Other Than Transportation","$2,792,543"
"Wallingford School District","=""1480011""","Special Education Tuition","$8,404,370"
"Wallingford School District","=""1480011""","Supplies","$223,345"
"Wallingford School District","=""1480011""","Property Services","$6,345"
"Wallingford School District","=""1480011""","Purchased Services For Transportation","$3,361,334"
"Wallingford School District","=""1480011""","Equipment","$48,413"
"Wallingford School District","=""1480011""","All Other Expenditures","$2,960"
"Wallingford School District","=""1480011""","Total","$35,367,348"
"Waterbury School District","=""1510011""","Teacher Salaries","$20,674,904"
"Waterbury School District","=""1510011""","Instructional Aide Salaries","$0"
"Waterbury School District","=""1510011""","Other Salaries","$12,637,376"
"Waterbury School District","=""1510011""","Employee Benefits","$16,064,894"
"Waterbury School District","=""1510011""","Purchased Services Other Than Transportation","$10,513,391"
"Waterbury School District","=""1510011""","Special Education Tuition","$14,550,916"
"Waterbury School District","=""1510011""","Supplies","$697,986"
"Waterbury School District","=""1510011""","Property Services","$0"
"Waterbury School District","=""1510011""","Purchased Services For Transportation","$10,236,789"
"Waterbury School District","=""1510011""","Equipment","$0"
"Waterbury School District","=""1510011""","All Other Expenditures","$60,599"
"Waterbury School District","=""1510011""","Total","$85,436,853"
"Waterford School District","=""1520011""","Teacher Salaries","$5,547,119"
"Waterford School District","=""1520011""","Instructional Aide Salaries","$2,078,144"
"Waterford School District","=""1520011""","Other Salaries","$540,511"
"Waterford School District","=""1520011""","Employee Benefits","$2,646,721"
"Waterford School District","=""1520011""","Purchased Services Other Than Transportation","$709,066"
"Waterford School District","=""1520011""","Special Education Tuition","$2,841,410"
"Waterford School District","=""1520011""","Supplies","$36,468"
"Waterford School District","=""1520011""","Property Services","$7,203"
"Waterford School District","=""1520011""","Purchased Services For Transportation","$1,250,013"
"Waterford School District","=""1520011""","Equipment","$8,851"
"Waterford School District","=""1520011""","All Other Expenditures","$88,125"
"Waterford School District","=""1520011""","Total","$15,753,631"
"Watertown School District","=""1530011""","Teacher Salaries","$4,251,875"
"Watertown School District","=""1530011""","Instructional Aide Salaries","$2,099,433"
"Watertown School District","=""1530011""","Other Salaries","$1,794,731"
"Watertown School District","=""1530011""","Employee Benefits","$2,680,345"
"Watertown School District","=""1530011""","Purchased Services Other Than Transportation","$1,633,084"
"Watertown School District","=""1530011""","Special Education Tuition","$2,578,403"
"Watertown School District","=""1530011""","Supplies","$97,192"
"Watertown School District","=""1530011""","Property Services","$6,981"
"Watertown School District","=""1530011""","Purchased Services For Transportation","$2,625,042"
"Watertown School District","=""1530011""","Equipment","$9,036"
"Watertown School District","=""1530011""","All Other Expenditures","$358"
"Watertown School District","=""1530011""","Total","$17,776,481"
"West Hartford School District","=""1550011""","Teacher Salaries","$19,723,499"
"West Hartford School District","=""1550011""","Instructional Aide Salaries","$7,768,410"
"West Hartford School District","=""1550011""","Other Salaries","$2,992,595"
"West Hartford School District","=""1550011""","Employee Benefits","$9,231,179"
"West Hartford School District","=""1550011""","Purchased Services Other Than Transportation","$4,610,279"
"West Hartford School District","=""1550011""","Special Education Tuition","$13,192,027"
"West Hartford School District","=""1550011""","Supplies","$272,421"
"West Hartford School District","=""1550011""","Property Services","$25,416"
"West Hartford School District","=""1550011""","Purchased Services For Transportation","$5,775,325"
"West Hartford School District","=""1550011""","Equipment","$28,885"
"West Hartford School District","=""1550011""","All Other Expenditures","$0"
"West Hartford School District","=""1550011""","Total","$63,620,035"
"West Haven School District","=""1560011""","Teacher Salaries","$7,283,183"
"West Haven School District","=""1560011""","Instructional Aide Salaries","$4,669,275"
"West Haven School District","=""1560011""","Other Salaries","$445,571"
"West Haven School District","=""1560011""","Employee Benefits","$3,800,321"
"West Haven School District","=""1560011""","Purchased Services Other Than Transportation","$748,878"
"West Haven School District","=""1560011""","Special Education Tuition","$15,222,587"
"West Haven School District","=""1560011""","Supplies","$69,656"
"West Haven School District","=""1560011""","Property Services","$0"
"West Haven School District","=""1560011""","Purchased Services For Transportation","$3,820,148"
"West Haven School District","=""1560011""","Equipment","$0"
"West Haven School District","=""1560011""","All Other Expenditures","$0"
"West Haven School District","=""1560011""","Total","$36,059,619"
"Westbrook School District","=""1540011""","Teacher Salaries","$1,999,230"
"Westbrook School District","=""1540011""","Instructional Aide Salaries","$696,846"
"Westbrook School District","=""1540011""","Other Salaries","$74,749"
"Westbrook School District","=""1540011""","Employee Benefits","$1,018,685"
"Westbrook School District","=""1540011""","Purchased Services Other Than Transportation","$178,511"
"Westbrook School District","=""1540011""","Special Education Tuition","$521,486"
"Westbrook School District","=""1540011""","Supplies","$30,089"
"Westbrook School District","=""1540011""","Property Services","$0"
"Westbrook School District","=""1540011""","Purchased Services For Transportation","$349,478"
"Westbrook School District","=""1540011""","Equipment","$2,395"
"Westbrook School District","=""1540011""","All Other Expenditures","$1,202"
"Westbrook School District","=""1540011""","Total","$4,872,671"
"Weston School District","=""1570011""","Teacher Salaries","$3,972,047"
"Weston School District","=""1570011""","Instructional Aide Salaries","$1,583,401"
"Weston School District","=""1570011""","Other Salaries","$1,916,020"
"Weston School District","=""1570011""","Employee Benefits","$2,034,715"
"Weston School District","=""1570011""","Purchased Services Other Than Transportation","$1,073,381"
"Weston School District","=""1570011""","Special Education Tuition","$3,297,172"
"Weston School District","=""1570011""","Supplies","$53,479"
"Weston School District","=""1570011""","Property Services","$0"
"Weston School District","=""1570011""","Purchased Services For Transportation","$961,768"
"Weston School District","=""1570011""","Equipment","$35,936"
"Weston School District","=""1570011""","All Other Expenditures","$250"
"Weston School District","=""1570011""","Total","$14,928,168"
"Westport School District","=""1580011""","Teacher Salaries","$11,768,707"
"Westport School District","=""1580011""","Instructional Aide Salaries","$0"
"Westport School District","=""1580011""","Other Salaries","$6,558,261"
"Westport School District","=""1580011""","Employee Benefits","$4,002,588"
"Westport School District","=""1580011""","Purchased Services Other Than Transportation","$1,065,533"
"Westport School District","=""1580011""","Special Education Tuition","$5,766,834"
"Westport School District","=""1580011""","Supplies","$103,099"
"Westport School District","=""1580011""","Property Services","$0"
"Westport School District","=""1580011""","Purchased Services For Transportation","$2,282,419"
