"Special Education Expenditures, 2022-23"
"All Districts"

"District","District Code","Description","Amount"
"Naugatuck School District","=""0880011""","Purchased Services For Transportation","$1,692,326"
"Naugatuck School District","=""0880011""","Equipment","$6,938"
"Naugatuck School District","=""0880011""","All Other Expenditures","$0"
"Naugatuck School District","=""0880011""","Total","$19,979,912"
"New Beginnings Inc Family Academy District","=""2800013""","Teacher Salaries","$106,926"
"New Beginnings Inc Family Academy District","=""2800013""","Instructional Aide Salaries","$108,641"
"New Beginnings Inc Family Academy District","=""2800013""","Other Salaries","$39,722"
"New Beginnings Inc Family Academy District","=""2800013""","Employee Benefits","$32,986"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services Other Than Transportation","$73,587"
"New Beginnings Inc Family Academy District","=""2800013""","Special Education Tuition","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Supplies","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Property Services","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Purchased Services For Transportation","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Equipment","$0"
"New Beginnings Inc Family Academy District","=""2800013""","All Other Expenditures","$0"
"New Beginnings Inc Family Academy District","=""2800013""","Total","$361,862"
"New Britain School District","=""0890011""","Teacher Salaries","$18,792,365"
"New Britain School District","=""0890011""","Instructional Aide Salaries","$8,739,875"
"New Britain School District","=""0890011""","Other Salaries","$4,667,696"
"New Britain School District","=""0890011""","Employee Benefits","$6,410,294"
"New Britain School District","=""0890011""","Purchased Services Other Than Transportation","$6,457,520"
"New Britain School District","=""0890011""","Special Education Tuition","$10,496,561"
"New Britain School District","=""0890011""","Supplies","$182,703"
"New Britain School District","=""0890011""","Property Services","$0"
"New Britain School District","=""0890011""","Purchased Services For Transportation","$5,081,396"
"New Britain School District","=""0890011""","Equipment","$55,369"
"New Britain School District","=""0890011""","All Other Expenditures","$0"
"New Britain School District","=""0890011""","Total","$60,883,780"
"New Canaan School District","=""0900011""","Teacher Salaries","$8,334,129"
"New Canaan School District","=""0900011""","Instructional Aide Salaries","$2,520,118"
"New Canaan School District","=""0900011""","Other Salaries","$2,643,407"
"New Canaan School District","=""0900011""","Employee Benefits","$3,124,192"
"New Canaan School District","=""0900011""","Purchased Services Other Than Transportation","$623,639"
"New Canaan School District","=""0900011""","Special Education Tuition","$2,050,104"
"New Canaan School District","=""0900011""","Supplies","$138,339"
"New Canaan School District","=""0900011""","Property Services","$0"
"New Canaan School District","=""0900011""","Purchased Services For Transportation","$69,095"
"New Canaan School District","=""0900011""","Equipment","$16,536"
"New Canaan School District","=""0900011""","All Other Expenditures","$3,199"
"New Canaan School District","=""0900011""","Total","$19,522,758"
"New Fairfield School District","=""0910011""","Teacher Salaries","$5,126,474"
"New Fairfield School District","=""0910011""","Instructional Aide Salaries","$1,667,171"
"New Fairfield School District","=""0910011""","Other Salaries","$3,575"
"New Fairfield School District","=""0910011""","Employee Benefits","$2,069,344"
"New Fairfield School District","=""0910011""","Purchased Services Other Than Transportation","$722,104"
"New Fairfield School District","=""0910011""","Special Education Tuition","$2,087,853"
"New Fairfield School District","=""0910011""","Supplies","$95,597"
"New Fairfield School District","=""0910011""","Property Services","$14,840"
"New Fairfield School District","=""0910011""","Purchased Services For Transportation","$1,512,160"
"New Fairfield School District","=""0910011""","Equipment","$0"
"New Fairfield School District","=""0910011""","All Other Expenditures","$1,285"
"New Fairfield School District","=""0910011""","Total","$13,300,403"
"New Hartford School District","=""0920011""","Teacher Salaries","$1,000,241"
"New Hartford School District","=""0920011""","Instructional Aide Salaries","$445,558"
"New Hartford School District","=""0920011""","Other Salaries","$41,864"
"New Hartford School District","=""0920011""","Employee Benefits","$524,086"
"New Hartford School District","=""0920011""","Purchased Services Other Than Transportation","$179,948"
"New Hartford School District","=""0920011""","Special Education Tuition","$328,043"
"New Hartford School District","=""0920011""","Supplies","$4,300"
"New Hartford School District","=""0920011""","Property Services","$7,870"
"New Hartford School District","=""0920011""","Purchased Services For Transportation","$103,147"
"New Hartford School District","=""0920011""","Equipment","$15,143"
"New Hartford School District","=""0920011""","All Other Expenditures","$450"
"New Hartford School District","=""0920011""","Total","$2,650,650"
"New Haven School District","=""0930011""","Teacher Salaries","$22,925,524"
"New Haven School District","=""0930011""","Instructional Aide Salaries","$2,976,807"
"New Haven School District","=""0930011""","Other Salaries","$2,737,330"
"New Haven School District","=""0930011""","Employee Benefits","$11,561,148"
"New Haven School District","=""0930011""","Purchased Services Other Than Transportation","$5,007,446"
"New Haven School District","=""0930011""","Special Education Tuition","$27,792,626"
"New Haven School District","=""0930011""","Supplies","$936,698"
"New Haven School District","=""0930011""","Property Services","$0"
"New Haven School District","=""0930011""","Purchased Services For Transportation","$11,758,807"
"New Haven School District","=""0930011""","Equipment","$174,593"
"New Haven School District","=""0930011""","All Other Expenditures","$96,489"
"New Haven School District","=""0930011""","Total","$85,967,468"
"New London School District","=""0950011""","Teacher Salaries","$4,665,744"
"New London School District","=""0950011""","Instructional Aide Salaries","$1,788,658"
"New London School District","=""0950011""","Other Salaries","$2,677,801"
"New London School District","=""0950011""","Employee Benefits","$2,434,705"
"New London School District","=""0950011""","Purchased Services Other Than Transportation","$1,060,346"
"New London School District","=""0950011""","Special Education Tuition","$5,783,050"
"New London School District","=""0950011""","Supplies","$101,445"
"New London School District","=""0950011""","Property Services","$0"
"New London School District","=""0950011""","Purchased Services For Transportation","$1,828,389"
"New London School District","=""0950011""","Equipment","$64,375"
"New London School District","=""0950011""","All Other Expenditures","$0"
"New London School District","=""0950011""","Total","$20,404,513"
"New Milford School District","=""0960011""","Teacher Salaries","$6,708,837"
"New Milford School District","=""0960011""","Instructional Aide Salaries","$2,454,286"
"New Milford School District","=""0960011""","Other Salaries","$42,052"
"New Milford School District","=""0960011""","Employee Benefits","$1,805,864"
"New Milford School District","=""0960011""","Purchased Services Other Than Transportation","$2,517,312"
"New Milford School District","=""0960011""","Special Education Tuition","$3,219,537"
"New Milford School District","=""0960011""","Supplies","$88,633"
"New Milford School District","=""0960011""","Property Services","$0"
"New Milford School District","=""0960011""","Purchased Services For Transportation","$1,233,855"
"New Milford School District","=""0960011""","Equipment","$14,988"
"New Milford School District","=""0960011""","All Other Expenditures","$1,161"
"New Milford School District","=""0960011""","Total","$18,086,524"
"Newington School District","=""0940011""","Teacher Salaries","$5,329,162"
"Newington School District","=""0940011""","Instructional Aide Salaries","$2,825,696"
"Newington School District","=""0940011""","Other Salaries","$1,578,135"
"Newington School District","=""0940011""","Employee Benefits","$2,234,684"
"Newington School District","=""0940011""","Purchased Services Other Than Transportation","$1,500,197"
"Newington School District","=""0940011""","Special Education Tuition","$4,914,127"
"Newington School District","=""0940011""","Supplies","$124,935"
"Newington School District","=""0940011""","Property Services","$20,977"
"Newington School District","=""0940011""","Purchased Services For Transportation","$970,930"
"Newington School District","=""0940011""","Equipment","$9,187"
"Newington School District","=""0940011""","All Other Expenditures","$1,253"
"Newington School District","=""0940011""","Total","$19,509,283"
"Newtown School District","=""0970011""","Teacher Salaries","$6,735,027"
"Newtown School District","=""0970011""","Instructional Aide Salaries","$1,896,320"
"Newtown School District","=""0970011""","Other Salaries","$2,363,427"
"Newtown School District","=""0970011""","Employee Benefits","$2,380,372"
"Newtown School District","=""0970011""","Purchased Services Other Than Transportation","$756,497"
"Newtown School District","=""0970011""","Special Education Tuition","$5,047,421"
"Newtown School District","=""0970011""","Supplies","$131,300"
"Newtown School District","=""0970011""","Property Services","$1,100"
"Newtown School District","=""0970011""","Purchased Services For Transportation","$2,033,265"
"Newtown School District","=""0970011""","Equipment","$36,584"
"Newtown School District","=""0970011""","All Other Expenditures","$2,338"
"Newtown School District","=""0970011""","Total","$21,383,651"
"Norfolk School District","=""0980011""","Teacher Salaries","$133,048"
"Norfolk School District","=""0980011""","Instructional Aide Salaries","$56,584"
"Norfolk School District","=""0980011""","Other Salaries","$0"
"Norfolk School District","=""0980011""","Employee Benefits","$0"
"Norfolk School District","=""0980011""","Purchased Services Other Than Transportation","$371,231"
"Norfolk School District","=""0980011""","Special Education Tuition","$0"
"Norfolk School District","=""0980011""","Supplies","$500"
"Norfolk School District","=""0980011""","Property Services","$0"
"Norfolk School District","=""0980011""","Purchased Services For Transportation","$67,123"
"Norfolk School District","=""0980011""","Equipment","$0"
"Norfolk School District","=""0980011""","All Other Expenditures","$10,650"
"Norfolk School District","=""0980011""","Total","$639,136"
"North Branford School District","=""0990011""","Teacher Salaries","$1,907,115"
"North Branford School District","=""0990011""","Instructional Aide Salaries","$977,346"
"North Branford School District","=""0990011""","Other Salaries","$1,429,288"
"North Branford School District","=""0990011""","Employee Benefits","$721,410"
"North Branford School District","=""0990011""","Purchased Services Other Than Transportation","$330,855"
"North Branford School District","=""0990011""","Special Education Tuition","$1,531,156"
"North Branford School District","=""0990011""","Supplies","$87,163"
"North Branford School District","=""0990011""","Property Services","$4,557"
"North Branford School District","=""0990011""","Purchased Services For Transportation","$602,577"
"North Branford School District","=""0990011""","Equipment","$5,972"
"North Branford School District","=""0990011""","All Other Expenditures","$500"
"North Branford School District","=""0990011""","Total","$7,597,939"
"North Canaan School District","=""1000011""","Teacher Salaries","$618,374"
"North Canaan School District","=""1000011""","Instructional Aide Salaries","$51,224"
"North Canaan School District","=""1000011""","Other Salaries","$153,416"
"North Canaan School District","=""1000011""","Employee Benefits","$286,530"
"North Canaan School District","=""1000011""","Purchased Services Other Than Transportation","$73,838"
"North Canaan School District","=""1000011""","Special Education Tuition","$4,833"
"North Canaan School District","=""1000011""","Supplies","$8,305"
"North Canaan School District","=""1000011""","Property Services","$1,169"
"North Canaan School District","=""1000011""","Purchased Services For Transportation","$71,114"
"North Canaan School District","=""1000011""","Equipment","$2,035"
"North Canaan School District","=""1000011""","All Other Expenditures","$0"
"North Canaan School District","=""1000011""","Total","$1,270,838"
"North Haven School District","=""1010011""","Teacher Salaries","$4,238,498"
"North Haven School District","=""1010011""","Instructional Aide Salaries","$1,971,691"
"North Haven School District","=""1010011""","Other Salaries","$323,039"
"North Haven School District","=""1010011""","Employee Benefits","$1,896,322"
"North Haven School District","=""1010011""","Purchased Services Other Than Transportation","$1,523,046"
"North Haven School District","=""1010011""","Special Education Tuition","$2,648,598"
"North Haven School District","=""1010011""","Supplies","$60,791"
"North Haven School District","=""1010011""","Property Services","$0"
"North Haven School District","=""1010011""","Purchased Services For Transportation","$1,464,002"
"North Haven School District","=""1010011""","Equipment","$11,726"
"North Haven School District","=""1010011""","All Other Expenditures","$3,620"
"North Haven School District","=""1010011""","Total","$14,141,333"
"North Stonington School District","=""1020011""","Teacher Salaries","$1,130,903"
"North Stonington School District","=""1020011""","Instructional Aide Salaries","$165,157"
"North Stonington School District","=""1020011""","Other Salaries","$177,337"
"North Stonington School District","=""1020011""","Employee Benefits","$419,701"
"North Stonington School District","=""1020011""","Purchased Services Other Than Transportation","$322,538"
"North Stonington School District","=""1020011""","Special Education Tuition","$461,271"
"North Stonington School District","=""1020011""","Supplies","$43,625"
"North Stonington School District","=""1020011""","Property Services","$0"
"North Stonington School District","=""1020011""","Purchased Services For Transportation","$175,211"
"North Stonington School District","=""1020011""","Equipment","$40,257"
"North Stonington School District","=""1020011""","All Other Expenditures","$2,287"
"North Stonington School District","=""1020011""","Total","$2,938,287"
"Norwalk School District","=""1030011""","Teacher Salaries","$13,252,183"
"Norwalk School District","=""1030011""","Instructional Aide Salaries","$8,486,493"
"Norwalk School District","=""1030011""","Other Salaries","$10,824,162"
"Norwalk School District","=""1030011""","Employee Benefits","$10,000,460"
"Norwalk School District","=""1030011""","Purchased Services Other Than Transportation","$4,393,579"
"Norwalk School District","=""1030011""","Special Education Tuition","$10,914,293"
"Norwalk School District","=""1030011""","Supplies","$134,511"
"Norwalk School District","=""1030011""","Property Services","$950"
"Norwalk School District","=""1030011""","Purchased Services For Transportation","$5,217,384"
"Norwalk School District","=""1030011""","Equipment","$120,444"
"Norwalk School District","=""1030011""","All Other Expenditures","$8,932"
"Norwalk School District","=""1030011""","Total","$63,353,390"
"Norwich School District","=""1040011""","Teacher Salaries","$5,503,194"
"Norwich School District","=""1040011""","Instructional Aide Salaries","$4,020,451"
"Norwich School District","=""1040011""","Other Salaries","$483,430"
"Norwich School District","=""1040011""","Employee Benefits","$2,567,788"
"Norwich School District","=""1040011""","Purchased Services Other Than Transportation","$1,549,046"
"Norwich School District","=""1040011""","Special Education Tuition","$19,230,937"
"Norwich School District","=""1040011""","Supplies","$65,389"
"Norwich School District","=""1040011""","Property Services","$0"
"Norwich School District","=""1040011""","Purchased Services For Transportation","$4,375,244"
"Norwich School District","=""1040011""","Equipment","$69,635"
"Norwich School District","=""1040011""","All Other Expenditures","$2,510"
"Norwich School District","=""1040011""","Total","$37,867,625"
"Odyssey Community School District","=""2630013""","Teacher Salaries","$189,772"
"Odyssey Community School District","=""2630013""","Instructional Aide Salaries","$0"
"Odyssey Community School District","=""2630013""","Other Salaries","$0"
"Odyssey Community School District","=""2630013""","Employee Benefits","$11,264"
"Odyssey Community School District","=""2630013""","Purchased Services Other Than Transportation","$102,773"
"Odyssey Community School District","=""2630013""","Special Education Tuition","$0"
"Odyssey Community School District","=""2630013""","Supplies","$34,424"
"Odyssey Community School District","=""2630013""","Property Services","$0"
"Odyssey Community School District","=""2630013""","Purchased Services For Transportation","$0"
"Odyssey Community School District","=""2630013""","Equipment","$0"
"Odyssey Community School District","=""2630013""","All Other Expenditures","$0"
"Odyssey Community School District","=""2630013""","Total","$338,233"
"Old Saybrook School District","=""1060011""","Teacher Salaries","$3,150,276"
"Old Saybrook School District","=""1060011""","Instructional Aide Salaries","$1,057,928"
"Old Saybrook School District","=""1060011""","Other Salaries","$286,768"
"Old Saybrook School District","=""1060011""","Employee Benefits","$648,405"
"Old Saybrook School District","=""1060011""","Purchased Services Other Than Transportation","$162,573"
"Old Saybrook School District","=""1060011""","Special Education Tuition","$803,654"
"Old Saybrook School District","=""1060011""","Supplies","$73,396"
"Old Saybrook School District","=""1060011""","Property Services","$0"
"Old Saybrook School District","=""1060011""","Purchased Services For Transportation","$347,371"
"Old Saybrook School District","=""1060011""","Equipment","$6,212"
"Old Saybrook School District","=""1060011""","All Other Expenditures","$2,168"
"Old Saybrook School District","=""1060011""","Total","$6,538,749"
"Orange School District","=""1070011""","Teacher Salaries","$2,449,922"
"Orange School District","=""1070011""","Instructional Aide Salaries","$0"
"Orange School District","=""1070011""","Other Salaries","$947,519"
"Orange School District","=""1070011""","Employee Benefits","$646,947"
"Orange School District","=""1070011""","Purchased Services Other Than Transportation","$274,093"
"Orange School District","=""1070011""","Special Education Tuition","$172,708"
"Orange School District","=""1070011""","Supplies","$22,981"
"Orange School District","=""1070011""","Property Services","$0"
"Orange School District","=""1070011""","Purchased Services For Transportation","$357,898"
"Orange School District","=""1070011""","Equipment","$26,688"
"Orange School District","=""1070011""","All Other Expenditures","$4,460"
"Orange School District","=""1070011""","Total","$4,903,216"
"Oxford School District","=""1080011""","Teacher Salaries","$2,752,079"
"Oxford School District","=""1080011""","Instructional Aide Salaries","$315,236"
"Oxford School District","=""1080011""","Other Salaries","$1,779,526"
"Oxford School District","=""1080011""","Employee Benefits","$1,510,395"
"Oxford School District","=""1080011""","Purchased Services Other Than Transportation","$461,319"
"Oxford School District","=""1080011""","Special Education Tuition","$1,961,613"
"Oxford School District","=""1080011""","Supplies","$101,530"
"Oxford School District","=""1080011""","Property Services","$0"
"Oxford School District","=""1080011""","Purchased Services For Transportation","$599,540"
"Oxford School District","=""1080011""","Equipment","$3,393"
"Oxford School District","=""1080011""","All Other Expenditures","$909"
"Oxford School District","=""1080011""","Total","$9,485,540"
"Park City Prep Charter School District","=""2830013""","Teacher Salaries","$62,432"
"Park City Prep Charter School District","=""2830013""","Instructional Aide Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Other Salaries","$0"
"Park City Prep Charter School District","=""2830013""","Employee Benefits","$12,568"
"Park City Prep Charter School District","=""2830013""","Purchased Services Other Than Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Special Education Tuition","$0"
"Park City Prep Charter School District","=""2830013""","Supplies","$0"
"Park City Prep Charter School District","=""2830013""","Property Services","$0"
"Park City Prep Charter School District","=""2830013""","Purchased Services For Transportation","$0"
"Park City Prep Charter School District","=""2830013""","Equipment","$0"
"Park City Prep Charter School District","=""2830013""","All Other Expenditures","$0"
"Park City Prep Charter School District","=""2830013""","Total","$75,000"
"Plainfield School District","=""1090011""","Teacher Salaries","$2,094,787"
"Plainfield School District","=""1090011""","Instructional Aide Salaries","$3,740"
"Plainfield School District","=""1090011""","Other Salaries","$2,752,882"
"Plainfield School District","=""1090011""","Employee Benefits","$1,324,201"
"Plainfield School District","=""1090011""","Purchased Services Other Than Transportation","$528,093"
"Plainfield School District","=""1090011""","Special Education Tuition","$1,863,842"
"Plainfield School District","=""1090011""","Supplies","$88,448"
"Plainfield School District","=""1090011""","Property Services","$0"
"Plainfield School District","=""1090011""","Purchased Services For Transportation","$491,928"
"Plainfield School District","=""1090011""","Equipment","$0"
"Plainfield School District","=""1090011""","All Other Expenditures","$0"
"Plainfield School District","=""1090011""","Total","$9,147,920"
"Plainville School District","=""1100011""","Teacher Salaries","$2,162,715"
"Plainville School District","=""1100011""","Instructional Aide Salaries","$1,485,565"
"Plainville School District","=""1100011""","Other Salaries","$1,173,049"
"Plainville School District","=""1100011""","Employee Benefits","$1,544,674"
"Plainville School District","=""1100011""","Purchased Services Other Than Transportation","$595,021"
"Plainville School District","=""1100011""","Special Education Tuition","$1,994,481"
"Plainville School District","=""1100011""","Supplies","$24,567"
"Plainville School District","=""1100011""","Property Services","$1,078"
"Plainville School District","=""1100011""","Purchased Services For Transportation","$621,604"
"Plainville School District","=""1100011""","Equipment","$1,442"
"Plainville School District","=""1100011""","All Other Expenditures","$450"
"Plainville School District","=""1100011""","Total","$9,604,646"
"Plymouth School District","=""1110011""","Teacher Salaries","$2,962,905"
"Plymouth School District","=""1110011""","Instructional Aide Salaries","$832,258"
"Plymouth School District","=""1110011""","Other Salaries","$545,294"
"Plymouth School District","=""1110011""","Employee Benefits","$855,264"
"Plymouth School District","=""1110011""","Purchased Services Other Than Transportation","$358,823"
"Plymouth School District","=""1110011""","Special Education Tuition","$1,455,281"
"Plymouth School District","=""1110011""","Supplies","$30,757"
"Plymouth School District","=""1110011""","Property Services","$0"
"Plymouth School District","=""1110011""","Purchased Services For Transportation","$629,115"
"Plymouth School District","=""1110011""","Equipment","$74,859"
"Plymouth School District","=""1110011""","All Other Expenditures","$2,005"
"Plymouth School District","=""1110011""","Total","$7,746,561"
"Pomfret School District","=""1120011""","Teacher Salaries","$608,870"
"Pomfret School District","=""1120011""","Instructional Aide Salaries","$124,347"
"Pomfret School District","=""1120011""","Other Salaries","$315,034"
"Pomfret School District","=""1120011""","Employee Benefits","$258,113"
"Pomfret School District","=""1120011""","Purchased Services Other Than Transportation","$84,336"
"Pomfret School District","=""1120011""","Special Education Tuition","$1,286,259"
"Pomfret School District","=""1120011""","Supplies","$36,335"
"Pomfret School District","=""1120011""","Property Services","$0"
"Pomfret School District","=""1120011""","Purchased Services For Transportation","$176,832"
"Pomfret School District","=""1120011""","Equipment","$14,481"
"Pomfret School District","=""1120011""","All Other Expenditures","$0"
"Pomfret School District","=""1120011""","Total","$2,904,608"
"Portland School District","=""1130011""","Teacher Salaries","$1,878,523"
"Portland School District","=""1130011""","Instructional Aide Salaries","$696,717"
"Portland School District","=""1130011""","Other Salaries","$657,427"
"Portland School District","=""1130011""","Employee Benefits","$940,288"
"Portland School District","=""1130011""","Purchased Services Other Than Transportation","$546,688"
"Portland School District","=""1130011""","Special Education Tuition","$1,369,143"
"Portland School District","=""1130011""","Supplies","$44,279"
"Portland School District","=""1130011""","Property Services","$19"
"Portland School District","=""1130011""","Purchased Services For Transportation","$534,330"
"Portland School District","=""1130011""","Equipment","$10,720"
"Portland School District","=""1130011""","All Other Expenditures","$0"
"Portland School District","=""1130011""","Total","$6,678,134"
"Preston School District","=""1140011""","Teacher Salaries","$884,541"
"Preston School District","=""1140011""","Instructional Aide Salaries","$616,007"
"Preston School District","=""1140011""","Other Salaries","$250,883"
"Preston School District","=""1140011""","Employee Benefits","$701,005"
"Preston School District","=""1140011""","Purchased Services Other Than Transportation","$430,405"
"Preston School District","=""1140011""","Special Education Tuition","$1,151,563"
"Preston School District","=""1140011""","Supplies","$18,685"
"Preston School District","=""1140011""","Property Services","$100"
"Preston School District","=""1140011""","Purchased Services For Transportation","$19,082"
"Preston School District","=""1140011""","Equipment","$3,667"
"Preston School District","=""1140011""","All Other Expenditures","$0"
"Preston School District","=""1140011""","Total","$4,075,937"
"Putnam School District","=""1160011""","Teacher Salaries","$2,133,030"
"Putnam School District","=""1160011""","Instructional Aide Salaries","$960,190"
"Putnam School District","=""1160011""","Other Salaries","$325,365"
"Putnam School District","=""1160011""","Employee Benefits","$842,667"
"Putnam School District","=""1160011""","Purchased Services Other Than Transportation","$304,128"
"Putnam School District","=""1160011""","Special Education Tuition","$1,621,779"
"Putnam School District","=""1160011""","Supplies","$41,656"
"Putnam School District","=""1160011""","Property Services","$19,274"
"Putnam School District","=""1160011""","Purchased Services For Transportation","$164,025"
"Putnam School District","=""1160011""","Equipment","$5,979"
"Putnam School District","=""1160011""","All Other Expenditures","$2,955"
"Putnam School District","=""1160011""","Total","$6,421,046"
"Redding School District","=""1170011""","Teacher Salaries","$3,295,120"
"Redding School District","=""1170011""","Instructional Aide Salaries","$1,407,867"
"Redding School District","=""1170011""","Other Salaries","$0"
"Redding School District","=""1170011""","Employee Benefits","$1,550,645"
"Redding School District","=""1170011""","Purchased Services Other Than Transportation","$643,199"
"Redding School District","=""1170011""","Special Education Tuition","$430,502"
"Redding School District","=""1170011""","Supplies","$44,114"
"Redding School District","=""1170011""","Property Services","$10,253"
"Redding School District","=""1170011""","Purchased Services For Transportation","$459,613"
"Redding School District","=""1170011""","Equipment","$16,824"
"Redding School District","=""1170011""","All Other Expenditures","$250"
"Redding School District","=""1170011""","Total","$7,858,386"
"Regional School District 01","=""2010012""","Teacher Salaries","$877,572"
"Regional School District 01","=""2010012""","Instructional Aide Salaries","$54,350"
"Regional School District 01","=""2010012""","Other Salaries","$218,012"
"Regional School District 01","=""2010012""","Employee Benefits","$406,031"
"Regional School District 01","=""2010012""","Purchased Services Other Than Transportation","$99,451"
"Regional School District 01","=""2010012""","Special Education Tuition","$888,669"
"Regional School District 01","=""2010012""","Supplies","$10,839"
"Regional School District 01","=""2010012""","Property Services","$1,538"
"Regional School District 01","=""2010012""","Purchased Services For Transportation","$101,057"
"Regional School District 01","=""2010012""","Equipment","$2,260"
"Regional School District 01","=""2010012""","All Other Expenditures","$0"
"Regional School District 01","=""2010012""","Total","$2,659,780"
"Regional School District 04","=""2040012""","Teacher Salaries","$889,136"
"Regional School District 04","=""2040012""","Instructional Aide Salaries","$592,186"
"Regional School District 04","=""2040012""","Other Salaries","$214,212"
"Regional School District 04","=""2040012""","Employee Benefits","$463,383"
"Regional School District 04","=""2040012""","Purchased Services Other Than Transportation","$66,558"
"Regional School District 04","=""2040012""","Special Education Tuition","$1,583,390"
"Regional School District 04","=""2040012""","Supplies","$34,380"
"Regional School District 04","=""2040012""","Property Services","$11"
"Regional School District 04","=""2040012""","Purchased Services For Transportation","$505,949"
"Regional School District 04","=""2040012""","Equipment","$150"
"Regional School District 04","=""2040012""","All Other Expenditures","$720"
"Regional School District 04","=""2040012""","Total","$4,350,075"
"Regional School District 05","=""2050012""","Teacher Salaries","$3,386,868"
"Regional School District 05","=""2050012""","Instructional Aide Salaries","$757,482"
"Regional School District 05","=""2050012""","Other Salaries","$0"
"Regional School District 05","=""2050012""","Employee Benefits","$810,887"
"Regional School District 05","=""2050012""","Purchased Services Other Than Transportation","$1,046,534"
"Regional School District 05","=""2050012""","Special Education Tuition","$1,992,623"
"Regional School District 05","=""2050012""","Supplies","$54,832"
"Regional School District 05","=""2050012""","Property Services","$19,670"
"Regional School District 05","=""2050012""","Purchased Services For Transportation","$1,256,596"
"Regional School District 05","=""2050012""","Equipment","$24,287"
"Regional School District 05","=""2050012""","All Other Expenditures","$2,863"
"Regional School District 05","=""2050012""","Total","$9,352,644"
"Regional School District 06","=""2060012""","Teacher Salaries","$1,422,862"
"Regional School District 06","=""2060012""","Instructional Aide Salaries","$700"
"Regional School District 06","=""2060012""","Other Salaries","$1,157,033"
"Regional School District 06","=""2060012""","Employee Benefits","$825,137"
"Regional School District 06","=""2060012""","Purchased Services Other Than Transportation","$127,644"
"Regional School District 06","=""2060012""","Special Education Tuition","$470,094"
"Regional School District 06","=""2060012""","Supplies","$32,609"
"Regional School District 06","=""2060012""","Property Services","$0"
"Regional School District 06","=""2060012""","Purchased Services For Transportation","$157,460"
"Regional School District 06","=""2060012""","Equipment","$0"
"Regional School District 06","=""2060012""","All Other Expenditures","$0"
"Regional School District 06","=""2060012""","Total","$4,193,540"
"Regional School District 07","=""2070012""","Teacher Salaries","$1,303,858"
"Regional School District 07","=""2070012""","Instructional Aide Salaries","$189,663"
"Regional School District 07","=""2070012""","Other Salaries","$114,134"
"Regional School District 07","=""2070012""","Employee Benefits","$297,537"
"Regional School District 07","=""2070012""","Purchased Services Other Than Transportation","$1,660,877"
"Regional School District 07","=""2070012""","Special Education Tuition","$1,681,023"
"Regional School District 07","=""2070012""","Supplies","$8,996"
"Regional School District 07","=""2070012""","Property Services","$0"
"Regional School District 07","=""2070012""","Purchased Services For Transportation","$491,944"
"Regional School District 07","=""2070012""","Equipment","$0"
"Regional School District 07","=""2070012""","All Other Expenditures","$0"
"Regional School District 07","=""2070012""","Total","$5,748,032"
"Regional School District 08","=""2080012""","Teacher Salaries","$2,147,604"
"Regional School District 08","=""2080012""","Instructional Aide Salaries","$978,338"
"Regional School District 08","=""2080012""","Other Salaries","$580,987"
"Regional School District 08","=""2080012""","Employee Benefits","$819,312"
"Regional School District 08","=""2080012""","Purchased Services Other Than Transportation","$668,305"
"Regional School District 08","=""2080012""","Special Education Tuition","$1,294,475"
"Regional School District 08","=""2080012""","Supplies","$43,727"
"Regional School District 08","=""2080012""","Property Services","$0"
"Regional School District 08","=""2080012""","Purchased Services For Transportation","$677,653"
"Regional School District 08","=""2080012""","Equipment","$20,351"
"Regional School District 08","=""2080012""","All Other Expenditures","$450"
"Regional School District 08","=""2080012""","Total","$7,231,203"
"Regional School District 09","=""2090012""","Teacher Salaries","$1,801,762"
"Regional School District 09","=""2090012""","Instructional Aide Salaries","$144,737"
"Regional School District 09","=""2090012""","Other Salaries","$258,384"
"Regional School District 09","=""2090012""","Employee Benefits","$526,661"
"Regional School District 09","=""2090012""","Purchased Services Other Than Transportation","$288,379"
"Regional School District 09","=""2090012""","Special Education Tuition","$2,506,400"
"Regional School District 09","=""2090012""","Supplies","$8,956"
"Regional School District 09","=""2090012""","Property Services","$0"
"Regional School District 09","=""2090012""","Purchased Services For Transportation","$793,564"
"Regional School District 09","=""2090012""","Equipment","$38,836"
"Regional School District 09","=""2090012""","All Other Expenditures","$0"
"Regional School District 09","=""2090012""","Total","$6,367,678"
"Regional School District 10","=""2100012""","Teacher Salaries","$3,931,120"
"Regional School District 10","=""2100012""","Instructional Aide Salaries","$1,046,777"
"Regional School District 10","=""2100012""","Other Salaries","$725,457"
"Regional School District 10","=""2100012""","Employee Benefits","$1,224,970"
"Regional School District 10","=""2100012""","Purchased Services Other Than Transportation","$400,430"
"Regional School District 10","=""2100012""","Special Education Tuition","$3,217,821"
"Regional School District 10","=""2100012""","Supplies","$33,637"
"Regional School District 10","=""2100012""","Property Services","$0"
"Regional School District 10","=""2100012""","Purchased Services For Transportation","$917,458"
"Regional School District 10","=""2100012""","Equipment","$46,740"
