"Special Education Expenditures, 2020-21"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Other Salaries","$821,762"
"East Haven School District","=""0440011""","Employee Benefits","$2,626,780"
"East Haven School District","=""0440011""","Purchased Services Other Than Transportation","$1,049,237"
"East Haven School District","=""0440011""","Special Education Tuition","$5,065,662"
"East Haven School District","=""0440011""","Supplies","$28,755"
"East Haven School District","=""0440011""","Property Services","$0"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$1,061,208"
"East Haven School District","=""0440011""","Equipment","$191,493"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$15,404,841"
"East Lyme School District","=""0450011""","Teacher Salaries","$5,275,387"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,463,717"
"East Lyme School District","=""0450011""","Other Salaries","$1,139,955"
"East Lyme School District","=""0450011""","Employee Benefits","$2,241,739"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$725,713"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,385,087"
"East Lyme School District","=""0450011""","Supplies","$59,770"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$532,736"
"East Lyme School District","=""0450011""","Equipment","$14,332"
"East Lyme School District","=""0450011""","All Other Expenditures","$2,198"
"East Lyme School District","=""0450011""","Total","$13,840,634"
"East Windsor School District","=""0470011""","Teacher Salaries","$3,543,455"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$714,795"
"East Windsor School District","=""0470011""","Other Salaries","$419,794"
"East Windsor School District","=""0470011""","Employee Benefits","$1,153,642"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$139,330"
"East Windsor School District","=""0470011""","Special Education Tuition","$1,089,365"
"East Windsor School District","=""0470011""","Supplies","$25,529"
"East Windsor School District","=""0470011""","Property Services","$53,368"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$362,149"
"East Windsor School District","=""0470011""","Equipment","$2,467"
"East Windsor School District","=""0470011""","All Other Expenditures","$0"
"East Windsor School District","=""0470011""","Total","$7,503,894"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$4,892,705"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$721,475"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$3,306,172"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,272,468"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$451,382"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$222,785"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$233,233"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$512"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$12,100,733"
"Eastford School District","=""0390011""","Teacher Salaries","$242,868"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$270,862"
"Eastford School District","=""0390011""","Other Salaries","$0"
"Eastford School District","=""0390011""","Employee Benefits","$89,000"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$118,089"
"Eastford School District","=""0390011""","Special Education Tuition","$325,103"
"Eastford School District","=""0390011""","Supplies","$38,738"
"Eastford School District","=""0390011""","Property Services","$32,210"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$71,946"
"Eastford School District","=""0390011""","Equipment","$2,539"
"Eastford School District","=""0390011""","All Other Expenditures","$250"
"Eastford School District","=""0390011""","Total","$1,191,605"
"Easton School District","=""0460011""","Teacher Salaries","$2,012,454"
"Easton School District","=""0460011""","Instructional Aide Salaries","$878,523"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$951,884"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$286,929"
"Easton School District","=""0460011""","Special Education Tuition","$242,391"
"Easton School District","=""0460011""","Supplies","$13,159"
"Easton School District","=""0460011""","Property Services","$5,885"
"Easton School District","=""0460011""","Purchased Services For Transportation","$140,168"
"Easton School District","=""0460011""","Equipment","$13,189"
"Easton School District","=""0460011""","All Other Expenditures","$14"
"Easton School District","=""0460011""","Total","$4,544,596"
"EdAdvance","=""2420014""","Teacher Salaries","$1,332,257"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$570,008"
"EdAdvance","=""2420014""","Other Salaries","$3,735,193"
"EdAdvance","=""2420014""","Employee Benefits","$1,304,386"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$1,150,284"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$296,596"
"EdAdvance","=""2420014""","Property Services","$496,856"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$3,300"
"EdAdvance","=""2420014""","Equipment","$1,599"
"EdAdvance","=""2420014""","All Other Expenditures","$1,368,205"
"EdAdvance","=""2420014""","Total","$10,258,684"
"Ellington School District","=""0480011""","Teacher Salaries","$3,460,112"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$1,867,716"
"Ellington School District","=""0480011""","Other Salaries","$650,773"
"Ellington School District","=""0480011""","Employee Benefits","$1,621,958"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$306,692"
"Ellington School District","=""0480011""","Special Education Tuition","$1,066,122"
"Ellington School District","=""0480011""","Supplies","$78,440"
"Ellington School District","=""0480011""","Property Services","$68,309"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$342,859"
"Ellington School District","=""0480011""","Equipment","$30,605"
"Ellington School District","=""0480011""","All Other Expenditures","$11,919"
"Ellington School District","=""0480011""","Total","$9,505,507"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$770,409"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$127,341"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$168,964"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$2,014"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$27,073"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$1,470"
"Elm City College Preparatory School District","=""2890013""","Total","$1,097,271"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$72,324"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$15,890"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$0"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$88,214"
"Enfield School District","=""0490011""","Teacher Salaries","$6,928,926"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$2,186,484"
"Enfield School District","=""0490011""","Other Salaries","$1,390,511"
"Enfield School District","=""0490011""","Employee Benefits","$2,164,713"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$1,247,753"
"Enfield School District","=""0490011""","Special Education Tuition","$3,836,180"
"Enfield School District","=""0490011""","Supplies","$190,601"
"Enfield School District","=""0490011""","Property Services","$0"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$1,764,239"
"Enfield School District","=""0490011""","Equipment","$1,137"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$19,710,546"
"Essex School District","=""0500011""","Teacher Salaries","$259,959"
"Essex School District","=""0500011""","Instructional Aide Salaries","$432,251"
"Essex School District","=""0500011""","Other Salaries","$54,065"
"Essex School District","=""0500011""","Employee Benefits","$252,650"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$118,432"
"Essex School District","=""0500011""","Special Education Tuition","$309,056"
"Essex School District","=""0500011""","Supplies","$4,716"
"Essex School District","=""0500011""","Property Services","$3,350"
"Essex School District","=""0500011""","Purchased Services For Transportation","$53,096"
"Essex School District","=""0500011""","Equipment","$1,327"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,488,903"
"Explorations District","=""2720013""","Teacher Salaries","$251,531"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$70,452"
"Explorations District","=""2720013""","Employee Benefits","$33,810"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$15,555"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$8,962"
"Explorations District","=""2720013""","Property Services","$6,407"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$22,407"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$409,124"
"Fairfield School District","=""0510011""","Teacher Salaries","$16,874,112"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,567,997"
"Fairfield School District","=""0510011""","Other Salaries","$8,218,019"
"Fairfield School District","=""0510011""","Employee Benefits","$9,117,404"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$7,227,130"
"Fairfield School District","=""0510011""","Special Education Tuition","$10,405,050"
"Fairfield School District","=""0510011""","Supplies","$173,561"
"Fairfield School District","=""0510011""","Property Services","$28,647"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$2,596,677"
"Fairfield School District","=""0510011""","Equipment","$37,231"
"Fairfield School District","=""0510011""","All Other Expenditures","$339"
"Fairfield School District","=""0510011""","Total","$58,246,168"
"Farmington School District","=""0520011""","Teacher Salaries","$4,914,701"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,335,786"
"Farmington School District","=""0520011""","Other Salaries","$1,175,569"
"Farmington School District","=""0520011""","Employee Benefits","$1,831,173"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$1,297,462"
"Farmington School District","=""0520011""","Special Education Tuition","$2,518,498"
"Farmington School District","=""0520011""","Supplies","$99,243"
"Farmington School District","=""0520011""","Property Services","$4,028"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$949,590"
"Farmington School District","=""0520011""","Equipment","$9,797"
"Farmington School District","=""0520011""","All Other Expenditures","$690"
"Farmington School District","=""0520011""","Total","$15,136,537"
"Franklin School District","=""0530011""","Teacher Salaries","$178,248"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$167,724"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$58,152"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$86,606"
"Franklin School District","=""0530011""","Special Education Tuition","$250,582"
"Franklin School District","=""0530011""","Supplies","$3,877"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$19,054"
"Franklin School District","=""0530011""","Equipment","$0"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$764,243"
"Glastonbury School District","=""0540011""","Teacher Salaries","$7,358,866"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$2,650,012"
"Glastonbury School District","=""0540011""","Other Salaries","$4,385,999"
"Glastonbury School District","=""0540011""","Employee Benefits","$2,047,490"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$409,709"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,274,458"
"Glastonbury School District","=""0540011""","Supplies","$82,663"
"Glastonbury School District","=""0540011""","Property Services","$157,136"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$122,190"
"Glastonbury School District","=""0540011""","Equipment","$2,060"
"Glastonbury School District","=""0540011""","All Other Expenditures","$0"
"Glastonbury School District","=""0540011""","Total","$21,490,583"
"Granby School District","=""0560011""","Teacher Salaries","$2,749,765"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,079,400"
"Granby School District","=""0560011""","Other Salaries","$92,316"
"Granby School District","=""0560011""","Employee Benefits","$1,049,101"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$119,282"
"Granby School District","=""0560011""","Special Education Tuition","$1,658,522"
"Granby School District","=""0560011""","Supplies","$27,316"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$503,150"
"Granby School District","=""0560011""","Equipment","$23,479"
"Granby School District","=""0560011""","All Other Expenditures","$1,154"
"Granby School District","=""0560011""","Total","$7,303,486"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$203,230"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$30,757"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$46,638"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$0"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$280,625"
"Greenwich School District","=""0570011""","Teacher Salaries","$15,563,707"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$3,930,826"
"Greenwich School District","=""0570011""","Other Salaries","$7,483,843"
"Greenwich School District","=""0570011""","Employee Benefits","$7,611,308"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$2,139,748"
"Greenwich School District","=""0570011""","Special Education Tuition","$7,192,934"
"Greenwich School District","=""0570011""","Supplies","$311,597"
"Greenwich School District","=""0570011""","Property Services","$10,331"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$2,328,313"
"Greenwich School District","=""0570011""","Equipment","$270"
"Greenwich School District","=""0570011""","All Other Expenditures","$0"
"Greenwich School District","=""0570011""","Total","$46,572,876"
"Griswold School District","=""0580011""","Teacher Salaries","$2,709,456"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,260,987"
"Griswold School District","=""0580011""","Other Salaries","$583,811"
"Griswold School District","=""0580011""","Employee Benefits","$1,258,148"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$245,024"
"Griswold School District","=""0580011""","Special Education Tuition","$1,160,685"
"Griswold School District","=""0580011""","Supplies","$49,221"
"Griswold School District","=""0580011""","Property Services","$2,685"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$729,885"
"Griswold School District","=""0580011""","Equipment","$16,012"
"Griswold School District","=""0580011""","All Other Expenditures","$410"
"Griswold School District","=""0580011""","Total","$8,016,326"
"Groton School District","=""0590011""","Teacher Salaries","$8,075,670"
"Groton School District","=""0590011""","Instructional Aide Salaries","$2,771,267"
"Groton School District","=""0590011""","Other Salaries","$1,036,253"
"Groton School District","=""0590011""","Employee Benefits","$1,898,914"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,531,511"
"Groton School District","=""0590011""","Special Education Tuition","$3,884,787"
"Groton School District","=""0590011""","Supplies","$163,635"
"Groton School District","=""0590011""","Property Services","$1,118"
"Groton School District","=""0590011""","Purchased Services For Transportation","$1,698,822"
"Groton School District","=""0590011""","Equipment","$23,987"
"Groton School District","=""0590011""","All Other Expenditures","$2,450"
"Groton School District","=""0590011""","Total","$21,088,412"
"Guilford School District","=""0600011""","Teacher Salaries","$5,608,514"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$1,741,131"
"Guilford School District","=""0600011""","Other Salaries","$465,768"
"Guilford School District","=""0600011""","Employee Benefits","$2,340,823"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,105,965"
"Guilford School District","=""0600011""","Special Education Tuition","$3,862,850"
"Guilford School District","=""0600011""","Supplies","$108,563"
"Guilford School District","=""0600011""","Property Services","$19,166"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,378,553"
"Guilford School District","=""0600011""","Equipment","$21,592"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$16,652,926"
"Hamden School District","=""0620011""","Teacher Salaries","$10,812,824"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$3,132,967"
"Hamden School District","=""0620011""","Other Salaries","$1,197,146"
"Hamden School District","=""0620011""","Employee Benefits","$7,594,888"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$1,308,053"
"Hamden School District","=""0620011""","Special Education Tuition","$15,907,980"
"Hamden School District","=""0620011""","Supplies","$62,502"
"Hamden School District","=""0620011""","Property Services","$2,436"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$3,037,544"
"Hamden School District","=""0620011""","Equipment","$120"
"Hamden School District","=""0620011""","All Other Expenditures","$0"
"Hamden School District","=""0620011""","Total","$43,056,462"
"Hampton School District","=""0630011""","Teacher Salaries","$154,616"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$137,685"
"Hampton School District","=""0630011""","Other Salaries","$42,977"
"Hampton School District","=""0630011""","Employee Benefits","$69,026"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$13,864"
"Hampton School District","=""0630011""","Special Education Tuition","$123,033"
"Hampton School District","=""0630011""","Supplies","$1,786"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$34,267"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$115"
"Hampton School District","=""0630011""","Total","$577,370"
"Hartford School District","=""0640011""","Teacher Salaries","$22,903,114"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$9,618,623"
"Hartford School District","=""0640011""","Other Salaries","$5,227,727"
"Hartford School District","=""0640011""","Employee Benefits","$11,880,219"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$2,189,753"
"Hartford School District","=""0640011""","Special Education Tuition","$71,496,833"
"Hartford School District","=""0640011""","Supplies","$157,708"
"Hartford School District","=""0640011""","Property Services","$5,163"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$12,580,885"
"Hartford School District","=""0640011""","Equipment","$239,958"
"Hartford School District","=""0640011""","All Other Expenditures","$3,384"
"Hartford School District","=""0640011""","Total","$136,303,368"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$0"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$0"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$457,135"
"Hartland School District","=""0650011""","Special Education Tuition","$427,332"
"Hartland School District","=""0650011""","Supplies","$2,099"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$40,657"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$927,223"
"Hebron School District","=""0670011""","Teacher Salaries","$981,146"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$481,081"
"Hebron School District","=""0670011""","Other Salaries","$259,714"
"Hebron School District","=""0670011""","Employee Benefits","$408,093"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$175,018"
"Hebron School District","=""0670011""","Special Education Tuition","$155,815"
"Hebron School District","=""0670011""","Supplies","$6,223"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$60,905"
"Hebron School District","=""0670011""","Equipment","$498"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$2,528,493"
"Highville Charter School District","=""2860013""","Teacher Salaries","$65,754"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$0"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$0"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$65,754"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$173,385"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$40,824"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$68,428"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$28,746"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$0"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$311,384"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$495,154"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$26,094"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$178,363"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$120,543"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$50,410"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$10,505"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$66,408"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$8,687"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$956,165"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$425,274"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$0"
"Jumoke Academy District","=""2610013""","Other Salaries","$0"
"Jumoke Academy District","=""2610013""","Employee Benefits","$73,180"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$178,718"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$2,077"
"Jumoke Academy District","=""2610013""","Property Services","$0"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$679,249"
"Kent School District","=""0680011""","Teacher Salaries","$495,884"
"Kent School District","=""0680011""","Instructional Aide Salaries","$3,618"
"Kent School District","=""0680011""","Other Salaries","$193,521"
"Kent School District","=""0680011""","Employee Benefits","$218,978"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$38,995"
"Kent School District","=""0680011""","Special Education Tuition","$0"
"Kent School District","=""0680011""","Supplies","$7,969"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$60,785"
"Kent School District","=""0680011""","Equipment","$783"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$1,020,533"
"Killingly School District","=""0690011""","Teacher Salaries","$3,065,584"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,561,754"
"Killingly School District","=""0690011""","Other Salaries","$906,773"
"Killingly School District","=""0690011""","Employee Benefits","$1,656,611"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$876,202"
"Killingly School District","=""0690011""","Special Education Tuition","$3,793,179"
"Killingly School District","=""0690011""","Supplies","$107,585"
"Killingly School District","=""0690011""","Property Services","$15,352"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$114,627"
"Killingly School District","=""0690011""","Equipment","$11,381"
"Killingly School District","=""0690011""","All Other Expenditures","$425"
"Killingly School District","=""0690011""","Total","$12,109,473"
"Learn","=""2450014""","Teacher Salaries","$3,496,761"
"Learn","=""2450014""","Instructional Aide Salaries","$2,174,046"
"Learn","=""2450014""","Other Salaries","$2,374,278"
"Learn","=""2450014""","Employee Benefits","$2,494,098"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$1,877,694"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$51,351"
"Learn","=""2450014""","Property Services","$343,313"
"Learn","=""2450014""","Purchased Services For Transportation","$0"
"Learn","=""2450014""","Equipment","$71,184"
"Learn","=""2450014""","All Other Expenditures","$256,277"
"Learn","=""2450014""","Total","$13,139,003"
"Lebanon School District","=""0710011""","Teacher Salaries","$978,624"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$759,087"
"Lebanon School District","=""0710011""","Other Salaries","$490,965"
"Lebanon School District","=""0710011""","Employee Benefits","$620,874"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$244,522"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,778,726"
"Lebanon School District","=""0710011""","Supplies","$28,378"
"Lebanon School District","=""0710011""","Property Services","$0"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$412,699"
"Lebanon School District","=""0710011""","Equipment","$2,383"
"Lebanon School District","=""0710011""","All Other Expenditures","$250"
"Lebanon School District","=""0710011""","Total","$5,316,508"
"Ledyard School District","=""0720011""","Teacher Salaries","$3,665,570"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$982,248"
"Ledyard School District","=""0720011""","Other Salaries","$826,829"
"Ledyard School District","=""0720011""","Employee Benefits","$620,164"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$985,718"
"Ledyard School District","=""0720011""","Special Education Tuition","$1,681,939"
"Ledyard School District","=""0720011""","Supplies","$68,059"
"Ledyard School District","=""0720011""","Property Services","$16,313"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$716,585"
"Ledyard School District","=""0720011""","Equipment","$13,985"
"Ledyard School District","=""0720011""","All Other Expenditures","$2,300"
"Ledyard School District","=""0720011""","Total","$9,579,710"
"Lisbon School District","=""0730011""","Teacher Salaries","$820,240"
"Lisbon School District","=""0730011""","Instructional Aide Salaries","$104,376"
"Lisbon School District","=""0730011""","Other Salaries","$108,988"
"Lisbon School District","=""0730011""","Employee Benefits","$239,439"
"Lisbon School District","=""0730011""","Purchased Services Other Than Transportation","$288,558"
"Lisbon School District","=""0730011""","Special Education Tuition","$1,032,671"
"Lisbon School District","=""0730011""","Supplies","$17,552"
"Lisbon School District","=""0730011""","Property Services","$0"
"Lisbon School District","=""0730011""","Purchased Services For Transportation","$160,612"
"Lisbon School District","=""0730011""","Equipment","$10,211"
