"Special Education Expenditures, 2019-20"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Supplies","$18,653"
"East Haven School District","=""0440011""","Property Services","$689"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$1,334,076"
"East Haven School District","=""0440011""","Equipment","$60,624"
"East Haven School District","=""0440011""","All Other Expenditures","$1,965"
"East Haven School District","=""0440011""","Total","$15,024,708"
"East Lyme School District","=""0450011""","Teacher Salaries","$4,847,033"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,462,501"
"East Lyme School District","=""0450011""","Other Salaries","$1,018,696"
"East Lyme School District","=""0450011""","Employee Benefits","$1,813,111"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$544,652"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,465,815"
"East Lyme School District","=""0450011""","Supplies","$92,413"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$550,684"
"East Lyme School District","=""0450011""","Equipment","$0"
"East Lyme School District","=""0450011""","All Other Expenditures","$3,419"
"East Lyme School District","=""0450011""","Total","$12,798,324"
"East Windsor School District","=""0470011""","Teacher Salaries","$2,920,328"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,428,418"
"East Windsor School District","=""0470011""","Other Salaries","$236,792"
"East Windsor School District","=""0470011""","Employee Benefits","$609,172"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$95,187"
"East Windsor School District","=""0470011""","Special Education Tuition","$1,671,156"
"East Windsor School District","=""0470011""","Supplies","$27,516"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$630,862"
"East Windsor School District","=""0470011""","Equipment","$12,135"
"East Windsor School District","=""0470011""","All Other Expenditures","$1,928"
"East Windsor School District","=""0470011""","Total","$7,633,494"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$4,426,187"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$842,516"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$3,221,029"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,175,968"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$1,437,323"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$223,372"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$631,566"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$36,231"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$142"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$12,994,332"
"Eastford School District","=""0390011""","Teacher Salaries","$231,858"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$255,785"
"Eastford School District","=""0390011""","Other Salaries","$0"
"Eastford School District","=""0390011""","Employee Benefits","$76,259"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$84,890"
"Eastford School District","=""0390011""","Special Education Tuition","$312,359"
"Eastford School District","=""0390011""","Supplies","$13,305"
"Eastford School District","=""0390011""","Property Services","$0"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$74,760"
"Eastford School District","=""0390011""","Equipment","$0"
"Eastford School District","=""0390011""","All Other Expenditures","$0"
"Eastford School District","=""0390011""","Total","$1,049,216"
"Easton School District","=""0460011""","Teacher Salaries","$1,742,014"
"Easton School District","=""0460011""","Instructional Aide Salaries","$857,501"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$877,624"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$234,749"
"Easton School District","=""0460011""","Special Education Tuition","$414,247"
"Easton School District","=""0460011""","Supplies","$23,132"
"Easton School District","=""0460011""","Property Services","$335"
"Easton School District","=""0460011""","Purchased Services For Transportation","$164,938"
"Easton School District","=""0460011""","Equipment","$14,207"
"Easton School District","=""0460011""","All Other Expenditures","$121"
"Easton School District","=""0460011""","Total","$4,328,868"
"EdAdvance","=""2420014""","Teacher Salaries","$3,088,572"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$447,633"
"EdAdvance","=""2420014""","Other Salaries","$1,561,612"
"EdAdvance","=""2420014""","Employee Benefits","$1,359,147"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$657,275"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$275,147"
"EdAdvance","=""2420014""","Property Services","$354,673"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$0"
"EdAdvance","=""2420014""","Equipment","$2,454"
"EdAdvance","=""2420014""","All Other Expenditures","$838,028"
"EdAdvance","=""2420014""","Total","$8,584,540"
"Ellington School District","=""0480011""","Teacher Salaries","$3,028,520"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$1,865,586"
"Ellington School District","=""0480011""","Other Salaries","$786,035"
"Ellington School District","=""0480011""","Employee Benefits","$1,388,848"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$372,819"
"Ellington School District","=""0480011""","Special Education Tuition","$1,272,888"
"Ellington School District","=""0480011""","Supplies","$75,544"
"Ellington School District","=""0480011""","Property Services","$0"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$283,878"
"Ellington School District","=""0480011""","Equipment","$36,905"
"Ellington School District","=""0480011""","All Other Expenditures","$2,848"
"Ellington School District","=""0480011""","Total","$9,113,872"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$471,491"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$85,871"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$110,138"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$4,434"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$6,469"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$975"
"Elm City College Preparatory School District","=""2890013""","Total","$679,378"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$76,329"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$26,158"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$0"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$102,487"
"Enfield School District","=""0490011""","Teacher Salaries","$7,242,372"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$2,198,323"
"Enfield School District","=""0490011""","Other Salaries","$1,316,923"
"Enfield School District","=""0490011""","Employee Benefits","$2,041,139"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$1,451,546"
"Enfield School District","=""0490011""","Special Education Tuition","$4,125,772"
"Enfield School District","=""0490011""","Supplies","$178,827"
"Enfield School District","=""0490011""","Property Services","$7,016"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$1,875,408"
"Enfield School District","=""0490011""","Equipment","$30,979"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$20,468,304"
"Essex School District","=""0500011""","Teacher Salaries","$275,532"
"Essex School District","=""0500011""","Instructional Aide Salaries","$475,293"
"Essex School District","=""0500011""","Other Salaries","$82,658"
"Essex School District","=""0500011""","Employee Benefits","$244,062"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$20,560"
"Essex School District","=""0500011""","Special Education Tuition","$175,587"
"Essex School District","=""0500011""","Supplies","$6,529"
"Essex School District","=""0500011""","Property Services","$3,560"
"Essex School District","=""0500011""","Purchased Services For Transportation","$49,671"
"Essex School District","=""0500011""","Equipment","$0"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,333,452"
"Explorations District","=""2720013""","Teacher Salaries","$214,832"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$148,632"
"Explorations District","=""2720013""","Employee Benefits","$40,067"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$16,655"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$7,299"
"Explorations District","=""2720013""","Property Services","$18,123"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$21,937"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$467,546"
"Fairfield School District","=""0510011""","Teacher Salaries","$14,924,736"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,187,876"
"Fairfield School District","=""0510011""","Other Salaries","$8,418,234"
"Fairfield School District","=""0510011""","Employee Benefits","$8,983,193"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$6,375,631"
"Fairfield School District","=""0510011""","Special Education Tuition","$8,847,628"
"Fairfield School District","=""0510011""","Supplies","$155,438"
"Fairfield School District","=""0510011""","Property Services","$60,538"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$3,313,117"
"Fairfield School District","=""0510011""","Equipment","$55,273"
"Fairfield School District","=""0510011""","All Other Expenditures","$188"
"Fairfield School District","=""0510011""","Total","$54,321,852"
"Farmington School District","=""0520011""","Teacher Salaries","$4,795,129"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,287,655"
"Farmington School District","=""0520011""","Other Salaries","$1,236,090"
"Farmington School District","=""0520011""","Employee Benefits","$1,718,444"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$927,858"
"Farmington School District","=""0520011""","Special Education Tuition","$2,217,405"
"Farmington School District","=""0520011""","Supplies","$78,568"
"Farmington School District","=""0520011""","Property Services","$6,206"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$914,643"
"Farmington School District","=""0520011""","Equipment","$7,148"
"Farmington School District","=""0520011""","All Other Expenditures","$875"
"Farmington School District","=""0520011""","Total","$14,190,021"
"Franklin School District","=""0530011""","Teacher Salaries","$263,938"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$94,087"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$41,885"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$15,800"
"Franklin School District","=""0530011""","Special Education Tuition","$237,918"
"Franklin School District","=""0530011""","Supplies","$3,251"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$67,148"
"Franklin School District","=""0530011""","Equipment","$0"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$724,026"
"Glastonbury School District","=""0540011""","Teacher Salaries","$6,958,618"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$2,743,786"
"Glastonbury School District","=""0540011""","Other Salaries","$4,328,712"
"Glastonbury School District","=""0540011""","Employee Benefits","$1,900,635"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$551,009"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,100,561"
"Glastonbury School District","=""0540011""","Supplies","$71,982"
"Glastonbury School District","=""0540011""","Property Services","$157,229"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$141,883"
"Glastonbury School District","=""0540011""","Equipment","$2,538"
"Glastonbury School District","=""0540011""","All Other Expenditures","$1,395"
"Glastonbury School District","=""0540011""","Total","$20,958,348"
"Granby School District","=""0560011""","Teacher Salaries","$2,635,829"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,058,941"
"Granby School District","=""0560011""","Other Salaries","$87,782"
"Granby School District","=""0560011""","Employee Benefits","$934,140"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$177,547"
"Granby School District","=""0560011""","Special Education Tuition","$1,612,353"
"Granby School District","=""0560011""","Supplies","$26,657"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$578,420"
"Granby School District","=""0560011""","Equipment","$22,073"
"Granby School District","=""0560011""","All Other Expenditures","$1,954"
"Granby School District","=""0560011""","Total","$7,135,698"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$41,364"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$10,688"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$70,108"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$0"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$122,160"
"Greenwich School District","=""0570011""","Teacher Salaries","$15,645,972"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$3,171,624"
"Greenwich School District","=""0570011""","Other Salaries","$5,340,762"
"Greenwich School District","=""0570011""","Employee Benefits","$6,994,297"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$1,981,079"
"Greenwich School District","=""0570011""","Special Education Tuition","$7,185,724"
"Greenwich School District","=""0570011""","Supplies","$182,773"
"Greenwich School District","=""0570011""","Property Services","$0"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$2,260,079"
"Greenwich School District","=""0570011""","Equipment","$691"
"Greenwich School District","=""0570011""","All Other Expenditures","$0"
"Greenwich School District","=""0570011""","Total","$42,763,002"
"Griswold School District","=""0580011""","Teacher Salaries","$2,220,786"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,478,538"
"Griswold School District","=""0580011""","Other Salaries","$768,145"
"Griswold School District","=""0580011""","Employee Benefits","$727,844"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$87,113"
"Griswold School District","=""0580011""","Special Education Tuition","$1,088,003"
"Griswold School District","=""0580011""","Supplies","$38,334"
"Griswold School District","=""0580011""","Property Services","$8,295"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$711,495"
"Griswold School District","=""0580011""","Equipment","$14,699"
"Griswold School District","=""0580011""","All Other Expenditures","$0"
"Griswold School District","=""0580011""","Total","$7,143,253"
"Groton School District","=""0590011""","Teacher Salaries","$8,209,115"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,507,407"
"Groton School District","=""0590011""","Other Salaries","$1,191,388"
"Groton School District","=""0590011""","Employee Benefits","$2,019,950"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,527,826"
"Groton School District","=""0590011""","Special Education Tuition","$4,127,587"
"Groton School District","=""0590011""","Supplies","$99,318"
"Groton School District","=""0590011""","Property Services","$1,808"
"Groton School District","=""0590011""","Purchased Services For Transportation","$1,616,641"
"Groton School District","=""0590011""","Equipment","$55,274"
"Groton School District","=""0590011""","All Other Expenditures","$1,360"
"Groton School District","=""0590011""","Total","$22,357,675"
"Guilford School District","=""0600011""","Teacher Salaries","$5,367,798"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$1,843,381"
"Guilford School District","=""0600011""","Other Salaries","$0"
"Guilford School District","=""0600011""","Employee Benefits","$2,265,401"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,125,015"
"Guilford School District","=""0600011""","Special Education Tuition","$3,675,903"
"Guilford School District","=""0600011""","Supplies","$30,946"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,503,325"
"Guilford School District","=""0600011""","Equipment","$3,983"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$15,815,751"
"Hamden School District","=""0620011""","Teacher Salaries","$10,728,064"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$3,120,390"
"Hamden School District","=""0620011""","Other Salaries","$1,174,375"
"Hamden School District","=""0620011""","Employee Benefits","$7,619,497"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$1,105,869"
"Hamden School District","=""0620011""","Special Education Tuition","$14,555,396"
"Hamden School District","=""0620011""","Supplies","$135,171"
"Hamden School District","=""0620011""","Property Services","$2,584"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$3,672,149"
"Hamden School District","=""0620011""","Equipment","$0"
"Hamden School District","=""0620011""","All Other Expenditures","$0"
"Hamden School District","=""0620011""","Total","$42,113,496"
"Hampton School District","=""0630011""","Teacher Salaries","$113,128"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$145,146"
"Hampton School District","=""0630011""","Other Salaries","$42,301"
"Hampton School District","=""0630011""","Employee Benefits","$54,060"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$62,395"
"Hampton School District","=""0630011""","Special Education Tuition","$69,546"
"Hampton School District","=""0630011""","Supplies","$1,860"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$4,786"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$0"
"Hampton School District","=""0630011""","Total","$493,221"
"Hartford School District","=""0640011""","Teacher Salaries","$22,478,906"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$10,430,649"
"Hartford School District","=""0640011""","Other Salaries","$5,606,705"
"Hartford School District","=""0640011""","Employee Benefits","$12,272,831"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$1,926,078"
"Hartford School District","=""0640011""","Special Education Tuition","$71,056,248"
"Hartford School District","=""0640011""","Supplies","$72,270"
"Hartford School District","=""0640011""","Property Services","$8,763"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$13,044,934"
"Hartford School District","=""0640011""","Equipment","$38,318"
"Hartford School District","=""0640011""","All Other Expenditures","$1,880"
"Hartford School District","=""0640011""","Total","$136,937,582"
"Hartland School District","=""0650011""","Teacher Salaries","$131"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$22,049"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$1,687"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$454,456"
"Hartland School District","=""0650011""","Special Education Tuition","$468,382"
"Hartland School District","=""0650011""","Supplies","$1,771"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$24,416"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$972,893"
"Hebron School District","=""0670011""","Teacher Salaries","$900,805"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$525,892"
"Hebron School District","=""0670011""","Other Salaries","$246,599"
"Hebron School District","=""0670011""","Employee Benefits","$533,189"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$182,342"
"Hebron School District","=""0670011""","Special Education Tuition","$79,354"
"Hebron School District","=""0670011""","Supplies","$25,173"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$69,167"
"Hebron School District","=""0670011""","Equipment","$17,902"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$2,580,424"
"Highville Charter School District","=""2860013""","Teacher Salaries","$53,839"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$0"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$3,900"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$57,739"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$13,867"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$66,439"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$184,211"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$58,928"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$49,360"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$3,295"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$376,100"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$306,285"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$20,707"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$58,120"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$102,919"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$4,800"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$7,131"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$1,099"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$501,062"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$416,669"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$0"
"Jumoke Academy District","=""2610013""","Other Salaries","$0"
"Jumoke Academy District","=""2610013""","Employee Benefits","$94,632"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$127,428"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$87"
"Jumoke Academy District","=""2610013""","Property Services","$0"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$638,816"
"Kent School District","=""0680011""","Teacher Salaries","$460,252"
"Kent School District","=""0680011""","Instructional Aide Salaries","$0"
"Kent School District","=""0680011""","Other Salaries","$189,799"
"Kent School District","=""0680011""","Employee Benefits","$215,179"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$68,494"
"Kent School District","=""0680011""","Special Education Tuition","$0"
"Kent School District","=""0680011""","Supplies","$3,518"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$36,332"
"Kent School District","=""0680011""","Equipment","$139"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$973,713"
"Killingly School District","=""0690011""","Teacher Salaries","$3,177,222"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,746,052"
"Killingly School District","=""0690011""","Other Salaries","$879,558"
"Killingly School District","=""0690011""","Employee Benefits","$1,617,705"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$826,212"
"Killingly School District","=""0690011""","Special Education Tuition","$4,351,131"
"Killingly School District","=""0690011""","Supplies","$98,940"
"Killingly School District","=""0690011""","Property Services","$49,651"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$273,887"
"Killingly School District","=""0690011""","Equipment","$122,671"
"Killingly School District","=""0690011""","All Other Expenditures","$972"
"Killingly School District","=""0690011""","Total","$13,144,002"
"Learn","=""2450014""","Teacher Salaries","$3,374,986"
"Learn","=""2450014""","Instructional Aide Salaries","$1,904,388"
"Learn","=""2450014""","Other Salaries","$2,931,245"
"Learn","=""2450014""","Employee Benefits","$2,669,594"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$1,752,213"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$37,353"
"Learn","=""2450014""","Property Services","$454,655"
"Learn","=""2450014""","Purchased Services For Transportation","$0"
"Learn","=""2450014""","Equipment","$72,576"
"Learn","=""2450014""","All Other Expenditures","$255,305"
"Learn","=""2450014""","Total","$13,452,315"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,009,386"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$789,178"
"Lebanon School District","=""0710011""","Other Salaries","$563,088"
"Lebanon School District","=""0710011""","Employee Benefits","$612,548"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$207,318"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,855,666"
"Lebanon School District","=""0710011""","Supplies","$18,412"
"Lebanon School District","=""0710011""","Property Services","$0"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$487,015"
"Lebanon School District","=""0710011""","Equipment","$11,723"
"Lebanon School District","=""0710011""","All Other Expenditures","$385"
"Lebanon School District","=""0710011""","Total","$5,554,719"
"Ledyard School District","=""0720011""","Teacher Salaries","$3,587,662"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$958,432"
"Ledyard School District","=""0720011""","Other Salaries","$739,696"
"Ledyard School District","=""0720011""","Employee Benefits","$911,950"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$622,976"
"Ledyard School District","=""0720011""","Special Education Tuition","$1,523,518"
"Ledyard School District","=""0720011""","Supplies","$45,926"
"Ledyard School District","=""0720011""","Property Services","$11,985"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$546,982"
"Ledyard School District","=""0720011""","Equipment","$12,437"
"Ledyard School District","=""0720011""","All Other Expenditures","$951"
"Ledyard School District","=""0720011""","Total","$8,962,515"
"Lisbon School District","=""0730011""","Teacher Salaries","$803,023"
"Lisbon School District","=""0730011""","Instructional Aide Salaries","$104,095"
"Lisbon School District","=""0730011""","Other Salaries","$103,699"
"Lisbon School District","=""0730011""","Employee Benefits","$258,267"
"Lisbon School District","=""0730011""","Purchased Services Other Than Transportation","$273,586"
"Lisbon School District","=""0730011""","Special Education Tuition","$1,049,849"
"Lisbon School District","=""0730011""","Supplies","$5,744"
"Lisbon School District","=""0730011""","Property Services","$0"
"Lisbon School District","=""0730011""","Purchased Services For Transportation","$168,616"
"Lisbon School District","=""0730011""","Equipment","$1,192"
"Lisbon School District","=""0730011""","All Other Expenditures","$490"
"Lisbon School District","=""0730011""","Total","$2,768,560"
"Litchfield School District","=""0740011""","Teacher Salaries","$839,362"
"Litchfield School District","=""0740011""","Instructional Aide Salaries","$966,460"
"Litchfield School District","=""0740011""","Other Salaries","$36,843"
