"Special Education Expenditures, 2024-25"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Other Salaries","$1,508,224"
"East Haven School District","=""0440011""","Employee Benefits","$1,533,691"
"East Haven School District","=""0440011""","Purchased Services Other Than Transportation","$509,129"
"East Haven School District","=""0440011""","Special Education Tuition","$6,498,453"
"East Haven School District","=""0440011""","Supplies","$31,342"
"East Haven School District","=""0440011""","Property Services","$1,693"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$2,170,108"
"East Haven School District","=""0440011""","Equipment","$11,088"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$16,802,816"
"East Lyme School District","=""0450011""","Teacher Salaries","$5,377,522"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,587,232"
"East Lyme School District","=""0450011""","Other Salaries","$1,375,930"
"East Lyme School District","=""0450011""","Employee Benefits","$2,647,245"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$893,901"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,946,892"
"East Lyme School District","=""0450011""","Supplies","$96,562"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$877,019"
"East Lyme School District","=""0450011""","Equipment","$32,745"
"East Lyme School District","=""0450011""","All Other Expenditures","$4,382"
"East Lyme School District","=""0450011""","Total","$15,839,430"
"East Windsor School District","=""0470011""","Teacher Salaries","$3,243,395"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,827,063"
"East Windsor School District","=""0470011""","Other Salaries","$1,002,330"
"East Windsor School District","=""0470011""","Employee Benefits","$1,886,564"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$68,906"
"East Windsor School District","=""0470011""","Special Education Tuition","$1,493,866"
"East Windsor School District","=""0470011""","Supplies","$20,300"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$669,343"
"East Windsor School District","=""0470011""","Equipment","$4,733"
"East Windsor School District","=""0470011""","All Other Expenditures","$610"
"East Windsor School District","=""0470011""","Total","$10,217,111"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$4,741,678"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$847,438"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$4,545,828"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$2,578,707"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$338,295"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$226,410"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$86,432"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$1,643,100"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$15,007,887"
"Eastford School District","=""0390011""","Teacher Salaries","$171,175"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$267,815"
"Eastford School District","=""0390011""","Other Salaries","$45,655"
"Eastford School District","=""0390011""","Employee Benefits","$167,354"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$187,167"
"Eastford School District","=""0390011""","Special Education Tuition","$312,838"
"Eastford School District","=""0390011""","Supplies","$3,031"
"Eastford School District","=""0390011""","Property Services","$0"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$26,819"
"Eastford School District","=""0390011""","Equipment","$3,080"
"Eastford School District","=""0390011""","All Other Expenditures","$250"
"Eastford School District","=""0390011""","Total","$1,185,184"
"Easton School District","=""0460011""","Teacher Salaries","$2,471,455"
"Easton School District","=""0460011""","Instructional Aide Salaries","$1,265,665"
"Easton School District","=""0460011""","Other Salaries","$25,275"
"Easton School District","=""0460011""","Employee Benefits","$852,791"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$208,181"
"Easton School District","=""0460011""","Special Education Tuition","$592,237"
"Easton School District","=""0460011""","Supplies","$13,544"
"Easton School District","=""0460011""","Property Services","$0"
"Easton School District","=""0460011""","Purchased Services For Transportation","$324,700"
"Easton School District","=""0460011""","Equipment","$7,506"
"Easton School District","=""0460011""","All Other Expenditures","$0"
"Easton School District","=""0460011""","Total","$5,761,353"
"EdAdvance","=""2420014""","Teacher Salaries","$2,536,356"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$1,116,244"
"EdAdvance","=""2420014""","Other Salaries","$2,968,918"
"EdAdvance","=""2420014""","Employee Benefits","$1,557,674"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$1,583,708"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$302,588"
"EdAdvance","=""2420014""","Property Services","$919,142"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$0"
"EdAdvance","=""2420014""","Equipment","$957"
"EdAdvance","=""2420014""","All Other Expenditures","$1,544,686"
"EdAdvance","=""2420014""","Total","$12,530,274"
"Ellington School District","=""0480011""","Teacher Salaries","$5,105,785"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$2,834,212"
"Ellington School District","=""0480011""","Other Salaries","$904,924"
"Ellington School District","=""0480011""","Employee Benefits","$2,405,847"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$668,378"
"Ellington School District","=""0480011""","Special Education Tuition","$1,221,773"
"Ellington School District","=""0480011""","Supplies","$151,003"
"Ellington School District","=""0480011""","Property Services","$162,677"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$760,473"
"Ellington School District","=""0480011""","Equipment","$11,163"
"Ellington School District","=""0480011""","All Other Expenditures","$12,590"
"Ellington School District","=""0480011""","Total","$14,238,824"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$708,157"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$141,631"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$208,667"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$15,021"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$81,785"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$158"
"Elm City College Preparatory School District","=""2890013""","Total","$1,155,419"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$241,706"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$91,848"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$241,706"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$575,260"
"Enfield School District","=""0490011""","Teacher Salaries","$9,538,769"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$2,697,740"
"Enfield School District","=""0490011""","Other Salaries","$3,060,368"
"Enfield School District","=""0490011""","Employee Benefits","$3,911,144"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$2,025,730"
"Enfield School District","=""0490011""","Special Education Tuition","$3,991,436"
"Enfield School District","=""0490011""","Supplies","$298,405"
"Enfield School District","=""0490011""","Property Services","$0"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$2,685,461"
"Enfield School District","=""0490011""","Equipment","$19,356"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$28,228,408"
"Essex School District","=""0500011""","Teacher Salaries","$497,836"
"Essex School District","=""0500011""","Instructional Aide Salaries","$399,325"
"Essex School District","=""0500011""","Other Salaries","$68,734"
"Essex School District","=""0500011""","Employee Benefits","$297,455"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$17,208"
"Essex School District","=""0500011""","Special Education Tuition","$356,692"
"Essex School District","=""0500011""","Supplies","$15,190"
"Essex School District","=""0500011""","Property Services","$277"
"Essex School District","=""0500011""","Purchased Services For Transportation","$142,950"
"Essex School District","=""0500011""","Equipment","$170"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,795,837"
"Explorations District","=""2720013""","Teacher Salaries","$186,966"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$77,653"
"Explorations District","=""2720013""","Employee Benefits","$30,917"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$1,156"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$3,416"
"Explorations District","=""2720013""","Property Services","$8,080"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$0"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$308,188"
"Fairfield School District","=""0510011""","Teacher Salaries","$16,432,521"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$6,462,212"
"Fairfield School District","=""0510011""","Other Salaries","$8,094,422"
"Fairfield School District","=""0510011""","Employee Benefits","$10,241,014"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$7,557,469"
"Fairfield School District","=""0510011""","Special Education Tuition","$12,071,729"
"Fairfield School District","=""0510011""","Supplies","$377,377"
"Fairfield School District","=""0510011""","Property Services","$24,823"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$5,054,460"
"Fairfield School District","=""0510011""","Equipment","$46,024"
"Fairfield School District","=""0510011""","All Other Expenditures","$750"
"Fairfield School District","=""0510011""","Total","$66,362,801"
"Farmington School District","=""0520011""","Teacher Salaries","$5,505,073"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,459,336"
"Farmington School District","=""0520011""","Other Salaries","$1,269,692"
"Farmington School District","=""0520011""","Employee Benefits","$1,875,870"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$1,392,837"
"Farmington School District","=""0520011""","Special Education Tuition","$5,595,566"
"Farmington School District","=""0520011""","Supplies","$117,194"
"Farmington School District","=""0520011""","Property Services","$37,971"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$1,338,019"
"Farmington School District","=""0520011""","Equipment","$24,203"
"Farmington School District","=""0520011""","All Other Expenditures","$7,666"
"Farmington School District","=""0520011""","Total","$19,623,427"
"Franklin School District","=""0530011""","Teacher Salaries","$348,468"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$161,314"
"Franklin School District","=""0530011""","Other Salaries","$2,985"
"Franklin School District","=""0530011""","Employee Benefits","$94,125"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$11,142"
"Franklin School District","=""0530011""","Special Education Tuition","$456,148"
"Franklin School District","=""0530011""","Supplies","$6,127"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$123,465"
"Franklin School District","=""0530011""","Equipment","$7,080"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$1,210,854"
"Glastonbury School District","=""0540011""","Teacher Salaries","$9,275,595"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$3,638,368"
"Glastonbury School District","=""0540011""","Other Salaries","$6,156,854"
"Glastonbury School District","=""0540011""","Employee Benefits","$1,981,332"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$349,227"
"Glastonbury School District","=""0540011""","Special Education Tuition","$5,426,819"
"Glastonbury School District","=""0540011""","Supplies","$129,431"
"Glastonbury School District","=""0540011""","Property Services","$222,060"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$198,629"
"Glastonbury School District","=""0540011""","Equipment","$11,823"
"Glastonbury School District","=""0540011""","All Other Expenditures","$2,509"
"Glastonbury School District","=""0540011""","Total","$27,392,647"
"Goodwin University Educational Services (GUES)","=""2310018""","Teacher Salaries","$1,554,750"
"Goodwin University Educational Services (GUES)","=""2310018""","Instructional Aide Salaries","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Other Salaries","$1,398,490"
"Goodwin University Educational Services (GUES)","=""2310018""","Employee Benefits","$564,045"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services Other Than Transportation","$22,113"
"Goodwin University Educational Services (GUES)","=""2310018""","Special Education Tuition","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Supplies","$2,509"
"Goodwin University Educational Services (GUES)","=""2310018""","Property Services","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Purchased Services For Transportation","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Equipment","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","All Other Expenditures","$0"
"Goodwin University Educational Services (GUES)","=""2310018""","Total","$3,541,907"
"Granby School District","=""0560011""","Teacher Salaries","$2,101,887"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,476,466"
"Granby School District","=""0560011""","Other Salaries","$1,005,559"
"Granby School District","=""0560011""","Employee Benefits","$1,269,497"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$244,126"
"Granby School District","=""0560011""","Special Education Tuition","$2,523,643"
"Granby School District","=""0560011""","Supplies","$55,216"
"Granby School District","=""0560011""","Property Services","$8,400"
"Granby School District","=""0560011""","Purchased Services For Transportation","$890,553"
"Granby School District","=""0560011""","Equipment","$23,623"
"Granby School District","=""0560011""","All Other Expenditures","$8,040"
"Granby School District","=""0560011""","Total","$9,607,011"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$339,070"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$189,963"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$98,967"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$2,000"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$630,000"
"Greenwich School District","=""0570011""","Teacher Salaries","$21,742,390"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$4,063,331"
"Greenwich School District","=""0570011""","Other Salaries","$12,454,284"
"Greenwich School District","=""0570011""","Employee Benefits","$12,115,853"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$2,521,414"
"Greenwich School District","=""0570011""","Special Education Tuition","$9,343,314"
"Greenwich School District","=""0570011""","Supplies","$326,279"
"Greenwich School District","=""0570011""","Property Services","$137,386"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$3,621,228"
"Greenwich School District","=""0570011""","Equipment","$170,446"
"Greenwich School District","=""0570011""","All Other Expenditures","$222,395"
"Greenwich School District","=""0570011""","Total","$66,718,319"
"Griswold School District","=""0580011""","Teacher Salaries","$2,956,851"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$2,291,159"
"Griswold School District","=""0580011""","Other Salaries","$611,208"
"Griswold School District","=""0580011""","Employee Benefits","$874,276"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$74,959"
"Griswold School District","=""0580011""","Special Education Tuition","$2,685,199"
"Griswold School District","=""0580011""","Supplies","$29,738"
"Griswold School District","=""0580011""","Property Services","$0"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$1,410,049"
"Griswold School District","=""0580011""","Equipment","$5,806"
"Griswold School District","=""0580011""","All Other Expenditures","$0"
"Griswold School District","=""0580011""","Total","$10,939,245"
"Groton School District","=""0590011""","Teacher Salaries","$9,383,529"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,922,461"
"Groton School District","=""0590011""","Other Salaries","$906,190"
"Groton School District","=""0590011""","Employee Benefits","$2,997,523"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$2,245,597"
"Groton School District","=""0590011""","Special Education Tuition","$3,942,628"
"Groton School District","=""0590011""","Supplies","$82,410"
"Groton School District","=""0590011""","Property Services","$540"
"Groton School District","=""0590011""","Purchased Services For Transportation","$2,803,760"
"Groton School District","=""0590011""","Equipment","$94,095"
"Groton School District","=""0590011""","All Other Expenditures","$2,950"
"Groton School District","=""0590011""","Total","$26,381,683"
"Guilford School District","=""0600011""","Teacher Salaries","$6,170,458"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$2,254,948"
"Guilford School District","=""0600011""","Other Salaries","$107,702"
"Guilford School District","=""0600011""","Employee Benefits","$2,421,037"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,644,789"
"Guilford School District","=""0600011""","Special Education Tuition","$3,256,355"
"Guilford School District","=""0600011""","Supplies","$86,859"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,995,470"
"Guilford School District","=""0600011""","Equipment","$54,949"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$17,992,566"
"Hamden School District","=""0620011""","Teacher Salaries","$11,797,159"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$2,731,237"
"Hamden School District","=""0620011""","Other Salaries","$1,734,410"
"Hamden School District","=""0620011""","Employee Benefits","$7,418,872"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$3,091,570"
"Hamden School District","=""0620011""","Special Education Tuition","$21,673,311"
"Hamden School District","=""0620011""","Supplies","$63,001"
"Hamden School District","=""0620011""","Property Services","$0"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$5,693,751"
"Hamden School District","=""0620011""","Equipment","$0"
"Hamden School District","=""0620011""","All Other Expenditures","$1,837"
"Hamden School District","=""0620011""","Total","$54,205,149"
"Hampton School District","=""0630011""","Teacher Salaries","$166,552"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$91,073"
"Hampton School District","=""0630011""","Other Salaries","$37,502"
"Hampton School District","=""0630011""","Employee Benefits","$114,182"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$57,186"
"Hampton School District","=""0630011""","Special Education Tuition","$54,228"
"Hampton School District","=""0630011""","Supplies","$4,529"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$48,501"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$250"
"Hampton School District","=""0630011""","Total","$574,003"
"Hartford School District","=""0640011""","Teacher Salaries","$19,695,916"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$10,393,964"
"Hartford School District","=""0640011""","Other Salaries","$5,767,065"
"Hartford School District","=""0640011""","Employee Benefits","$10,876,726"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$3,668,840"
"Hartford School District","=""0640011""","Special Education Tuition","$92,000,432"
"Hartford School District","=""0640011""","Supplies","$363,207"
"Hartford School District","=""0640011""","Property Services","$969"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$31,083,380"
"Hartford School District","=""0640011""","Equipment","$63,252"
"Hartford School District","=""0640011""","All Other Expenditures","$4,900"
"Hartford School District","=""0640011""","Total","$173,918,651"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$7,797"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$573"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$486,792"
"Hartland School District","=""0650011""","Special Education Tuition","$419,404"
"Hartland School District","=""0650011""","Supplies","$3,283"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$58,014"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$975,863"
"Hebron School District","=""0670011""","Teacher Salaries","$1,172,099"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$959,555"
"Hebron School District","=""0670011""","Other Salaries","$463,970"
"Hebron School District","=""0670011""","Employee Benefits","$668,036"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$65,944"
"Hebron School District","=""0670011""","Special Education Tuition","$503,219"
"Hebron School District","=""0670011""","Supplies","$17,784"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$166,319"
"Hebron School District","=""0670011""","Equipment","$2,174"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$4,019,100"
"Highville Charter School District","=""2860013""","Teacher Salaries","$179,240"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$61,350"
"Highville Charter School District","=""2860013""","Employee Benefits","$30,433"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$0"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$271,022"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$385,369"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$128,828"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$18,290"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$112,283"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$36,549"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$0"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$681,319"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$501,708"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$104,813"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$333,451"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$181,354"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$7,353"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$8,891"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$46,812"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$15,292"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$1,199,673"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$537,039"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$0"
"Jumoke Academy District","=""2610013""","Other Salaries","$1,240"
"Jumoke Academy District","=""2610013""","Employee Benefits","$167,329"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$55,673"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$7,420"
"Jumoke Academy District","=""2610013""","Property Services","$525"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$11,768"
"Jumoke Academy District","=""2610013""","Total","$780,995"
"Kent School District","=""0680011""","Teacher Salaries","$460,177"
"Kent School District","=""0680011""","Instructional Aide Salaries","$82,417"
"Kent School District","=""0680011""","Other Salaries","$129,428"
"Kent School District","=""0680011""","Employee Benefits","$223,477"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$80,902"
"Kent School District","=""0680011""","Special Education Tuition","$6,504"
"Kent School District","=""0680011""","Supplies","$5,687"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$66,197"
"Kent School District","=""0680011""","Equipment","$6,524"
"Kent School District","=""0680011""","All Other Expenditures","$17,143"
"Kent School District","=""0680011""","Total","$1,078,456"
"Killingly School District","=""0690011""","Teacher Salaries","$3,148,857"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,626,060"
"Killingly School District","=""0690011""","Other Salaries","$1,162,108"
"Killingly School District","=""0690011""","Employee Benefits","$1,424,216"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$1,535,602"
"Killingly School District","=""0690011""","Special Education Tuition","$4,878,638"
"Killingly School District","=""0690011""","Supplies","$130,168"
"Killingly School District","=""0690011""","Property Services","$33,473"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$591,335"
"Killingly School District","=""0690011""","Equipment","$205,447"
"Killingly School District","=""0690011""","All Other Expenditures","$1,564"
"Killingly School District","=""0690011""","Total","$14,737,469"
"Learn","=""2450014""","Teacher Salaries","$4,530,402"
"Learn","=""2450014""","Instructional Aide Salaries","$3,340,227"
"Learn","=""2450014""","Other Salaries","$3,992,836"
"Learn","=""2450014""","Employee Benefits","$2,574,693"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$2,404,929"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$198,730"
"Learn","=""2450014""","Property Services","$641,500"
"Learn","=""2450014""","Purchased Services For Transportation","$0"
"Learn","=""2450014""","Equipment","$157,950"
"Learn","=""2450014""","All Other Expenditures","$2,896"
"Learn","=""2450014""","Total","$17,844,162"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,470,788"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$1,112,549"
"Lebanon School District","=""0710011""","Other Salaries","$643,510"
"Lebanon School District","=""0710011""","Employee Benefits","$792,484"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$281,708"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,295,345"
"Lebanon School District","=""0710011""","Supplies","$18,721"
"Lebanon School District","=""0710011""","Property Services","$1,288"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$378,900"
"Lebanon School District","=""0710011""","Equipment","$6,953"
"Lebanon School District","=""0710011""","All Other Expenditures","$250"
"Lebanon School District","=""0710011""","Total","$6,002,494"
"Ledyard School District","=""0720011""","Teacher Salaries","$4,592,311"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$1,075,188"
"Ledyard School District","=""0720011""","Other Salaries","$1,045,151"
"Ledyard School District","=""0720011""","Employee Benefits","$1,239,207"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$1,251,275"
