"Special Education Expenditures, 2017-18"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Employee Benefits","$2,162,100"
"East Haven School District","=""0440011""","Purchased Services Other Than Transportation","$545,459"
"East Haven School District","=""0440011""","Special Education Tuition","$4,950,456"
"East Haven School District","=""0440011""","Supplies","$6,085"
"East Haven School District","=""0440011""","Property Services","$0"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$1,247,276"
"East Haven School District","=""0440011""","Equipment","$15,413"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$13,853,085"
"East Lyme School District","=""0450011""","Teacher Salaries","$4,220,992"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,145,060"
"East Lyme School District","=""0450011""","Other Salaries","$969,562"
"East Lyme School District","=""0450011""","Employee Benefits","$1,493,103"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$933,147"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,160,830"
"East Lyme School District","=""0450011""","Supplies","$69,450"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$802,130"
"East Lyme School District","=""0450011""","Equipment","$13,408"
"East Lyme School District","=""0450011""","All Other Expenditures","$3,116"
"East Lyme School District","=""0450011""","Total","$11,810,797"
"East Windsor School District","=""0470011""","Teacher Salaries","$2,724,856"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,546,593"
"East Windsor School District","=""0470011""","Other Salaries","$260,146"
"East Windsor School District","=""0470011""","Employee Benefits","$540,122"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$108,295"
"East Windsor School District","=""0470011""","Special Education Tuition","$1,314,164"
"East Windsor School District","=""0470011""","Supplies","$6,342"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$653,303"
"East Windsor School District","=""0470011""","Equipment","$7,740"
"East Windsor School District","=""0470011""","All Other Expenditures","$2,760"
"East Windsor School District","=""0470011""","Total","$7,164,321"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$3,512,847"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$656,255"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$2,586,603"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$1,735,845"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$1,235,029"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$225,569"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$894,766"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$45,583"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$207"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$10,892,703"
"Eastford School District","=""0390011""","Teacher Salaries","$233,910"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$216,231"
"Eastford School District","=""0390011""","Other Salaries","$0"
"Eastford School District","=""0390011""","Employee Benefits","$71,262"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$85,715"
"Eastford School District","=""0390011""","Special Education Tuition","$176,676"
"Eastford School District","=""0390011""","Supplies","$863"
"Eastford School District","=""0390011""","Property Services","$205"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$73,560"
"Eastford School District","=""0390011""","Equipment","$1,525"
"Eastford School District","=""0390011""","All Other Expenditures","$200"
"Eastford School District","=""0390011""","Total","$860,146"
"Easton School District","=""0460011""","Teacher Salaries","$1,809,661"
"Easton School District","=""0460011""","Instructional Aide Salaries","$740,712"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$694,112"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$381,804"
"Easton School District","=""0460011""","Special Education Tuition","$399,599"
"Easton School District","=""0460011""","Supplies","$13,028"
"Easton School District","=""0460011""","Property Services","$685"
"Easton School District","=""0460011""","Purchased Services For Transportation","$253,837"
"Easton School District","=""0460011""","Equipment","$10,699"
"Easton School District","=""0460011""","All Other Expenditures","$0"
"Easton School District","=""0460011""","Total","$4,304,136"
"EdAdvance","=""2420014""","Teacher Salaries","$722,186"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$163,372"
"EdAdvance","=""2420014""","Other Salaries","$725,023"
"EdAdvance","=""2420014""","Employee Benefits","$616,255"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$269,123"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$87,550"
"EdAdvance","=""2420014""","Property Services","$144,504"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$0"
"EdAdvance","=""2420014""","Equipment","$10,890"
"EdAdvance","=""2420014""","All Other Expenditures","$195,677"
"EdAdvance","=""2420014""","Total","$2,934,580"
"Ellington School District","=""0480011""","Teacher Salaries","$2,894,208"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$1,287,117"
"Ellington School District","=""0480011""","Other Salaries","$533,719"
"Ellington School District","=""0480011""","Employee Benefits","$1,272,089"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$806,696"
"Ellington School District","=""0480011""","Special Education Tuition","$1,608,724"
"Ellington School District","=""0480011""","Supplies","$81,427"
"Ellington School District","=""0480011""","Property Services","$0"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$413,380"
"Ellington School District","=""0480011""","Equipment","$17,057"
"Ellington School District","=""0480011""","All Other Expenditures","$4,739"
"Ellington School District","=""0480011""","Total","$8,919,155"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$153,574"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$27,946"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$60,844"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$1,872"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$3,143"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$286"
"Elm City College Preparatory School District","=""2890013""","Total","$247,666"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$83,894"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$0"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$83,894"
"Enfield School District","=""0490011""","Teacher Salaries","$6,044,370"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$2,094,125"
"Enfield School District","=""0490011""","Other Salaries","$1,094,253"
"Enfield School District","=""0490011""","Employee Benefits","$2,254,128"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$979,617"
"Enfield School District","=""0490011""","Special Education Tuition","$4,373,685"
"Enfield School District","=""0490011""","Supplies","$170,065"
"Enfield School District","=""0490011""","Property Services","$0"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$1,936,592"
"Enfield School District","=""0490011""","Equipment","$14,908"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$18,961,744"
"Essex School District","=""0500011""","Teacher Salaries","$80,133"
"Essex School District","=""0500011""","Instructional Aide Salaries","$437,561"
"Essex School District","=""0500011""","Other Salaries","$16,194"
"Essex School District","=""0500011""","Employee Benefits","$10,763"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$89,256"
"Essex School District","=""0500011""","Special Education Tuition","$0"
"Essex School District","=""0500011""","Supplies","$11,354"
"Essex School District","=""0500011""","Property Services","$0"
"Essex School District","=""0500011""","Purchased Services For Transportation","$65,715"
"Essex School District","=""0500011""","Equipment","$1,869"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$712,845"
"Explorations District","=""2720013""","Teacher Salaries","$263,161"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$118,224"
"Explorations District","=""2720013""","Employee Benefits","$37,454"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$15,518"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$3,649"
"Explorations District","=""2720013""","Property Services","$15,071"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$6,699"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$459,776"
"Fairfield School District","=""0510011""","Teacher Salaries","$14,242,699"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,182,708"
"Fairfield School District","=""0510011""","Other Salaries","$6,434,785"
"Fairfield School District","=""0510011""","Employee Benefits","$8,185,016"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$4,953,032"
"Fairfield School District","=""0510011""","Special Education Tuition","$8,967,075"
"Fairfield School District","=""0510011""","Supplies","$259,655"
"Fairfield School District","=""0510011""","Property Services","$49,635"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$3,554,189"
"Fairfield School District","=""0510011""","Equipment","$72,031"
"Fairfield School District","=""0510011""","All Other Expenditures","$714"
"Fairfield School District","=""0510011""","Total","$49,901,539"
"Farmington School District","=""0520011""","Teacher Salaries","$4,476,743"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,019,802"
"Farmington School District","=""0520011""","Other Salaries","$950,267"
"Farmington School District","=""0520011""","Employee Benefits","$1,259,536"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$1,102,699"
"Farmington School District","=""0520011""","Special Education Tuition","$2,209,594"
"Farmington School District","=""0520011""","Supplies","$52,015"
"Farmington School District","=""0520011""","Property Services","$6,544"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$1,293,975"
"Farmington School District","=""0520011""","Equipment","$22,306"
"Farmington School District","=""0520011""","All Other Expenditures","$1,000"
"Farmington School District","=""0520011""","Total","$13,394,480"
"Franklin School District","=""0530011""","Teacher Salaries","$208,354"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$82,542"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$44,252"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$47,213"
"Franklin School District","=""0530011""","Special Education Tuition","$218,011"
"Franklin School District","=""0530011""","Supplies","$11,680"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$27,918"
"Franklin School District","=""0530011""","Equipment","$0"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$639,970"
"Glastonbury School District","=""0540011""","Teacher Salaries","$6,391,170"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$2,430,320"
"Glastonbury School District","=""0540011""","Other Salaries","$3,999,694"
"Glastonbury School District","=""0540011""","Employee Benefits","$1,408,009"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$565,977"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,026,924"
"Glastonbury School District","=""0540011""","Supplies","$93,107"
"Glastonbury School District","=""0540011""","Property Services","$178,049"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$168,730"
"Glastonbury School District","=""0540011""","Equipment","$2,367"
"Glastonbury School District","=""0540011""","All Other Expenditures","$1,961"
"Glastonbury School District","=""0540011""","Total","$19,266,309"
"Granby School District","=""0560011""","Teacher Salaries","$2,474,951"
"Granby School District","=""0560011""","Instructional Aide Salaries","$837,652"
"Granby School District","=""0560011""","Other Salaries","$80,814"
"Granby School District","=""0560011""","Employee Benefits","$771,331"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$96,256"
"Granby School District","=""0560011""","Special Education Tuition","$1,571,504"
"Granby School District","=""0560011""","Supplies","$21,789"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$374,017"
"Granby School District","=""0560011""","Equipment","$21,695"
"Granby School District","=""0560011""","All Other Expenditures","$1,854"
"Granby School District","=""0560011""","Total","$6,251,862"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$223,912"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$46,165"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$28,134"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$34,218"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$20,787"
"Great Oaks Charter School District","=""2940013""","Total","$353,216"
"Greenwich School District","=""0570011""","Teacher Salaries","$19,013,472"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$0"
"Greenwich School District","=""0570011""","Other Salaries","$6,407,307"
"Greenwich School District","=""0570011""","Employee Benefits","$6,196,810"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$-879,271"
"Greenwich School District","=""0570011""","Special Education Tuition","$5,452,781"
"Greenwich School District","=""0570011""","Supplies","$118,663"
"Greenwich School District","=""0570011""","Property Services","$320,294"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$2,398,674"
"Greenwich School District","=""0570011""","Equipment","$120,299"
"Greenwich School District","=""0570011""","All Other Expenditures","$121,173"
"Greenwich School District","=""0570011""","Total","$39,270,202"
"Griswold School District","=""0580011""","Teacher Salaries","$2,083,187"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,310,653"
"Griswold School District","=""0580011""","Other Salaries","$860,410"
"Griswold School District","=""0580011""","Employee Benefits","$698,665"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$316,258"
"Griswold School District","=""0580011""","Special Education Tuition","$1,255,532"
"Griswold School District","=""0580011""","Supplies","$12,037"
"Griswold School District","=""0580011""","Property Services","$9,178"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$659,872"
"Griswold School District","=""0580011""","Equipment","$16,160"
"Griswold School District","=""0580011""","All Other Expenditures","$2,012"
"Griswold School District","=""0580011""","Total","$7,223,963"
"Groton School District","=""0590011""","Teacher Salaries","$8,034,573"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,150,716"
"Groton School District","=""0590011""","Other Salaries","$514,367"
"Groton School District","=""0590011""","Employee Benefits","$2,220,509"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,406,730"
"Groton School District","=""0590011""","Special Education Tuition","$4,060,081"
"Groton School District","=""0590011""","Supplies","$200,074"
"Groton School District","=""0590011""","Property Services","$965"
"Groton School District","=""0590011""","Purchased Services For Transportation","$1,838,316"
"Groton School District","=""0590011""","Equipment","$805"
"Groton School District","=""0590011""","All Other Expenditures","$2,710"
"Groton School District","=""0590011""","Total","$21,429,846"
"Guilford School District","=""0600011""","Teacher Salaries","$5,222,929"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$1,988,519"
"Guilford School District","=""0600011""","Other Salaries","$243,694"
"Guilford School District","=""0600011""","Employee Benefits","$2,476,348"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,176,267"
"Guilford School District","=""0600011""","Special Education Tuition","$4,222,965"
"Guilford School District","=""0600011""","Supplies","$66,895"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,394,197"
"Guilford School District","=""0600011""","Equipment","$0"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$16,791,814"
"Hamden School District","=""0620011""","Teacher Salaries","$10,944,718"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$0"
"Hamden School District","=""0620011""","Other Salaries","$2,813,328"
"Hamden School District","=""0620011""","Employee Benefits","$6,879,023"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$937,720"
"Hamden School District","=""0620011""","Special Education Tuition","$11,614,815"
"Hamden School District","=""0620011""","Supplies","$63,844"
"Hamden School District","=""0620011""","Property Services","$228"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$3,135,041"
"Hamden School District","=""0620011""","Equipment","$0"
"Hamden School District","=""0620011""","All Other Expenditures","$0"
"Hamden School District","=""0620011""","Total","$36,388,717"
"Hampton School District","=""0630011""","Teacher Salaries","$237,119"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$20,226"
"Hampton School District","=""0630011""","Other Salaries","$27,022"
"Hampton School District","=""0630011""","Employee Benefits","$59,352"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$69,502"
"Hampton School District","=""0630011""","Special Education Tuition","$0"
"Hampton School District","=""0630011""","Supplies","$1,021"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$2,100"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$0"
"Hampton School District","=""0630011""","Total","$416,342"
"Hartford School District","=""0640011""","Teacher Salaries","$20,571,877"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$648,633"
"Hartford School District","=""0640011""","Other Salaries","$17,964,763"
"Hartford School District","=""0640011""","Employee Benefits","$11,583,381"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$1,835,911"
"Hartford School District","=""0640011""","Special Education Tuition","$61,856,148"
"Hartford School District","=""0640011""","Supplies","$63,407"
"Hartford School District","=""0640011""","Property Services","$13,707"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$13,176,858"
"Hartford School District","=""0640011""","Equipment","$33,737"
"Hartford School District","=""0640011""","All Other Expenditures","$596"
"Hartford School District","=""0640011""","Total","$127,749,017"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$22,684"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$1,735"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$437,767"
"Hartland School District","=""0650011""","Special Education Tuition","$304,939"
"Hartland School District","=""0650011""","Supplies","$3,238"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$53,601"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$823,964"
"Hebron School District","=""0670011""","Teacher Salaries","$895,147"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$415,466"
"Hebron School District","=""0670011""","Other Salaries","$319,961"
"Hebron School District","=""0670011""","Employee Benefits","$584,405"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$278,688"
"Hebron School District","=""0670011""","Special Education Tuition","$126,428"
"Hebron School District","=""0670011""","Supplies","$15,667"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$66,340"
"Hebron School District","=""0670011""","Equipment","$7,895"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$2,709,997"
"Highville Charter School District","=""2860013""","Teacher Salaries","$76,863"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$0"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$0"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$76,863"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$149,737"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$89,659"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$58,894"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$43,419"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$36,720"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$40"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$378,469"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$275,668"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$17,911"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$122,720"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$68,078"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$5,189"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$7,395"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$5,000"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$40"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$502,001"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$183,209"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$61,361"
"Jumoke Academy District","=""2610013""","Other Salaries","$80,576"
"Jumoke Academy District","=""2610013""","Employee Benefits","$68,900"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$189,114"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$1,277"
"Jumoke Academy District","=""2610013""","Property Services","$0"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$76"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$584,513"
"Kent School District","=""0680011""","Teacher Salaries","$475,924"
"Kent School District","=""0680011""","Instructional Aide Salaries","$5,361"
"Kent School District","=""0680011""","Other Salaries","$185,275"
"Kent School District","=""0680011""","Employee Benefits","$230,505"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$13,784"
"Kent School District","=""0680011""","Special Education Tuition","$103,775"
"Kent School District","=""0680011""","Supplies","$3,499"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$94,353"
"Kent School District","=""0680011""","Equipment","$4,045"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$1,116,521"
"Killingly School District","=""0690011""","Teacher Salaries","$2,637,062"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,518,941"
"Killingly School District","=""0690011""","Other Salaries","$888,514"
"Killingly School District","=""0690011""","Employee Benefits","$1,751,692"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$476,562"
"Killingly School District","=""0690011""","Special Education Tuition","$6,110,904"
"Killingly School District","=""0690011""","Supplies","$91,873"
"Killingly School District","=""0690011""","Property Services","$62,021"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$597,019"
"Killingly School District","=""0690011""","Equipment","$254,466"
"Killingly School District","=""0690011""","All Other Expenditures","$468"
"Killingly School District","=""0690011""","Total","$14,389,521"
"Learn","=""2450014""","Teacher Salaries","$1,825,233"
"Learn","=""2450014""","Instructional Aide Salaries","$1,316,001"
"Learn","=""2450014""","Other Salaries","$4,554,252"
"Learn","=""2450014""","Employee Benefits","$2,356,306"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$1,280,247"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$-8,462"
"Learn","=""2450014""","Property Services","$332,971"
"Learn","=""2450014""","Purchased Services For Transportation","$52,777"
"Learn","=""2450014""","Equipment","$63,958"
"Learn","=""2450014""","All Other Expenditures","$84,963"
"Learn","=""2450014""","Total","$11,858,246"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,019,393"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$750,641"
"Lebanon School District","=""0710011""","Other Salaries","$715,384"
"Lebanon School District","=""0710011""","Employee Benefits","$659,933"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$335,347"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,804,994"
"Lebanon School District","=""0710011""","Supplies","$27,561"
"Lebanon School District","=""0710011""","Property Services","$7,946"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$648,335"
"Lebanon School District","=""0710011""","Equipment","$8,179"
"Lebanon School District","=""0710011""","All Other Expenditures","$10"
"Lebanon School District","=""0710011""","Total","$5,977,724"
"Ledyard School District","=""0720011""","Teacher Salaries","$4,050,573"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$738,282"
"Ledyard School District","=""0720011""","Other Salaries","$251,600"
"Ledyard School District","=""0720011""","Employee Benefits","$628,756"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$649,925"
"Ledyard School District","=""0720011""","Special Education Tuition","$2,574,314"
"Ledyard School District","=""0720011""","Supplies","$59,285"
"Ledyard School District","=""0720011""","Property Services","$2,369"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$902,071"
"Ledyard School District","=""0720011""","Equipment","$8,086"
"Ledyard School District","=""0720011""","All Other Expenditures","$845"
"Ledyard School District","=""0720011""","Total","$9,866,106"
"Lisbon School District","=""0730011""","Teacher Salaries","$867,021"
"Lisbon School District","=""0730011""","Instructional Aide Salaries","$0"
"Lisbon School District","=""0730011""","Other Salaries","$106,534"
"Lisbon School District","=""0730011""","Employee Benefits","$191,199"
"Lisbon School District","=""0730011""","Purchased Services Other Than Transportation","$229,215"
"Lisbon School District","=""0730011""","Special Education Tuition","$1,205,123"
"Lisbon School District","=""0730011""","Supplies","$3,068"
"Lisbon School District","=""0730011""","Property Services","$0"
"Lisbon School District","=""0730011""","Purchased Services For Transportation","$320,349"
"Lisbon School District","=""0730011""","Equipment","$3,264"
"Lisbon School District","=""0730011""","All Other Expenditures","$500"
"Lisbon School District","=""0730011""","Total","$2,926,273"
