"Special Education Expenditures, 2018-19"
"All Districts"

"District","District Code","Description","Amount"
"East Haven School District","=""0440011""","Purchased Services For Transportation","$1,528,531"
"East Haven School District","=""0440011""","Equipment","$848"
"East Haven School District","=""0440011""","All Other Expenditures","$0"
"East Haven School District","=""0440011""","Total","$14,537,701"
"East Lyme School District","=""0450011""","Teacher Salaries","$4,419,550"
"East Lyme School District","=""0450011""","Instructional Aide Salaries","$2,376,455"
"East Lyme School District","=""0450011""","Other Salaries","$956,373"
"East Lyme School District","=""0450011""","Employee Benefits","$1,684,218"
"East Lyme School District","=""0450011""","Purchased Services Other Than Transportation","$762,084"
"East Lyme School District","=""0450011""","Special Education Tuition","$1,355,164"
"East Lyme School District","=""0450011""","Supplies","$165,870"
"East Lyme School District","=""0450011""","Property Services","$0"
"East Lyme School District","=""0450011""","Purchased Services For Transportation","$718,554"
"East Lyme School District","=""0450011""","Equipment","$1,289"
"East Lyme School District","=""0450011""","All Other Expenditures","$2,636"
"East Lyme School District","=""0450011""","Total","$12,442,193"
"East Windsor School District","=""0470011""","Teacher Salaries","$2,852,158"
"East Windsor School District","=""0470011""","Instructional Aide Salaries","$1,349,469"
"East Windsor School District","=""0470011""","Other Salaries","$232,302"
"East Windsor School District","=""0470011""","Employee Benefits","$587,799"
"East Windsor School District","=""0470011""","Purchased Services Other Than Transportation","$119,861"
"East Windsor School District","=""0470011""","Special Education Tuition","$1,860,246"
"East Windsor School District","=""0470011""","Supplies","$15,906"
"East Windsor School District","=""0470011""","Property Services","$0"
"East Windsor School District","=""0470011""","Purchased Services For Transportation","$641,208"
"East Windsor School District","=""0470011""","Equipment","$12,939"
"East Windsor School District","=""0470011""","All Other Expenditures","$3,911"
"East Windsor School District","=""0470011""","Total","$7,675,799"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Teacher Salaries","$3,842,372"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Instructional Aide Salaries","$773,378"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Other Salaries","$2,800,388"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Employee Benefits","$1,696,585"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services Other Than Transportation","$1,266,014"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Special Education Tuition","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Supplies","$232,190"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Property Services","$78,248"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Purchased Services For Transportation","$0"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Equipment","$27,354"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","All Other Expenditures","$534"
"Eastern Connecticut Regional Educational Service Center (EASTCONN)","=""2530014""","Total","$10,717,062"
"Eastford School District","=""0390011""","Teacher Salaries","$225,065"
"Eastford School District","=""0390011""","Instructional Aide Salaries","$249,074"
"Eastford School District","=""0390011""","Other Salaries","$0"
"Eastford School District","=""0390011""","Employee Benefits","$65,858"
"Eastford School District","=""0390011""","Purchased Services Other Than Transportation","$84,731"
"Eastford School District","=""0390011""","Special Education Tuition","$251,572"
"Eastford School District","=""0390011""","Supplies","$2,958"
"Eastford School District","=""0390011""","Property Services","$0"
"Eastford School District","=""0390011""","Purchased Services For Transportation","$112,250"
"Eastford School District","=""0390011""","Equipment","$0"
"Eastford School District","=""0390011""","All Other Expenditures","$200"
"Eastford School District","=""0390011""","Total","$991,706"
"Easton School District","=""0460011""","Teacher Salaries","$1,716,793"
"Easton School District","=""0460011""","Instructional Aide Salaries","$865,805"
"Easton School District","=""0460011""","Other Salaries","$0"
"Easton School District","=""0460011""","Employee Benefits","$751,001"
"Easton School District","=""0460011""","Purchased Services Other Than Transportation","$416,067"
"Easton School District","=""0460011""","Special Education Tuition","$355,065"
"Easton School District","=""0460011""","Supplies","$15,581"
"Easton School District","=""0460011""","Property Services","$286"
"Easton School District","=""0460011""","Purchased Services For Transportation","$204,641"
"Easton School District","=""0460011""","Equipment","$27,479"
"Easton School District","=""0460011""","All Other Expenditures","$214"
"Easton School District","=""0460011""","Total","$4,352,933"
"EdAdvance","=""2420014""","Teacher Salaries","$1,271,953"
"EdAdvance","=""2420014""","Instructional Aide Salaries","$283,029"
"EdAdvance","=""2420014""","Other Salaries","$1,569,654"
"EdAdvance","=""2420014""","Employee Benefits","$899,789"
"EdAdvance","=""2420014""","Purchased Services Other Than Transportation","$366,755"
"EdAdvance","=""2420014""","Special Education Tuition","$0"
"EdAdvance","=""2420014""","Supplies","$160,933"
"EdAdvance","=""2420014""","Property Services","$135,248"
"EdAdvance","=""2420014""","Purchased Services For Transportation","$0"
"EdAdvance","=""2420014""","Equipment","$32,313"
"EdAdvance","=""2420014""","All Other Expenditures","$548,999"
"EdAdvance","=""2420014""","Total","$5,268,673"
"Ellington School District","=""0480011""","Teacher Salaries","$3,056,873"
"Ellington School District","=""0480011""","Instructional Aide Salaries","$1,617,642"
"Ellington School District","=""0480011""","Other Salaries","$636,877"
"Ellington School District","=""0480011""","Employee Benefits","$1,280,108"
"Ellington School District","=""0480011""","Purchased Services Other Than Transportation","$405,720"
"Ellington School District","=""0480011""","Special Education Tuition","$1,189,542"
"Ellington School District","=""0480011""","Supplies","$57,317"
"Ellington School District","=""0480011""","Property Services","$0"
"Ellington School District","=""0480011""","Purchased Services For Transportation","$288,466"
"Ellington School District","=""0480011""","Equipment","$24,888"
"Ellington School District","=""0480011""","All Other Expenditures","$3,858"
"Ellington School District","=""0480011""","Total","$8,561,290"
"Elm City College Preparatory School District","=""2890013""","Teacher Salaries","$476,586"
"Elm City College Preparatory School District","=""2890013""","Instructional Aide Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Other Salaries","$0"
"Elm City College Preparatory School District","=""2890013""","Employee Benefits","$87,328"
"Elm City College Preparatory School District","=""2890013""","Purchased Services Other Than Transportation","$119,464"
"Elm City College Preparatory School District","=""2890013""","Special Education Tuition","$0"
"Elm City College Preparatory School District","=""2890013""","Supplies","$6,086"
"Elm City College Preparatory School District","=""2890013""","Property Services","$0"
"Elm City College Preparatory School District","=""2890013""","Purchased Services For Transportation","$0"
"Elm City College Preparatory School District","=""2890013""","Equipment","$8,149"
"Elm City College Preparatory School District","=""2890013""","All Other Expenditures","$843"
"Elm City College Preparatory School District","=""2890013""","Total","$698,456"
"Elm City Montessori School District","=""2910013""","Teacher Salaries","$71,843"
"Elm City Montessori School District","=""2910013""","Instructional Aide Salaries","$0"
"Elm City Montessori School District","=""2910013""","Other Salaries","$0"
"Elm City Montessori School District","=""2910013""","Employee Benefits","$23,744"
"Elm City Montessori School District","=""2910013""","Purchased Services Other Than Transportation","$0"
"Elm City Montessori School District","=""2910013""","Special Education Tuition","$0"
"Elm City Montessori School District","=""2910013""","Supplies","$0"
"Elm City Montessori School District","=""2910013""","Property Services","$0"
"Elm City Montessori School District","=""2910013""","Purchased Services For Transportation","$0"
"Elm City Montessori School District","=""2910013""","Equipment","$0"
"Elm City Montessori School District","=""2910013""","All Other Expenditures","$0"
"Elm City Montessori School District","=""2910013""","Total","$95,587"
"Enfield School District","=""0490011""","Teacher Salaries","$6,385,248"
"Enfield School District","=""0490011""","Instructional Aide Salaries","$2,194,578"
"Enfield School District","=""0490011""","Other Salaries","$1,149,316"
"Enfield School District","=""0490011""","Employee Benefits","$2,148,992"
"Enfield School District","=""0490011""","Purchased Services Other Than Transportation","$2,226,578"
"Enfield School District","=""0490011""","Special Education Tuition","$4,164,543"
"Enfield School District","=""0490011""","Supplies","$200,813"
"Enfield School District","=""0490011""","Property Services","$0"
"Enfield School District","=""0490011""","Purchased Services For Transportation","$2,169,192"
"Enfield School District","=""0490011""","Equipment","$18,189"
"Enfield School District","=""0490011""","All Other Expenditures","$0"
"Enfield School District","=""0490011""","Total","$20,657,448"
"Essex School District","=""0500011""","Teacher Salaries","$450,685"
"Essex School District","=""0500011""","Instructional Aide Salaries","$401,513"
"Essex School District","=""0500011""","Other Salaries","$0"
"Essex School District","=""0500011""","Employee Benefits","$207,213"
"Essex School District","=""0500011""","Purchased Services Other Than Transportation","$47,528"
"Essex School District","=""0500011""","Special Education Tuition","$0"
"Essex School District","=""0500011""","Supplies","$8,636"
"Essex School District","=""0500011""","Property Services","$0"
"Essex School District","=""0500011""","Purchased Services For Transportation","$0"
"Essex School District","=""0500011""","Equipment","$904"
"Essex School District","=""0500011""","All Other Expenditures","$0"
"Essex School District","=""0500011""","Total","$1,116,479"
"Explorations District","=""2720013""","Teacher Salaries","$169,627"
"Explorations District","=""2720013""","Instructional Aide Salaries","$0"
"Explorations District","=""2720013""","Other Salaries","$146,859"
"Explorations District","=""2720013""","Employee Benefits","$40,801"
"Explorations District","=""2720013""","Purchased Services Other Than Transportation","$13,982"
"Explorations District","=""2720013""","Special Education Tuition","$0"
"Explorations District","=""2720013""","Supplies","$7,301"
"Explorations District","=""2720013""","Property Services","$15,641"
"Explorations District","=""2720013""","Purchased Services For Transportation","$0"
"Explorations District","=""2720013""","Equipment","$0"
"Explorations District","=""2720013""","All Other Expenditures","$0"
"Explorations District","=""2720013""","Total","$394,211"
"Fairfield School District","=""0510011""","Teacher Salaries","$14,276,072"
"Fairfield School District","=""0510011""","Instructional Aide Salaries","$3,351,268"
"Fairfield School District","=""0510011""","Other Salaries","$7,367,504"
"Fairfield School District","=""0510011""","Employee Benefits","$8,346,996"
"Fairfield School District","=""0510011""","Purchased Services Other Than Transportation","$6,156,379"
"Fairfield School District","=""0510011""","Special Education Tuition","$8,491,445"
"Fairfield School District","=""0510011""","Supplies","$160,969"
"Fairfield School District","=""0510011""","Property Services","$42,610"
"Fairfield School District","=""0510011""","Purchased Services For Transportation","$3,946,219"
"Fairfield School District","=""0510011""","Equipment","$102,588"
"Fairfield School District","=""0510011""","All Other Expenditures","$794"
"Fairfield School District","=""0510011""","Total","$52,242,843"
"Farmington School District","=""0520011""","Teacher Salaries","$4,458,611"
"Farmington School District","=""0520011""","Instructional Aide Salaries","$2,343,682"
"Farmington School District","=""0520011""","Other Salaries","$984,667"
"Farmington School District","=""0520011""","Employee Benefits","$1,567,160"
"Farmington School District","=""0520011""","Purchased Services Other Than Transportation","$1,039,650"
"Farmington School District","=""0520011""","Special Education Tuition","$2,876,369"
"Farmington School District","=""0520011""","Supplies","$68,014"
"Farmington School District","=""0520011""","Property Services","$8,707"
"Farmington School District","=""0520011""","Purchased Services For Transportation","$1,153,859"
"Farmington School District","=""0520011""","Equipment","$8,635"
"Farmington School District","=""0520011""","All Other Expenditures","$1,000"
"Farmington School District","=""0520011""","Total","$14,510,356"
"Franklin School District","=""0530011""","Teacher Salaries","$220,369"
"Franklin School District","=""0530011""","Instructional Aide Salaries","$72,052"
"Franklin School District","=""0530011""","Other Salaries","$0"
"Franklin School District","=""0530011""","Employee Benefits","$41,885"
"Franklin School District","=""0530011""","Purchased Services Other Than Transportation","$60,791"
"Franklin School District","=""0530011""","Special Education Tuition","$205,975"
"Franklin School District","=""0530011""","Supplies","$3,850"
"Franklin School District","=""0530011""","Property Services","$0"
"Franklin School District","=""0530011""","Purchased Services For Transportation","$14,522"
"Franklin School District","=""0530011""","Equipment","$0"
"Franklin School District","=""0530011""","All Other Expenditures","$0"
"Franklin School District","=""0530011""","Total","$619,444"
"Glastonbury School District","=""0540011""","Teacher Salaries","$6,749,738"
"Glastonbury School District","=""0540011""","Instructional Aide Salaries","$2,464,882"
"Glastonbury School District","=""0540011""","Other Salaries","$4,114,839"
"Glastonbury School District","=""0540011""","Employee Benefits","$1,839,353"
"Glastonbury School District","=""0540011""","Purchased Services Other Than Transportation","$649,982"
"Glastonbury School District","=""0540011""","Special Education Tuition","$4,349,570"
"Glastonbury School District","=""0540011""","Supplies","$49,438"
"Glastonbury School District","=""0540011""","Property Services","$167,446"
"Glastonbury School District","=""0540011""","Purchased Services For Transportation","$172,939"
"Glastonbury School District","=""0540011""","Equipment","$5,412"
"Glastonbury School District","=""0540011""","All Other Expenditures","$1,395"
"Glastonbury School District","=""0540011""","Total","$20,564,993"
"Granby School District","=""0560011""","Teacher Salaries","$2,484,564"
"Granby School District","=""0560011""","Instructional Aide Salaries","$1,016,693"
"Granby School District","=""0560011""","Other Salaries","$83,295"
"Granby School District","=""0560011""","Employee Benefits","$777,958"
"Granby School District","=""0560011""","Purchased Services Other Than Transportation","$145,568"
"Granby School District","=""0560011""","Special Education Tuition","$1,821,867"
"Granby School District","=""0560011""","Supplies","$19,672"
"Granby School District","=""0560011""","Property Services","$0"
"Granby School District","=""0560011""","Purchased Services For Transportation","$583,367"
"Granby School District","=""0560011""","Equipment","$20,277"
"Granby School District","=""0560011""","All Other Expenditures","$1,433"
"Granby School District","=""0560011""","Total","$6,954,694"
"Great Oaks Charter School District","=""2940013""","Teacher Salaries","$271,847"
"Great Oaks Charter School District","=""2940013""","Instructional Aide Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Other Salaries","$0"
"Great Oaks Charter School District","=""2940013""","Employee Benefits","$58,193"
"Great Oaks Charter School District","=""2940013""","Purchased Services Other Than Transportation","$42,725"
"Great Oaks Charter School District","=""2940013""","Special Education Tuition","$0"
"Great Oaks Charter School District","=""2940013""","Supplies","$0"
"Great Oaks Charter School District","=""2940013""","Property Services","$0"
"Great Oaks Charter School District","=""2940013""","Purchased Services For Transportation","$0"
"Great Oaks Charter School District","=""2940013""","Equipment","$0"
"Great Oaks Charter School District","=""2940013""","All Other Expenditures","$0"
"Great Oaks Charter School District","=""2940013""","Total","$372,765"
"Greenwich School District","=""0570011""","Teacher Salaries","$321,302"
"Greenwich School District","=""0570011""","Instructional Aide Salaries","$0"
"Greenwich School District","=""0570011""","Other Salaries","$25,911,840"
"Greenwich School District","=""0570011""","Employee Benefits","$6,813,109"
"Greenwich School District","=""0570011""","Purchased Services Other Than Transportation","$1,619,024"
"Greenwich School District","=""0570011""","Special Education Tuition","$5,646,519"
"Greenwich School District","=""0570011""","Supplies","$142,519"
"Greenwich School District","=""0570011""","Property Services","$314,480"
"Greenwich School District","=""0570011""","Purchased Services For Transportation","$0"
"Greenwich School District","=""0570011""","Equipment","$80,638"
"Greenwich School District","=""0570011""","All Other Expenditures","$128,220"
"Greenwich School District","=""0570011""","Total","$40,977,651"
"Griswold School District","=""0580011""","Teacher Salaries","$2,243,254"
"Griswold School District","=""0580011""","Instructional Aide Salaries","$1,465,779"
"Griswold School District","=""0580011""","Other Salaries","$840,901"
"Griswold School District","=""0580011""","Employee Benefits","$981,070"
"Griswold School District","=""0580011""","Purchased Services Other Than Transportation","$72,761"
"Griswold School District","=""0580011""","Special Education Tuition","$1,258,627"
"Griswold School District","=""0580011""","Supplies","$20,496"
"Griswold School District","=""0580011""","Property Services","$4,013"
"Griswold School District","=""0580011""","Purchased Services For Transportation","$749,409"
"Griswold School District","=""0580011""","Equipment","$13,353"
"Griswold School District","=""0580011""","All Other Expenditures","$0"
"Griswold School District","=""0580011""","Total","$7,649,663"
"Groton School District","=""0590011""","Teacher Salaries","$7,995,238"
"Groton School District","=""0590011""","Instructional Aide Salaries","$3,180,668"
"Groton School District","=""0590011""","Other Salaries","$1,081,912"
"Groton School District","=""0590011""","Employee Benefits","$2,251,975"
"Groton School District","=""0590011""","Purchased Services Other Than Transportation","$1,274,547"
"Groton School District","=""0590011""","Special Education Tuition","$4,218,435"
"Groton School District","=""0590011""","Supplies","$216,869"
"Groton School District","=""0590011""","Property Services","$1,035"
"Groton School District","=""0590011""","Purchased Services For Transportation","$1,923,036"
"Groton School District","=""0590011""","Equipment","$37,082"
"Groton School District","=""0590011""","All Other Expenditures","$2,710"
"Groton School District","=""0590011""","Total","$22,183,507"
"Guilford School District","=""0600011""","Teacher Salaries","$5,188,125"
"Guilford School District","=""0600011""","Instructional Aide Salaries","$2,096,305"
"Guilford School District","=""0600011""","Other Salaries","$0"
"Guilford School District","=""0600011""","Employee Benefits","$2,396,403"
"Guilford School District","=""0600011""","Purchased Services Other Than Transportation","$1,297,451"
"Guilford School District","=""0600011""","Special Education Tuition","$3,751,874"
"Guilford School District","=""0600011""","Supplies","$44,806"
"Guilford School District","=""0600011""","Property Services","$0"
"Guilford School District","=""0600011""","Purchased Services For Transportation","$1,307,803"
"Guilford School District","=""0600011""","Equipment","$3,196"
"Guilford School District","=""0600011""","All Other Expenditures","$0"
"Guilford School District","=""0600011""","Total","$16,085,962"
"Hamden School District","=""0620011""","Teacher Salaries","$10,463,365"
"Hamden School District","=""0620011""","Instructional Aide Salaries","$2,877,325"
"Hamden School District","=""0620011""","Other Salaries","$1,019,250"
"Hamden School District","=""0620011""","Employee Benefits","$6,489,297"
"Hamden School District","=""0620011""","Purchased Services Other Than Transportation","$828,645"
"Hamden School District","=""0620011""","Special Education Tuition","$13,236,387"
"Hamden School District","=""0620011""","Supplies","$98,699"
"Hamden School District","=""0620011""","Property Services","$124,904"
"Hamden School District","=""0620011""","Purchased Services For Transportation","$3,525,477"
"Hamden School District","=""0620011""","Equipment","$-1,651"
"Hamden School District","=""0620011""","All Other Expenditures","$0"
"Hamden School District","=""0620011""","Total","$38,661,699"
"Hampton School District","=""0630011""","Teacher Salaries","$109,548"
"Hampton School District","=""0630011""","Instructional Aide Salaries","$110,411"
"Hampton School District","=""0630011""","Other Salaries","$43,234"
"Hampton School District","=""0630011""","Employee Benefits","$45,749"
"Hampton School District","=""0630011""","Purchased Services Other Than Transportation","$63,913"
"Hampton School District","=""0630011""","Special Education Tuition","$1,586"
"Hampton School District","=""0630011""","Supplies","$7,223"
"Hampton School District","=""0630011""","Property Services","$0"
"Hampton School District","=""0630011""","Purchased Services For Transportation","$2,520"
"Hampton School District","=""0630011""","Equipment","$0"
"Hampton School District","=""0630011""","All Other Expenditures","$0"
"Hampton School District","=""0630011""","Total","$384,185"
"Hartford School District","=""0640011""","Teacher Salaries","$21,544,155"
"Hartford School District","=""0640011""","Instructional Aide Salaries","$495,585"
"Hartford School District","=""0640011""","Other Salaries","$17,132,122"
"Hartford School District","=""0640011""","Employee Benefits","$13,010,045"
"Hartford School District","=""0640011""","Purchased Services Other Than Transportation","$1,568,796"
"Hartford School District","=""0640011""","Special Education Tuition","$67,813,754"
"Hartford School District","=""0640011""","Supplies","$185,313"
"Hartford School District","=""0640011""","Property Services","$5,770"
"Hartford School District","=""0640011""","Purchased Services For Transportation","$14,884,832"
"Hartford School District","=""0640011""","Equipment","$22,678"
"Hartford School District","=""0640011""","All Other Expenditures","$688"
"Hartford School District","=""0640011""","Total","$136,663,737"
"Hartland School District","=""0650011""","Teacher Salaries","$0"
"Hartland School District","=""0650011""","Instructional Aide Salaries","$24,195"
"Hartland School District","=""0650011""","Other Salaries","$0"
"Hartland School District","=""0650011""","Employee Benefits","$1,851"
"Hartland School District","=""0650011""","Purchased Services Other Than Transportation","$428,914"
"Hartland School District","=""0650011""","Special Education Tuition","$710,167"
"Hartland School District","=""0650011""","Supplies","$3,249"
"Hartland School District","=""0650011""","Property Services","$0"
"Hartland School District","=""0650011""","Purchased Services For Transportation","$59,577"
"Hartland School District","=""0650011""","Equipment","$0"
"Hartland School District","=""0650011""","All Other Expenditures","$0"
"Hartland School District","=""0650011""","Total","$1,227,952"
"Hebron School District","=""0670011""","Teacher Salaries","$868,777"
"Hebron School District","=""0670011""","Instructional Aide Salaries","$429,712"
"Hebron School District","=""0670011""","Other Salaries","$308,527"
"Hebron School District","=""0670011""","Employee Benefits","$600,167"
"Hebron School District","=""0670011""","Purchased Services Other Than Transportation","$192,484"
"Hebron School District","=""0670011""","Special Education Tuition","$151,139"
"Hebron School District","=""0670011""","Supplies","$32,122"
"Hebron School District","=""0670011""","Property Services","$0"
"Hebron School District","=""0670011""","Purchased Services For Transportation","$79,549"
"Hebron School District","=""0670011""","Equipment","$8,591"
"Hebron School District","=""0670011""","All Other Expenditures","$0"
"Hebron School District","=""0670011""","Total","$2,671,068"
"Highville Charter School District","=""2860013""","Teacher Salaries","$61,980"
"Highville Charter School District","=""2860013""","Instructional Aide Salaries","$0"
"Highville Charter School District","=""2860013""","Other Salaries","$0"
"Highville Charter School District","=""2860013""","Employee Benefits","$14,674"
"Highville Charter School District","=""2860013""","Purchased Services Other Than Transportation","$0"
"Highville Charter School District","=""2860013""","Special Education Tuition","$0"
"Highville Charter School District","=""2860013""","Supplies","$0"
"Highville Charter School District","=""2860013""","Property Services","$0"
"Highville Charter School District","=""2860013""","Purchased Services For Transportation","$0"
"Highville Charter School District","=""2860013""","Equipment","$0"
"Highville Charter School District","=""2860013""","All Other Expenditures","$0"
"Highville Charter School District","=""2860013""","Total","$76,654"
"Integrated Day Charter School District","=""2640013""","Teacher Salaries","$135,097"
"Integrated Day Charter School District","=""2640013""","Instructional Aide Salaries","$109,621"
"Integrated Day Charter School District","=""2640013""","Other Salaries","$69,332"
"Integrated Day Charter School District","=""2640013""","Employee Benefits","$47,828"
"Integrated Day Charter School District","=""2640013""","Purchased Services Other Than Transportation","$42,790"
"Integrated Day Charter School District","=""2640013""","Special Education Tuition","$0"
"Integrated Day Charter School District","=""2640013""","Supplies","$17,871"
"Integrated Day Charter School District","=""2640013""","Property Services","$0"
"Integrated Day Charter School District","=""2640013""","Purchased Services For Transportation","$0"
"Integrated Day Charter School District","=""2640013""","Equipment","$0"
"Integrated Day Charter School District","=""2640013""","All Other Expenditures","$0"
"Integrated Day Charter School District","=""2640013""","Total","$422,540"
"Interdistrict School for Arts and Comm District","=""2650013""","Teacher Salaries","$284,570"
"Interdistrict School for Arts and Comm District","=""2650013""","Instructional Aide Salaries","$32,932"
"Interdistrict School for Arts and Comm District","=""2650013""","Other Salaries","$60,174"
"Interdistrict School for Arts and Comm District","=""2650013""","Employee Benefits","$70,880"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services Other Than Transportation","$1,726"
"Interdistrict School for Arts and Comm District","=""2650013""","Special Education Tuition","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Supplies","$3,144"
"Interdistrict School for Arts and Comm District","=""2650013""","Property Services","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Purchased Services For Transportation","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Equipment","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","All Other Expenditures","$0"
"Interdistrict School for Arts and Comm District","=""2650013""","Total","$453,426"
"Jumoke Academy District","=""2610013""","Teacher Salaries","$183,434"
"Jumoke Academy District","=""2610013""","Instructional Aide Salaries","$201,695"
"Jumoke Academy District","=""2610013""","Other Salaries","$0"
"Jumoke Academy District","=""2610013""","Employee Benefits","$95,241"
"Jumoke Academy District","=""2610013""","Purchased Services Other Than Transportation","$193,564"
"Jumoke Academy District","=""2610013""","Special Education Tuition","$0"
"Jumoke Academy District","=""2610013""","Supplies","$1,934"
"Jumoke Academy District","=""2610013""","Property Services","$0"
"Jumoke Academy District","=""2610013""","Purchased Services For Transportation","$0"
"Jumoke Academy District","=""2610013""","Equipment","$0"
"Jumoke Academy District","=""2610013""","All Other Expenditures","$0"
"Jumoke Academy District","=""2610013""","Total","$675,868"
"Kent School District","=""0680011""","Teacher Salaries","$453,582"
"Kent School District","=""0680011""","Instructional Aide Salaries","$0"
"Kent School District","=""0680011""","Other Salaries","$174,253"
"Kent School District","=""0680011""","Employee Benefits","$221,266"
"Kent School District","=""0680011""","Purchased Services Other Than Transportation","$115,225"
"Kent School District","=""0680011""","Special Education Tuition","$0"
"Kent School District","=""0680011""","Supplies","$4,531"
"Kent School District","=""0680011""","Property Services","$0"
"Kent School District","=""0680011""","Purchased Services For Transportation","$68,176"
"Kent School District","=""0680011""","Equipment","$4,331"
"Kent School District","=""0680011""","All Other Expenditures","$0"
"Kent School District","=""0680011""","Total","$1,041,364"
"Killingly School District","=""0690011""","Teacher Salaries","$2,867,128"
"Killingly School District","=""0690011""","Instructional Aide Salaries","$1,605,416"
"Killingly School District","=""0690011""","Other Salaries","$848,215"
"Killingly School District","=""0690011""","Employee Benefits","$1,709,211"
"Killingly School District","=""0690011""","Purchased Services Other Than Transportation","$939,348"
"Killingly School District","=""0690011""","Special Education Tuition","$5,589,623"
"Killingly School District","=""0690011""","Supplies","$101,214"
"Killingly School District","=""0690011""","Property Services","$52,161"
"Killingly School District","=""0690011""","Purchased Services For Transportation","$686,114"
"Killingly School District","=""0690011""","Equipment","$11,677"
"Killingly School District","=""0690011""","All Other Expenditures","$445"
"Killingly School District","=""0690011""","Total","$14,410,553"
"Learn","=""2450014""","Teacher Salaries","$2,087,319"
"Learn","=""2450014""","Instructional Aide Salaries","$1,544,480"
"Learn","=""2450014""","Other Salaries","$3,903,141"
"Learn","=""2450014""","Employee Benefits","$2,310,162"
"Learn","=""2450014""","Purchased Services Other Than Transportation","$1,071,415"
"Learn","=""2450014""","Special Education Tuition","$0"
"Learn","=""2450014""","Supplies","$43,000"
"Learn","=""2450014""","Property Services","$495,665"
"Learn","=""2450014""","Purchased Services For Transportation","$30,787"
"Learn","=""2450014""","Equipment","$53,372"
"Learn","=""2450014""","All Other Expenditures","$342,577"
"Learn","=""2450014""","Total","$11,881,917"
"Lebanon School District","=""0710011""","Teacher Salaries","$1,020,145"
"Lebanon School District","=""0710011""","Instructional Aide Salaries","$810,078"
"Lebanon School District","=""0710011""","Other Salaries","$716,280"
"Lebanon School District","=""0710011""","Employee Benefits","$585,916"
"Lebanon School District","=""0710011""","Purchased Services Other Than Transportation","$354,399"
"Lebanon School District","=""0710011""","Special Education Tuition","$1,740,484"
"Lebanon School District","=""0710011""","Supplies","$19,894"
"Lebanon School District","=""0710011""","Property Services","$7,149"
"Lebanon School District","=""0710011""","Purchased Services For Transportation","$695,736"
"Lebanon School District","=""0710011""","Equipment","$571"
"Lebanon School District","=""0710011""","All Other Expenditures","$10"
"Lebanon School District","=""0710011""","Total","$5,950,662"
"Ledyard School District","=""0720011""","Teacher Salaries","$3,488,511"
"Ledyard School District","=""0720011""","Instructional Aide Salaries","$1,245,293"
"Ledyard School District","=""0720011""","Other Salaries","$731,099"
"Ledyard School District","=""0720011""","Employee Benefits","$776,519"
"Ledyard School District","=""0720011""","Purchased Services Other Than Transportation","$545,503"
"Ledyard School District","=""0720011""","Special Education Tuition","$1,630,779"
"Ledyard School District","=""0720011""","Supplies","$129,080"
"Ledyard School District","=""0720011""","Property Services","$11,081"
"Ledyard School District","=""0720011""","Purchased Services For Transportation","$846,838"
"Ledyard School District","=""0720011""","Equipment","$26,921"
"Ledyard School District","=""0720011""","All Other Expenditures","$1,563"
"Ledyard School District","=""0720011""","Total","$9,433,187"
"Lisbon School District","=""0730011""","Teacher Salaries","$793,436"
"Lisbon School District","=""0730011""","Instructional Aide Salaries","$68,088"
"Lisbon School District","=""0730011""","Other Salaries","$125,195"
"Lisbon School District","=""0730011""","Employee Benefits","$217,505"
"Lisbon School District","=""0730011""","Purchased Services Other Than Transportation","$239,423"
"Lisbon School District","=""0730011""","Special Education Tuition","$966,907"
"Lisbon School District","=""0730011""","Supplies","$7,200"
"Lisbon School District","=""0730011""","Property Services","$0"
"Lisbon School District","=""0730011""","Purchased Services For Transportation","$260,373"
"Lisbon School District","=""0730011""","Equipment","$4,739"
"Lisbon School District","=""0730011""","All Other Expenditures","$139"
"Lisbon School District","=""0730011""","Total","$2,683,006"
"Litchfield School District","=""0740011""","Teacher Salaries","$967,579"
"Litchfield School District","=""0740011""","Instructional Aide Salaries","$790,404"
"Litchfield School District","=""0740011""","Other Salaries","$43,608"
"Litchfield School District","=""0740011""","Employee Benefits","$615,979"
"Litchfield School District","=""0740011""","Purchased Services Other Than Transportation","$193,676"
